date,ticker,paper_position_weight,paper_position_value,entry_price,current_price,unrealized_return,realized_return,action,model_mode,growth_paper_variant,exposure_cap,exposure_cap_60,dual_trend_cap,vol_target_exposure,final_exposure,spy_close,spy_ma_200,qqq_close,qqq_ma_200,spy_below_200d,qqq_below_200d,dual_trend_reason,cash_weight,data_source,raw_target_current_features_available,raw_target_feature_source,rebalance_due,monitoring_only,previous_rebalance_date,next_rebalance_date,sessions_since_last_rebalance,observed_candidate_tickers,growth_model_version,data_mode,official_start_date,archive_reason
2026-06-25,CASH,0.55,55000.00000000001,1.0,1.0,0.0,0.0,HOLD,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,,,,,,,,,,,,0.55,current_growth_candidate_allocation,True,raw_target_return_exact,True,False,2026-06-25,,0,"KEEL,ARM,MU,AMAT",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,2026-06-25,official row invalidated by Phase100 stale market data audit
2026-06-25,AMAT,0.1124999999999999,11249.99999999999,651.6599731445312,651.6599731445312,0.0,-0.0243165664484544,BUY,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.4499999999999999,0.4499999999999999,734.2999877929688,686.4120510864258,716.3800048828125,630.5975845336914,False,False,SPY and QQQ above 200D MA,0.55,current_growth_candidate_allocation,True,raw_target_return_exact,True,False,2026-06-25,,0,"KEEL,ARM,MU,AMAT",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,2026-06-25,official row invalidated by Phase100 stale market data audit
2026-06-25,KEEL,0.1124999999999999,11249.99999999999,6.090099811553955,5.815000057220459,-0.0451716331170114,-0.0243165664484544,REDUCE,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.4499999999999999,0.4499999999999999,734.2999877929688,686.4120510864258,716.3800048828125,630.5975845336914,False,False,SPY and QQQ above 200D MA,0.55,current_growth_candidate_allocation,True,raw_target_return_exact,True,False,2026-06-25,,0,"KEEL,ARM,MU,AMAT",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,2026-06-25,official row invalidated by Phase100 stale market data audit
2026-06-25,ARM,0.1124999999999999,11249.99999999999,430.3450012207031,347.8699951171875,-0.1916485746774555,-0.0243165664484544,REDUCE,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.4499999999999999,0.4499999999999999,734.2999877929688,686.4120510864258,716.3800048828125,630.5975845336914,False,False,SPY and QQQ above 200D MA,0.55,current_growth_candidate_allocation,True,raw_target_return_exact,True,False,2026-06-25,,0,"KEEL,ARM,MU,AMAT",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,2026-06-25,official row invalidated by Phase100 stale market data audit
2026-06-25,MU,0.1124999999999999,11249.99999999999,1215.800048828125,1215.800048828125,0.0,-0.0243165664484544,BUY,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.4499999999999999,0.4499999999999999,734.2999877929688,686.4120510864258,716.3800048828125,630.5975845336914,False,False,SPY and QQQ above 200D MA,0.55,current_growth_candidate_allocation,True,raw_target_return_exact,True,False,2026-06-25,,0,"KEEL,ARM,MU,AMAT",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,2026-06-25,official row invalidated by Phase100 stale market data audit
2026-06-26,AMAT,0.1124999999999999,11154.705066682774,651.6599731445312,647.3300170898438,-0.006644502091779,-0.0084706607393081,HOLD,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.4499999999999999,0.4499999999999996,728.989990234375,686.8409854125977,706.52001953125,631.2383724975585,False,False,SPY and QQQ above 200D MA,0.55,current_growth_candidate_allocation,True,raw_target_return_exact,False,True,2026-06-25,,1,"KEEL,ARM,MU,AMAT",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,2026-06-25,official row invalidated by Phase100 stale market data audit
2026-06-26,ARM,0.1124999999999999,11154.705066682774,430.3450012207031,334.2950134277344,-0.2231929905552901,-0.0084706607393081,HOLD,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.4499999999999999,0.4499999999999996,728.989990234375,686.8409854125977,706.52001953125,631.2383724975585,False,False,SPY and QQQ above 200D MA,0.55,current_growth_candidate_allocation,True,raw_target_return_exact,False,True,2026-06-25,,1,"KEEL,ARM,MU,AMAT",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,2026-06-25,official row invalidated by Phase100 stale market data audit
2026-06-26,KEEL,0.1124999999999999,11154.705066682774,6.090099811553955,5.952600002288818,-0.0225775953629324,-0.0084706607393081,HOLD,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.4499999999999999,0.4499999999999996,728.989990234375,686.8409854125977,706.52001953125,631.2383724975585,False,False,SPY and QQQ above 200D MA,0.55,current_growth_candidate_allocation,True,raw_target_return_exact,False,True,2026-06-25,,1,"KEEL,ARM,MU,AMAT",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,2026-06-25,official row invalidated by Phase100 stale market data audit
2026-06-26,MU,0.1124999999999999,11154.705066682774,1215.800048828125,1151.010009765625,-0.0532900447939193,-0.0084706607393081,HOLD,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.4499999999999999,0.4499999999999996,728.989990234375,686.8409854125977,706.52001953125,631.2383724975585,False,False,SPY and QQQ above 200D MA,0.55,current_growth_candidate_allocation,True,raw_target_return_exact,False,True,2026-06-25,,1,"KEEL,ARM,MU,AMAT",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,2026-06-25,official row invalidated by Phase100 stale market data audit
2026-06-26,CASH,0.55,54534.11365933806,1.0,1.0,0.0,0.0,HOLD,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,,,,,,,,,,,,0.55,current_growth_candidate_allocation,True,raw_target_return_exact,False,True,2026-06-25,,1,"KEEL,ARM,MU,AMAT",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,2026-06-25,official row invalidated by Phase100 stale market data audit
