fold_id,fold_type,window_label,start_date,end_date,observations,periods_per_year_estimate,total_return,CAGR,volatility,Sharpe,Sortino,Calmar,max_drawdown,hit_rate,average_turnover,average_exposure,average_cash,average_selected_count,alpha_vs_SPY,alpha_vs_QQQ,information_ratio_vs_SPY,information_ratio_vs_QQQ,benchmark_status,train_observations_after_purge_embargo,test_start,test_end,embargo_end,purge_start
6,test,fixed_test_embargoed,2015-02-06,2015-07-30,25,52.17857142857143,0.10133545788710485,0.22460229215968952,0.10192738109835064,2.028779134250465,8.342544423607052,7.832496436048932,-0.028675696694346553,0.64,0.10199999999999998,0.6,0.4000000000000001,3.84,0.0017902146632203446,-2.6353705395187367e-05,0.5377045023500998,-0.006803843675838334,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
7,train,expanding_train_purged,2008-12-31,2014-11-24,298,52.17857142857143,0.7730003234701428,0.1019784896551621,0.1525717487150132,0.7336683635000532,1.1717117974725182,0.5357064960676082,-0.19036261535699583,0.5436241610738255,0.09714765100671141,0.5432885906040268,0.45671140939597304,3.865771812080537,-0.0013811874958919905,-0.002639514012530676,-0.28783449231867264,-0.5369663458184475,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
7,validation,fixed_validation,2014-12-31,2015-06-24,25,52.17857142857143,0.05337588459652465,0.11464025332386796,0.0858059520807961,1.307235477849921,3.9429907188753175,3.9978192873852603,-0.028675696694346442,0.6,0.10799999999999997,0.6,0.4000000000000001,3.84,0.0008075642856326106,-0.0005009325454739897,0.28956306995459025,-0.15680110751998258,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
7,test,fixed_test_embargoed,2015-07-30,2016-01-28,26,52.17857142857143,-0.058912335027195284,-0.1147232672205708,0.16728873540373163,-0.6450549697416621,-0.6455075264595171,-1.1190717127662182,-0.1025164570883379,0.6153846153846154,0.06266025641025638,0.4326923076923077,0.5673076923076923,3.769230769230769,0.0016842490714993079,0.001744656307130841,0.36470884001771453,0.38071386608663,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
8,train,expanding_train_purged,2008-12-31,2015-05-27,323,52.17857142857143,0.8257159344491563,0.0986059574100715,0.14820539542123345,0.7304248095281665,1.1650605747663596,0.5179901380591518,-0.19036261535699583,0.544891640866873,0.0998452012383901,0.5476780185758513,0.4523219814241486,3.863777089783282,-0.0012807570776596764,-0.0025268328660102584,-0.27285529620495547,-0.5258635966673301,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
8,validation,fixed_validation,2015-07-01,2015-12-29,26,52.17857142857143,0.012848615738149993,0.02609751160492224,0.1779954213908303,0.23144321537574097,0.2334762406587903,0.354742915213792,-0.0735673934155785,0.6923076923076923,0.06233974358974358,0.4807692307692308,0.5192307692307693,3.923076923076923,0.001359777423984766,-0.00032761916874265995,0.27609588478033154,-0.06559853791994534,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
8,test,fixed_test_embargoed,2016-02-04,2016-07-27,25,52.17857142857143,0.20440818378617953,0.47759404767019653,0.12654883515341536,3.1385643361416378,7.5295507772841495,18.103730228858854,-0.026380974618638087,0.68,0.04800000000000001,0.4699999999999999,0.53,4.0,0.0013285144279942115,0.002111815216824362,0.3845409018644628,0.5151782781585525,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
9,train,expanding_train_purged,2008-12-31,2015-11-30,349,52.17857142857143,1.00919395821359,0.10619874809918506,0.14776555849638554,0.7801995746053608,1.2203191991753637,0.557876071937894,-0.19036261535699583,0.5587392550143266,0.09647803247373446,0.5438395415472779,0.456160458452722,3.8681948424068766,-0.0009257215434619256,-0.0022143827830047773,-0.19603609167983724,-0.46375433304226193,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
9,validation,fixed_validation,2016-01-06,2016-06-28,25,52.17857142857143,0.04253585581832375,0.09137878009727785,0.09237165982189129,0.9862030134518867,1.8108597803221587,2.819560187561204,-0.03240887727823838,0.56,0.06633333333333333,0.42,0.58,3.84,0.0022177034844948467,0.005024938222396195,0.6713206236263803,1.2828435919081707,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
9,test,fixed_test_embargoed,2016-08-03,2017-01-25,25,52.17857142857143,0.25787916563382285,0.6142123599610427,0.1820563792713771,2.728933347034641,4.698319987882889,14.119446818824152,-0.043501163171787316,0.64,0.08999999999999998,0.6,0.4000000000000001,4.0,0.0070521278735509,0.005688922550255181,1.7188400970402515,1.2872910225234904,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
10,train,expanding_train_purged,2008-12-31,2016-05-31,374,52.17857142857143,0.8740927592854386,0.08841258193101575,0.14718868155536238,0.6692452412672961,1.010016983937156,0.4644429882685292,-0.19036261535699583,0.5508021390374331,0.0944295900178253,0.535427807486631,0.464572192513369,3.8663101604278074,-0.001090884849228094,-0.0021777313115112964,-0.2352075472210681,-0.45768282280880684,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
10,validation,fixed_validation,2016-07-06,2016-12-23,25,52.17857142857143,0.31378423952237977,0.797431723341381,0.1953803849638453,3.024013365603416,5.592981875644476,18.33127358439361,-0.043501163171787316,0.68,0.08399999999999999,0.6,0.4000000000000001,4.0,0.005896331032044042,0.00447541206696171,1.4115079535002668,1.008093558992766,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
10,test,fixed_test_embargoed,2017-02-01,2017-07-25,25,52.17857142857143,0.06001099184725023,0.13013403698636927,0.11613907978090839,1.1038671064511378,2.3411468906142745,3.407960850434862,-0.03818530866332104,0.52,0.08399999999999999,0.6,0.4000000000000001,3.96,-0.0012041207389934033,-0.0039928453000700375,-0.4180714344430916,-1.1385663364476302,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
11,train,expanding_train_purged,2008-12-31,2016-11-25,399,52.17857142857143,1.4411037863476102,0.11957353793372039,0.15035929398719766,0.8519256142478407,1.3083445491170382,0.6281356121814076,-0.19036261535699583,0.5614035087719298,0.09393274853801169,0.5385964912280701,0.46140350877192987,3.87468671679198,-0.0004940529770858797,-0.0015630340439166121,-0.10145595583220889,-0.3263906738648923,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
11,validation,fixed_validation,2017-01-03,2017-06-26,25,52.17857142857143,0.07974458622305547,0.17474998698793187,0.1081863708599824,1.5342578816063928,2.908008715536026,4.5763670140445205,-0.03818530866332126,0.52,0.066,0.6,0.4000000000000001,4.0,-0.00027041075968790287,-0.003604629698930236,-0.09740401844633963,-1.1504125139410355,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
11,test,fixed_test_embargoed,2017-08-01,2018-01-23,25,52.17857142857143,0.12402760324434103,0.2763765125779214,0.11410799282970686,2.198574232003127,2.7296508973547025,6.1872114013687725,-0.04466899458401885,0.72,0.10199999999999998,0.6,0.4000000000000001,3.96,-0.001069661087788924,-0.0014546097327573365,-0.4454387815452226,-0.49890849912189417,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
12,train,expanding_train_purged,2008-12-31,2017-05-26,424,52.17857142857143,1.8620707976644146,0.13336157146314664,0.1487561292595121,0.945062157578778,1.4545227474801132,0.7005659762188469,-0.19036261535699583,0.5636792452830188,0.09228577044025156,0.5422169811320754,0.4577830188679246,3.8820754716981134,-0.0003237558766211765,-0.0015170664854736613,-0.06459355060214168,-0.3222598664267664,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
12,validation,fixed_validation,2017-07-03,2017-12-29,26,52.17857142857143,0.13856662172745038,0.30316548905399077,0.12785856768052412,2.1032793137528634,3.159721260661522,6.786933350016669,-0.04466899458401874,0.6923076923076923,0.10961538461538459,0.5999999999999999,0.4000000000000001,3.923076923076923,0.0010084988817416797,0.0008832859941039573,0.35989775273388297,0.24759153450085505,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
12,test,fixed_test_embargoed,2018-02-06,2018-07-30,25,52.17857142857143,0.18145888707443647,0.4191119541617183,0.14502477529613358,2.477326606568981,4.65575788808095,5.845250589046716,-0.07170128085647565,0.64,0.066,0.6,0.4000000000000001,3.96,0.00677054039652849,0.004620543681702234,1.5680044755595008,0.9001627395098553,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
13,train,expanding_train_purged,2008-12-31,2017-11-30,450,52.17857142857143,2.0706721781989543,0.1341138124446799,0.1478515138694697,0.9545619025972191,1.4808735062977747,0.7045175976027124,-0.19036261535699583,0.5666666666666667,0.09228703703703701,0.5455555555555555,0.4544444444444445,3.8844444444444446,-0.00034712123952600595,-0.0014756679672299202,-0.07168548404003841,-0.31665500476944386,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
13,validation,fixed_validation,2018-01-08,2018-06-29,25,52.17857142857143,0.1899729634969911,0.44679344664376086,0.1542248166598551,2.436169617434618,4.157607817569529,6.231317506560421,-0.07170128085647542,0.68,0.072,0.6,0.4000000000000001,3.96,0.0061667491670770935,0.0031220477250305688,1.4142124520494426,0.610446560293986,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
13,test,fixed_test_embargoed,2018-07-30,2019-01-29,26,52.17857142857143,0.041504692858659764,0.08455125243666828,0.17321986387536878,0.5548287869377313,0.8029449858692255,0.6749254091212881,-0.12527495823093826,0.5,0.05576923076923076,0.42500000000000004,0.575,3.6923076923076925,0.0034800904649167205,0.004889711052149837,0.8573333850105338,1.0039685311535043,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
14,train,expanding_train_purged,2008-12-31,2018-05-24,474,52.17857142857143,2.503339991826312,0.14278181601442141,0.14721471175612413,1.012045329081167,1.5666644318852319,0.750051766974603,-0.19036261535699583,0.5717299578059072,0.09204465541490857,0.5483122362869197,0.4516877637130802,3.888185654008439,-0.00015723899894789064,-0.001346462747014251,-0.027833618190730675,-0.288137560891245,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
14,validation,fixed_validation,2018-07-09,2018-12-28,25,52.17857142857143,0.019784286709932486,0.042480174581898344,0.17950755465584672,0.3140405199460307,0.48716455017089677,0.35022929254060026,-0.12129246606913624,0.48,0.04483333333333332,0.474,0.526,3.72,0.003987673651075103,0.005034413132925569,0.9757571132034205,1.00806877050337,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
14,test,fixed_test_embargoed,2019-02-05,2019-07-29,25,52.17857142857143,0.055041524771121564,0.11904100736918988,0.15167907515952217,0.809942624314029,1.5703593215782896,1.6163554948116279,-0.07364778834315966,0.52,0.10849999999999999,0.5779999999999998,0.42200000000000004,4.0,-0.003542717788995627,-0.005173417665772501,-0.9099112197765503,-1.3372725752963104,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
15,train,expanding_train_purged,2008-12-31,2018-11-28,500,52.17857142857143,2.8823304893331576,0.14671252350591613,0.1496182528309405,1.0219260381311264,1.5855728219986833,0.7707002933889059,-0.19036261535699583,0.572,0.08959999999999999,0.5474999999999999,0.4525,3.886,8.580643492259133e-05,-0.001000589191713347,0.02870173153990446,-0.2113238048220999,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
15,validation,fixed_validation,2019-01-07,2019-06-28,25,52.17857142857143,0.04723177367695208,0.1029652768317677,0.149392337233207,0.7160862094800065,1.3284164989386102,1.3980769707842948,-0.07364778834315977,0.48,0.10366666666666666,0.5219999999999999,0.478,3.96,-0.004900880313503194,-0.0061971856639112186,-1.2479877722633779,-1.5941450953866612,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
15,test,fixed_test_embargoed,2019-08-05,2020-01-27,25,52.17857142857143,0.04163518517305631,0.08886759790475751,0.10782991316891663,0.842881831650019,0.6981941003156912,1.1910502089664285,-0.07461280577069473,0.68,0.142,0.6,0.4000000000000001,3.76,-0.002124351039449629,-0.0038121102834748647,-0.691173965465563,-1.1579367204243272,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
16,train,expanding_train_purged,2008-12-31,2019-05-31,525,52.17857142857143,3.0358174048126614,0.143392229175052,0.14927196021708722,1.004519269632372,1.5696350788817715,0.7532583480540122,-0.19036261535699583,0.5657142857142857,0.0893174603174603,0.5436190476190476,0.45638095238095244,3.8838095238095236,6.3183483933769e-05,-0.0010390965822002956,0.023026683813688165,-0.22099389263001964,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
16,validation,fixed_validation,2019-07-08,2019-12-26,25,52.17857142857143,0.04942326820039278,0.10853634647513166,0.10998377723400107,0.9700635167994535,0.7836712933647889,1.4546611048067646,-0.07461280577069496,0.72,0.148,0.6,0.4000000000000001,3.76,-0.002323102604046022,-0.003379279647083412,-0.7300697178301746,-0.9841290615640891,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
16,test,fixed_test_embargoed,2020-02-03,2020-07-24,25,52.17857142857143,0.012886732053130512,0.027563790669592247,0.19911379628004303,0.23134768885098836,0.29228675942638377,0.16885640348720435,-0.16323805375661093,0.64,0.09838573826108415,0.482,0.518,3.64,-0.00044861768995836334,-0.006491697621317071,-0.05708426096967663,-0.9452156620348916,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
17,train,expanding_train_purged,2008-12-31,2019-11-26,550,52.17857142857143,3.042627920787833,0.1367013986718837,0.14791270467261378,0.9707918726998481,1.4886913571112523,0.7181105303450535,-0.19036261535699583,0.5690909090909091,0.09253030303030303,0.5461818181818181,0.45381818181818173,3.8781818181818184,-0.00016436377392700435,-0.0012606588959707616,-0.031217420441001932,-0.27261930392313716,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
17,validation,fixed_validation,2020-01-03,2020-06-25,25,52.17857142857143,-0.04292112442048701,-0.08797517713531733,0.18688413207290097,-0.3981831718986909,-0.45711642416884896,-0.538937919870626,-0.16323805375661093,0.6,0.10438573826108416,0.482,0.518,3.64,-0.0012638141399350055,-0.008459838989650026,-0.16242532510995708,-1.2738906566361008,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
17,test,fixed_test_embargoed,2020-07-31,2021-01-29,26,52.17857142857143,0.4266088762229723,1.0401853759345383,0.25672898274064193,2.916071179222735,5.68366523761403,13.77013232950449,-0.07553924327261485,0.6923076923076923,0.12884615384615383,0.5999999999999999,0.4000000000000001,3.8846153846153846,0.0077156822706210765,0.005311387435279586,1.198771155279412,0.7383453162475628,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
18,train,expanding_train_purged,2008-12-31,2020-05-28,575,52.17857142857143,3.0203593690548995,0.12973955692859795,0.1496058925896018,0.9196268504748665,1.3621525454910377,0.6815390547418744,-0.19036261535699583,0.5739130434782609,0.09226314804033699,0.5433913043478261,0.4566086956521738,3.8678260869565215,-0.0001850722088875302,-0.001472944350295716,-0.034916689961935074,-0.3130029699590644,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
18,validation,fixed_validation,2020-07-02,2020-12-30,26,52.17857142857143,0.31320803782270623,0.7329731657224436,0.20695137885421114,2.7551999437649166,4.5821047805958,8.909926998414512,-0.08226477791039966,0.6538461538461539,0.12884615384615383,0.5999999999999999,0.4000000000000001,3.8846153846153846,0.0026078775741781354,0.0006990628557287989,0.486076666417394,0.11189804524881951,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
18,test,fixed_test_embargoed,2021-02-05,2021-07-29,25,52.17857142857143,-0.02938299750506912,-0.06068394725461168,0.18925220702760162,-0.2365435508058212,-0.3048942873971888,-0.3900748803118196,-0.1555699951919537,0.52,0.10799999999999997,0.6,0.4000000000000001,3.84,-0.007208050764663125,-0.0063587780699882555,-1.847519634670229,-1.3479797042444244,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
19,train,expanding_train_purged,2008-12-31,2020-11-23,600,52.17857142857143,3.668502953206371,0.13828890965548157,0.1515228007454208,0.9610991525765623,1.4353411537617873,0.7264499355408728,-0.19036261535699583,0.5733333333333334,0.09425218353865628,0.5457499999999998,0.45424999999999993,3.868333333333333,-0.00020429993568970564,-0.00156079455291588,-0.03918553112534195,-0.3272847922720548,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
19,validation,fixed_validation,2021-01-07,2021-06-23,24,52.17857142857143,0.12091677352003072,0.2835807333779419,0.2620973837875687,1.0715554360269497,1.7405539572624893,1.822849792005449,-0.1555699951919539,0.5833333333333334,0.09999999999999998,0.6,0.4000000000000001,3.8333333333333335,-0.00040382086508046217,0.0006578989444230091,-0.07159361197763432,0.10473255938330542,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
19,test,fixed_test_embargoed,2021-08-05,2022-01-26,25,52.17857142857143,-0.11088456612691,-0.2186311122010226,0.2185890669120135,-1.0141569498341252,-1.372887693098434,-1.330507999752008,-0.16432153150659223,0.4,0.149,0.586,0.41400000000000003,3.96,-0.004338339059301817,-0.002452338139750603,-0.9684866425825338,-0.4867538126176117,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
20,train,expanding_train_purged,2008-12-31,2021-05-25,625,52.17857142857143,4.931771748649719,0.1544329950284311,0.15820536657560097,1.0195250919166745,1.5445471710878529,0.8112569515753697,-0.19036261535699583,0.5776,0.09480209619711001,0.54792,0.4520799999999999,3.8672,-6.520305139928306e-05,-0.0013192277810699584,-0.007943815818452849,-0.2713428646569692,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
20,validation,fixed_validation,2021-07-08,2021-12-28,25,52.17857142857143,0.01238386049782414,0.0263256826634215,0.18534062787453312,0.22670682454219765,0.378697357114817,0.33972870567074503,-0.07749030983839078,0.44,0.15,0.6,0.4000000000000001,4.0,-0.004008008390411899,-0.004689685647563089,-0.9771713144530697,-1.0093522463760414,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
20,test,fixed_test_embargoed,2022-02-02,2022-07-27,25,52.17857142857143,0.008434201300641098,0.017684107043061115,0.11294391748231727,0.20917715843367424,0.3065388112976875,0.2565235258598229,-0.06893756424011022,0.56,0.04249999999999999,0.294,0.706,3.68,0.0038442075238687297,0.005852064209393631,0.8317646912685731,1.0417771240950595,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
21,train,expanding_train_purged,2008-12-31,2021-11-29,651,52.17857142857143,5.165494163276143,0.15128357727145492,0.15827458454718007,1.0011228857319598,1.529167846403297,0.7947126434869883,-0.19036261535699583,0.5714285714285714,0.09631537653332375,0.5499999999999999,0.45000000000000007,3.8725038402457757,-0.0001466047729649692,-0.0014582598502645336,-0.026557024014324762,-0.30321083635401763,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
21,validation,fixed_validation,2022-01-04,2022-06-28,25,52.17857142857143,-0.10411010580488367,-0.2050339021678056,0.16769828519770813,-1.2830264545262893,-1.349214347983933,-1.7548546808877563,-0.11683810881940482,0.52,0.05549999999999999,0.336,0.664,3.72,0.0032163287349604042,0.007661428422378437,0.6402786398192809,1.3111653729538908,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
21,test,fixed_test_embargoed,2022-08-03,2023-01-25,25,52.17857142857143,0.0401548892568091,0.08564040780443971,0.10892007465164567,0.8072046418997094,1.1628388878118618,1.3434094397009855,-0.06374855295307547,0.56,0.05449999999999999,0.27399999999999997,0.726,3.84,-1.9675931252739667e-05,0.0016458219518453263,-0.0040441074886265905,0.28141290049764084,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
22,train,expanding_train_purged,2008-12-31,2022-05-27,676,52.17857142857143,4.421971536517534,0.1344375102071167,0.15941444934452612,0.8988995556546415,1.3385781911408445,0.6446039652086907,-0.2085583047314835,0.5695266272189349,0.09545312148401444,0.5441568047337277,0.45584319526627215,3.8698224852071004,-0.00016153440835009383,-0.0012211607973470493,-0.03014914457633244,-0.2508021579364896,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
22,validation,fixed_validation,2022-07-06,2022-12-23,25,52.17857142857143,-0.001826158821904289,-0.003919441684115621,0.10050911809123601,0.0102810962450835,0.014184378106222353,-0.0614828337672335,-0.06374855295307547,0.52,0.05799999999999999,0.262,0.738,3.76,6.905958931331782e-05,0.0028382694228058143,0.01396235424789203,0.47808686907021963,benchmarks_derived_from_aligned_SPY_QQQ_prices,,,,,
