test_start,test_end,number_of_test_dates,average_cash,average_selected_count,realized_return,realized_volatility,realized_sharpe,max_drawdown,Sortino,Calmar,average_turnover,worst_drawdown_period,hit_rate_5d,direction_accuracy_5d,MAE_5d,RMSE_5d,hit_rate_10d,direction_accuracy_10d,MAE_10d,RMSE_10d,hit_rate_20d,direction_accuracy_20d,MAE_20d,RMSE_20d
2022-06-15,2022-10-31,20,0.5900000000000001,3.7,-0.015930164117403556,0.1905218236441887,-0.9706798018192655,-0.036909341812328966,-0.9082574688165403,-5.01053871286893,0.7307142857142858,2022-08-05,0.65,0.65,0.01619395001081262,0.019757419754534024,0.75,0.75,0.02218523918212291,0.027999858289425993,0.7,0.7,0.04745305985950576,0.059202280695642095
