date,ticker,period_return_20d,was_in_universe,was_selected,was_underweighted,expected_return_rank_pct,signal_rank_pct,volatility_rank_pct,expected_daily_return,signal_strength,quality_score,target_confidence,filter_status,diagnosis
2022-02-23,AMZN,0.1282979654596137,True,False,False,0.5217391304347826,0.13043478260869565,0.30434782608695654,-9.774766481423353e-06,0.406311198685312,0.5,0.5,low_or_negative_expected_return,low_or_negative_expected_return
2022-03-02,TSLA,0.2433258816043917,True,False,False,0.8695652173913043,0.6956521739130435,0.08695652173913043,-0.000493908220504,0.2665787035453604,0.5,0.5,low_or_negative_expected_return,low_or_negative_expected_return
2022-03-02,NVDA,0.1432700792352965,True,False,False,0.391304347826087,0.8260869565217391,0.391304347826087,-8.287121986203914e-05,0.2532070416811131,0.5,0.5,low_or_negative_expected_return,low_or_negative_expected_return
2022-03-02,CCJ,0.1196649396297901,True,True,False,0.08695652173913043,0.08695652173913043,0.9130434782608695,0.0030887871550987,0.8097303512245929,0.5,0.5,selected,selected
2022-03-02,TXN,0.1019987667382451,True,False,False,0.6956521739130435,0.6086956521739131,0.8260869565217391,-0.0003416991991858,0.2666191703385355,0.5,0.5,low_or_negative_expected_return,low_or_negative_expected_return
2022-03-02,META,0.0948537092656285,True,False,False,0.6086956521739131,1.0,0.17391304347826086,-0.0001693201551766,0.0,0.5,0.5,low_or_negative_expected_return,low_or_negative_expected_return
2022-03-09,TSLA,0.2174581280830181,True,False,False,0.43478260869565216,0.6521739130434783,0.4782608695652174,4.94372392975827e-06,0.2373675472740749,0.5,0.5,not_in_raw_selection,not_in_raw_selection
2022-03-09,AMZN,0.1398415322703012,True,False,False,0.5217391304347826,0.4782608695652174,0.30434782608695654,-8.626929122081591e-06,0.2373941625996232,0.5,0.5,low_or_negative_expected_return,low_or_negative_expected_return
2022-03-09,META,0.1249370430819032,True,False,False,0.6086956521739131,1.0,0.21739130434782608,-4.108179019273361e-05,0.0,0.5,0.5,low_or_negative_expected_return,low_or_negative_expected_return
2022-03-09,VIST,0.1187270817589536,True,True,False,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.0018223756436664,0.9133947567440932,0.5,0.5,selected,selected
2022-03-09,COST,0.1082913881729337,True,False,False,0.13043478260869565,0.2608695652173913,0.9565217391304348,0.0002446052454672,0.3248620879624961,0.5,0.5,not_in_raw_selection,not_in_raw_selection
2022-03-16,CCJ,0.2737903679198716,True,True,False,0.4782608695652174,0.21739130434782608,0.5652173913043478,-2.7941384914818928e-06,0.4655283899985484,0.5,0.5,selected,selected
2022-03-16,TSLA,0.2167740373467783,True,False,False,0.391304347826087,0.7391304347826086,0.34782608695652173,3.0117318123890227e-05,0.170486026518059,0.5,0.5,not_in_raw_selection,not_in_raw_selection
2022-03-16,VIST,0.2139037300204116,True,True,False,0.08695652173913043,0.13043478260869565,0.21739130434782608,0.0002719332755919,0.5632498584933444,0.5,0.5,selected,selected
2022-03-16,YPF,0.1925753908875422,True,False,False,1.0,0.391304347826087,0.4782608695652174,-0.0002154542384688,0.2914082232439055,0.5,0.5,low_or_negative_expected_return,low_or_negative_expected_return
2022-03-16,COST,0.0877822759365429,True,False,False,0.043478260869565216,0.043478260869565216,0.6956521739130435,0.000874097738551,1.0,0.5,0.5,not_in_raw_selection,not_in_raw_selection
2022-03-23,PEP,0.0694886280110045,True,False,False,0.391304347826087,0.13043478260869565,0.08695652173913043,5.0953273188663326e-05,0.8262730967384764,0.5,0.5,not_in_raw_selection,not_in_raw_selection
