item,model,roc_auc,f1,accuracy,threshold,Sharpe,average_realized_return,sample_reduction
ensemble_best_model,logistic_regression,0.553584844030704,0.6216216216216216,0.5599214145383105,,,,
ensemble_best_threshold,average_probability_ensemble,,,,0.55,1.3138942074344053,0.04153154290167826,0.5029469548133596
ml_core_best_model,logistic_regression,0.553584844030704,0.6216216216216216,0.5599214145383105,,,,
ml_core_best_threshold,logistic_regression,,,,0.5,1.2913501319442664,0.0518507167487371,0.4538310412573674
previous_meta_best_model,logistic_regression,0.5590723501551527,0.5200764818355641,0.5068762278978389,,,,
