date,ticker,paper_position_weight,paper_position_value,entry_price,current_price,unrealized_return,realized_return,action,model_mode,growth_paper_variant,exposure_cap,exposure_cap_60,dual_trend_cap,vol_target_exposure,final_exposure,spy_close,spy_ma_200,qqq_close,qqq_ma_200,spy_below_200d,qqq_below_200d,dual_trend_reason,cash_weight,data_source,raw_target_current_features_available,raw_target_feature_source,rebalance_due,monitoring_only,previous_rebalance_date,next_rebalance_date,sessions_since_last_rebalance,observed_candidate_tickers,growth_model_version,data_mode,archive_reason
2026-06-17,KEEL,0.3,30000.0,6.090099811553955,6.090099811553955,0.0,0.0,BUY,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.85,0.6,739.0560302734375,683.9198599243164,721.7168579101562,626.7817889404297,False,False,SPY and QQQ above 200D MA,0.4,current_growth_candidate_allocation,False,target_implied_proxy,True,False,2026-06-17,,0,"KEEL,ARM",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,before exact official forward start; useful for debugging only
2026-06-17,ARM,0.3,30000.0,430.3450012207031,430.3450012207031,0.0,0.0,BUY,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.85,0.6,739.0560302734375,683.9198599243164,721.7168579101562,626.7817889404297,False,False,SPY and QQQ above 200D MA,0.4,current_growth_candidate_allocation,False,target_implied_proxy,True,False,2026-06-17,,0,"KEEL,ARM",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,before exact official forward start; useful for debugging only
2026-06-17,CASH,0.4,40000.0,1.0,1.0,0.0,0.0,HOLD,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,,,,,,,,,,,,0.4,current_growth_candidate_allocation,False,target_implied_proxy,True,False,2026-06-17,,0,"KEEL,ARM",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,before exact official forward start; useful for debugging only
2026-06-18,ARM,0.3,30486.04002044036,430.3450012207031,439.4599914550781,0.0211806578640851,0.0162013340146788,HOLD,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.85,0.6,746.739990234375,684.4872927856445,739.8070068359375,627.663186340332,False,False,SPY and QQQ above 200D MA,0.4,current_growth_candidate_allocation,True,raw_target_return_exact,False,True,2026-06-17,,1,"INTC,KEEL,ARM",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,before exact official forward start; useful for debugging only
2026-06-18,KEEL,0.3,30486.04002044036,6.090099811553955,6.289999961853027,0.0328237888515108,0.0162013340146788,HOLD,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.85,0.6,746.739990234375,684.4872927856445,739.8070068359375,627.663186340332,False,False,SPY and QQQ above 200D MA,0.4,current_growth_candidate_allocation,True,raw_target_return_exact,False,True,2026-06-17,,1,"INTC,KEEL,ARM",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,before exact official forward start; useful for debugging only
2026-06-18,CASH,0.4,40648.05336058715,1.0,1.0,0.0,0.0,HOLD,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,,,,,,,,,,,,0.4,current_growth_candidate_allocation,True,raw_target_return_exact,False,True,2026-06-17,,1,"INTC,KEEL,ARM",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,before exact official forward start; useful for debugging only
2026-06-22,KEEL,0.3,30363.472685873458,6.090099811553955,6.659999847412109,0.0935781109493405,-0.0040204413064052,HOLD,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.85,0.6,744.3900146484375,685.0258160400391,737.9500122070312,628.5131311035157,False,False,SPY and QQQ above 200D MA,0.4,current_growth_candidate_allocation,True,raw_target_return_exact,False,True,2026-06-17,,2,"KEEL,ARM,MU",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,before exact official forward start; useful for debugging only
2026-06-22,CASH,0.4,40484.63024783129,1.0,1.0,0.0,0.0,HOLD,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,,,,,,,,,,,,0.4,current_growth_candidate_allocation,True,raw_target_return_exact,False,True,2026-06-17,,2,"KEEL,ARM,MU",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,before exact official forward start; useful for debugging only
2026-06-22,ARM,0.3,30363.472685873458,430.3450012207031,407.7200012207031,-0.0525740973772732,-0.0040204413064052,HOLD,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.85,0.6,744.3900146484375,685.0258160400391,737.9500122070312,628.5131311035157,False,False,SPY and QQQ above 200D MA,0.4,current_growth_candidate_allocation,True,raw_target_return_exact,False,True,2026-06-17,,2,"KEEL,ARM,MU",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,before exact official forward start; useful for debugging only
2026-06-23,ARM,0.3,29358.038935064305,430.3450012207031,366.3900146484375,-0.148613290245856,-0.0331132661013749,HOLD,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.85,0.6,733.5800170898438,685.4836840820312,713.6500244140625,629.2158715820312,False,False,SPY and QQQ above 200D MA,0.4,current_growth_candidate_allocation,True,raw_target_return_exact,False,True,2026-06-17,,3,"INTC,KEEL,ARM",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,before exact official forward start; useful for debugging only
2026-06-23,KEEL,0.3,29358.038935064305,6.090099811553955,6.599999904632568,0.0837260650656737,-0.0331132661013749,HOLD,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.85,0.6,733.5800170898438,685.4836840820312,713.6500244140625,629.2158715820312,False,False,SPY and QQQ above 200D MA,0.4,current_growth_candidate_allocation,True,raw_target_return_exact,False,True,2026-06-17,,3,"INTC,KEEL,ARM",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,before exact official forward start; useful for debugging only
2026-06-23,CASH,0.4,39144.05191341908,1.0,1.0,0.0,0.0,HOLD,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,0.6,,,,,,,,,,,,0.4,current_growth_candidate_allocation,True,raw_target_return_exact,False,True,2026-06-17,,3,"INTC,KEEL,ARM",growth_champion_final_v1_0_frozen,historical_debug_reconstruction,before exact official forward start; useful for debugging only
