candidate,start_date,end_date,observations,total_return,CAGR,volatility,Sharpe,Sortino,max_drawdown,Calmar
growth_candidate_v1,2022-01-03,2026-05-15,220,3.4651966718738256,0.40928325027004453,0.30266060037187004,1.327123316943002,2.1748311525347006,-0.24225547769721656,1.6894695391845296
growth_candidate_v1_exposure_cap_60pct,2022-01-03,2026-05-15,220,2.172110083121285,0.30302070679090143,0.22319257946567483,1.3410777675688303,2.2663912654868343,-0.19760884981129268,1.5334369239043302
growth_candidate_v1_drawdown_brake_18pct,2022-01-03,2026-05-15,220,2.257828838387993,0.3110112947077619,0.24209896729176078,1.2802925878413387,1.9457110535259696,-0.1872208937016624,1.661199712054362
