date,horizon,alpha,beta,r2,sample_size,warning,no_lookahead
2022-04-13,5D,0.0,1.0,0.0,322,insufficient_prior_data,True
2022-04-13,10D,0.0,1.0,0.0,322,insufficient_prior_data,True
2022-04-13,20D,0.0,1.0,0.0,322,insufficient_prior_data,True
2022-04-21,5D,0.0,1.0,0.0,345,insufficient_prior_data,True
2022-04-21,10D,0.0,1.0,0.0,345,insufficient_prior_data,True
2022-04-21,20D,0.0,1.0,0.0,345,insufficient_prior_data,True
2022-04-28,5D,0.0,1.0,0.0,368,insufficient_prior_data,True
2022-04-28,10D,0.0,1.0,0.0,368,insufficient_prior_data,True
2022-04-28,20D,0.0,1.0,0.0,368,insufficient_prior_data,True
2022-05-05,5D,0.0,1.0,0.0,391,insufficient_prior_data,True
2022-05-05,10D,0.0,1.0,0.0,391,insufficient_prior_data,True
2022-05-05,20D,0.0,1.0,0.0,391,insufficient_prior_data,True
2022-05-12,5D,0.0,1.0,0.0,414,insufficient_prior_data,True
2022-05-12,10D,0.0,1.0,0.0,414,insufficient_prior_data,True
2022-05-12,20D,0.0,1.0,0.0,414,insufficient_prior_data,True
2022-05-19,5D,0.0,1.0,0.0,437,insufficient_prior_data,True
2022-05-19,10D,0.0,1.0,0.0,437,insufficient_prior_data,True
2022-05-19,20D,0.0,1.0,0.0,437,insufficient_prior_data,True
2022-05-26,5D,0.0,1.0,0.0,460,insufficient_prior_data,True
2022-05-26,10D,0.0,1.0,0.0,460,insufficient_prior_data,True
2022-05-26,20D,0.0,1.0,0.0,460,insufficient_prior_data,True
2022-06-03,5D,0.0,1.0,0.0,483,insufficient_prior_data,True
2022-06-03,10D,0.0,1.0,0.0,483,insufficient_prior_data,True
2022-06-03,20D,0.0,1.0,0.0,483,insufficient_prior_data,True
2022-06-10,5D,-0.01178618725260404,0.02014537142996687,1.9612386248368807e-05,506,,True
2022-06-10,10D,-0.025353287537737593,0.20837264633174768,0.001150079188245945,506,,True
2022-06-10,20D,-0.04510593058665995,0.907897420526841,0.013335952748574464,506,,True
2022-06-17,5D,-0.014477467201466062,0.04001567892723208,7.28815177278852e-05,529,,True
2022-06-17,10D,-0.025026984632940615,0.19931468651407983,0.0010326830385312125,529,,True
2022-06-17,20D,-0.045621706906051336,0.9014548069475109,0.01278006940428389,529,,True
2022-06-27,5D,-0.011365744963698961,0.007977877669011417,2.731861183047357e-06,552,,True
2022-06-27,10D,-0.023308821879788163,0.17911056836298572,0.0008130697695569733,552,,True
2022-06-27,20D,-0.04044345024433911,0.8466652862968782,0.010548768848714363,552,,True
2022-07-05,5D,-0.012574749356699598,0.017454350137491397,1.276735077693214e-05,575,,True
2022-07-05,10D,-0.02403983932435706,0.18203336397240377,0.0008284721689527652,575,,True
2022-07-05,20D,-0.03831085830387684,0.8218464521746651,0.009757465842664237,575,,True
2022-07-12,5D,-0.012088455591392634,0.011185267652487197,5.2070300955442406e-06,598,,True
2022-07-12,10D,-0.020747349189964105,0.14919479512438155,0.0005274733633416906,598,,True
2022-07-12,20D,-0.03143642085403401,0.764189116278225,0.007513780714576979,598,,True
2022-07-19,5D,-0.009369913312718695,-0.014948604037409517,8.734978016011752e-06,621,,True
2022-07-19,10D,-0.01783308702052201,0.11983592919939735,0.00032477077450066005,621,,True
2022-07-19,20D,-0.02499365354530904,0.6948239844289319,0.005603450500224372,621,,True
2022-07-26,5D,-0.009141435336765657,-0.01577738910151724,9.656789583312175e-06,644,,True
2022-07-26,10D,-0.014433898304824784,0.08319440221657877,0.00014443141760334122,644,,True
2022-07-26,20D,-0.019189669192437725,0.6346298738464417,0.004271722163051828,644,,True
2022-08-02,5D,-0.006061803230966172,-0.0634348309846114,0.00014520342154988874,667,,True
2022-08-02,10D,-0.011126811754836305,0.01744408652748548,6.1025835487171776e-06,667,,True
2022-08-02,20D,-0.015233632810239225,0.5447177782610112,0.003004230634618632,667,,True
2022-08-09,5D,-0.005848180530794295,-0.05758627010073513,0.0001222955171007456,690,,True
2022-08-09,10D,-0.008913826540350996,0.02058206330044369,8.509568190873118e-06,690,,True
2022-08-09,20D,-0.015113816792722517,0.5010812944961968,0.002527821861726176,690,,True
2022-08-16,5D,-0.003872341817209624,-0.06652778198465402,0.00016524261102013327,713,,True
2022-08-16,10D,-0.008336533248090987,0.0541356825044912,6.025614185778405e-05,713,,True
2022-08-16,20D,-0.01511881789888363,0.5301680828146551,0.0028014676646774817,713,,True
2022-08-23,5D,-0.005469231019498026,0.16604837771743886,0.0026150983646500148,736,,True
2022-08-23,10D,-0.010599357835807444,0.3173478496688745,0.005164680904195196,736,,True
2022-08-23,20D,-0.017706201520276594,1.0267776569314393,0.025805544355708476,736,,True
2022-08-30,5D,-0.006198306271340844,0.20702439502731426,0.004698392895186143,759,,True
2022-08-30,10D,-0.01149237311635261,0.4748994559004621,0.013323182963584257,759,,True
2022-08-30,20D,-0.019906045552889627,1.108635319474287,0.03485394206121151,759,,True
2022-09-07,5D,-0.006301484181519338,0.2763067610301238,0.00876513496170861,782,,True
2022-09-07,10D,-0.011738479213014444,0.582398971068958,0.020835530597879237,782,,True
2022-09-07,20D,-0.02170266286852746,1.1162208959783935,0.03705146104840018,782,,True
2022-09-14,5D,-0.006437809095254211,0.29630492974957623,0.011995209972091914,805,,True
2022-09-14,10D,-0.01290877775514406,0.5200712111308474,0.01960351841517116,805,,True
2022-09-14,20D,-0.022624429046523648,1.0192992276830048,0.03667537332065651,805,,True
2022-09-21,5D,-0.007475627331521783,0.2510172540215545,0.009152134982316484,828,,True
2022-09-21,10D,-0.014221263756711337,0.4364040912474155,0.01477435202412214,828,,True
2022-09-21,20D,-0.025419676124569305,0.9214232438706107,0.03182317559470016,828,,True
2022-09-28,5D,-0.007780582062221291,0.24176832699577722,0.008539898290525816,851,,True
2022-09-28,10D,-0.01383913283743847,0.445808327734037,0.015336119262803982,851,,True
2022-09-28,20D,-0.025972040349409867,0.92658000434751,0.031906619191751084,851,,True
2022-10-05,5D,-0.007039449946026321,0.25068095929855877,0.008902097142268306,874,,True
2022-10-05,10D,-0.015178009387628885,0.45658235459617974,0.01564707696538814,874,,True
2022-10-05,20D,-0.024685137762422454,0.9410848435590776,0.031930511637500714,874,,True
2022-10-12,5D,-0.008986945085558504,0.24200914169524865,0.008006830836050916,897,,True
2022-10-12,10D,-0.015990008436574353,0.45190049617632894,0.01524016040624987,897,,True
2022-10-12,20D,-0.02524787634170503,0.950244514105816,0.03222594984500593,897,,True
2022-10-19,5D,-0.007759823796207595,0.24072646524517416,0.007731932923131568,920,,True
2022-10-19,10D,-0.013287371835269688,0.45375407454068967,0.01454999689933878,920,,True
2022-10-19,20D,-0.023814945228564033,0.9522251020742258,0.03156144164724517,920,,True
2022-10-26,5D,-0.006346237887787583,0.23735789194596565,0.007285695675482762,943,,True
2022-10-26,10D,-0.01287211335894041,0.45185626637669013,0.013960270088205884,943,,True
2022-10-26,20D,-0.021195577865185524,0.9428181463121665,0.029744552343091812,943,,True
2022-11-02,5D,-0.007320571433513705,0.2393086529144295,0.007287740968254686,966,,True
2022-11-02,10D,-0.013909719080683634,0.4425985148715192,0.013330335586204667,966,,True
2022-11-02,20D,-0.019654389045844867,0.9159087275480566,0.02793110421706746,966,,True
2022-11-09,5D,-0.007316347134457285,0.20893307862787827,0.005766701797087492,989,,True
2022-11-09,10D,-0.011673977408970481,0.40410762776595116,0.011226707818163262,989,,True
2022-11-09,20D,-0.016392988701525453,0.8637124178629717,0.02523717173332729,989,,True
2022-11-16,5D,-0.0050766174795474454,0.20189377726591745,0.0050657091814302335,1012,,True
2022-11-16,10D,-0.00899001087901341,0.394481476437335,0.010249042253002605,1012,,True
2022-11-16,20D,-0.014211806221944975,0.8560636071213136,0.024338168647330405,1012,,True
2022-11-23,5D,-0.004653469984253708,0.200220496349171,0.005035261140078573,1035,,True
2022-11-23,10D,-0.00795598164039795,0.3876786357318318,0.00997869414107444,1035,,True
2022-11-23,20D,-0.014633107452097914,0.8552781361781941,0.024568071599655128,1035,,True
2022-12-01,5D,-0.0040020752460298275,0.18415461638542063,0.004290224326983116,1058,,True
2022-12-01,10D,-0.008319597458801132,0.3907510054534747,0.010260036196602873,1058,,True
2022-12-01,20D,-0.01555712149213942,0.8290123627836733,0.02312686196883018,1058,,True
2022-12-08,5D,-0.004922482991133493,0.1930436377970063,0.004692725623859473,1081,,True
2022-12-08,10D,-0.009599894138034241,0.40442254175115766,0.010953742969186275,1081,,True
2022-12-08,20D,-0.01683702677405878,0.8211015323796074,0.02256853969488881,1081,,True
2022-12-15,5D,-0.005276521539907451,0.19240958672393854,0.004658133542801313,1104,,True
2022-12-15,10D,-0.010154237594279258,0.3934870546146582,0.010175911019657757,1104,,True
2022-12-15,20D,-0.016377024051750892,0.8058372195058462,0.02142113234512788,1104,,True
2022-12-22,5D,-0.0055159316455020415,0.19297285064622777,0.004572384535454943,1127,,True
2022-12-22,10D,-0.010169261018890915,0.39354180942564565,0.009988701695583857,1127,,True
2022-12-22,20D,-0.014474610161225868,0.7948920717441235,0.020116951197737043,1127,,True
2022-12-30,5D,-0.005315762331641021,0.19474367304971954,0.0046664777532072765,1150,,True
2022-12-30,10D,-0.009165586973279231,0.397353674744885,0.010110527186303786,1150,,True
2022-12-30,20D,-0.011729214355205226,0.8093252866743641,0.020281635251423236,1150,,True
2023-01-09,5D,-0.004502282186338216,0.19037083324025178,0.00440425312331405,1173,,True
2023-01-09,10D,-0.0073055858512954645,0.39139270998196973,0.009509633355822222,1173,,True
2023-01-09,20D,-0.008687322824412352,0.7921644784821614,0.01871315920070682,1173,,True
2023-01-17,5D,-0.003590905553801132,0.2244715899412451,0.006056605680968663,1196,,True
2023-01-17,10D,-0.005680579667475253,0.4155182700399646,0.010567243682378713,1196,,True
2023-01-17,20D,-0.005366306262996292,0.7936247203066057,0.017963690736208404,1196,,True
2023-01-24,5D,-0.0028507826272176308,0.18435723605927068,0.004451606333770508,1219,,True
2023-01-24,10D,-0.004484986687565395,0.3503341415187772,0.008128517525609502,1219,,True
2023-01-24,20D,-0.003083730279646777,0.6999368355206173,0.014923873163783852,1219,,True
2023-01-31,5D,-0.0024186385440210785,0.16669410936664583,0.0038787544327137935,1242,,True
2023-01-31,10D,-0.0028819864488048574,0.2950480032955725,0.006003109362034631,1242,,True
2023-01-31,20D,-0.0025732039073794425,0.624654332276161,0.012672290684810572,1242,,True
2023-02-07,5D,-0.00134724497727693,0.1583021856096807,0.003434007446723286,1265,,True
2023-02-07,10D,-0.0018430021221709028,0.28170541829187784,0.005459569075097925,1265,,True
2023-02-07,20D,-0.0024462224046657506,0.6091988038326198,0.012139244985172493,1265,,True
2023-02-14,5D,-0.0012563598801009646,0.11238135434595889,0.0023220152979875897,1288,,True
2023-02-14,10D,-0.0025479407069157346,0.1869083723353965,0.003218171246646251,1288,,True
2023-02-14,20D,-0.0026496201760074635,0.46261257735648587,0.009421159931551681,1288,,True
2023-02-22,5D,-0.0021213725992478187,0.10754191407614284,0.002161171689405661,1311,,True
2023-02-22,10D,-0.003348578730537395,0.1886792947456233,0.003355450531791093,1311,,True
2023-02-22,20D,-0.0032958450343001356,0.44854341850226004,0.00906201913643312,1311,,True
2023-03-01,5D,-0.0020221374933360394,0.10736604271828984,0.0021463366594849376,1334,,True
2023-03-01,10D,-0.0028771502605466,0.18285901850756078,0.0031365074377871505,1334,,True
2023-03-01,20D,-0.0025381678600161876,0.4463019752522274,0.008900047528761612,1334,,True
2023-03-08,5D,-0.0016720156930970917,0.1114967672657761,0.0023032671400374793,1357,,True
2023-03-08,10D,-0.0027201139318847522,0.1887087883216053,0.003297618678144043,1357,,True
2023-03-08,20D,-0.0012616957139803976,0.4559977779465365,0.009209603362902219,1357,,True
2023-03-15,5D,-0.0018439951682392435,0.10687403847134586,0.0020860566771291333,1380,,True
2023-03-15,10D,-0.0023874490554553697,0.18413603589047037,0.003118772843860862,1380,,True
2023-03-15,20D,-0.0002421437888581508,0.45919316669201105,0.009301555653234317,1380,,True
2023-03-22,5D,-0.0013109066094683366,0.10521231268853898,0.0020052683036067,1403,,True
2023-03-22,10D,-0.0011860346859184734,0.18029030990463762,0.0029425837828017665,1403,,True
2023-03-22,20D,0.0012183505008408458,0.45454996244177226,0.008989529150736031,1403,,True
2023-03-29,5D,-0.0006493250967916912,0.09916500507673869,0.001762713936101723,1426,,True
2023-03-29,10D,-0.00040567269826812435,0.17407673138691232,0.0027208203473585435,1426,,True
2023-03-29,20D,0.0017664266015490727,0.4496355909648851,0.008775303730901962,1426,,True
2023-04-05,5D,-0.0005338677671775725,0.09956992981053428,0.0017831640838866791,1449,,True
2023-04-05,10D,-0.00014679500336146407,0.17200809499840808,0.0026630021861498987,1449,,True
2023-04-05,20D,0.0016841047472159502,0.4493514790521873,0.008770539848554693,1449,,True
2023-04-13,5D,-0.0003919468685515121,0.09848417390949916,0.001749230778140487,1472,,True
2023-04-13,10D,-0.0003145079535586663,0.16793912892894147,0.0025442160482056497,1472,,True
2023-04-13,20D,0.001189474465295153,0.44683649530170516,0.008674933551726771,1472,,True
2023-04-20,5D,-0.0006851816898428808,0.09676157264095082,0.0016840292067614726,1495,,True
2023-04-20,10D,-0.0006165681356010214,0.16923658730915786,0.0025761000899111597,1495,,True
2023-04-20,20D,0.001138410179126848,0.4470436329362734,0.008674960098136397,1495,,True
2023-04-27,5D,-0.0006726050435482585,0.09519578878330036,0.0016253568350425018,1518,,True
2023-04-27,10D,-0.000884883272049227,0.1667425239229216,0.0024944762384651042,1518,,True
2023-04-27,20D,0.0019407978358931624,0.4480700400363084,0.008665555533008296,1518,,True
2023-05-04,5D,-0.0009395609903061616,0.0939840858882822,0.0015791271786050887,1541,,True
2023-05-04,10D,-0.0005873057947188966,0.16621165452736372,0.002470541177528318,1541,,True
2023-05-04,20D,0.0030532286193382455,0.44540572249148896,0.008427076273813117,1541,,True
2023-05-11,5D,-0.00034642469634447727,0.09191167288803631,0.0014900875413127457,1564,,True
2023-05-11,10D,0.0005438312497150818,0.1613021766494119,0.0022845147645784714,1564,,True
2023-05-11,20D,0.0054165195377164094,0.43423888586673587,0.007745480014227812,1564,,True
2023-05-18,5D,0.00017296239929918627,0.08988434437062139,0.0014087856393398823,1587,,True
2023-05-18,10D,0.0013471772195981946,0.15785918517157402,0.002145319206602214,1587,,True
2023-05-18,20D,0.00734619367106105,0.4267267634711612,0.0072918551318392755,1587,,True
2023-05-25,5D,0.000432256183422429,0.09094488372695914,0.001431891051742018,1610,,True
2023-05-25,10D,0.0024670150229296863,0.15373101794960126,0.0020073674159248878,1610,,True
2023-05-25,20D,0.009440091430655913,0.4141549697992608,0.006700509943831978,1610,,True
2023-06-02,5D,0.0012721197594375794,0.08875276995727606,0.0013530800713164037,1633,,True
2023-06-02,10D,0.003557260782127717,0.14515663545179253,0.0017759598658398934,1633,,True
2023-06-02,20D,0.010717798050022272,0.3920989155255493,0.005987075418808718,1633,,True
2023-06-09,5D,0.0014884261260601414,0.08945084371837166,0.0013983003316574427,1656,,True
2023-06-09,10D,0.004407499747340315,0.14769909657856325,0.001856444522871925,1656,,True
2023-06-09,20D,0.011540423424903723,0.3908851184146971,0.006048057120174755,1656,,True
2023-06-16,5D,0.0021053171077748253,0.0924934446581562,0.001522754203187926,1679,,True
2023-06-16,10D,0.004590361943049508,0.1391827009886109,0.0016924796599959713,1679,,True
2023-06-16,20D,0.012007125583902205,0.38834774673513556,0.006147025010574736,1679,,True
2023-06-26,5D,0.0017742786021872554,0.05308045524779546,0.0006143568706887814,1702,,True
2023-06-26,10D,0.004631736399728295,0.12003848215122821,0.0015516077310844256,1702,,True
2023-06-26,20D,0.012560742264444119,0.3455153506542656,0.005991686959260667,1702,,True
2023-07-03,5D,0.0022344872049156112,0.05014224496615568,0.0005544316619052747,1725,,True
2023-07-03,10D,0.004984429101196438,0.11206315945138229,0.0013740786916308645,1725,,True
2023-07-03,20D,0.013233975185243723,0.33830908842569596,0.005840736687908521,1725,,True
2023-07-11,5D,0.0021408686934123486,0.04679907466805918,0.0004899178653580138,1748,,True
2023-07-11,10D,0.00545949976743434,0.11442624505140388,0.0014511511693369172,1748,,True
2023-07-11,20D,0.013634331412639113,0.32326416433967664,0.005412072332509843,1748,,True
2023-07-18,5D,0.002722115378927312,0.05018558327533067,0.0005631222026691862,1771,,True
2023-07-18,10D,0.005820754990813162,0.11025662604363934,0.001356169025172771,1771,,True
2023-07-18,20D,0.013720383928324937,0.31305048249842554,0.005113497987053073,1771,,True
2023-07-25,5D,0.0025135842274956657,0.0495568480097746,0.00054784395094154,1794,,True
2023-07-25,10D,0.005762419687319468,0.10521558714931271,0.0012343054066416004,1794,,True
2023-07-25,20D,0.012967797359081424,0.30982031798759263,0.004996241846820237,1794,,True
2023-08-01,5D,0.002669000832766503,0.04755150787089917,0.0005056289217549859,1817,,True
2023-08-01,10D,0.005527966490838585,0.10428550552140457,0.0012172679163185984,1817,,True
2023-08-01,20D,0.012356968212881505,0.3050510477701135,0.004864612096850851,1817,,True
2023-08-08,5D,0.002307269531888664,0.04573311431756621,0.00046832962366882835,1840,,True
2023-08-08,10D,0.004890425116174834,0.10286674208437735,0.0011851224423611306,1840,,True
2023-08-08,20D,0.011975339292683582,0.3046254063365523,0.00487680998016915,1840,,True
2023-08-15,5D,0.002034647515558696,0.04592536223479729,0.0004712598870754148,1863,,True
2023-08-15,10D,0.004549906620391865,0.1039418544699527,0.0012066243555737266,1863,,True
2023-08-15,20D,0.0119316386276494,0.30465293857568937,0.004874612180644444,1863,,True
2023-08-22,5D,0.00197714774146142,0.04596961661416908,0.0004707065050653103,1886,,True
2023-08-22,10D,0.004860507994733639,0.10326455377304479,0.0011871456901273447,1886,,True
2023-08-22,20D,0.012142734918734837,0.30479759941238155,0.0048685900081189,1886,,True
2023-08-29,5D,0.0023487935526924782,0.045058085823145945,0.0004504065226895726,1909,,True
2023-08-29,10D,0.005193758182654164,0.10300773605950987,0.0011779069462384273,1909,,True
2023-08-29,20D,0.01202288552140033,0.30559842477165616,0.004884888738119431,1909,,True
2023-09-06,5D,0.0023192195761632547,0.04544752165476268,0.0004570149107365751,1932,,True
2023-09-06,10D,0.005130179066495372,0.10425321464553684,0.0012019124883867471,1932,,True
2023-09-06,20D,0.011319766553395604,0.3085874777625114,0.004955116733934117,1932,,True
2023-09-13,5D,0.002294256789621914,0.04414863676275175,0.0004299322600037625,1955,,True
2023-09-13,10D,0.004732781273588999,0.10226531205052991,0.0011519018514770663,1955,,True
2023-09-13,20D,0.010716802669202902,0.3039471563295857,0.004794847296578197,1955,,True
2023-09-20,5D,0.001941634952704526,0.040087416600984915,0.0003539962459552237,1978,,True
2023-09-20,10D,0.004152996393115051,0.09871633314269944,0.0010686421539890523,1978,,True
2023-09-20,20D,0.01047024354204701,0.2995458560639483,0.00466582861524012,1978,,True
2023-09-27,5D,0.0017153657620224154,0.0400970818439214,0.0003524590407683048,2001,,True
2023-09-27,10D,0.003980845716726741,0.09739659089835859,0.0010384734021580133,2001,,True
2023-09-27,20D,0.01038027228976997,0.2974241544936453,0.00459371506038786,2001,,True
2023-10-04,5D,0.0017926962818746036,0.03632090547627089,0.0002879025096012011,2024,,True
2023-10-04,10D,0.004374398191927454,0.09421575837134591,0.0009675378321017947,2024,,True
2023-10-04,20D,0.010029719762570048,0.29705807683848223,0.004576198675445009,2024,,True
2023-10-11,5D,0.002114355489785964,0.03617519845102056,0.0002840722067267709,2047,,True
2023-10-11,10D,0.004486977675592937,0.09501947533335926,0.0009797891536937886,2047,,True
2023-10-11,20D,0.009890321307715184,0.2964290102490977,0.0045398634493725165,2047,,True
2023-10-18,5D,0.0019159068488026653,0.036466448939236853,0.0002876290731567144,2070,,True
2023-10-18,10D,0.0038382102968411297,0.0937350928773345,0.000943626381818774,2070,,True
2023-10-18,20D,0.009819432551565789,0.2908604221427386,0.004350982486212462,2070,,True
2023-10-25,5D,0.0014776252858073199,0.03406498872744272,0.0002471519689778434,2093,,True
2023-10-25,10D,0.0036425673462287863,0.09027429586148342,0.0008673234887200953,2093,,True
2023-10-25,20D,0.010399769347063865,0.288033539425867,0.0042310051401024396,2093,,True
2023-11-01,5D,0.0017289505018088494,0.03392677117764009,0.00024281335707732055,2116,,True
2023-11-01,10D,0.004273134444736857,0.08793752585546612,0.0008120224832613987,2116,,True
2023-11-01,20D,0.011792178592140505,0.2851172181424133,0.00407233212483038,2116,,True
2023-11-08,5D,0.0020897757763233293,0.03228331624349546,0.00021843963058554294,2139,,True
2023-11-08,10D,0.005065731047417783,0.08735711275859048,0.0007924538651091773,2139,,True
2023-11-08,20D,0.012889908369135885,0.28523962439285944,0.004011147950887528,2139,,True
2023-11-15,5D,0.002505010308435747,0.03280267858507424,0.00022510794129337874,2162,,True
2023-11-15,10D,0.0058127649180054605,0.08778060182143874,0.0007859633961118107,2162,,True
2023-11-15,20D,0.01359035922895001,0.2820146847876833,0.0038791631077922384,2162,,True
2023-11-22,5D,0.0028380961175828944,0.02950726368844973,0.0001771339466359878,2185,,True
2023-11-22,10D,0.006154135362230479,0.08268463866062431,0.0006813523705437863,2185,,True
2023-11-22,20D,0.014232744146637328,0.27784845235960726,0.003718230422138702,2185,,True
2023-11-30,5D,0.0028277691708459463,0.027779544383633822,0.00015764995415568084,2208,,True
2023-11-30,10D,0.0061079688031740196,0.08071567572411616,0.00065281108935622,2208,,True
2023-11-30,20D,0.014652729454116189,0.2769925959398102,0.0037097113790905967,2208,,True
2023-12-07,5D,0.002809528000037409,0.02420258566733916,0.00012036826341321749,2231,,True
2023-12-07,10D,0.0064254044071717555,0.07941825487891119,0.0006332801766423257,2231,,True
2023-12-07,20D,0.015095229364421536,0.27582065419498786,0.003691479731881997,2231,,True
2023-12-14,5D,0.0031459878790673465,0.026720099539482033,0.00014638691565571627,2254,,True
2023-12-14,10D,0.0069007877489207,0.08148926090060289,0.00066747177009574,2254,,True
2023-12-14,20D,0.01539173027598699,0.2731473292455038,0.003638727709269096,2254,,True
2023-12-21,5D,0.003287048225669489,0.0262955763576019,0.00014274833919858398,2277,,True
2023-12-21,10D,0.007044121483706097,0.07900597335110514,0.0006321694788046228,2277,,True
2023-12-21,20D,0.015481732990443007,0.2604188098101262,0.00332687575113344,2277,,True
2023-12-29,5D,0.003296064523673251,0.0234441835174322,0.00011470530007651192,2300,,True
2023-12-29,10D,0.0068981550925351996,0.0742532231794199,0.0005642347659617908,2300,,True
2023-12-29,20D,0.01573912187815085,0.25379786555983713,0.00318362381379389,2300,,True
2024-01-08,5D,0.0031493713137033955,0.021198083101862508,9.410931063325023e-05,2323,,True
2024-01-08,10D,0.006840279831542907,0.07227500980790386,0.0005347071569893336,2323,,True
2024-01-08,20D,0.016036339194099903,0.2508722280891762,0.0031060971754477418,2323,,True
2024-01-16,5D,0.0032367034193742338,0.022990539857025656,0.00010995425790538693,2346,,True
2024-01-16,10D,0.007241886654347967,0.07429566839147073,0.0005611398660688716,2346,,True
2024-01-16,20D,0.016460619687889373,0.2530753965112837,0.003133772324944162,2346,,True
2024-01-23,5D,0.003547908787806077,0.02345647676798306,0.00011419709214655072,2369,,True
2024-01-23,10D,0.007593107052208749,0.07616417195425605,0.0005876010768927076,2369,,True
2024-01-23,20D,0.016755319405407917,0.25535720360312475,0.003178263813342519,2369,,True
2024-01-30,5D,0.003595111431926456,0.023597786953194533,0.00011505683474732908,2392,,True
2024-01-30,10D,0.007608889692755566,0.07900586538686537,0.0006302616046568454,2392,,True
2024-01-30,20D,0.016746777375118187,0.25562469545054417,0.0031807000228616378,2392,,True
2024-02-06,5D,0.003548811907642841,0.03291094279375845,0.00022618403695950917,2415,,True
2024-02-06,10D,0.00752504207591036,0.09298774934905618,0.0008822379225946753,2415,,True
2024-02-06,20D,0.01681501909792094,0.2731725494562164,0.0036674283493141058,2415,,True
2024-02-13,5D,0.0035117973893180722,0.03789238623490187,0.0003031808686229098,2438,,True
2024-02-13,10D,0.007513539570450642,0.0927321447482091,0.0008863501396624285,2438,,True
2024-02-13,20D,0.017130431150660937,0.2917443369085731,0.004201598671226714,2438,,True
2024-02-21,5D,0.0035435981724150074,0.032994376624519095,0.00023150925914205978,2461,,True
2024-02-21,10D,0.00766305197982998,0.09817415607030236,0.001002957962337847,2461,,True
2024-02-21,20D,0.017384038409137097,0.307429179014415,0.004701889413794569,2461,,True
2024-02-28,5D,0.0036952090927618365,0.03405050259272744,0.0002460187125168378,2484,,True
2024-02-28,10D,0.0080333618108505,0.10213630302708644,0.0010730049386781237,2484,,True
2024-02-28,20D,0.017743577095750238,0.30952227010434713,0.0047523579111121705,2484,,True
2024-03-06,5D,0.003887344064408463,0.041616672073837215,0.0003660479022713492,2507,,True
