date,model_mode,portfolio_return,cash_weight,selected_count,turnover,selected_tickers
2022-09-21,baseline,-0.0012131904255778033,0.8000000000000003,3,0.75,"COST,VIST,YPF"
2022-09-28,baseline,-0.00883318615039831,0.5000000000000001,3,0.0,"COST,VIST,YPF"
2022-10-05,baseline,0.0018173831723155877,0.8,4,0.6,"AMZN,NFLX,VIST,YPF"
2022-10-12,baseline,0.01593995516582313,0.5000000000000001,3,0.6,"COST,VIST,YPF"
2022-10-19,baseline,-0.0007434458729332792,0.5000000000000001,3,0.5,"COST,PEP,VIST"
2022-10-26,baseline,-0.009229769240738725,0.5000000000000001,4,0.6,"ADBE,CSCO,PEP,VIST"
2022-11-02,baseline,-0.0007121013206389947,0.8,4,0.6666666666666666,"CSCO,NFLX,VIST,YPF"
2022-11-09,baseline,0.03421299241075886,0.5000000000000001,4,0.6666666666666666,"ADBE,AMAT,NFLX,VIST"
2022-11-16,baseline,-0.0026037236973036892,0.5000000000000001,4,0.6666666666666666,"AMAT,AVGO,NFLX,NVDA"
2022-11-23,baseline,-0.0042509634942336574,0.5000000000000001,3,0.6,"AMAT,AVGO,COST"
2022-12-01,baseline,-0.0038795589075824666,0.5000000000000001,3,0.8,"AVGO,CSCO,MSFT"
2022-12-08,baseline,-0.006793665092111028,0.5000000000000001,4,0.8333333333333334,"AMAT,AMD,CSCO,NVDA"
2022-12-15,baseline,0.0023214427671665707,0.8,2,1.0,"AVGO,META"
2022-12-22,baseline,0.006294898286219244,0.5000000000000001,2,0.6666666666666666,"AVGO,YPF"
2022-12-30,baseline,-0.018061855842613814,0.5000000000000001,3,0.75,"AVGO,PEP,VIST"
2023-01-09,baseline,-2.7746747253806943e-06,0.8,4,0.8333333333333334,"COST,NFLX,VIST,YPF"
2023-01-17,baseline,-0.02890385952680886,0.5000000000000001,3,0.6,"AVGO,VIST,YPF"
2023-01-24,baseline,0.0034533174369023667,0.5000000000000001,4,0.8333333333333334,"ADBE,CCJ,SPY,YPF"
2023-01-31,baseline,0.007068598419566814,0.5000000000000001,4,0.6666666666666666,"AMZN,CCJ,QCOM,YPF"
2023-02-07,baseline,-0.006234965131120091,0.5,4,1.0,"AAPL,META,NVDA,TSLA"
2023-02-14,baseline,0.0008056474340195222,0.5000000000000001,3,0.6,"MSFT,NVDA,TSLA"
2023-02-22,baseline,0.002850162320625618,0.5,2,0.75,"META,TSLA"
2023-03-01,baseline,0.0029457637244407514,0.5000000000000001,3,0.75,"META,NVDA,VIST"
2023-03-08,baseline,-0.004698812044412833,0.5000000000000001,3,0.5,"META,PEP,VIST"
2023-03-15,baseline,0.025240243949196425,0.5000000000000001,3,1.0,"AMD,NFLX,NVDA"
2023-03-22,baseline,0.009380886130250874,0.5000000000000002,4,0.8333333333333334,"AAPL,AMD,GOOGL,MSFT"
2023-03-29,baseline,0.006217341813517422,0.5000000000000002,4,0.6666666666666666,"AAPL,INTC,MSFT,QQQ"
2023-04-05,baseline,0.006329654785650192,0.5000000000000001,3,0.8333333333333334,"GOOGL,INTC,PEP"
2023-04-13,baseline,0.004522311687428539,0.5000000000000001,4,1.0,"META,NFLX,SPY,VIST"
2023-04-20,baseline,-0.0037194464181376664,0.5000000000000001,3,1.0,"ADBE,NVDA,YPF"
2023-04-27,baseline,0.006400175705112667,0.5000000000000001,4,1.0,"META,PEP,QQQ,VIST"
2023-05-04,baseline,0.0035155630322852532,0.8,4,0.6666666666666666,"AMZN,PEP,QQQ,TSLA"
2023-05-11,baseline,-0.0005646145592346044,0.5000000000000001,4,0.6666666666666666,"AMZN,GOOGL,QQQ,VIST"
2023-05-18,baseline,-0.00450813751720287,0.5000000000000001,4,0.6666666666666666,"AMAT,GOOGL,NVDA,QQQ"
2023-05-25,baseline,0.027518958701488617,0.5000000000000002,4,0.6666666666666666,"AMD,AVGO,GOOGL,NVDA"
2023-06-02,baseline,-0.0018905803208278844,0.5000000000000001,4,0.6666666666666666,"ADBE,AVGO,NFLX,NVDA"
2023-06-09,baseline,0.014172307039438038,0.5000000000000001,4,0.6666666666666666,"ADBE,AMD,NFLX,TSLA"
2023-06-16,baseline,0.005649552552753116,0.5000000000000002,4,0.6666666666666666,"ADBE,AVGO,NVDA,TSLA"
2023-06-26,baseline,0.0024287398769188206,0.5000000000000003,4,0.6666666666666666,"NFLX,NVDA,TSLA,YPF"
2023-07-03,baseline,0.0023312376126881688,0.5000000000000002,4,0.4,"MSFT,NFLX,NVDA,TSLA"
2023-07-11,baseline,-0.002275413372218037,0.5000000000000002,3,0.8333333333333334,"ADBE,CSCO,TSLA"
2023-07-18,baseline,-0.003811601373083945,0.5000000000000001,4,1.0,"MSFT,QQQ,VIST,YPF"
2023-07-25,baseline,0.00031030051273514406,0.5000000000000001,4,1.0,"AMAT,COST,INTC,PEP"
2023-08-01,baseline,-0.014895193051465569,0.5000000000000001,4,1.0,"ADBE,CCJ,GOOGL,QCOM"
2023-08-08,baseline,-0.00588514169173421,0.5000000000000001,4,0.6666666666666666,"AMAT,AMD,CCJ,GOOGL"
2023-08-15,baseline,-0.002786947976454352,0.5000000000000001,4,1.0,"ADBE,AMZN,COST,VIST"
2023-08-22,baseline,0.005276046694176809,0.8000000000000003,4,0.6666666666666666,"ADBE,CSCO,NFLX,VIST"
2023-08-29,baseline,0.002980061618487797,0.5000000000000001,4,0.6666666666666666,"ADBE,CCJ,COST,CSCO"
2023-09-06,baseline,-0.004422464649877049,0.5000000000000002,4,0.4,"ADBE,AMAT,CCJ,CSCO"
2023-09-13,baseline,0.005032885863899747,0.5000000000000002,4,0.8571428571428571,"CCJ,COST,GOOGL,INTC"
2023-09-20,baseline,-0.012338276523693372,0.5000000000000002,4,0.6666666666666666,"CCJ,COST,CSCO,TSLA"
2023-09-27,baseline,0.0030413467982329497,0.8000000000000003,4,0.6666666666666666,"ADBE,CCJ,COST,VIST"
2023-10-04,baseline,0.0004433443084122231,0.5000000000000002,4,0.4,"ADBE,AMZN,COST,VIST"
2023-10-11,baseline,-0.00010848930864175622,0.5000000000000001,4,0.8571428571428571,"AMAT,GOOGL,QQQ,VIST"
2023-10-18,baseline,-0.0030903753868009557,0.5000000000000003,4,0.8571428571428571,"ADBE,AVGO,INTC,VIST"
2023-10-25,baseline,-0.010442842409683517,0.5,2,1.0,"CCJ,NFLX"
2023-11-01,baseline,0.010308196547981582,0.5000000000000002,4,0.5,"CCJ,CSCO,INTC,NFLX"
2023-11-08,baseline,0.0038285707221275096,0.5000000000000001,4,0.6666666666666666,"CCJ,MSFT,NFLX,QCOM"
2023-11-15,baseline,0.0033923604353424354,0.5000000000000002,4,0.6666666666666666,"AAPL,MSFT,QCOM,QQQ"
2023-11-22,baseline,0.0006791902296552149,0.5000000000000002,4,1.0,"ADBE,AMD,INTC,SPY"
2023-11-30,baseline,-0.006740088124671674,0.5000000000000002,4,0.8571428571428571,"CCJ,COST,INTC,YPF"
2023-12-07,baseline,0.005830054938299251,0.5000000000000001,4,0.6666666666666666,"AMD,COST,QCOM,YPF"
2023-12-14,baseline,0.005032571650057722,0.5000000000000002,4,0.4,"COST,QCOM,TXN,YPF"
2023-12-21,baseline,-0.00029416791179623196,0.5000000000000002,4,0.6666666666666666,"AMZN,AVGO,COST,YPF"
2023-12-29,baseline,-0.02148879759818239,0.5000000000000002,4,0.6666666666666666,"AMD,AVGO,INTC,YPF"
2024-01-08,baseline,0.004647446691350441,0.5000000000000001,4,0.6666666666666666,"AMD,COST,INTC,NVDA"
2024-01-16,baseline,-0.003291806197090702,0.5000000000000002,4,0.6666666666666666,"AMD,CCJ,MSFT,NVDA"
2024-01-23,baseline,0.009356970678903686,0.5000000000000002,4,0.4,"AAPL,AMD,MSFT,NVDA"
2024-01-30,baseline,-0.0070715422068347135,0.5000000000000002,4,0.8571428571428571,"AMAT,META,NFLX,NVDA"
2024-02-06,baseline,0.008904976314146044,0.5,4,0.4,"META,NFLX,NVDA,PEP"
2024-02-13,baseline,0.01591284025401835,0.5000000000000001,3,0.25,"META,NFLX,NVDA"
2024-02-21,baseline,0.013828906461805714,0.5000000000000002,4,0.8333333333333334,"AMAT,COST,META,VIST"
2024-02-28,baseline,0.00513946934152056,0.5000000000000001,4,0.6666666666666666,"AMAT,META,NVDA,PEP"
2024-03-06,baseline,0.010075790011745602,0.5000000000000001,4,0.8571428571428571,"COST,NVDA,QCOM,VIST"
2024-03-13,baseline,-0.007254907231275699,0.5000000000000002,4,0.4,"CSCO,NVDA,QCOM,VIST"
2024-03-20,baseline,0.0024376994807502167,0.5000000000000001,3,0.6,"NFLX,NVDA,VIST"
2024-03-27,baseline,-0.0009471390193338783,0.5000000000000002,4,0.6,"GOOGL,NVDA,PEP,VIST"
2024-04-04,baseline,0.009461549036762126,0.5000000000000002,4,0.6666666666666666,"AVGO,CCJ,GOOGL,VIST"
2024-04-11,baseline,-0.007156797164941768,0.5,4,0.6666666666666666,"CCJ,GOOGL,NFLX,YPF"
2024-04-18,baseline,0.0013361187703054083,0.8,2,0.8,"CCJ,VIST"
2024-04-25,baseline,8.250343752995155e-06,0.5,4,0.5,"CCJ,CSCO,PEP,VIST"
2024-05-02,baseline,0.010340500905668218,0.5,3,1.0,"GOOGL,TXN,YPF"
2024-05-09,baseline,0.0017642961043056286,0.5000000000000002,4,0.8333333333333334,"AAPL,ADBE,COST,TXN"
2024-05-16,baseline,0.0006418788593029641,0.5000000000000002,4,0.8571428571428571,"COST,MSFT,QCOM,QQQ"
2024-05-23,baseline,0.013090228151212094,0.5000000000000001,4,0.8571428571428571,"NFLX,NVDA,QCOM,TXN"
2024-05-31,baseline,0.005905130173178617,0.5000000000000001,4,0.6666666666666666,"CCJ,COST,NVDA,QCOM"
2024-06-07,baseline,0.0045029587626668225,0.5000000000000002,4,0.6666666666666666,"COST,META,NVDA,TXN"
2024-06-14,baseline,0.008569328784761673,0.5000000000000001,4,0.8571428571428571,"AAPL,AVGO,NVDA,QQQ"
2024-06-24,baseline,0.015358287466271998,0.5000000000000002,3,0.8333333333333334,"AMAT,MSFT,NVDA"
2024-07-01,baseline,0.005867990506275781,0.5,4,0.8333333333333334,"AAPL,ADBE,AVGO,MSFT"
2024-07-09,baseline,0.0022123174006249123,0.5000000000000002,4,0.6666666666666666,"ADBE,AVGO,QQQ,TSLA"
2024-07-16,baseline,-0.00985502198628621,0.5,4,0.8571428571428571,"AAPL,TSLA,TXN,VIST"
2024-07-23,baseline,-0.013145189365571994,0.8,4,0.6666666666666666,"AVGO,COST,TSLA,VIST"
2024-07-30,baseline,0.003768843268327173,0.8,2,0.8,"PEP,TSLA"
2024-08-06,baseline,-0.0005181484089323779,0.8,2,1.0,"COST,NFLX"
2024-08-13,baseline,0.00021931881091895875,0.5000000000000001,3,0.75,"COST,META,PEP"
2024-08-20,baseline,0.0025647428197099684,0.5000000000000001,4,0.6,"COST,META,NFLX,SPY"
2024-08-27,baseline,-0.006483407430287206,0.5000000000000002,4,0.8571428571428571,"CSCO,NFLX,TXN,VIST"
2024-09-04,baseline,-0.004115472696340784,0.5000000000000001,4,0.8571428571428571,"ADBE,PEP,VIST,YPF"
2024-09-11,baseline,0.00586560780094876,0.5000000000000001,4,0.6666666666666666,"ADBE,COST,CSCO,PEP"
2024-09-18,baseline,0.010535655156949899,0.5000000000000002,4,1.0,"AMZN,NFLX,SPY,YPF"
2024-09-25,baseline,0.0006527340910292106,0.5000000000000002,4,0.8571428571428571,"AMZN,CSCO,META,QQQ"
2024-10-02,baseline,0.003456586513085777,0.5000000000000002,4,0.6666666666666666,"CCJ,CSCO,GOOGL,META"
2024-10-09,baseline,-0.002146096987437278,0.5000000000000002,4,0.8571428571428571,"AMD,CCJ,NFLX,NVDA"
2024-10-16,baseline,0.0030610591364910247,0.5000000000000002,3,0.8333333333333334,"CCJ,CSCO,PEP"
2024-10-23,baseline,-0.002677503547145449,0.5000000000000002,4,0.25,"CCJ,COST,CSCO,PEP"
2024-10-30,baseline,-0.009900377106724092,0.5000000000000002,4,0.8571428571428571,"CSCO,GOOGL,QQQ,SPY"
2024-11-06,baseline,0.013161280272351045,0.5000000000000002,4,0.8571428571428571,"GOOGL,NFLX,NVDA,YPF"
2024-11-13,baseline,-0.00937599119127047,0.5000000000000002,4,1.0,"AMZN,CSCO,SPY,TSLA"
2024-11-20,baseline,0.0035079577768483373,0.5,3,0.8333333333333334,"NFLX,TSLA,YPF"
2024-11-27,baseline,0.0023647883664796414,0.8000000000000003,4,0.6,"COST,NFLX,QQQ,YPF"
2024-12-05,baseline,0.008144284411017938,0.5000000000000002,4,0.6666666666666666,"NFLX,TSLA,VIST,YPF"
2024-12-12,baseline,0.004028182137819305,0.5000000000000002,4,0.4,"AMZN,TSLA,VIST,YPF"
2024-12-19,baseline,-0.0012355292728249037,0.5000000000000001,4,0.6666666666666666,"AAPL,AVGO,TSLA,VIST"
2024-12-27,baseline,-0.009856750719468335,0.5000000000000002,4,0.6666666666666666,"AVGO,TSLA,TXN,YPF"
2025-01-06,baseline,-0.004086051689535242,0.5000000000000001,4,0.4,"AVGO,CSCO,TSLA,YPF"
2025-01-14,baseline,0.008714780586987936,0.5000000000000001,3,0.8333333333333334,"AMZN,AVGO,VIST"
2025-01-22,baseline,-0.00123279831562934,0.5,4,0.8333333333333334,"AMAT,AVGO,CSCO,MSFT"
2025-01-29,baseline,0.003407228822665591,0.5000000000000002,4,1.0,"COST,META,NFLX,QCOM"
2025-02-05,baseline,0.000710759560026991,0.5000000000000002,4,0.0,"COST,META,NFLX,QCOM"
2025-02-12,baseline,0.006130033763940089,0.5,4,0.6666666666666666,"COST,CSCO,INTC,META"
2025-02-20,baseline,-0.0013040507113384978,0.8,3,0.6,"COST,CSCO,TXN"
2025-02-27,baseline,0.011133396385026334,0.5,2,0.75,"COST,NFLX"
2025-03-06,baseline,-0.01063222866994685,0.5000000000000002,4,0.5,"CCJ,COST,CSCO,NFLX"
2025-03-13,baseline,0.005542630066256579,0.8,3,0.6,"COST,NFLX,VIST"
2025-03-20,baseline,-0.0002547272896340706,0.5000000000000001,3,0.8,"CCJ,NFLX,NVDA"
2025-03-27,baseline,-0.0055866852649983706,0.8000000000000003,4,0.8333333333333334,"COST,NFLX,VIST,YPF"
2025-04-03,baseline,-0.011904735012821152,0.8,3,0.6,"COST,NFLX,PEP"
2025-04-10,baseline,-0.00040577059443129603,0.8,4,0.25,"ADBE,COST,NFLX,PEP"
2025-04-17,baseline,-0.0043567947144147355,0.8000000000000003,3,0.6,"COST,NFLX,VIST"
2025-04-25,baseline,-6.369264487167512e-05,0.8,4,0.6,"NFLX,QQQ,TSLA,VIST"
2025-05-02,baseline,-0.0033774392354634156,0.5000000000000002,4,0.8571428571428571,"AVGO,COST,MSFT,NFLX"
2025-05-09,baseline,0.007415460691166988,0.5000000000000001,4,0.4,"AVGO,CCJ,MSFT,NFLX"
2025-05-16,baseline,0.0036513199277628224,0.5000000000000002,4,0.4,"CCJ,MSFT,NFLX,VIST"
2025-05-23,baseline,0.009585122155420208,0.5000000000000001,3,0.6,"CCJ,MSFT,YPF"
2025-06-02,baseline,0.009578948525273981,0.5000000000000001,4,0.8333333333333334,"AVGO,CCJ,META,NVDA"
2025-06-09,baseline,-0.00592044111294964,0.5000000000000002,4,0.6666666666666666,"CCJ,CSCO,NVDA,TXN"
2025-06-16,baseline,-0.0011636800835246135,0.8,4,0.8571428571428571,"AVGO,CCJ,GOOGL,SPY"
2025-06-24,baseline,-0.0010477945118952266,0.8,4,0.8571428571428571,"CCJ,META,NFLX,QQQ"
2025-07-01,baseline,-0.002476366802973541,0.5000000000000001,3,0.6,"CCJ,CSCO,META"
2025-07-09,baseline,0.0033707977982059024,0.5000000000000002,4,1.0,"AAPL,NVDA,QQQ,TXN"
2025-07-16,baseline,0.003294918745905906,0.5000000000000002,4,0.8571428571428571,"AMD,GOOGL,MSFT,NVDA"
2025-07-23,baseline,0.0038195813021215073,0.5,4,0.6666666666666666,"AMD,CCJ,MSFT,PEP"
2025-07-30,baseline,-0.00475601360837802,0.5000000000000002,4,0.4,"AMD,CCJ,GOOGL,MSFT"
2025-08-06,baseline,0.005174225541420233,0.5000000000000002,4,0.6666666666666666,"AMD,GOOGL,QQQ,YPF"
2025-08-13,baseline,-0.006201121125471231,0.5000000000000001,4,0.8571428571428571,"AAPL,AMD,CSCO,TSLA"
2025-08-20,baseline,-0.003425031545075806,0.5000000000000002,4,0.8571428571428571,"AAPL,AVGO,PEP,QQQ"
2025-08-27,baseline,0.00045227966784824143,0.5000000000000001,3,1.0,"INTC,QCOM,TXN"
2025-09-04,baseline,0.0013941357336550797,0.5000000000000001,3,1.0,"AMZN,COST,GOOGL"
2025-09-11,baseline,0.0025598966074148184,0.8000000000000002,4,0.8333333333333334,"AVGO,GOOGL,SPY,TSLA"
2025-09-18,baseline,-0.00026472331946547504,0.5000000000000002,4,0.6666666666666666,"CSCO,GOOGL,INTC,TSLA"
2025-09-25,baseline,0.010661858763283447,0.5000000000000001,3,0.8333333333333334,"AMAT,AVGO,INTC"
2025-10-02,baseline,-0.008280297164833996,0.5000000000000001,4,0.6,"AAPL,AMAT,AMD,INTC"
2025-10-09,baseline,-0.02579712137911098,0.5,4,0.4,"AMAT,AMD,INTC,TSLA"
2025-10-16,baseline,-0.00041671346174358193,0.5000000000000002,4,0.6666666666666666,"AMAT,AMD,PEP,QQQ"
2025-10-23,baseline,0.005141806986125893,0.8000000000000003,4,0.6666666666666666,"AMAT,AMD,CSCO,INTC"
2025-10-30,baseline,0.004847602632743855,0.5,4,0.8571428571428571,"AAPL,AMD,GOOGL,YPF"
2025-11-06,baseline,-0.006654945644758972,0.5000000000000002,4,0.4,"AMD,GOOGL,VIST,YPF"
2025-11-13,baseline,0.006426592496480765,0.5,4,0.4,"CSCO,GOOGL,VIST,YPF"
2025-11-20,baseline,-0.0016103114672799748,0.8,3,0.25,"GOOGL,VIST,YPF"
2025-11-28,baseline,-0.0026571074970727086,0.8000000000000003,3,0.8,"CSCO,GOOGL,META"
2025-12-05,baseline,-0.005025086235041421,0.5000000000000001,4,0.8333333333333334,"AMAT,GOOGL,SPY,TXN"
2025-12-12,baseline,0.007704401406080667,0.5000000000000001,3,0.8333333333333334,"AMAT,CSCO,TSLA"
2025-12-19,baseline,0.003781250463817745,0.5000000000000003,4,0.6,"ADBE,AMAT,TSLA,YPF"
2025-12-29,baseline,-0.0007686007657601447,0.5000000000000001,3,1.0,"AMZN,CCJ,VIST"
2026-01-06,baseline,0.0031267225609565947,0.5000000000000001,4,0.8333333333333334,"AMAT,CCJ,CSCO,GOOGL"
2026-01-13,baseline,0.0032910901792700077,0.5000000000000001,4,0.6666666666666666,"AMAT,COST,GOOGL,INTC"
2026-01-21,baseline,-0.0014248035157704145,0.8000000000000002,4,0.6666666666666666,"AMAT,CCJ,COST,TXN"
2026-01-28,baseline,0.004373856725014179,0.5000000000000002,4,0.4,"AMAT,CCJ,TXN,VIST"
2026-02-04,baseline,0.003159531414201942,0.5000000000000001,4,0.8571428571428571,"CSCO,INTC,PEP,TXN"
2026-02-11,baseline,-0.02613616924765037,0.5000000000000002,4,0.4,"AAPL,CSCO,PEP,TXN"
2026-02-19,baseline,0.003201767271776984,0.5000000000000001,4,0.6666666666666666,"AMAT,PEP,TXN,VIST"
2026-02-26,baseline,0.0055038819499554584,0.5000000000000002,4,0.6666666666666666,"AMAT,COST,CSCO,PEP"
2026-03-05,baseline,0.003457761745028699,0.5,3,1.0,"AVGO,NFLX,VIST"
2026-03-12,baseline,0.0033513153346217276,0.8,3,0.5,"COST,NFLX,VIST"
2026-03-19,baseline,-0.003863070356486162,0.5000000000000001,3,0.5,"CSCO,NFLX,VIST"
2026-03-26,baseline,0.002701943992795359,0.8,4,0.8333333333333334,"AMAT,COST,VIST,YPF"
2026-04-02,baseline,-0.0010187399390175719,0.5000000000000002,4,0.6666666666666666,"COST,GOOGL,PEP,YPF"
2026-04-10,baseline,0.006232670148933837,0.5000000000000001,4,1.0,"AMAT,AMZN,INTC,TXN"
2026-04-17,baseline,-0.003854602720105622,0.5000000000000002,4,1.0,"AVGO,GOOGL,QQQ,SPY"
2026-04-24,baseline,-0.009740363543725886,0.5000000000000002,4,0.8571428571428571,"AMD,AMZN,AVGO,TXN"
2026-05-01,baseline,-0.011467123869495091,0.5000000000000001,4,0.6666666666666666,"AMD,GOOGL,INTC,TXN"
2026-05-08,baseline,0.01981975112065089,0.5,4,0.4,"AMD,INTC,QCOM,TXN"
2026-05-15,baseline,-0.003546464195257667,0.5000000000000002,4,0.4,"AAPL,AMD,INTC,TXN"
2022-01-03,regime_gated_full_quant,-0.004027094632757066,0.5000000000000003,4,1.0,"CSCO,INTC,PEP,SPY"
2022-01-10,regime_gated_full_quant,0.0033158960673118874,0.5000000000000001,4,0.4,"CSCO,INTC,PEP,TSLA"
2022-01-18,regime_gated_full_quant,-0.0030457232383585267,0.5000000000000001,2,1.0,"VIST,YPF"
2022-01-25,regime_gated_full_quant,-0.004021078297606407,0.8,2,1.0,"AMD,CCJ"
2022-02-01,regime_gated_full_quant,0.004510031587515721,0.5000000000000002,4,1.0,"COST,PEP,VIST,YPF"
2022-02-08,regime_gated_full_quant,0.009256475325477595,0.5000000000000001,4,0.6666666666666666,"AAPL,AMAT,COST,VIST"
2022-02-15,regime_gated_full_quant,0.00534756712714734,0.5000000000000001,4,0.8571428571428571,"AVGO,CSCO,GOOGL,VIST"
2022-02-23,regime_gated_full_quant,0.006773470651202071,0.5000000000000001,3,0.6,"AVGO,VIST,YPF"
2022-03-02,regime_gated_full_quant,-0.014777286520861452,0.5000000000000002,4,0.8333333333333334,"CCJ,QCOM,QQQ,VIST"
2022-03-09,regime_gated_full_quant,0.007612348482131891,0.5000000000000002,4,0.6666666666666666,"CCJ,COST,GOOGL,VIST"
2022-03-16,regime_gated_full_quant,0.014551145889873104,0.5,4,0.6666666666666666,"ADBE,AMZN,COST,VIST"
2022-03-23,regime_gated_full_quant,0.005624377291491363,0.5000000000000002,4,0.8571428571428571,"AMAT,CCJ,TXN,VIST"
2022-03-30,regime_gated_full_quant,-0.005870506985385687,0.5000000000000002,4,1.0,"AAPL,COST,SPY,TSLA"
2022-04-06,regime_gated_full_quant,0.007512651553918264,0.5000000000000001,4,0.8571428571428571,"AVGO,COST,PEP,YPF"
2022-04-13,regime_gated_full_quant,-0.003992025993052451,0.5000000000000002,4,0.6666666666666666,"CCJ,COST,TSLA,YPF"
2022-04-21,regime_gated_full_quant,-0.015573319943640302,0.5000000000000001,4,0.8571428571428571,"COST,CSCO,PEP,VIST"
2022-04-28,regime_gated_full_quant,-0.006192097018964616,0.8,3,0.6,"CCJ,COST,VIST"
2022-05-05,regime_gated_full_quant,-0.001734774161395496,0.5000000000000001,4,0.25,"AMD,CCJ,COST,VIST"
2022-05-12,regime_gated_full_quant,0.02782319200207714,0.5000000000000001,4,0.0,"AMD,CCJ,COST,VIST"
2022-05-19,regime_gated_full_quant,0.004838184878517367,0.5000000000000001,3,0.25,"AMD,CCJ,VIST"
2022-05-26,regime_gated_full_quant,0.00767655020169709,0.5000000000000001,3,1.0,"COST,PEP,YPF"
2022-06-03,regime_gated_full_quant,0.002217835993602203,0.5,3,0.8,"AMD,COST,VIST"
2022-06-10,regime_gated_full_quant,-0.04073396459480863,0.5000000000000001,2,0.75,"CCJ,VIST"
2022-06-17,regime_gated_full_quant,0.009638401282058121,0.8,2,0.6666666666666666,"CCJ,COST"
2022-06-27,regime_gated_full_quant,-0.01707599348480457,0.5,3,0.3333333333333333,"AMD,CCJ,COST"
2022-07-05,regime_gated_full_quant,0.0005942232796680495,0.8,3,0.8,"COST,PEP,VIST"
2022-07-12,regime_gated_full_quant,0.002128980437134916,0.5,4,0.8333333333333334,"CCJ,COST,NFLX,NVDA"
2022-07-19,regime_gated_full_quant,0.004090077679606504,0.5000000000000001,3,0.8333333333333334,"COST,PEP,QCOM"
