date,variant,portfolio_return,selected_count,cash_proxy,turnover,selected_tickers
2024-05-09,no_regime_adjustment,0.0005498999339326998,2,4.440892098500626e-16,0.6666666666666666,"AAPL,TXN"
2024-05-16,no_regime_adjustment,0.0032538105617811487,2,4.440892098500626e-16,1.0,"COST,QCOM"
2024-05-23,no_regime_adjustment,0.034173852457557295,2,2.220446049250313e-16,0.6666666666666666,"NVDA,QCOM"
2024-05-31,no_regime_adjustment,0.011776690290854947,2,1.1102230246251565e-16,0.6666666666666666,"CCJ,NVDA"
2024-06-07,no_regime_adjustment,0.005362749349210849,2,3.3306690738754696e-16,0.6666666666666666,"COST,NVDA"
2024-06-14,no_regime_adjustment,0.002712686521383049,2,2.220446049250313e-16,0.6666666666666666,"NVDA,QQQ"
2024-06-24,no_regime_adjustment,7.720615674589992e-05,2,3.3306690738754696e-16,1.0,"AVGO,MSFT"
2024-07-01,no_regime_adjustment,0.014994851733022101,2,0.0,1.0,"AAPL,ADBE"
2024-07-09,no_regime_adjustment,0.00047405214378079996,2,3.3306690738754696e-16,0.6666666666666666,"ADBE,TSLA"
2024-07-16,no_regime_adjustment,-0.028355812515889648,2,0.0,0.6666666666666666,"AAPL,TSLA"
2024-07-23,no_regime_adjustment,-0.03225646241739264,2,0.6000000000000003,0.6666666666666666,"INTC,TSLA"
2024-07-30,no_regime_adjustment,0.007900838162558935,2,0.6000000000000002,0.6666666666666666,"PEP,TSLA"
2024-08-06,no_regime_adjustment,-0.010083025585729398,2,0.6000000000000001,1.0,"COST,INTC"
2024-08-13,no_regime_adjustment,-0.0029037525054072992,2,2.220446049250313e-16,0.6666666666666666,"COST,META"
2024-08-20,no_regime_adjustment,0.004697014444347599,2,2.220446049250313e-16,0.6666666666666666,"COST,SPY"
2024-08-27,no_regime_adjustment,-0.01701748433158074,2,4.440892098500626e-16,1.0,"CSCO,NFLX"
2024-09-04,no_regime_adjustment,-0.012691681837954298,2,1.1102230246251565e-16,1.0,"VIST,YPF"
2024-09-11,no_regime_adjustment,0.008126792141879549,2,2.220446049250313e-16,1.0,"AMD,CSCO"
2024-09-18,no_regime_adjustment,0.02408169398717609,2,4.440892098500626e-16,1.0,"AMZN,YPF"
2024-09-25,no_regime_adjustment,-0.0016585682283689989,2,4.440892098500626e-16,0.6666666666666666,"AMZN,CSCO"
2024-10-02,no_regime_adjustment,0.013952905966496093,2,4.440892098500626e-16,1.0,"CCJ,META"
2024-10-09,no_regime_adjustment,-0.020887375688614235,2,6.661338147750939e-16,0.6666666666666666,"AMD,CCJ"
2024-10-16,no_regime_adjustment,0.008155136430705494,2,4.440892098500626e-16,0.6666666666666666,"CCJ,CSCO"
2024-10-23,no_regime_adjustment,-0.0049694358211764475,2,4.440892098500626e-16,0.0,"CCJ,CSCO"
2024-10-30,no_regime_adjustment,-0.033212389460748934,2,4.440892098500626e-16,1.0,"GOOGL,NVDA"
2024-11-06,no_regime_adjustment,0.029403150216751838,2,3.3306690738754696e-16,1.0,"NFLX,YPF"
2024-11-13,no_regime_adjustment,-0.009333739864712646,2,4.440892098500626e-16,1.0,"AMZN,SPY"
2024-11-20,no_regime_adjustment,0.0117461320792968,2,0.0,1.0,"NFLX,YPF"
2024-11-27,no_regime_adjustment,0.005130339485528316,2,0.6000000000000003,0.0,"NFLX,YPF"
2024-12-05,no_regime_adjustment,0.032029190360313785,2,4.440892098500626e-16,0.6666666666666666,"TSLA,YPF"
2024-12-12,no_regime_adjustment,0.003527048791338198,2,3.3306690738754696e-16,0.6666666666666666,"AMZN,YPF"
2024-12-19,no_regime_adjustment,-0.007913318294122947,2,1.1102230246251565e-16,1.0,"AAPL,TSLA"
2024-12-27,no_regime_adjustment,-0.029267159354566988,2,4.440892098500626e-16,0.6666666666666666,"AVGO,TSLA"
2025-01-06,no_regime_adjustment,-0.005102502903129098,2,2.220446049250313e-16,0.6666666666666666,"AVGO,YPF"
2025-01-14,no_regime_adjustment,0.022638075330308895,2,2.220446049250313e-16,0.6666666666666666,"AVGO,QCOM"
2025-01-22,no_regime_adjustment,-0.007433408423401547,2,1.1102230246251565e-16,1.0,"AMAT,CSCO"
2025-01-29,no_regime_adjustment,0.005258180077787449,2,3.3306690738754696e-16,1.0,"META,NFLX"
2025-02-05,no_regime_adjustment,0.006148160114526848,2,4.440892098500626e-16,0.6666666666666666,"COST,NFLX"
2025-02-12,no_regime_adjustment,0.007703061057805098,2,1.1102230246251565e-16,0.6666666666666666,"COST,META"
2025-02-20,no_regime_adjustment,-0.011486143356550533,2,0.6000000000000003,1.0,"CSCO,INTC"
2025-02-27,no_regime_adjustment,0.007119821853431499,2,0.0,0.6666666666666666,"CSCO,PEP"
2025-03-06,no_regime_adjustment,0.007295250413173546,2,4.440892098500626e-16,0.6666666666666666,"CSCO,TXN"
2025-03-13,no_regime_adjustment,0.0106816800034839,2,0.6,1.0,"INTC,TSLA"
2025-03-20,no_regime_adjustment,0.0026930144127419496,2,2.220446049250313e-16,0.6666666666666666,"CCJ,INTC"
2025-03-27,no_regime_adjustment,-0.015913723235957224,2,0.6000000000000003,1.0,"AMZN,YPF"
2025-04-03,no_regime_adjustment,-0.023809470188300583,2,0.6,1.0,"COST,NFLX"
2025-04-10,no_regime_adjustment,-0.00025797950187222,2,0.6000000000000001,0.6666666666666666,"COST,TSLA"
2025-04-17,no_regime_adjustment,-0.01887934770943634,2,0.6000000000000003,0.0,"COST,TSLA"
2025-04-25,no_regime_adjustment,0.0022596007261660393,2,0.6000000000000001,0.6666666666666666,"NFLX,TSLA"
2025-05-02,no_regime_adjustment,-0.008675115751273948,2,4.440892098500626e-16,0.6666666666666666,"MSFT,NFLX"
2025-05-09,no_regime_adjustment,0.016238671786266496,2,2.220446049250313e-16,0.6666666666666666,"CCJ,MSFT"
2025-05-16,no_regime_adjustment,0.009318328519576294,2,4.440892098500626e-16,0.6666666666666666,"ADBE,MSFT"
2025-05-23,no_regime_adjustment,0.026837565265341593,2,2.220446049250313e-16,0.6666666666666666,"CCJ,MSFT"
2025-06-02,no_regime_adjustment,0.02925546662126039,2,2.220446049250313e-16,0.6666666666666666,"AVGO,CCJ"
2025-06-09,no_regime_adjustment,-0.015285502401122445,2,4.440892098500626e-16,0.6666666666666666,"CCJ,TXN"
2025-06-16,no_regime_adjustment,0.0008063177082570595,2,0.6000000000000002,0.6666666666666666,"AMD,CCJ"
2025-06-24,no_regime_adjustment,-0.0016320947235282592,2,0.6000000000000002,0.6666666666666666,"CCJ,CSCO"
2025-07-01,no_regime_adjustment,0.016936151863352747,2,2.220446049250313e-16,0.6666666666666666,"AMAT,CCJ"
2025-07-09,no_regime_adjustment,0.011300903961187147,2,3.3306690738754696e-16,1.0,"NVDA,TXN"
2025-07-16,no_regime_adjustment,0.005786546284107148,2,3.3306690738754696e-16,0.6666666666666666,"AMD,NVDA"
2025-07-23,no_regime_adjustment,0.0010042943892580002,2,2.220446049250313e-16,1.0,"MSFT,PEP"
2025-07-30,no_regime_adjustment,-0.020692528844887394,2,2.220446049250313e-16,1.0,"AMD,GOOGL"
2025-08-06,no_regime_adjustment,-0.004842775046544498,2,4.440892098500626e-16,0.6666666666666666,"GOOGL,YPF"
2025-08-13,no_regime_adjustment,-0.011175236915291148,2,2.220446049250313e-16,1.0,"AMD,COST"
2025-08-20,no_regime_adjustment,-0.018318034664129842,2,4.440892098500626e-16,0.6666666666666666,"COST,PEP"
2025-08-27,no_regime_adjustment,-0.0017485099493248497,2,2.220446049250313e-16,1.0,"INTC,TXN"
2025-09-04,no_regime_adjustment,-0.001295631097632849,2,2.220446049250313e-16,1.0,"AMZN,GOOGL"
2025-09-11,no_regime_adjustment,0.0004912534409802394,2,0.6000000000000004,0.6666666666666666,"AVGO,GOOGL"
2025-09-18,no_regime_adjustment,0.006232570186759748,2,3.3306690738754696e-16,0.6666666666666666,"AMAT,GOOGL"
2025-09-25,no_regime_adjustment,0.03303401270831079,2,1.1102230246251565e-16,0.6666666666666666,"AMAT,INTC"
2025-10-02,no_regime_adjustment,-0.01985181817951069,2,2.220446049250313e-16,0.0,"AMAT,INTC"
2025-10-09,no_regime_adjustment,-0.04240605636865559,2,2.220446049250313e-16,0.0,"AMAT,INTC"
2025-10-16,no_regime_adjustment,-0.009149028030556247,2,3.3306690738754696e-16,0.6666666666666666,"AMAT,AMD"
