candidate,realized_return,Sharpe,Sortino,max_drawdown,hit_rate,TP_rate,SL_rate,TP_minus_SL,average_cash,average_selected_count,turnover,trades_kept,sample_reduction,filter_regimes
regime_gated_full_quant,11.159326725407642,1.174350403192628,1.7250673479093777,-0.4415896374721303,0.6772727272727272,0.27744982290436837,0.1806375442739079,0.09681227863046046,0.5490909090909092,3.6363636363636362,0.28680538074039785,847,0.0,none
regime_conditional_meta_filter,11.159326725407642,1.174350403192628,1.7250673479093777,-0.4415896374721303,0.6772727272727272,0.27744982290436837,0.1806375442739079,0.09681227863046046,0.5490909090909092,3.6363636363636362,0.28680538074039785,847,0.0,none
risk_off_only_meta_filter,10.574687804890832,1.1570183079317182,1.6706290872342158,-0.4415896374721303,0.6545454545454545,0.28132678132678135,0.17567567567567569,0.10565110565110566,0.5592079282853076,3.5,0.28272580440978146,814,0.038961038961038974,risk_off
neutral_only_meta_filter,4.452584448643273,0.9625475932188732,1.133114728544408,-0.4415896374721303,0.5727272727272728,0.26504065040650404,0.17886178861788618,0.08617886178861786,0.6765955735400709,2.618181818181818,0.215057721810248,615,0.2739079102715466,neutral
global_meta_filter,4.190415896216723,0.9424579679946335,1.084865192877089,-0.4415896374721303,0.55,0.2697594501718213,0.1718213058419244,0.09793814432989689,0.6867125927344694,2.481818181818182,0.20955967279543508,582,0.31286894923258557,none
