candidate,realized_return,Sharpe,Sortino,Calmar,max_drawdown,hit_rate,average_selected_count,average_cash_proxy,turnover,sample_size,TP_rate,SL_rate,TP_minus_SL,formula,pearson_ic_5d,pearson_ic_10d,pearson_ic_20d,spearman_ic_5d,spearman_ic_10d,spearman_ic_20d,decile_corr,top_bottom_spread,monotonicity_score,average_abs_rank_ic,classification,reason
candidate_A_expected_only,0.3827435473272154,1.2698859902447974,1.7472225071785839,2.660707172614676,-0.16893369184678086,0.6079545454545454,2.0090909090909093,0.09818181818181845,0.6795454545454546,880,0.2850678733031674,0.1832579185520362,0.10180995475113122,expected_daily_return,0.01682443246383052,0.03172084015059339,0.03824342422243456,0.013619998105921368,0.03460225791211048,0.04497696135680983,0.4787878787878787,0.01440224062993917,0.4616161616161616,0.031066405791613894,useful for research,baseline_alpha_factor
candidate_D_expected_volatility_penalty,0.37569087164374215,1.2603320483951557,1.72101837181734,2.58714213769636,-0.17046523559953664,0.615909090909091,2.0272727272727273,0.09818181818181845,0.696060606060606,880,0.289237668161435,0.18834080717488788,0.1008968609865471,expected_daily_return / (1 + volatility_percentile),0.01909637384391239,0.03504936300226851,0.040856957269986144,0.014493805773963954,0.03549452705375543,0.04414042574510566,0.6121212121212121,0.013962445913601455,0.5282828282828282,0.031376252857608346,diagnostic only,signal_quality_without_portfolio_improvement
candidate_B_expected_plus_orthogonal_signal,0.2622970446228492,0.9703227732409034,1.3561696626047977,1.7876694143772571,-0.1710595509997146,0.6011363636363637,2.0045454545454544,0.09818181818181845,0.7015151515151514,880,0.2698412698412698,0.1836734693877551,0.08616780045351471,z(expected_daily_return) + 0.25*z(residual_signal_strength),0.014983735039479652,0.028250307575036673,0.02850022871095449,0.02054994023046483,0.04202015722954536,0.03330466289947161,0.43030303030303024,0.016967618457877157,0.604040404040404,0.0319582534531606,diagnostic only,signal_quality_without_portfolio_improvement
candidate_C_expected_signal_volatility,0.2050076319829195,0.83273454657438,1.1079588142355197,1.4018109813791737,-0.169881017490904,0.6034090909090909,2.018181818181818,0.09818181818181845,0.7075757575757576,880,0.2747747747747748,0.1891891891891892,0.0855855855855856,z(expected_daily_return) + 0.20*z(signal_strength) - 0.10*z(daily_volatility),0.01180830199431096,0.024802875185541435,0.02584357909074007,0.008009820629716412,0.025418194405630225,0.020963062464446514,0.19999999999999998,0.01091615822643583,0.37777777777777777,0.018130359166597717,reject,weak_ic_or_backtest
