date,candidate,cash_weight,selected_count,turnover,realized_portfolio_return_20d
2022-01-03,production_original,0.5,4,1.0,-0.0314140732542363
2022-01-10,production_original,0.5,4,0.4,-0.0427489428713143
2022-01-18,production_original,0.5,2,1.0,0.0293517639428235
2022-01-25,production_original,0.8,2,1.0,0.001360024285544
2022-02-01,production_original,0.5,4,1.0,0.0489740608674135
2022-02-08,production_original,0.5,4,0.6666666666666666,0.0189581308114075
2022-02-15,production_original,0.5,4,0.8571428571428571,0.0117486286644328
2022-02-23,production_original,0.5,3,0.6,0.0471995972212408
2022-03-02,production_original,0.5,4,0.8333333333333334,0.0138871333901446
2022-03-09,production_original,0.5,4,0.6666666666666666,0.0390373695352374
2022-03-16,production_original,0.5,4,0.6666666666666666,0.0428374641275311
2022-03-23,production_original,0.5,4,0.8571428571428571,-0.0191319796870929
2022-03-30,production_original,0.5,4,1.0,-0.03958946433597
2022-04-06,production_original,0.5,4,0.8571428571428571,-0.0412784829354902
2022-04-13,production_original,0.5,4,0.6666666666666666,-0.1246945719445672
2022-04-21,production_original,0.5,4,0.8571428571428571,-0.0829110295288117
2022-04-28,production_original,0.8,4,0.6666666666666666,-0.0110364799797719
2022-05-05,production_original,0.5,4,0.4,0.0139587965580435
2022-05-12,production_original,0.5,4,0.0,0.0349015575509065
2022-05-19,production_original,0.5,4,0.4,-0.0619804609623781
2022-05-26,production_original,0.5,4,1.0,-0.0332762974621592
2022-06-03,production_original,0.5,4,0.6666666666666666,-0.084265293914023
2022-06-10,production_original,0.5,2,0.8,-0.1062030554715269
2022-06-17,production_original,0.8,2,0.6666666666666666,0.0310553965797449
2022-06-27,production_original,0.5,4,0.5,0.0112247744474993
2022-07-05,production_original,0.8,4,0.6666666666666666,0.0274023397275443
2022-07-12,production_original,0.5,4,0.6666666666666666,0.0669704394654161
2022-07-19,production_original,0.5,4,0.8571428571428571,0.0240876826520595
2022-07-26,production_original,0.5,4,0.4,0.005801511706853
2022-08-02,production_original,0.5,4,1.0,-0.02740204890313
2022-08-09,production_original,0.5,4,1.0,-0.0012490946083511
2022-08-16,production_original,0.5,4,0.6666666666666666,0.0850726959818598
2022-08-23,production_original,0.5,3,0.6,0.0653328319276153
2022-08-30,production_original,0.8,2,0.3333333333333333,0.0102442701823056
2022-09-07,production_original,0.8,4,0.8,0.003861700624451
2022-09-14,production_original,0.8,2,0.5,-0.0216598886307331
2022-09-21,production_original,0.8,4,0.8,0.0137518864771964
2022-09-28,production_original,0.5,4,0.0,0.1143652016803811
2022-10-05,production_original,0.8,4,0.4,0.0286449393868836
2022-10-12,production_original,0.5,4,0.4,0.0500975748590716
2022-10-19,production_original,0.5,4,0.4,0.0473732157475121
2022-10-26,production_original,0.5,4,0.6666666666666666,0.0083400278622902
2022-11-02,production_original,0.8,4,0.6666666666666666,0.0130460217052879
2022-11-09,production_original,0.5,4,0.6666666666666666,0.0400207046901868
2022-11-16,production_original,0.5,4,0.6666666666666666,0.0181973019199562
2022-11-23,production_original,0.5,4,0.4,-0.0339885241429322
2022-12-01,production_original,0.5,4,0.6666666666666666,-0.0143256967183353
2022-12-08,production_original,0.5,4,0.6666666666666666,-0.0241078711950213
2022-12-15,production_original,0.8,2,1.0,0.0198361097039828
2022-12-22,production_original,0.5,2,0.6666666666666666,0.1041667566701986
2022-12-30,production_original,0.5,4,0.8,-7.104404193377257e-05
2023-01-09,production_original,0.8,4,0.8571428571428571,0.0225338688365956
2023-01-17,production_original,0.5,4,0.6666666666666666,0.0193945421789819
2023-01-24,production_original,0.5,4,0.6666666666666666,-0.0108232664751683
2023-01-31,production_original,0.5,4,0.6666666666666666,-0.0185159533847833
2023-02-07,production_original,0.5,4,1.0,-0.0030475722730541
2023-02-14,production_original,0.5,4,0.6666666666666666,-0.0180970889531186
2023-02-22,production_original,0.5,2,0.8,0.0298139936939033
2023-03-01,production_original,0.5,4,0.8,0.0674216969415388
2023-03-08,production_original,0.5,4,0.4,0.0457699047543515
2023-03-15,production_original,0.5,4,1.0,0.0432703200652706
2023-03-22,production_original,0.5,4,0.8571428571428571,0.0069070003497733
2023-03-29,production_original,0.5,4,0.6666666666666666,0.0135928766099566
2023-04-05,production_original,0.5,4,0.8571428571428571,0.0015912994432938
2023-04-13,production_original,0.5,4,0.8571428571428571,0.005607025736659
2023-04-20,production_original,0.5,4,1.0,0.0109038208939644
2023-04-27,production_original,0.5,4,1.0,0.0143437915773804
2023-05-04,production_original,0.8,4,0.6666666666666666,0.0178957390174778
2023-05-11,production_original,0.5,4,0.6666666666666666,0.0426348936961814
2023-05-18,production_original,0.5,4,0.6666666666666666,0.0616432369638073
2023-05-25,production_original,0.5,4,0.6666666666666666,0.0099401846664295
2023-06-02,production_original,0.5,4,0.6666666666666666,0.0462228910529277
2023-06-09,production_original,0.5,4,0.6666666666666666,0.0245920995793765
2023-06-16,production_original,0.5,4,0.6666666666666666,0.041252073761177
2023-06-26,production_original,0.5,4,0.6666666666666666,0.0291194399827645
2023-07-03,production_original,0.5,4,0.4,0.0011503902296108
2023-07-11,production_original,0.5,4,0.8571428571428571,-0.004998796821537
2023-07-18,production_original,0.5,4,1.0,-0.0389495880042599
2023-07-25,production_original,0.4999999999999999,4,1.0,-0.0121511354921685
2023-08-01,production_original,0.5,4,0.8571428571428571,-0.0063444181912895
2023-08-08,production_original,0.5,4,0.6666666666666666,0.0145019598202126
2023-08-15,production_original,0.5,4,1.0,0.0208155648487821
2023-08-22,production_original,0.8,4,0.6666666666666666,0.0020831544709202
2023-08-29,production_original,0.4999999999999999,4,0.6666666666666666,0.000165564035347
2023-09-06,production_original,0.5,4,0.4,-0.0318158542660138
2023-09-13,production_original,0.5000000000000001,4,0.8571428571428571,-0.0079104836975006
2023-09-20,production_original,0.5,4,0.6666666666666666,-0.0142436647014681
2023-09-27,production_original,0.8,4,0.6666666666666666,-0.0011480026723224
2023-10-04,production_original,0.5,4,0.4,0.0037801352258536
2023-10-11,production_original,0.5,4,0.8571428571428571,-0.0306519026718575
2023-10-18,production_original,0.5,4,0.8571428571428571,0.0147587007583502
2023-10-25,production_original,0.5,2,1.0,0.077113158779422
2023-11-01,production_original,0.5,4,0.5,0.0450359426538215
2023-11-08,production_original,0.5,4,0.6666666666666666,0.0292725371648913
2023-11-15,production_original,0.5,4,0.6666666666666666,0.0217299308703223
2023-11-22,production_original,0.5,4,1.0,0.0274150094096791
2023-11-30,production_original,0.5,4,0.8571428571428571,0.0270777611070596
2023-12-07,production_original,0.5,4,0.6666666666666666,0.0341510661359284
2023-12-14,production_original,0.5,4,0.4,-0.0096286678031865
2023-12-21,production_original,0.5,4,0.6666666666666666,0.0104569214932156
2023-12-29,production_original,0.5,4,0.6666666666666666,0.0123668962161669
2024-01-08,production_original,0.5,4,0.6666666666666666,0.0512529000530508
2024-01-16,production_original,0.5,4,0.6666666666666666,0.0259956725859722
2024-01-23,production_original,0.5,4,0.4,0.0046716660653107
2024-01-30,production_original,0.5,4,0.8571428571428571,0.0892846650732975
2024-02-06,production_original,0.5,4,0.4,0.0564019491947569
2024-02-13,production_original,0.5,4,0.0,0.0748193258653923
2024-02-21,production_original,0.5,4,0.8571428571428571,0.0439040433382736
2024-02-28,production_original,0.5,4,0.6666666666666666,0.0328646047565503
2024-03-06,production_original,0.5,4,0.8571428571428571,-0.0068219517740389
2024-03-13,production_original,0.5,4,0.4,0.015192056782563
2024-03-20,production_original,0.5,4,0.6666666666666666,-0.023103758650761
2024-03-27,production_original,0.5,4,0.4,-0.0004691297215123
2024-04-04,production_original,0.5,4,0.6666666666666666,0.0095587632485485
2024-04-11,production_original,0.5,4,0.6666666666666666,0.0227413785209369
2024-04-18,production_original,0.8,2,0.8,0.018222603615641
2024-04-25,production_original,0.5,4,0.5,0.0123826253833845
2024-05-02,production_original,0.5,4,0.8571428571428571,0.0310735417766098
2024-05-09,production_original,0.5,4,0.8571428571428571,0.0257414935405017
2024-05-16,production_original,0.5,4,0.8571428571428571,0.0387413382174733
2024-05-23,production_original,0.5,4,0.8571428571428571,0.0189666947186245
2024-05-31,production_original,0.5,4,0.6666666666666666,0.0121772736503765
2024-06-07,production_original,0.5,4,0.6666666666666666,0.0293715209017675
2024-06-14,production_original,0.5,4,0.8571428571428571,0.0093231948150521
2024-06-24,production_original,0.5,4,0.8571428571428571,-0.0018625926300685
2024-07-01,production_original,0.5,4,0.8571428571428571,-0.0269060119410033
2024-07-09,production_original,0.5,4,0.6666666666666666,-0.0742726399711899
2024-07-16,production_original,0.5,4,0.8571428571428571,-0.0316993092900258
2024-07-23,production_original,0.7999999999999999,4,0.6666666666666666,0.0004957582257273
2024-07-30,production_original,0.8,2,0.8,-0.004509631457802
2024-08-06,production_original,0.8,2,1.0,0.0203959803066259
2024-08-13,production_original,0.5,4,0.8,0.0064915836326776
2024-08-20,production_original,0.5,4,0.6666666666666666,0.0042996635438193
2024-08-27,production_original,0.5,4,0.8571428571428571,0.0018742593024649
2024-09-04,production_original,0.5,4,0.8571428571428571,-0.0425364159432958
2024-09-11,production_original,0.5,4,0.6666666666666666,-0.0061922981239383
2024-09-18,production_original,0.5,4,1.0,0.0138125640544904
2024-09-25,production_original,0.5,4,0.8571428571428571,0.0046445543648544
2024-10-02,production_original,0.5,4,0.6666666666666666,0.0282010915830508
2024-10-09,production_original,0.5000000000000001,4,0.8571428571428571,0.0064039880301292
2024-10-16,production_original,0.5,4,0.8571428571428571,-0.0108052904636568
2024-10-23,production_original,0.5,4,0.4,0.002944559614041
2024-10-30,production_original,0.5,4,0.8571428571428571,0.0097055061870938
2024-11-06,production_original,0.5,4,0.8571428571428571,0.0672884025236873
2024-11-13,production_original,0.5,4,1.0,0.0289337542829606
2024-11-20,production_original,0.5,3,0.8333333333333334,0.0599681373171765
2024-11-27,production_original,0.8,4,0.6,0.0069157076037293
2024-12-05,production_original,0.5,4,0.6666666666666666,0.0289473283207555
2024-12-12,production_original,0.5,4,0.4,-0.0073318391448847
2024-12-19,production_original,0.5,4,0.6666666666666666,0.0028495847914393
2024-12-27,production_original,0.5,4,0.6666666666666666,-0.047053123986664
2025-01-06,production_original,0.5,4,0.4,-0.0222832520090466
2025-01-14,production_original,0.5,4,0.8571428571428571,-0.005606211845294
2025-01-22,production_original,0.5,4,0.8571428571428571,-0.0184503943103623
2025-01-29,production_original,0.5,4,1.0,-0.0064557281615642
2025-02-05,production_original,0.5,4,0.0,-0.0396075353406043
2025-02-12,production_original,0.5,4,0.6666666666666666,-0.0659913751307211
2025-02-20,production_original,0.8,4,0.4,-0.020474774422239
2025-02-27,production_original,0.5,2,0.8,-0.0168859522779117
2025-03-06,production_original,0.5,4,0.5,-0.0235022308254019
2025-03-13,production_original,0.7999999999999999,4,0.6666666666666666,-0.0057497597802174
2025-03-20,production_original,0.5,4,0.8571428571428571,-0.0301810283442843
2025-03-27,production_original,0.8,4,0.8571428571428571,0.0015681972361515
2025-04-03,production_original,0.8,3,0.6,0.0303721198191258
2025-04-10,production_original,0.7999999999999999,4,0.25,0.0283156375854218
2025-04-17,production_original,0.8,4,0.4,0.0207881067601816
2025-04-25,production_original,0.8,4,0.6666666666666666,0.0177815491239951
2025-05-02,production_original,0.5,4,0.8571428571428571,0.0375671384046924
2025-05-09,production_original,0.4999999999999999,4,0.4,0.0777488933250155
2025-05-16,production_original,0.5,4,0.4,0.0523859158174015
2025-05-23,production_original,0.5,4,0.6666666666666666,0.0479621052712455
2025-06-02,production_original,0.5,4,0.8571428571428571,0.0612986154894475
2025-06-09,production_original,0.5,4,0.6666666666666666,0.0410816118201453
2025-06-16,production_original,0.8,4,0.8571428571428571,0.0142011070847025
2025-06-24,production_original,0.8,4,0.8571428571428571,0.0038290884985103
2025-07-01,production_original,0.5,4,0.6666666666666666,0.0079805371859284
2025-07-09,production_original,0.5,4,1.0,-0.0017826677294813
2025-07-16,production_original,0.5,4,0.8571428571428571,0.0441268198889761
2025-07-23,production_original,0.5,4,0.6666666666666666,-0.0048919068951686
2025-07-30,production_original,0.5,4,0.4,-0.0079609330842305
2025-08-06,production_original,0.5,4,0.6666666666666666,0.0053215487036713
2025-08-13,production_original,0.5,4,0.8571428571428571,-0.019625533950431
2025-08-20,production_original,0.5,4,0.8571428571428571,0.0251050441636818
2025-08-27,production_original,0.5,4,0.8571428571428571,0.0504079297046917
2025-09-04,production_original,0.5,4,0.8571428571428571,-0.0045134177083518
2025-09-11,production_original,0.8,4,0.8571428571428571,0.0055493522182716
2025-09-18,production_original,0.5,4,0.6666666666666666,0.0224623102770974
2025-09-25,production_original,0.5,4,0.8571428571428571,0.0496080425518881
2025-10-02,production_original,0.5,4,0.6666666666666666,0.0698895322179721
2025-10-09,production_original,0.5,4,0.4,0.0106656282640773
2025-10-16,production_original,0.5,4,0.6666666666666666,-0.0009952259128473
2025-10-23,production_original,0.8,4,0.6666666666666666,-0.0104778961822177
2025-10-30,production_original,0.5,4,0.8571428571428571,0.0117607471073532
2025-11-06,production_original,0.5,4,0.4,0.0127460340247286
2025-11-13,production_original,0.5,4,0.4,0.0151897952640198
2025-11-20,production_original,0.7999999999999999,4,0.4,-0.002329852490271
2025-11-28,production_original,0.8,4,0.6666666666666666,0.0001469345170122
2025-12-05,production_original,0.5,4,0.8571428571428571,0.0141235639250285
2025-12-12,production_original,0.5,4,0.8571428571428571,0.0211452216593937
2025-12-19,production_original,0.5,4,0.4,0.0026870314039338
2025-12-29,production_original,0.5,4,1.0,0.1244626096218456
2026-01-06,production_original,0.5,4,0.8571428571428571,0.0332680444093293
2026-01-13,production_original,0.5,4,0.6666666666666666,0.0107495617699816
2026-01-21,production_original,0.8,4,0.6666666666666666,0.0099509397736539
2026-01-28,production_original,0.5,4,0.4,-0.0113345662212229
2026-02-04,production_original,0.5,4,0.8571428571428571,-0.0245267663157938
2026-02-11,production_original,0.5,4,0.4,-0.043549346440173
2026-02-19,production_original,0.5,4,0.6666666666666666,-0.0038163364281286
2026-02-26,production_original,0.5,4,0.6666666666666666,-0.0223220032369091
2026-03-05,production_original,0.5,4,1.0,0.0202533912084271
2026-03-12,production_original,0.8,4,0.4,0.0097538303272826
2026-03-19,production_original,0.5,3,0.6,0.0057613244342832
2026-03-26,production_original,0.8,4,0.8333333333333334,0.0127590214595038
2026-04-02,production_original,0.5,4,0.6666666666666666,0.0406108066837659
2026-04-10,production_original,0.5,4,1.0,0.1945513889478264
2026-04-17,production_original,0.5,4,1.0,0.0483654244475442
2026-04-24,production_original,0.5,4,0.8571428571428571,0.0416715507496338
2026-05-01,production_original,0.5,4,0.6666666666666666,0.0587023401158632
2026-05-08,production_original,0.5,4,0.4,-0.0085850023906027
2026-05-15,production_original,0.5,4,0.4,0.0527751422639843
2022-01-03,original_forecast_rerank,0.5,4,0.25,-0.03354981561370277
2022-01-03,calibrated_forecast_rerank,0.5,4,0.25,-0.04352133932499141
2022-01-10,original_forecast_rerank,0.5,4,0.33157662478769645,-0.048302289590989665
2022-01-10,calibrated_forecast_rerank,0.5,4,0.3667001263528287,-0.04236511877052492
2022-01-18,original_forecast_rerank,0.5,2,0.49999999999999994,0.057106377214601274
2022-01-18,calibrated_forecast_rerank,0.5,2,0.3934864264811119,0.031971709402745026
2022-01-25,original_forecast_rerank,0.8,2,0.35,0.001369870982476178
2022-01-25,calibrated_forecast_rerank,0.8,2,0.21566903222907644,0.058110319521029456
2022-02-01,original_forecast_rerank,0.5,4,0.35,0.13727919412085612
2022-02-01,calibrated_forecast_rerank,0.5,4,0.15000000000000002,0.09849676792056289
2022-02-08,original_forecast_rerank,0.5,4,0.16083024486984598,0.07064839816424043
2022-02-08,calibrated_forecast_rerank,0.5,4,0.2663084594525756,0.030785293172406098
2022-02-15,original_forecast_rerank,0.5,4,0.32590416318994914,0.012866375013075589
2022-02-15,calibrated_forecast_rerank,0.5,4,0.28531533160210326,0.0027913364954282255
2022-02-23,original_forecast_rerank,0.5,3,0.33917009286952776,0.06993474650278138
2022-02-23,calibrated_forecast_rerank,0.5,3,0.3680658510905357,0.059473872109688276
2022-03-02,original_forecast_rerank,0.5,4,0.12300765525782388,0.025319073682001918
2022-03-02,calibrated_forecast_rerank,0.5,4,0.25581893030204267,0.024044677176953133
2022-03-09,original_forecast_rerank,0.5,4,0.23822479327929055,0.033801597730631044
2022-03-09,calibrated_forecast_rerank,0.5,4,0.20934506983676973,0.03484279585270186
2022-03-16,original_forecast_rerank,0.5,4,0.3806403959896496,0.05389940373549031
2022-03-16,calibrated_forecast_rerank,0.5,4,0.30598657225018433,0.03917173432383818
2022-03-23,original_forecast_rerank,0.5,4,0.39967971910155065,-0.012130605759476179
2022-03-23,calibrated_forecast_rerank,0.5,4,0.3916872154817925,-0.0021103091490219956
2022-03-30,original_forecast_rerank,0.5,4,0.5,-0.04806774229096561
2022-03-30,calibrated_forecast_rerank,0.5,4,0.41076089710056124,-0.04551896162261194
2022-04-06,original_forecast_rerank,0.5,4,0.3980175987900232,-0.0599762148845381
2022-04-06,calibrated_forecast_rerank,0.5,4,0.30566524629125413,-0.05067439016233742
2022-04-13,original_forecast_rerank,0.5,4,0.25671536272567397,-0.12050983633671565
2022-04-13,calibrated_forecast_rerank,0.5,4,0.24817206906494305,-0.1238522001955619
2022-04-21,original_forecast_rerank,0.5,4,0.45512119656356304,-0.055847877248622634
2022-04-21,calibrated_forecast_rerank,0.5,4,0.29882487623645276,-0.07434540543364197
2022-04-28,original_forecast_rerank,0.8,4,0.26552407627383606,-0.00793313798900185
2022-04-28,calibrated_forecast_rerank,0.8,4,0.15000000000000002,-0.009637076113400242
2022-05-05,original_forecast_rerank,0.5,4,0.15000000000000005,0.016549457688700437
2022-05-05,calibrated_forecast_rerank,0.5,4,0.25380691712777453,-0.0011820071464479272
2022-05-12,original_forecast_rerank,0.5,4,0.03566630031020194,0.043841094851394924
2022-05-12,calibrated_forecast_rerank,0.5,4,0.12480759660894471,0.04527550173879409
2022-05-19,original_forecast_rerank,0.5,4,0.14560239218826262,-0.05840509003204024
2022-05-19,calibrated_forecast_rerank,0.5,4,0.12744767172591454,-0.022079479119038733
2022-05-26,original_forecast_rerank,0.5,4,0.5,-0.09054764734822468
2022-05-26,calibrated_forecast_rerank,0.5,4,0.40039662981763463,-0.08222678970590121
2022-06-03,original_forecast_rerank,0.5,4,0.40396816700787425,-0.11591099290038114
2022-06-03,calibrated_forecast_rerank,0.5,4,0.29717199817316176,-0.09673867501007814
2022-06-10,original_forecast_rerank,0.5,2,0.3267138351270556,-0.0872286719570716
2022-06-10,calibrated_forecast_rerank,0.5,2,0.38372283611433117,-0.0578188797595792
2022-06-17,original_forecast_rerank,0.8,2,0.2418331479262197,0.03087021876635393
2022-06-17,calibrated_forecast_rerank,0.8,2,0.2885993912225799,0.0317593131549702
2022-06-27,original_forecast_rerank,0.5,4,0.15000000000000002,0.022280040556164768
2022-06-27,calibrated_forecast_rerank,0.5,4,0.21491683856671617,0.014324893802468996
2022-07-05,original_forecast_rerank,0.8,4,0.2930423725035965,0.018290222318743728
2022-07-05,calibrated_forecast_rerank,0.8,4,0.2741756675742062,0.024728210176484307
2022-07-12,original_forecast_rerank,0.5,4,0.2930423725035965,0.09279860512688237
2022-07-12,calibrated_forecast_rerank,0.5,4,0.27417566757420625,0.08051717600689595
2022-07-19,original_forecast_rerank,0.5,4,0.31579695076032177,0.021190544012620098
2022-07-19,calibrated_forecast_rerank,0.5,4,0.16254533211000377,0.037145722782233034
2022-07-26,original_forecast_rerank,0.5,4,0.2122244603550575,-0.021244295272037018
2022-07-26,calibrated_forecast_rerank,0.5,4,0.2356130908301537,0.010873844437966107
2022-08-02,original_forecast_rerank,0.5,4,0.5,-0.026547680904236065
2022-08-02,calibrated_forecast_rerank,0.5,4,0.5,-0.02779930490425865
2022-08-09,original_forecast_rerank,0.5,4,0.5,-0.006473456452194574
2022-08-09,calibrated_forecast_rerank,0.5,4,0.49999999999999994,-0.014065326258148153
2022-08-16,original_forecast_rerank,0.5,4,0.37334171409177674,0.17575432437681107
2022-08-16,calibrated_forecast_rerank,0.5,4,0.3588906466491715,0.1612561004720266
2022-08-23,original_forecast_rerank,0.5,3,0.1656399163650295,0.12353268895785127
2022-08-23,calibrated_forecast_rerank,0.5,3,0.20609677139444285,0.09367776920744132
2022-08-30,original_forecast_rerank,0.8,2,0.14999999999999997,0.025748911081331306
2022-08-30,calibrated_forecast_rerank,0.8,2,0.15000000000000005,0.022594533610830733
2022-09-07,original_forecast_rerank,0.8,4,0.02795631900689752,0.02321496540581779
2022-09-07,calibrated_forecast_rerank,0.8,4,0.04893411291226112,0.013868324650618083
2022-09-14,original_forecast_rerank,0.8,2,0.0059723849940934055,-0.018852675486078344
2022-09-14,calibrated_forecast_rerank,0.8,2,0.05981254286986737,-0.02139747374427981
2022-09-21,original_forecast_rerank,0.8,4,0.023180904726001667,0.009029061415739194
2022-09-21,calibrated_forecast_rerank,0.8,4,0.0678824919401236,0.0037637789853617884
2022-09-28,original_forecast_rerank,0.5,4,0.15,0.11492836764916757
2022-09-28,calibrated_forecast_rerank,0.5,4,0.19257697658656386,0.10522627574673242
2022-10-05,original_forecast_rerank,0.8,4,0.14999999999999997,0.015961817780660463
2022-10-05,calibrated_forecast_rerank,0.8,4,0.1685510111281848,0.017437217220523854
2022-10-12,original_forecast_rerank,0.5,4,0.24381973733255421,0.07195192328891216
2022-10-12,calibrated_forecast_rerank,0.5,4,0.20402707767798656,0.06357213794336851
2022-10-19,original_forecast_rerank,0.5,4,0.3305189869229245,0.057551764983464704
2022-10-19,calibrated_forecast_rerank,0.5,4,0.3021593162519751,0.047046698053876325
2022-10-26,original_forecast_rerank,0.5,4,0.3167935206575991,-0.004619675259950371
2022-10-26,calibrated_forecast_rerank,0.5,4,0.1813744095826645,0.009089642936336774
2022-11-02,original_forecast_rerank,0.8,4,0.1645895885534542,0.006182408539137476
2022-11-02,calibrated_forecast_rerank,0.8,4,0.18779605895150892,0.010875842079062106
2022-11-09,original_forecast_rerank,0.5,4,0.2585769923355464,0.04918731277598997
2022-11-09,calibrated_forecast_rerank,0.5,4,0.32110978661992046,0.0504481524887808
2022-11-16,original_forecast_rerank,0.5,4,0.19919072030958118,0.004773349946262086
2022-11-16,calibrated_forecast_rerank,0.5,4,0.3282997773662476,0.010277178597108166
2022-11-23,original_forecast_rerank,0.5,4,0.12975088053847672,-0.0399073231118651
2022-11-23,calibrated_forecast_rerank,0.5,4,0.13494635481723002,-0.036272100627620485
2022-12-01,original_forecast_rerank,0.5,4,0.3236684615296834,-0.023765462326783386
2022-12-01,calibrated_forecast_rerank,0.5,4,0.276212202954884,-0.03488269720727854
2022-12-08,original_forecast_rerank,0.5,4,0.35636475859460764,-0.03897457680703514
2022-12-08,calibrated_forecast_rerank,0.5,4,0.29565531850308463,-0.026456369062068077
2022-12-15,original_forecast_rerank,0.8,2,0.35,0.015884202835531897
2022-12-15,calibrated_forecast_rerank,0.8,2,0.35,0.013336233212094891
2022-12-22,original_forecast_rerank,0.5,2,0.25194827999612485,0.14811353687600706
2022-12-22,calibrated_forecast_rerank,0.5,2,0.21714058233333372,0.12953625537027577
2022-12-30,original_forecast_rerank,0.5,4,0.4078846391973169,0.01017804589721179
2022-12-30,calibrated_forecast_rerank,0.5,4,0.38774061640865864,0.018162834534314436
2023-01-09,original_forecast_rerank,0.8,4,0.3407061875028666,0.034580826918074944
2023-01-09,calibrated_forecast_rerank,0.8,4,0.27935743048386114,0.022522964549081842
2023-01-17,original_forecast_rerank,0.5,4,0.16335375853527975,0.00705446953000283
2023-01-17,calibrated_forecast_rerank,0.5,4,0.21858570132973848,0.01034731882223047
2023-01-24,original_forecast_rerank,0.5,4,0.11762937757305658,-0.024722701784261395
2023-01-24,calibrated_forecast_rerank,0.5,4,0.2454207682126042,-0.015418927291094387
2023-01-31,original_forecast_rerank,0.5,4,0.31427637828479793,-0.017578622718781224
2023-01-31,calibrated_forecast_rerank,0.5,4,0.28954349856487804,-0.020911649011752232
2023-02-07,original_forecast_rerank,0.5,4,0.5,-0.001978335048353823
2023-02-07,calibrated_forecast_rerank,0.5,4,0.5,-0.0017444910784418094
2023-02-14,original_forecast_rerank,0.5,4,0.21483124044020946,-0.027212252028060335
2023-02-14,calibrated_forecast_rerank,0.5,4,0.2197446613074566,-0.019194430069772676
2023-02-22,original_forecast_rerank,0.5,2,0.2251179572156606,0.015120222883013658
2023-02-22,calibrated_forecast_rerank,0.5,2,0.3088402856556667,0.02454435483317287
2023-03-01,original_forecast_rerank,0.5,4,0.31809775428733317,0.07784474366299594
2023-03-01,calibrated_forecast_rerank,0.5,4,0.3354076891590744,0.0656630063296073
2023-03-08,original_forecast_rerank,0.5,4,0.23169893962163507,0.0505752430799113
2023-03-08,calibrated_forecast_rerank,0.5,4,0.1733730423469399,0.048018820577443486
2023-03-15,original_forecast_rerank,0.5,4,0.5,0.035068835320699626
2023-03-15,calibrated_forecast_rerank,0.5,4,0.44741226917073057,0.03128283482429766
2023-03-22,original_forecast_rerank,0.5,4,0.3644073862236953,0.002236593669420578
2023-03-22,calibrated_forecast_rerank,0.5,4,0.2762114936436933,0.0053898529000840755
2023-03-29,original_forecast_rerank,0.5,4,0.3344887117993696,0.005832859157131483
2023-03-29,calibrated_forecast_rerank,0.5,4,0.27295591084700765,0.011254675297494923
