system,regime_count,tiny_regime_count,largest_regime_share,weighted_average_return,weighted_sharpe,mean_abs_forecast_IC,mean_TP_minus_SL
current_regime,3,0,0.7910271546635183,0.026425655472411096,3.6507225452885996,0.14406924690518985,0.021344709573153337
regime_v2,7,0,0.5655253837072018,0.02642565547241109,3.8756368179141973,0.1107073267911299,0.05396303023409653
