horizon,tp_multiple,sl_multiple,subset,sample_size,TP_rate,SL_rate,timeout_rate,TP_minus_SL,avg_return,median_return,Sharpe,Sortino,max_drawdown_proxy,avg_time_to_exit
20,2.0,1.5,universe,460,0.04565217391304348,0.10652173913043478,0.8478260869565217,-0.0608695652173913,0.013354939174886057,0.007012680887077738,0.09838060272462851,1.749158431345463,-0.9999995194964194,19.01304347826087
20,2.0,1.25,universe,460,0.04565217391304348,0.18478260869565216,0.7695652173913043,-0.13913043478260867,0.013299027279155306,0.007012680887077738,0.09830609777513104,1.7580810256519508,-0.9999994999001974,18.471739130434784
30,2.0,2.0,universe,460,0.0391304347826087,0.034782608695652174,0.9260869565217391,0.004347826086956524,0.016609671390478167,0.012370408645471231,0.09818080930937514,1.680579113205786,-0.9999999972131024,29.265217391304347
30,1.5,1.5,universe,460,0.11521739130434783,0.12173913043478261,0.7630434782608696,-0.006521739130434787,0.016120467548617855,0.012370408645471231,0.09781902767167573,1.6692312686982675,-0.9999999967847665,27.536956521739132
30,1.5,2.0,universe,460,0.11521739130434783,0.034782608695652174,0.85,0.08043478260869566,0.016057974086448296,0.012370408645471231,0.09651067034898253,1.6247579627346174,-0.9999999978687889,28.417391304347827
30,1.25,1.0,universe,460,0.1782608695652174,0.30434782608695654,0.5173913043478261,-0.12608695652173915,0.014834329405265734,0.011819271736026704,0.09622026663631132,1.6908509390718212,-0.9999999802006178,24.31304347826087
20,2.0,2.0,universe,460,0.04565217391304348,0.03695652173913044,0.9173913043478261,0.008695652173913042,0.013116284763170118,0.007012680887077738,0.09589137816890594,1.6847793962947428,-0.9999996967526342,19.428260869565218
20,1.5,1.0,universe,460,0.09347826086956522,0.2891304347826087,0.6173913043478261,-0.19565217391304346,0.011694980988440047,0.004556517258968773,0.09180702043648062,1.6786615650466816,-0.9999983085567411,16.945652173913043
30,1.25,1.25,universe,460,0.1782608695652174,0.1934782608695652,0.6282608695652174,-0.015217391304347822,0.01424281754614842,0.012126643574518203,0.09046441710223942,1.5334638496735615,-0.9999999926630931,26.082608695652173
30,1.0,1.0,universe,460,0.2847826086956522,0.30434782608695654,0.4108695652173913,-0.019565217391304346,0.013377131704174075,0.014630995716444994,0.08965518444918996,1.5144098463552196,-0.999999983768534,22.991304347826087
20,1.5,1.5,universe,460,0.09347826086956522,0.10652173913043478,0.8,-0.01304347826086956,0.01170094003403384,0.007012680887077738,0.08894836879089388,1.532526479318284,-0.9999995715925455,18.66521739130435
20,1.5,1.25,universe,460,0.09347826086956522,0.18478260869565216,0.7217391304347827,-0.09130434782608694,0.011645028138303096,0.007012680887077738,0.08884855175627696,1.5394286050696846,-0.999999554120943,18.12391304347826
20,1.25,0.75,universe,460,0.15217391304347827,0.3847826086956522,0.46304347826086956,-0.2326086956521739,0.010473943493264968,-0.008192994064655401,0.08819232677182721,1.700412513383776,-0.9999956790760964,15.180434782608696
30,0.75,0.75,universe,460,0.40869565217391307,0.3978260869565217,0.1934782608695652,0.010869565217391353,0.011255362280766972,0.019703905807415434,0.08704362496305466,1.47715233280192,-0.9999994099843281,18.241304347826087
20,1.5,2.0,universe,460,0.09347826086956522,0.03695652173913044,0.8695652173913043,0.05652173913043478,0.01146228562231791,0.007012680887077738,0.08643449360156352,1.4723241374838252,-0.9999997296306681,19.080434782608695
