date,model_mode,growth_paper_variant,portfolio_value,daily_return,cumulative_return,volatility,Sharpe,max_drawdown,cash_weight,exposure,uncapped_exposure,vol_target_exposure,exposure_cap,exposure_cap_60,dual_trend_cap,final_exposure,spy_close,spy_ma_200,qqq_close,qqq_ma_200,spy_below_200d,qqq_below_200d,dual_trend_reason,turnover,data_source,raw_target_current_features_available,raw_target_feature_source,fallback_reason,growth_model_version,data_mode,official_start_date,official_initial_capital,debug_source_daily_return,official_forward_status,archive_reason
2026-06-25,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,100000.0,0.0,0.0,0.0,0.0,0.0,0.55,0.4499999999999999,0.4499999999999999,0.4499999999999999,0.6,0.6,0.6,0.4499999999999999,734.2999877929688,686.4120510864258,716.3800048828125,630.5975845336914,False,False,SPY and QQQ above 200D MA,0.6,current_growth_candidate_allocation,True,raw_target_return_exact,exact raw target current growth allocation generated from current_growth_feature_generation,growth_champion_final_v1_0_frozen,historical_debug_reconstruction,2026-06-25,100000.0,-0.0243165664484544,official_forward_warmup,official row invalidated by Phase100 stale market data audit
2026-06-26,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,99152.9339260692,-0.0084706607393081,-0.008470660739308,0.0672337852698232,-15.87450786638754,-0.008470660739308,0.55,0.4499999999999996,0.4499999999999999,0.4499999999999999,0.6,0.6,0.6,0.4499999999999996,728.989990234375,686.8409854125977,706.52001953125,631.2383724975585,False,False,SPY and QQQ above 200D MA,0.0,current_growth_candidate_allocation,True,raw_target_return_exact,exact raw target current growth allocation generated from current_growth_feature_generation,growth_champion_final_v1_0_frozen,historical_debug_reconstruction,2026-06-25,100000.0,-0.0084706607393081,official_forward_warmup,official row invalidated by Phase100 stale market data audit
2026-06-29,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,102608.63138206722,0.0348521956856534,0.0260863138206721,0.2976110393384327,7.446124782263177,-0.008470660739308,0.55,0.4499999999999996,0.4499999999999999,0.4499999999999999,0.6,0.6,0.6,0.4499999999999996,741.0,687.3206729125976,724.0800170898438,631.9660137939453,False,False,SPY and QQQ above 200D MA,0.0,current_growth_candidate_allocation,True,raw_target_return_exact,exact raw target current growth allocation generated from current_growth_feature_generation,growth_champion_final_v1_0_frozen,historical_debug_reconstruction,2026-06-25,100000.0,0.0348521956856534,official_forward_warmup,official row invalidated by Phase100 stale market data audit
2026-06-30,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,101350.17270682572,-0.0122646473136901,0.0135017270682571,0.2956057131921279,3.00861546704694,-0.0122646473136902,0.55,0.4499999999999996,0.4499999999999999,0.4499999999999999,0.6,0.6,0.6,0.4499999999999996,746.77001953125,687.8024072265625,736.4000244140625,632.7384176635742,False,False,SPY and QQQ above 200D MA,0.0,current_growth_candidate_allocation,True,raw_target_return_exact,exact raw target current growth allocation generated from current_growth_feature_generation,growth_champion_final_v1_0_frozen,historical_debug_reconstruction,2026-06-25,100000.0,-0.0122646473136901,official_forward_warmup,official row invalidated by Phase100 stale market data audit
2026-07-01,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,100085.18771245464,-0.0124813304268388,0.0008518771245464,0.2832697118858254,0.2910021075827958,-0.0245928986248382,0.55,0.4499999999999996,0.4499999999999999,0.4499999999999999,0.6,0.6,0.6,0.4499999999999996,745.760009765625,688.280180053711,725.1699829101562,633.4418191528321,False,False,SPY and QQQ above 200D MA,0.0,current_growth_candidate_allocation,True,raw_target_return_exact,exact raw target current growth allocation generated from current_growth_feature_generation,growth_champion_final_v1_0_frozen,historical_debug_reconstruction,2026-06-25,100000.0,-0.0124813304268388,official_forward_warmup,official row invalidated by Phase100 stale market data audit
2026-07-02,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,97691.4662341912,-0.0239168405732587,-0.023085337658088,0.2957026046294057,-3.1647130826101484,-0.0479215547624524,0.6,0.4,0.4,0.4,0.6,0.6,0.6,0.4,744.780029296875,688.7357443237305,712.5999755859375,634.0573635864258,False,False,SPY and QQQ above 200D MA,0.4499999999999996,current_growth_candidate_allocation,True,raw_target_return_exact,exact raw target current growth allocation generated from current_growth_feature_generation,growth_champion_final_v1_0_frozen,historical_debug_reconstruction,2026-06-25,100000.0,-0.0239168405732587,official_forward_warmup,official row invalidated by Phase100 stale market data audit
2026-07-06,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,98610.01280744329,0.0094025262252704,-0.0138998719255671,0.2832966544602983,-1.636571593128937,-0.0479215547624524,0.6,0.4,0.4,0.4,0.6,0.6,0.6,0.4,751.280029296875,689.2283087158203,722.8200073242188,634.7264990234376,False,False,SPY and QQQ above 200D MA,0.0,current_growth_candidate_allocation,True,raw_target_return_exact,exact raw target current growth allocation generated from current_growth_feature_generation,growth_champion_final_v1_0_frozen,historical_debug_reconstruction,2026-06-25,100000.0,0.0094025262252704,official_forward_warmup,official row invalidated by Phase100 stale market data audit
2026-07-08,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,97366.31000957538,-0.0126123378596097,-0.0263368999042462,0.2709675589354015,-2.9633417952720595,-0.0510904521567182,0.6,0.4,0.4,0.4,0.6,0.6,0.6,0.4,745.4000244140625,690.159066772461,711.4400024414062,635.9261737060547,False,False,SPY and QQQ above 200D MA,0.0,current_growth_candidate_allocation,True,raw_target_return_exact,exact raw target current growth allocation generated from current_growth_feature_generation,growth_champion_final_v1_0_frozen,historical_debug_reconstruction,2026-06-25,100000.0,-0.0126123378596097,official_forward_warmup,official row invalidated by Phase100 stale market data audit
2026-07-09,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,98860.2008533068,0.0153429953706216,-0.0113979914669319,0.2716809929555264,-1.045883948602154,-0.0510904521567182,0.6,0.4,0.4,0.4,0.6,0.6,0.6,0.4,751.7100219726562,690.6263842773437,723.280029296875,636.5569100952148,False,False,SPY and QQQ above 200D MA,0.0,current_growth_candidate_allocation,True,raw_target_return_exact,exact raw target current growth allocation generated from current_growth_feature_generation,growth_champion_final_v1_0_frozen,historical_debug_reconstruction,2026-06-25,100000.0,0.0153429953706216,official_forward_warmup,official row invalidated by Phase100 stale market data audit
2026-07-10,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,98337.03166457298,-0.0052920101741461,-0.0166296833542702,0.2585011328461063,-1.5051801236219395,-0.0510904521567182,0.6,0.4,0.4,0.4,0.6,0.6,0.6,0.4,754.9500122070312,691.0943310546875,725.510009765625,637.181121520996,False,False,SPY and QQQ above 200D MA,0.2,current_growth_candidate_allocation,True,raw_target_return_exact,exact raw target current growth allocation generated from current_growth_feature_generation,growth_champion_final_v1_0_frozen,historical_debug_reconstruction,2026-06-25,100000.0,-0.0052920101741461,official_forward_warmup,official row invalidated by Phase100 stale market data audit
