candidate,start_date,end_date,observations,total_return,CAGR,volatility,Sharpe,Sortino,max_drawdown,Calmar,cost_bps,slippage_bps,all_in_bps,return_drag,avg_period_cost_drag,breakeven_cost_level_bps_grid,still_beats_SPY_return,still_beats_SPY_sharpe,still_beats_QQQ_return,still_beats_QQQ_sharpe,passes_growth_criteria
growth_candidate_v1_exposure_cap_60pct,2022-01-03,2026-05-15,220,1.9121267467777523,0.27772137340888214,0.22332095082114875,1.2491988452258722,2.0993535694473495,-0.20932675259639955,1.3267361670887499,25,0,25,-0.25998333634353266,0.0003899365538415661,75.0,True,True,True,True,True
growth_candidate_v1_exposure_cap_60pct,2022-01-03,2026-05-15,220,1.862726512076613,0.27271886650412,0.2233492691401816,1.2308211639704882,2.068691799997378,-0.21165058195612074,1.28853350642173,25,5,30,-0.30938357104467196,0.00046792386460987927,75.0,True,True,True,True,True
growth_candidate_v1_exposure_cap_60pct,2022-01-03,2026-05-15,220,1.8141581943355742,0.2677353162502949,0.22337846805075098,1.2124433626615114,2.03800718772878,-0.21396786890871844,1.2512874835637793,25,10,35,-0.3579518887857107,0.0005459111753781925,75.0,True,True,True,True,True
growth_candidate_v1_exposure_cap_60pct,2022-01-03,2026-05-15,220,1.6733068185094617,0.2528977118357172,0.22347134482786876,1.1573114295817173,1.9400744518152409,-0.22088065129515477,1.144951856818727,25,25,50,-0.4988032646118232,0.0007798731076831322,75.0,True,True,True,True,True
growth_candidate_v1_exposure_cap_60pct,2022-01-03,2026-05-15,220,1.6733068185094617,0.2528977118357172,0.22347134482786876,1.1573114295817173,1.9400744518152409,-0.22088065129515477,1.144951856818727,50,0,50,-0.4988032646118232,0.0007798731076831322,75.0,True,True,True,True,True
growth_candidate_v1_exposure_cap_60pct,2022-01-03,2026-05-15,220,1.6279293830477992,0.2479892958541159,0.2235040625497585,1.138935338283488,1.909409276859586,-0.2231719443644573,1.111202828654528,50,5,55,-0.5441807000734857,0.0008578604184514452,75.0,True,True,True,True,False
growth_candidate_v1_exposure_cap_60pct,2022-01-03,2026-05-15,220,1.5833165974791878,0.2430994915819542,0.2235376590348307,1.1205602210559367,1.8787268421090215,-0.22545678267343527,1.078253174286061,50,10,60,-0.5887934856420971,0.0009358477292197585,75.0,True,True,True,True,False
growth_candidate_v1_exposure_cap_60pct,2022-01-03,2026-05-15,220,1.4539392895586345,0.22854106766422122,0.22364371705702898,1.0654428944466854,1.7814705572161673,-0.23227274275735,0.9839340809049335,50,25,75,-0.7181707935626505,0.001169809661524698,75.0,True,True,True,True,False
growth_candidate_v1_drawdown_brake_18pct,2022-01-03,2026-05-15,220,2.257828838387993,0.3110112947077619,0.24209896729176078,1.2802925878413387,1.9457110535259696,-0.1872208937016624,1.661199712054362,0,0,0,0.0,0.0,75.0,True,True,True,True,True
growth_candidate_v1_drawdown_brake_18pct,2022-01-03,2026-05-15,220,2.202546047095081,0.3058767507249909,0.24213586010754748,1.2632918013315892,1.9194869703199908,-0.18960952922774144,1.6131929232185371,0,5,5,-0.05528279129291214,7.798731076831321e-05,75.0,True,True,True,True,True
growth_candidate_v1_drawdown_brake_18pct,2022-01-03,2026-05-15,220,2.148194531140588,0.30076166900833345,0.24217356286300587,1.246292026465025,1.8932659433941401,-0.19199144092065812,1.5665368600083867,0,10,10,-0.10963430724740508,0.00015597462153662641,75.0,True,True,True,True,True
growth_candidate_v1_drawdown_brake_18pct,2022-01-03,2026-05-15,220,1.9905731918425844,0.28553248524508223,0.24229152694578127,1.19530049057497,1.814627765243846,-0.19909701380850542,1.434137457831044,0,25,25,-0.2672556465454088,0.0003899365538415661,75.0,True,True,True,True,True
growth_candidate_v1_drawdown_brake_18pct,2022-01-03,2026-05-15,220,2.202546047095081,0.3058767507249909,0.24213586010754748,1.2632918013315892,1.9194869703199908,-0.18960952922774144,1.6131929232185371,5,0,5,-0.05528279129291214,7.798731076831321e-05,75.0,True,True,True,True,True
growth_candidate_v1_drawdown_brake_18pct,2022-01-03,2026-05-15,220,2.148194531140588,0.30076166900833345,0.24217356286300587,1.246292026465025,1.8932659433941401,-0.19199144092065812,1.5665368600083867,5,5,10,-0.10963430724740508,0.00015597462153662641,75.0,True,True,True,True,True
