date,original_tickers,paper_replay_tickers,original_weights,paper_replay_weights,holdings_match,weights_match
2025-10-20,"JMIA,KEEL,MDB,RGTI","JMIA,KEEL,MDB,RGTI","0.1375042039,0.1375042039,0.1375042039,0.1375042039","0.1375042039,0.1375042039,0.1375042039,0.1375042039",True,True
2025-10-27,"JMIA,KEEL,MDB,RGTI","JMIA,KEEL,MDB,RGTI","0.1371279156,0.1371279156,0.1371279156,0.1371279156","0.1371279156,0.1371279156,0.1371279156,0.1371279156",True,True
2025-11-03,"JMIA,KEEL,MDB,RGTI","JMIA,KEEL,MDB,RGTI","0.1334073567,0.1334073567,0.1334073567,0.1334073567","0.1334073567,0.1334073567,0.1334073567,0.1334073567",True,True
2025-11-10,"JMIA,KEEL,MDB,MU","JMIA,KEEL,MDB,MU","0.1307339221,0.1307339221,0.1307339221,0.1307339221","0.1307339221,0.1307339221,0.1307339221,0.1307339221",True,True
2025-11-17,"JMIA,MDB,MU,WBD","JMIA,MDB,MU,WBD","0.1259424918,0.1259424918,0.1259424918,0.1259424918","0.1259424918,0.1259424918,0.1259424918,0.1259424918",True,True
2025-11-24,"JMIA,MDB,MU,WBD","JMIA,MDB,MU,WBD","0.1259476824,0.1259476824,0.1259476824,0.1259476824","0.1259476824,0.1259476824,0.1259476824,0.1259476824",True,True
2025-12-02,"JMIA,KEEL,MDB,WBD","JMIA,KEEL,MDB,WBD","0.1250199208,0.1250199208,0.1250199208,0.1250199208","0.1250199208,0.1250199208,0.1250199208,0.1250199208",True,True
2025-12-09,"ASTS,INTC,MDB,WBD","ASTS,INTC,MDB,WBD","0.1256438958,0.1256438958,0.1256438958,0.1256438958","0.1256438958,0.1256438958,0.1256438958,0.1256438958",True,True
2025-12-16,"ASTS,INTC,MDB,WBD","ASTS,INTC,MDB,WBD","0.1211598963,0.1211598963,0.1211598963,0.1211598963","0.1211598963,0.1211598963,0.1211598963,0.1211598963",True,True
2025-12-23,"ASTS,MDB,RKLB,WBD","ASTS,MDB,RKLB,WBD","0.1197421196,0.1197421196,0.1197421196,0.1197421196","0.1197421196,0.1197421196,0.1197421196,0.1197421196",True,True
2025-12-31,"ASTS,MDB,RKLB,WBD","ASTS,MDB,RKLB,WBD","0.1278397606,0.1278397606,0.1278397606,0.1278397606","0.1278397606,0.1278397606,0.1278397606,0.1278397606",True,True
2026-01-08,"MDB,MU,RKLB,WBD","MDB,MU,RKLB,WBD","0.1500000000,0.1500000000,0.1500000000,0.1500000000","0.1500000000,0.1500000000,0.1500000000,0.1500000000",True,True
2026-01-15,"MDB,MU,RKLB,WBD","MDB,MU,RKLB,WBD","0.1500000000,0.1500000000,0.1500000000,0.1500000000","0.1500000000,0.1500000000,0.1500000000,0.1500000000",True,True
2026-01-23,"MDB,MRNA,MU,WBD","MDB,MRNA,MU,WBD","0.1500000000,0.1500000000,0.1500000000,0.1500000000","0.1500000000,0.1500000000,0.1500000000,0.1500000000",True,True
2026-01-30,"MRNA,MU,WBD","MRNA,MU,WBD","0.2000000000,0.2000000000,0.2000000000","0.2000000000,0.2000000000,0.2000000000",True,True
2026-02-06,"MRNA,MU,WBD","MRNA,MU,WBD","0.2000000000,0.2000000000,0.2000000000","0.2000000000,0.2000000000,0.2000000000",True,True
2026-02-13,"MRNA,MU,WBD","MRNA,MU,WBD","0.2000000000,0.2000000000,0.2000000000","0.2000000000,0.2000000000,0.2000000000",True,True
2026-02-23,"MRNA,MU,WBD","MRNA,MU,WBD","0.2000000000,0.2000000000,0.2000000000","0.2000000000,0.2000000000,0.2000000000",True,True
2026-03-02,"MRNA,MU,WBD","MRNA,MU,WBD","0.2000000000,0.2000000000,0.2000000000","0.2000000000,0.2000000000,0.2000000000",True,True
2026-03-09,"MRNA,MU,PBR","MRNA,MU,PBR","0.2000000000,0.2000000000,0.2000000000","0.2000000000,0.2000000000,0.2000000000",True,True
2026-03-16,"MRNA,MU,PBR","MRNA,MU,PBR","0.2000000000,0.2000000000,0.2000000000","0.2000000000,0.2000000000,0.2000000000",True,True
2026-03-23,"MRNA,MU,PBR","MRNA,MU,PBR","0.2000000000,0.2000000000,0.2000000000","0.2000000000,0.2000000000,0.2000000000",True,True
2026-03-30,"MRNA,PBR,VIST","MRNA,PBR,VIST","0.2000000000,0.2000000000,0.2000000000","0.2000000000,0.2000000000,0.2000000000",True,True
2026-04-07,"MRNA,PBR,VIST","MRNA,PBR,VIST","0.2000000000,0.2000000000,0.2000000000","0.2000000000,0.2000000000,0.2000000000",True,True
2026-04-14,"MRNA,MRVL,PBR,VIST","MRNA,MRVL,PBR,VIST","0.1500000000,0.1500000000,0.1500000000,0.1500000000","0.1500000000,0.1500000000,0.1500000000,0.1500000000",True,True
2026-04-21,"INTC,MRVL,PBR,VIST","INTC,MRVL,PBR,VIST","0.1500000000,0.1500000000,0.1500000000,0.1500000000","0.1500000000,0.1500000000,0.1500000000,0.1500000000",True,True
2026-04-28,"INTC,MRVL,PBR,VIST","INTC,MRVL,PBR,VIST","0.1500000000,0.1500000000,0.1500000000,0.1500000000","0.1500000000,0.1500000000,0.1500000000,0.1500000000",True,True
2026-05-05,"INTC,MRVL,PBR,VIST","INTC,MRVL,PBR,VIST","0.1500000000,0.1500000000,0.1500000000,0.1500000000","0.1500000000,0.1500000000,0.1500000000,0.1500000000",True,True
2026-05-12,"AMD,INTC,MRVL,PBR","AMD,INTC,MRVL,PBR","0.1500000000,0.1500000000,0.1500000000,0.1500000000","0.1500000000,0.1500000000,0.1500000000,0.1500000000",True,True
2026-05-19,"AMD,DDOG,INTC,MRVL","AMD,DDOG,INTC,MRVL","0.1500000000,0.1500000000,0.1500000000,0.1500000000","0.1500000000,0.1500000000,0.1500000000,0.1500000000",True,True
2026-05-27,"AMD,INTC,KEEL,MRVL","AMD,INTC,KEEL,MRVL","0.1500000000,0.1500000000,0.1500000000,0.1500000000","0.1500000000,0.1500000000,0.1500000000,0.1500000000",True,True
2026-06-03,"AMD,INTC,KEEL,MRVL","AMD,INTC,KEEL,MRVL","0.1500000000,0.1500000000,0.1500000000,0.1500000000","0.1500000000,0.1500000000,0.1500000000,0.1500000000",True,True
2026-06-10,"AMD,INTC,KEEL,MRVL","AMD,INTC,KEEL,MRVL","0.1500000000,0.1500000000,0.1500000000,0.1500000000","0.1500000000,0.1500000000,0.1500000000,0.1500000000",True,True
