date,available_investable_capital,actually_invested_capital,unused_capital,selected_count,investable_candidates_available,uncapped_volatility_target_exposure,after_volatility_targeting_exposure,exposure_cap,after_exposure_cap,dual_trend_cap,after_dual_trend_exposure,cash_forced_by_volatility_targeting,cash_forced_by_exposure_cap,cash_forced_by_dual_trend,cash_from_insufficient_candidates,cash_from_optimizer,cash_from_concentration_controls,cash_from_hhi,cash_from_governance,cash_residual_unexplained,primary_reason,evidence
2017-10-18,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2017-10-25,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2017-11-01,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2017-11-08,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2017-11-15,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2017-11-22,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2017-11-30,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2017-12-07,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2017-12-14,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2017-12-21,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2017-12-29,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-01-08,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-01-16,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-01-23,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-01-30,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-02-06,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-02-13,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-02-21,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-02-28,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-03-07,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-03-14,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-03-21,1.0,0.6,0.4,3,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-03-28,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-04-05,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-04-12,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-04-19,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-04-26,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-05-03,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-05-10,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-05-17,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-05-24,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-06-01,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-06-08,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-06-15,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-06-22,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-06-29,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-07-09,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-07-16,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-07-23,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-07-30,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-08-06,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-08-13,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-08-20,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-08-27,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-09-04,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-09-11,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-09-18,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-09-25,1.0,0.6,0.4,3,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-10-02,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-10-09,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-10-16,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-10-23,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-10-30,1.0,0.25,0.75,4,,0.75,0.75,0.6,0.6,0.25,0.25,0.25,0.15000000000000002,0.35,0.0,0.0,0.0,0.0,0.0,0.0,dual trend,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-11-06,1.0,0.25,0.75,4,,0.75,0.75,0.6,0.6,0.25,0.25,0.25,0.15000000000000002,0.35,0.0,0.0,0.0,0.0,0.0,0.0,dual trend,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-11-13,1.0,0.25,0.75,4,,0.75,0.75,0.6,0.6,0.25,0.25,0.25,0.15000000000000002,0.35,0.0,0.0,0.0,0.0,0.0,0.0,dual trend,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-11-20,1.0,0.25,0.75,2,,0.75,0.75,0.6,0.6,0.25,0.25,0.25,0.15000000000000002,0.35,0.0,0.0,0.0,0.0,0.0,0.0,dual trend,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-11-28,1.0,0.25,0.75,3,,0.75,0.75,0.6,0.6,0.25,0.25,0.25,0.15000000000000002,0.35,0.0,0.0,0.0,0.0,0.0,0.0,dual trend,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-12-06,1.0,0.25,0.75,3,,0.75,0.75,0.6,0.6,0.25,0.25,0.25,0.15000000000000002,0.35,0.0,0.0,0.0,0.0,0.0,0.0,dual trend,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-12-13,1.0,0.25,0.75,3,,0.75,0.75,0.6,0.6,0.25,0.25,0.25,0.15000000000000002,0.35,0.0,0.0,0.0,0.0,0.0,0.0,dual trend,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-12-20,1.0,0.25,0.75,4,,0.75,0.75,0.6,0.6,0.25,0.25,0.25,0.15000000000000002,0.35,0.0,0.0,0.0,0.0,0.0,0.0,dual trend,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2018-12-28,1.0,0.25,0.75,3,,0.75,0.75,0.6,0.6,0.25,0.25,0.25,0.15000000000000002,0.35,0.0,0.0,0.0,0.0,0.0,0.0,dual trend,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-01-07,1.0,0.25,0.75,3,,0.75,0.75,0.6,0.6,0.25,0.25,0.25,0.15000000000000002,0.35,0.0,0.0,0.0,0.0,0.0,0.0,dual trend,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-01-14,1.0,0.25,0.75,4,,0.75,0.75,0.6,0.6,0.25,0.25,0.25,0.15000000000000002,0.35,0.0,0.0,0.0,0.0,0.0,0.0,dual trend,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-01-22,1.0,0.25,0.75,4,,0.75,0.75,0.6,0.6,0.25,0.25,0.25,0.15000000000000002,0.35,0.0,0.0,0.0,0.0,0.0,0.0,dual trend,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-01-29,1.0,0.25,0.75,4,,0.75,0.75,0.6,0.6,0.25,0.25,0.25,0.15000000000000002,0.35,0.0,0.0,0.0,0.0,0.0,0.0,dual trend,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-02-05,1.0,0.4,0.6,4,,0.75,0.75,0.6,0.6,0.4,0.4,0.25,0.15000000000000002,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-02-12,1.0,0.25,0.75,4,,0.75,0.75,0.6,0.6,0.25,0.25,0.25,0.15000000000000002,0.35,0.0,0.0,0.0,0.0,0.0,0.0,dual trend,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-02-20,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-02-27,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-03-06,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-03-13,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-03-20,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-03-27,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-04-03,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-04-10,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-04-17,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-04-25,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-05-02,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-05-09,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-05-16,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-05-23,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-05-31,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-06-07,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-06-14,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-06-21,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-06-28,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-07-08,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-07-15,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-07-22,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-07-29,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-08-05,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-08-12,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-08-19,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-08-26,1.0,0.6,0.4,3,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-09-03,1.0,0.6,0.4,3,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-09-10,1.0,0.6,0.4,3,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-09-17,1.0,0.6,0.4,3,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-09-24,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-10-01,1.0,0.6,0.4,3,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-10-08,1.0,0.6,0.4,3,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-10-15,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-10-22,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-10-29,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-11-05,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-11-12,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
2019-11-19,1.0,0.6,0.4,4,,0.75,0.75,0.6,0.6,0.6,0.6,0.25,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,volatility targeting,sequential decomposition: 100% -> vol target -> cap60 -> dual trend -> actual exposure
