test_start,test_end,number_of_test_dates,average_cash,average_selected_count,realized_return,realized_volatility,realized_sharpe,max_drawdown,Sortino,Calmar,average_turnover,worst_drawdown_period,hit_rate_5d,direction_accuracy_5d,MAE_5d,RMSE_5d,hit_rate_10d,direction_accuracy_10d,MAE_10d,RMSE_10d,hit_rate_20d,direction_accuracy_20d,MAE_20d,RMSE_20d
2022-06-15,2022-12-28,28,0.5642857142857143,3.7142857142857144,0.05193682428524582,0.1553229606079804,3.011511166667879,-0.02885747889361534,3.141342338466565,16.209206356357704,0.6392857142857143,2022-08-05,0.5714285714285714,0.5357142857142857,0.016267528047725605,0.019543701118903332,0.6428571428571429,0.6785714285714286,0.02034737107081546,0.025969406819063432,0.6428571428571429,0.6785714285714286,0.04011274525619042,0.049069786009090996
