signal_strength_threshold,target_confidence_threshold,quality_score_threshold,expected_return_threshold,max_selected_assets,min_selected_assets,horizon,sample_size,test_dates,average_realized_return,average_portfolio_return,average_realized_return_5d,average_realized_return_10d,average_realized_return_20d,Sharpe,Sortino,max_drawdown_proxy,TP_rate,SL_rate,timeout_rate,TP_minus_SL,average_selected_count,average_cash_proxy,turnover_proxy,warning_flags
0.6,0.4,0.4,0.0005,3,2,5,17,8,0.014370326608736793,0.01664243809476601,0.014370326608736793,0.0514809923732112,0.04721058667401308,1.1312498977596805,7.922183825819197,-0.00970369819411998,0.058823529411764705,0.058823529411764705,0.8823529411764706,0.0,2.125,0.6733844283939309,0.5952380952380952,sample_size_too_small
0.6,0.4,0.5,0.0005,3,2,5,17,8,0.014370326608736793,0.01664243809476601,0.014370326608736793,0.0514809923732112,0.04721058667401308,1.1312498977596805,7.922183825819197,-0.00970369819411998,0.058823529411764705,0.058823529411764705,0.8823529411764706,0.0,2.125,0.6733844283939309,0.5952380952380952,sample_size_too_small
0.6,0.5,0.4,0.0005,3,2,5,17,8,0.014370326608736793,0.01664243809476601,0.014370326608736793,0.0514809923732112,0.04721058667401308,1.1312498977596805,7.922183825819197,-0.00970369819411998,0.058823529411764705,0.058823529411764705,0.8823529411764706,0.0,2.125,0.6733844283939309,0.5952380952380952,sample_size_too_small
0.6,0.5,0.5,0.0005,3,2,5,17,8,0.014370326608736793,0.01664243809476601,0.014370326608736793,0.0514809923732112,0.04721058667401308,1.1312498977596805,7.922183825819197,-0.00970369819411998,0.058823529411764705,0.058823529411764705,0.8823529411764706,0.0,2.125,0.6733844283939309,0.5952380952380952,sample_size_too_small
0.2,0.4,0.4,0.001,3,2,5,15,7,0.013683073765996227,0.01623068311840529,0.013683073765996227,0.05052760052554047,0.04195180168429881,1.0246372091940508,7.726178973924847,-0.009703698194119759,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.0,2.142857142857143,0.6802964895930639,0.5833333333333335,sample_size_too_small
0.2,0.4,0.5,0.001,3,2,5,15,7,0.013683073765996227,0.01623068311840529,0.013683073765996227,0.05052760052554047,0.04195180168429881,1.0246372091940508,7.726178973924847,-0.009703698194119759,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.0,2.142857142857143,0.6802964895930639,0.5833333333333335,sample_size_too_small
0.2,0.5,0.4,0.001,3,2,5,15,7,0.013683073765996227,0.01623068311840529,0.013683073765996227,0.05052760052554047,0.04195180168429881,1.0246372091940508,7.726178973924847,-0.009703698194119759,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.0,2.142857142857143,0.6802964895930639,0.5833333333333335,sample_size_too_small
0.2,0.5,0.5,0.001,3,2,5,15,7,0.013683073765996227,0.01623068311840529,0.013683073765996227,0.05052760052554047,0.04195180168429881,1.0246372091940508,7.726178973924847,-0.009703698194119759,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.0,2.142857142857143,0.6802964895930639,0.5833333333333335,sample_size_too_small
0.3,0.4,0.4,0.001,3,2,5,15,7,0.013683073765996227,0.01623068311840529,0.013683073765996227,0.05052760052554047,0.04195180168429881,1.0246372091940508,7.726178973924847,-0.009703698194119759,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.0,2.142857142857143,0.6802964895930639,0.5833333333333335,sample_size_too_small
0.3,0.4,0.5,0.001,3,2,5,15,7,0.013683073765996227,0.01623068311840529,0.013683073765996227,0.05052760052554047,0.04195180168429881,1.0246372091940508,7.726178973924847,-0.009703698194119759,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.0,2.142857142857143,0.6802964895930639,0.5833333333333335,sample_size_too_small
0.3,0.5,0.4,0.001,3,2,5,15,7,0.013683073765996227,0.01623068311840529,0.013683073765996227,0.05052760052554047,0.04195180168429881,1.0246372091940508,7.726178973924847,-0.009703698194119759,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.0,2.142857142857143,0.6802964895930639,0.5833333333333335,sample_size_too_small
0.3,0.5,0.5,0.001,3,2,5,15,7,0.013683073765996227,0.01623068311840529,0.013683073765996227,0.05052760052554047,0.04195180168429881,1.0246372091940508,7.726178973924847,-0.009703698194119759,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.0,2.142857142857143,0.6802964895930639,0.5833333333333335,sample_size_too_small
0.4,0.4,0.4,0.001,3,2,5,15,7,0.013683073765996227,0.01623068311840529,0.013683073765996227,0.05052760052554047,0.04195180168429881,1.0246372091940508,7.726178973924847,-0.009703698194119759,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.0,2.142857142857143,0.6802964895930639,0.5833333333333335,sample_size_too_small
0.4,0.4,0.5,0.001,3,2,5,15,7,0.013683073765996227,0.01623068311840529,0.013683073765996227,0.05052760052554047,0.04195180168429881,1.0246372091940508,7.726178973924847,-0.009703698194119759,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.0,2.142857142857143,0.6802964895930639,0.5833333333333335,sample_size_too_small
0.4,0.5,0.4,0.001,3,2,5,15,7,0.013683073765996227,0.01623068311840529,0.013683073765996227,0.05052760052554047,0.04195180168429881,1.0246372091940508,7.726178973924847,-0.009703698194119759,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.0,2.142857142857143,0.6802964895930639,0.5833333333333335,sample_size_too_small
0.4,0.5,0.5,0.001,3,2,5,15,7,0.013683073765996227,0.01623068311840529,0.013683073765996227,0.05052760052554047,0.04195180168429881,1.0246372091940508,7.726178973924847,-0.009703698194119759,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.0,2.142857142857143,0.6802964895930639,0.5833333333333335,sample_size_too_small
0.5,0.4,0.4,0.001,3,2,5,15,7,0.013683073765996227,0.01623068311840529,0.013683073765996227,0.05052760052554047,0.04195180168429881,1.0246372091940508,7.726178973924847,-0.009703698194119759,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.0,2.142857142857143,0.6802964895930639,0.5833333333333335,sample_size_too_small
0.5,0.4,0.5,0.001,3,2,5,15,7,0.013683073765996227,0.01623068311840529,0.013683073765996227,0.05052760052554047,0.04195180168429881,1.0246372091940508,7.726178973924847,-0.009703698194119759,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.0,2.142857142857143,0.6802964895930639,0.5833333333333335,sample_size_too_small
0.5,0.5,0.4,0.001,3,2,5,15,7,0.013683073765996227,0.01623068311840529,0.013683073765996227,0.05052760052554047,0.04195180168429881,1.0246372091940508,7.726178973924847,-0.009703698194119759,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.0,2.142857142857143,0.6802964895930639,0.5833333333333335,sample_size_too_small
0.5,0.5,0.5,0.001,3,2,5,15,7,0.013683073765996227,0.01623068311840529,0.013683073765996227,0.05052760052554047,0.04195180168429881,1.0246372091940508,7.726178973924847,-0.009703698194119759,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.0,2.142857142857143,0.6802964895930639,0.5833333333333335,sample_size_too_small
0.6,0.4,0.4,0.001,3,2,5,15,7,0.013683073765996227,0.01623068311840529,0.013683073765996227,0.05052760052554047,0.04195180168429881,1.0246372091940508,7.726178973924847,-0.009703698194119759,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.0,2.142857142857143,0.6802964895930639,0.5833333333333335,sample_size_too_small
0.6,0.4,0.5,0.001,3,2,5,15,7,0.013683073765996227,0.01623068311840529,0.013683073765996227,0.05052760052554047,0.04195180168429881,1.0246372091940508,7.726178973924847,-0.009703698194119759,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.0,2.142857142857143,0.6802964895930639,0.5833333333333335,sample_size_too_small
0.6,0.5,0.4,0.001,3,2,5,15,7,0.013683073765996227,0.01623068311840529,0.013683073765996227,0.05052760052554047,0.04195180168429881,1.0246372091940508,7.726178973924847,-0.009703698194119759,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.0,2.142857142857143,0.6802964895930639,0.5833333333333335,sample_size_too_small
