horizon,MAE_before,MAE_after,RMSE_before,RMSE_after,bias_before,bias_after,IC_before,IC_after,rank_correlation_before,rank_correlation_after,hit_rate_before,hit_rate_after
5D,0.043941245641894,0.04086215535376623,0.06245871016980758,0.057431856475842424,-0.0021992329577083525,-0.0035078481345325718,0.014805556888540019,-0.010135314526828839,0.014805556888540019,-0.010135314526828839,0.48478260869565215,0.53300395256917
10D,0.0614672618901472,0.0592101700665145,0.08568864581247004,0.08262522981922311,-0.007840800760964486,-0.007034842099693645,0.03603774326751445,0.017440551519932065,0.03603774326751445,0.017440551519932065,0.4893280632411067,0.5389328063241107
20D,0.08668427369820375,0.08500401086194795,0.12359505340657764,0.12128543521362856,-0.019617402774953524,-0.013015843538245604,0.04672957737208384,0.05370421704951183,0.04672957737208384,0.05370421704951183,0.49486166007905136,0.5677865612648222
