date,available_investable_capital,actually_invested_capital,unused_capital,primary_reason,selected_count,dual_trend_cap,uncapped_volatility_target_exposure
2020-06-25,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-07-02,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-07-10,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-07-17,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-07-24,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-07-31,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-08-07,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-08-14,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2020-08-21,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2020-08-28,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2020-09-04,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-09-14,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-09-21,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-09-28,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-10-05,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-10-12,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-10-19,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-10-26,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-11-02,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-11-09,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-11-16,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-11-23,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-12-01,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-12-08,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-12-15,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-12-22,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2020-12-30,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-01-07,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-01-14,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-01-22,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-01-29,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-02-05,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-02-12,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-02-22,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-03-01,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-03-08,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2021-03-15,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2021-03-22,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2021-03-29,1.0,0.6,0.4,volatility targeting,4,0.6,0.6212812598996992
2021-04-06,1.0,0.6,0.4,volatility targeting,4,0.6,0.6635126219808767
2021-04-13,1.0,0.6,0.4,volatility targeting,3,0.6,0.6587593438697983
2021-04-20,1.0,0.6,0.4,volatility targeting,4,0.6,0.6476624399853419
2021-04-27,1.0,0.6,0.4,volatility targeting,4,0.6,0.6475422782299103
2021-05-04,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-05-11,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-05-18,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-05-25,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-06-02,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-06-09,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-06-16,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-06-23,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-06-30,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-07-08,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-07-15,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-07-22,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-07-29,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-08-05,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-08-12,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-08-19,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-08-26,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-09-02,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-09-10,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-09-17,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-09-24,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-10-01,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-10-08,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-10-15,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-10-22,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-10-29,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-11-05,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-11-12,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-11-19,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-11-29,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-12-06,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-12-13,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-12-20,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2021-12-28,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2022-01-04,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2022-01-11,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2022-01-19,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2022-01-26,1.0,0.25,0.75,dual trend,3,0.25,0.75
2022-02-02,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2022-02-09,1.0,0.4,0.6,volatility targeting,3,0.4,0.75
2022-02-16,1.0,0.4,0.6,volatility targeting,3,0.4,0.75
2022-02-24,1.0,0.25,0.75,dual trend,3,0.25,0.75
2022-03-03,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-03-10,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-03-17,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-03-24,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2022-03-31,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2022-04-07,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2022-04-14,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-04-22,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-04-29,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-05-06,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-05-13,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-05-20,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-05-27,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-06-06,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-06-13,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-06-21,1.0,0.25,0.75,dual trend,3,0.25,0.75
2022-06-28,1.0,0.25,0.75,dual trend,3,0.25,0.75
2022-07-06,1.0,0.25,0.75,dual trend,3,0.25,0.75
2022-07-13,1.0,0.25,0.75,dual trend,3,0.25,0.75
2022-07-20,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-07-27,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-08-03,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-08-10,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-08-17,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2022-08-24,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-08-31,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-09-08,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-09-15,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-09-22,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-09-29,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-10-06,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-10-13,1.0,0.25,0.75,dual trend,3,0.25,0.75
2022-10-20,1.0,0.25,0.75,dual trend,3,0.25,0.6913187365548804
2022-10-27,1.0,0.25,0.75,dual trend,4,0.25,0.6951641333010977
2022-11-03,1.0,0.25,0.75,dual trend,3,0.25,0.697156454195173
2022-11-10,1.0,0.25,0.75,dual trend,3,0.25,0.6803031070073868
2022-11-17,1.0,0.25,0.75,dual trend,4,0.25,0.684057161484697
2022-11-25,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-12-02,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2022-12-09,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-12-16,1.0,0.25,0.75,dual trend,4,0.25,0.75
2022-12-23,1.0,0.25,0.75,dual trend,4,0.25,0.75
2023-01-03,1.0,0.25,0.75,dual trend,4,0.25,0.75
2023-01-10,1.0,0.25,0.75,dual trend,4,0.25,0.75
2023-01-18,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2023-01-25,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2023-02-01,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-02-08,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-02-15,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-02-23,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-03-02,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-03-09,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2023-03-16,1.0,0.4,0.6,volatility targeting,4,0.4,0.75
2023-03-23,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2023-03-30,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-04-06,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-04-14,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2023-04-21,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-04-28,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-05-05,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-05-12,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2023-05-19,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-05-26,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-06-05,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-06-12,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-06-20,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-06-27,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-07-05,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-07-12,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-07-19,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-07-26,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-08-02,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-08-09,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-08-16,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-08-23,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-08-30,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-09-07,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-09-14,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-09-21,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-09-28,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-10-05,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-10-12,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-10-19,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2023-10-26,1.0,0.4,0.6,volatility targeting,3,0.4,0.75
2023-11-02,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-11-09,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2023-11-16,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-11-24,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-12-01,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2023-12-08,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2023-12-15,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2023-12-22,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-01-02,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-01-09,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-01-17,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-01-24,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-01-31,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-02-07,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-02-14,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-02-22,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-02-29,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-03-07,1.0,0.6,0.4,volatility targeting,4,0.6,0.6842661712667173
2024-03-14,1.0,0.6,0.4,volatility targeting,4,0.6,0.684589864179273
2024-03-21,1.0,0.6,0.4,volatility targeting,4,0.6,0.6361256563758079
2024-03-28,1.0,0.6,0.4,volatility targeting,4,0.6,0.6597745575240694
2024-04-05,1.0,0.6,0.4,volatility targeting,4,0.6,0.6075847364070749
2024-04-12,1.0,0.5853737869417867,0.4146262130582133,volatility targeting,3,0.6,0.5853737869417867
2024-04-19,1.0,0.5436702920956932,0.4563297079043068,volatility targeting,3,0.6,0.5436702920956932
2024-04-26,1.0,0.5343929896254577,0.4656070103745423,volatility targeting,3,0.6,0.5343929896254577
2024-05-03,1.0,0.5308867427265441,0.4691132572734559,volatility targeting,4,0.6,0.5308867427265441
2024-05-10,1.0,0.5598158330747701,0.4401841669252299,volatility targeting,4,0.6,0.5598158330747701
2024-05-17,1.0,0.5382926296598667,0.4617073703401333,volatility targeting,4,0.6,0.5382926296598667
2024-05-24,1.0,0.6,0.4,volatility targeting,4,0.6,0.6493574445124591
2024-06-03,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-06-10,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-06-17,1.0,0.6,0.4,volatility targeting,2,0.6,0.75
2024-06-25,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2024-07-02,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-07-10,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-07-17,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-07-24,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-07-31,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-08-07,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-08-14,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-08-21,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-08-28,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-09-05,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-09-12,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-09-19,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-09-26,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-10-03,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2024-10-10,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-10-17,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-10-24,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-10-31,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-11-07,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-11-14,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-11-21,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-11-29,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-12-06,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-12-13,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-12-20,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2024-12-30,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-01-07,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-01-15,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-01-23,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-01-30,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-02-06,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-02-13,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-02-21,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-02-28,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-03-07,1.0,0.4,0.6,volatility targeting,2,0.4,0.75
2025-03-14,1.0,0.25,0.75,dual trend,3,0.25,0.75
2025-03-21,1.0,0.25,0.75,dual trend,4,0.25,0.75
2025-03-28,1.0,0.25,0.75,dual trend,4,0.25,0.75
2025-04-04,1.0,0.25,0.75,dual trend,4,0.25,0.75
2025-04-11,1.0,0.25,0.75,dual trend,4,0.25,0.75
2025-04-21,1.0,0.25,0.75,dual trend,3,0.25,0.75
2025-04-28,1.0,0.25,0.75,dual trend,4,0.25,0.75
2025-05-05,1.0,0.25,0.75,dual trend,4,0.25,0.75
2025-05-12,1.0,0.25,0.75,dual trend,4,0.25,0.75
2025-05-19,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-05-27,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-06-03,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-06-10,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-06-17,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-06-25,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-07-02,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-07-10,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-07-17,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-07-24,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-07-31,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-08-07,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-08-14,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2025-08-21,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-08-28,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-09-05,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-09-12,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-09-19,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-09-26,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-10-03,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-10-10,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-10-17,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-10-24,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-10-31,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-11-07,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-11-14,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-11-21,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-12-01,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-12-08,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-12-15,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-12-22,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2025-12-30,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2026-01-07,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2026-01-14,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2026-01-22,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2026-01-29,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2026-02-05,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2026-02-12,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2026-02-20,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2026-02-27,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2026-03-06,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2026-03-13,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2026-03-20,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2026-03-27,1.0,0.25,0.75,dual trend,4,0.25,0.75
2026-04-06,1.0,0.25,0.75,dual trend,4,0.25,0.75
2026-04-13,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2026-04-20,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2026-04-27,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2026-05-04,1.0,0.6,0.4,volatility targeting,3,0.6,0.75
2026-05-11,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2026-05-18,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2026-05-26,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2026-06-02,1.0,0.6,0.4,volatility targeting,4,0.6,0.75
2026-06-09,1.0,0.6,0.4,volatility targeting,4,0.6,0.6663317819088813
