test_start,test_end,number_of_test_dates,average_cash,average_selected_count,realized_return,realized_volatility,realized_sharpe,max_drawdown,Sortino,Calmar,average_turnover,worst_drawdown_period,hit_rate_5d,direction_accuracy_5d,MAE_5d,RMSE_5d,hit_rate_10d,direction_accuracy_10d,MAE_10d,RMSE_10d,hit_rate_20d,direction_accuracy_20d,MAE_20d,RMSE_20d
2022-06-21,2022-11-03,20,0.68,3.0,0.0060961072844731845,0.10730339422691915,0.7648454564788412,-0.023394823721754054,0.6633276270169621,3.508062916622981,0.5236904761904763,2022-10-27,0.65,0.65,0.014680964846028313,0.018009048985483257,0.65,0.65,0.021323825384701397,0.026998013843744083,0.85,0.85,0.04367720770019563,0.05017032452021235
