test_start,test_end,number_of_test_dates,average_cash,average_selected_count,realized_return,realized_volatility,realized_sharpe,max_drawdown,Sortino,Calmar,average_turnover,worst_drawdown_period,hit_rate_5d,direction_accuracy_5d,MAE_5d,RMSE_5d,hit_rate_10d,direction_accuracy_10d,MAE_10d,RMSE_10d,hit_rate_20d,direction_accuracy_20d,MAE_20d,RMSE_20d
2023-01-03,2023-08-02,30,0.51,3.966666666666667,-0.06255405369103317,0.14188937713421246,-3.751071507391217,-0.06763112536794258,-3.3021300009716055,-7.869707873024892,0.7582539682539682,2023-08-02,0.6333333333333333,0.6333333333333333,0.015623377010711354,0.020085876692093493,0.6666666666666666,0.6666666666666666,0.0247492410198354,0.030858404670793992,0.5666666666666667,0.5666666666666667,0.040496342517232525,0.04844329444464567
