model,start_date,end_date,observations,total_return,CAGR,volatility,Sharpe,Sortino,Calmar,max_drawdown,recovery_time,underwater_duration,hit_rate,average_winner,average_loser,average_exposure,average_cash,average_turnover,average_concentration_hhi,average_selected_count,top_ticker_contribution,top_10_trade_contribution,top_10_trade_contribution_share,average_holding_period_proxy,TP_rate,SL_rate,TP_minus_SL,variant,raw_target_feature_source,proxy_features_used,lookahead_detected
growth_candidate_v1,2022-01-03,2026-05-15,220,3.465196671873832,0.409283250270045,0.30266060037187037,1.327123316943002,2.1748311525347037,1.6894695391845314,-0.24225547769721656,26.0,169.0,0.5818181818181818,0.03520887582182182,-0.030578125019095292,0.7972116997571927,0.20278830024280722,0.15597462153662645,0.16505964802114678,3.9863636363636363,0.42224552461701137,0.5145429087397305,0.3038252977774937,51.588235294117645,0.2998859749144812,0.14937286202964653,0.15051311288483468,soft_exit_rule_vol_target_22pct,historical_snapshot_exact_target_formula,False,False
