date,run_time,model_mode,paper_model_mode,forecast_rows_added,duplicate_forecast_rows_skipped,paper_updated,dashboard_updated,monitor_updated,promotion_status,system_status,dashboard_status,monitor_status,errors,ic_updated,ic_rows_added,ic_status,paper_meta_filter_enabled,paper_meta_filter_status,paper_meta_filter_rows_added,use_walk_forward_calibrated_forecasts,use_raw_target_return,growth_paper_enabled,growth_paper_updated,growth_paper_status,growth_paper_output_seen,growth_paper_governance_status,cache_latest_date,forecast_history_latest_date,current_growth_features_latest_date,current_growth_allocation_latest_date,growth_paper_state_latest_date,official_paper_status,official_benchmark_status
2026-06-16,17:01:06,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,skipped,ok,ok,,,,,,,,,,,,,,,,,,,,,
2026-06-16,17:15:07,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,skipped,ok,ok,,False,0.0,skipped,,,,,,,,,,,,,,,,,
2026-06-17,16:36:39,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,,True,5.0,not_available,,,,,,,,,,,,,,,,,
2026-06-17,19:07:00,baseline,regime_gated_full_quant,0,267,False,True,True,blocked,ok,ok,ok,,True,5.0,not_available,True,ok,0.0,,,,,,,,,,,,,,
2026-06-17,19:13:44,baseline,regime_gated_full_quant,0,267,True,True,True,blocked,ok,ok,ok,,True,5.0,not_available,True,ok,0.0,,,,,,,,,,,,,,
2026-06-18,19:12:12,baseline,regime_gated_full_quant,268,0,True,True,True,blocked,ok,ok,ok,,True,5.0,not_available,False,disabled,0.0,False,,,,,,,,,,,,,
2026-06-19,18:41:13,baseline,regime_gated_full_quant,0,0,False,False,False,blocked,skipped,skipped,skipped,,False,0.0,skipped,False,disabled,0.0,False,False,True,False,ok,True,,,,,,,,
2026-06-19,18:46:00,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,True,,,,,,,,
2026-06-19,18:54:15,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,True,,,,,,,,
2026-06-19,19:00:29,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,True,,,,,,,,
2026-06-19,19:01:18,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,True,,,,,,,,
2026-06-19,19:02:14,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,True,,,,,,,,
2026-06-19,19:10:35,baseline,regime_gated_full_quant,268,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,False,ok,True,,,,,,,,
2026-06-19,20:30:07,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,True,,,,,,,,
2026-06-20,17:16:45,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,,,,,,,
2026-06-22,18:30:00,baseline,regime_gated_full_quant,268,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,,,,,,,
2026-06-22,19:35:27,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,,,,,,,
2026-06-22,19:46:59,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,,,,,,,
2026-06-22,20:03:29,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,,,,,,,
2026-06-22,20:06:18,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,,,,,,,
2026-06-22,20:31:18,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,,,,,,,
2026-06-22,20:33:00,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,,,,,,,
2026-06-22,21:26:15,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,,,,,,,
2026-06-23,19:30:12,baseline,regime_gated_full_quant,268,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,,,,,,,
2026-06-24,13:51:53,baseline,regime_gated_full_quant,268,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,,,,,,,
2026-06-24,18:03:16,baseline,regime_gated_full_quant,268,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,,,,,,,
2026-06-24,18:12:35,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,,,,,,,
2026-06-25,16:11:26,baseline,regime_gated_full_quant,268,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,,,,,,,
2026-06-26,16:45:45,baseline,regime_gated_full_quant,268,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,,,,,,,
2026-06-29,19:50:25,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,,,,,,,
2026-06-29,19:50:55,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,,,,,,,
2026-06-29,20:07:06,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,growth paper blocked by stale forecast_history: forecast_history=2026-06-26 < yahoo/cache=2026-06-29. Use --allow-stale-growth-data to override.,False,0.0,not_available,False,disabled,0.0,False,False,True,False,blocked_stale_forecast_history,False,skipped_stale_forecast_history,2026-06-29,2026-06-26,2026-06-26,2026-06-26,2026-06-26,,
2026-06-29,20:08:41,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,2026-06-29,2026-06-29,2026-06-29,2026-06-29,2026-06-29,,
2026-06-29,20:13:32,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,2026-06-29,2026-06-29,2026-06-29,2026-06-29,2026-06-29,,
2026-06-30,07:12:55,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,2026-06-29,2026-06-29,2026-06-29,2026-06-29,2026-06-29,,
2026-06-30,18:57:56,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,2026-06-30,2026-06-30,2026-06-30,2026-06-30,2026-06-30,,
2026-07-01,22:40:36,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,2026-07-01,2026-07-01,2026-07-01,2026-07-01,2026-07-01,,
2026-07-02,19:34:17,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,2026-07-02,2026-07-02,2026-07-02,2026-07-02,2026-07-02,,
2026-07-02,20:12:11,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,2026-07-02,2026-07-02,2026-07-02,2026-07-02,2026-07-02,,
2026-07-02,20:13:04,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,2026-07-02,2026-07-02,2026-07-02,2026-07-02,2026-07-02,,
2026-07-05,22:08:15,baseline,regime_gated_full_quant,266,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,2026-07-02,2026-07-02,2026-07-02,2026-07-02,2026-07-02,,
2026-07-06,21:26:18,baseline,regime_gated_full_quant,266,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,2026-07-06,2026-07-06,2026-07-06,2026-07-06,2026-07-06,,
2026-07-06,21:55:27,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,2026-07-06,2026-07-06,2026-07-06,2026-07-06,2026-07-06,,
2026-07-06,21:58:01,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,2026-07-06,2026-07-06,2026-07-06,2026-07-06,2026-07-06,,
2026-07-08,19:08:53,baseline,regime_gated_full_quant,266,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,2026-07-08,2026-07-08,2026-07-08,2026-07-08,2026-07-08,,
2026-07-09,18:12:16,baseline,regime_gated_full_quant,266,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,2026-07-09,2026-07-09,2026-07-09,2026-07-09,2026-07-09,,
2026-07-10,16:54:13,baseline,regime_gated_full_quant,266,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,2026-07-10,2026-07-10,2026-07-10,2026-07-10,2026-07-10,,
2026-07-11,19:23:55,baseline,regime_gated_full_quant,265,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,2026-07-10,2026-07-10,2026-07-10,2026-07-10,2026-07-10,,
2026-07-12,18:29:34,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,2026-07-10,2026-07-10,2026-07-10,2026-07-10,2026-07-10,,
2026-07-12,23:52:10,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,2026-07-10,2026-07-10,2026-07-10,2026-07-10,2026-07-10,,
2026-07-12,23:59:57,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,2026-07-10,2026-07-10,2026-07-10,2026-07-10,2026-07-10,,
2026-07-13,00:11:10,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,2026-07-10,2026-07-10,2026-07-10,2026-07-10,2026-07-10,ok,
2026-07-13,09:34:52,baseline,regime_gated_full_quant,266,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,2026-07-10,2026-07-10,2026-07-10,2026-07-10,2026-07-10,ok,
2026-07-13,10:47:34,baseline,regime_gated_full_quant,0,0,False,True,True,blocked,ok,ok,ok,,False,0.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,2026-07-10,2026-07-10,2026-07-10,2026-07-10,2026-07-10,ok,
2026-07-13,17:45:01,baseline,regime_gated_full_quant,266,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,2026-07-13,2026-07-13,2026-07-13,2026-07-13,2026-07-13,ok,
2026-07-15,07:03:06,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,2026-07-14,2026-07-14,2026-07-14,2026-07-14,2026-07-14,ok,
2026-07-15,21:53:57,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,2026-07-15,2026-07-15,2026-07-15,2026-07-15,2026-07-15,ok,
2026-07-18,20:06:17,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,2026-07-17,2026-07-17,2026-07-17,2026-07-17,2026-07-17,ok,
