date,run_time,model_mode,paper_model_mode,forecast_rows_added,duplicate_forecast_rows_skipped,paper_updated,dashboard_updated,monitor_updated,promotion_status,system_status,dashboard_status,monitor_status,errors,ic_updated,ic_rows_added,ic_status,paper_meta_filter_enabled,paper_meta_filter_status,paper_meta_filter_rows_added,use_walk_forward_calibrated_forecasts,use_raw_target_return,growth_paper_enabled,growth_paper_updated,growth_paper_status,growth_paper_output_seen,growth_paper_governance_status,cache_latest_date,forecast_history_latest_date,current_growth_features_latest_date,current_growth_allocation_latest_date,growth_paper_state_latest_date,official_paper_status,official_benchmark_status
2026-07-19,15:06:50,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,2026-07-17,2026-07-17,2026-07-17,2026-07-17,2026-07-17,ok,
2026-07-21,08:57:11,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,False,False,skipped,False,skipped,2026-07-17,2026-07-20,2026-07-17,2026-07-17,2026-07-17,not_run,
2026-07-21,09:13:25,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,2026-07-20,2026-07-20,2026-07-20,2026-07-20,2026-07-20,ok,
2026-07-22,10:37:13,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,"OFFICIAL_PAPER_BLOCKED_STALE_DATA: classification=STALE_DATA_BLOCKED; canonical_market_date=2026-07-21; expected_signal_date=2026-07-22; reason=stale canonical Yahoo cache for: AFJK,AKTX,AQMS,AMCI",True,11.0,not_available,False,disabled,0.0,False,False,True,False,OFFICIAL_PAPER_BLOCKED_STALE_DATA,False,STALE_DATA_BLOCKED,2026-07-22,2026-07-22,2026-07-20,2026-07-20,2026-07-20,not_run,
2026-07-22,11:07:29,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,OFFICIAL_PAPER_BLOCKED_STALE_DATA: classification=STALE_DATA_BLOCKED; canonical_market_date=2026-07-21; expected_signal_date=2026-07-22; reason=stale canonical Yahoo cache for: AQMS,True,11.0,not_available,False,disabled,0.0,False,False,True,False,OFFICIAL_PAPER_BLOCKED_STALE_DATA,False,STALE_DATA_BLOCKED,2026-07-22,2026-07-22,2026-07-20,2026-07-20,2026-07-20,not_run,
2026-07-22,11:20:05,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,OFFICIAL_PAPER_BLOCKED_STALE_DATA: classification=STALE_DATA_BLOCKED; canonical_market_date=2026-07-21; expected_signal_date=2026-07-22; reason=stale canonical Yahoo cache for: AQMS,True,11.0,not_available,False,disabled,0.0,False,False,True,False,OFFICIAL_PAPER_BLOCKED_STALE_DATA,False,STALE_DATA_BLOCKED,2026-07-22,2026-07-22,2026-07-20,2026-07-20,2026-07-20,not_run,
2026-07-23,11:00:34,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,2026-07-23,2026-07-23,2026-07-23,2026-07-23,2026-07-23,ok,
2026-07-23,11:10:50,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,2026-07-23,2026-07-23,2026-07-23,2026-07-23,2026-07-23,ok,
2026-07-24,19:23:59,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,2026-07-24,2026-07-24,2026-07-24,2026-07-24,2026-07-24,ok,
2026-07-28,09:33:09,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,2026-07-27,2026-07-27,2026-07-27,2026-07-27,2026-07-27,ok,
2026-08-06,10:28:07,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,"OFFICIAL_PAPER_BLOCKED_STALE_DATA: classification=STALE_DATA_BLOCKED; canonical_market_date=2026-08-05; expected_signal_date=2026-08-06; reason=stale canonical Yahoo cache for: ANPA,AKTX",True,11.0,not_available,False,disabled,0.0,False,False,True,False,OFFICIAL_PAPER_BLOCKED_STALE_DATA,False,STALE_DATA_BLOCKED,2026-08-06,2026-08-06,2026-07-27,2026-07-27,2026-07-27,not_run,
2026-08-06,11:03:54,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,OFFICIAL_PAPER_BLOCKED_STALE_DATA: classification=STALE_DATA_BLOCKED; canonical_market_date=2026-08-05; expected_signal_date=2026-08-06; reason=stale canonical Yahoo cache for: AKTX,True,11.0,not_available,False,disabled,0.0,False,False,True,False,OFFICIAL_PAPER_BLOCKED_STALE_DATA,False,STALE_DATA_BLOCKED,2026-08-06,2026-08-06,2026-07-27,2026-07-27,2026-07-27,not_run,
2026-08-13,15:23:19,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,True,ok,False,ok,2026-08-13,2026-08-13,2026-08-13,2026-08-13,2026-08-13,ok,ok
2026-08-13,15:29:10,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,2026-08-13,2026-08-13,2026-08-13,2026-08-13,2026-08-13,ok,ok
2026-08-13,15:41:51,baseline,regime_gated_full_quant,267,0,True,True,True,blocked,ok,ok,ok,,True,11.0,not_available,False,disabled,0.0,False,False,True,False,ok,False,ok,2026-08-13,2026-08-13,2026-08-13,2026-08-13,2026-08-13,ok,ok
