date,raw_return,raw_cash,raw_exposure,selected_count_x,turnover_x,selected_tickers,baseline_return,baseline_cash,baseline_exposure,selected_count_y,turnover_y,regime_gated_full_quant_return,regime_gated_full_quant_cash,regime_gated_full_quant_exposure,selected_count,turnover,portfolio_return,exposure,cash_weight,variant,scale_factor,risk_control_reason
2022-01-03,-0.0151875740117539,6.661338147750939e-16,0.9999999999999993,2,1.0,"AVGO,TSLA",-0.004027094632757,0.5,0.5,4,1.0,-0.004027094632757,0.5,0.5,4,1.0,-0.0075937870058769555,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000003,baseline_cash_floor
2022-01-10,0.0085589151004516,2.220446049250313e-16,0.9999999999999998,2,0.6666666666666666,"CCJ,TSLA",0.0033158960673118,0.5,0.5,4,0.4,0.0033158960673118,0.5,0.5,4,0.4,0.004279457550225801,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000001,baseline_cash_floor
2022-01-18,-0.0136566225046583,2.220446049250313e-16,0.9999999999999998,2,0.6666666666666666,"TSLA,VIST",-0.0030457232383585,0.5,0.5,2,1.0,-0.0030457232383585,0.5,0.5,2,1.0,-0.006828311252329152,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000001,baseline_cash_floor
2022-01-25,0.0044840119287781,0.6000000000000002,0.3999999999999998,2,0.6666666666666666,"VIST,YPF",-0.0040210782976064,0.8,0.19999999999999996,2,1.0,-0.0040210782976064,0.8,0.19999999999999996,2,1.0,0.0022420059643890504,0.19999999999999996,0.8,raw_target_with_baseline_cash_floor,0.5000000000000001,baseline_cash_floor
2022-02-01,-0.013809438388929,2.220446049250313e-16,0.9999999999999998,2,0.0,"VIST,YPF",0.0045100315875157,0.5,0.5,4,1.0,0.0045100315875157,0.5,0.5,4,1.0,-0.006904719194464502,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000001,baseline_cash_floor
2022-02-08,0.0115325689533021,2.220446049250313e-16,0.9999999999999998,2,0.0,"VIST,YPF",0.0092564753254776,0.5,0.5,4,0.6666666666666666,0.0092564753254776,0.5,0.5,4,0.6666666666666666,0.005766284476651051,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000001,baseline_cash_floor
2022-02-15,0.0227982897052355,2.220446049250313e-16,0.9999999999999998,2,0.6666666666666666,"NVDA,VIST",0.0053475671271473,0.5,0.5,4,0.8571428571428571,0.0053475671271473,0.5,0.5,4,0.8571428571428571,0.011399144852617752,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000001,baseline_cash_floor
2022-02-23,0.0030818797139579,2.220446049250313e-16,0.9999999999999998,2,0.6666666666666666,"VIST,YPF",0.006773470651202,0.5,0.5,3,0.6,0.006773470651202,0.5,0.5,3,0.6,0.0015409398569789503,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000001,baseline_cash_floor
2022-03-02,-0.0349424165743367,3.3306690738754696e-16,0.9999999999999997,2,0.6666666666666666,"CCJ,VIST",-0.0147772865208614,0.5,0.5,4,0.8333333333333334,-0.0147772865208614,0.5,0.5,4,0.8333333333333334,-0.017471208287168357,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000002,baseline_cash_floor
2022-03-09,0.0288834719112092,4.440892098500626e-16,0.9999999999999996,2,0.0,"CCJ,VIST",0.0076123484821319,0.5,0.5,4,0.6666666666666666,0.0076123484821319,0.5,0.5,4,0.6666666666666666,0.014441735955604607,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000002,baseline_cash_floor
2022-03-16,0.0788597899796826,2.220446049250313e-16,0.9999999999999998,2,0.0,"CCJ,VIST",0.0145511458898731,0.5,0.5,4,0.6666666666666666,0.0145511458898731,0.5,0.5,4,0.6666666666666666,0.039429894989841306,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000001,baseline_cash_floor
2022-03-23,0.0067228432344089,3.3306690738754696e-16,0.9999999999999997,2,0.6666666666666666,"CCJ,TSLA",0.0056243772914913,0.5,0.5,4,0.8571428571428571,0.0056243772914913,0.5,0.5,4,0.8571428571428571,0.0033614216172044515,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000002,baseline_cash_floor
2022-03-30,-0.0147859811137831,4.440892098500626e-16,0.9999999999999996,2,0.6666666666666666,"NVDA,TSLA",-0.0058705069853857,0.5,0.5,4,1.0,-0.0058705069853857,0.5,0.5,4,1.0,-0.007392990556891553,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000002,baseline_cash_floor
2022-04-06,0.0047146953371289,2.220446049250313e-16,0.9999999999999998,2,0.6666666666666666,"META,TSLA",0.0075126515539182,0.5,0.5,4,0.8571428571428571,0.0075126515539182,0.5,0.5,4,0.8571428571428571,0.0023573476685644504,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000001,baseline_cash_floor
2022-04-13,-0.0221307681824312,4.440892098500626e-16,0.9999999999999996,2,0.6666666666666666,"TSLA,VIST",-0.0039920259930524,0.5,0.5,4,0.6666666666666666,-0.0039920259930524,0.5,0.5,4,0.6666666666666666,-0.011065384091215606,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000002,baseline_cash_floor
2022-04-21,-0.0080352160589874,2.220446049250313e-16,0.9999999999999998,2,0.6666666666666666,"NFLX,TSLA",-0.0155733199436403,0.5,0.5,4,0.8571428571428571,-0.0155733199436403,0.5,0.5,4,0.8571428571428571,-0.004017608029493701,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000001,baseline_cash_floor
2022-04-28,-0.0142955337544029,0.6000000000000001,0.3999999999999999,2,0.6666666666666666,"META,NFLX",-0.0061920970189646,0.8,0.19999999999999996,4,0.6666666666666666,-0.0061920970189646,0.8,0.19999999999999996,4,0.6666666666666666,-0.00714776687720145,0.19999999999999996,0.8,raw_target_with_baseline_cash_floor,0.5,baseline_cash_floor
2022-05-05,-0.0232565435734411,2.220446049250313e-16,0.9999999999999998,2,0.6666666666666666,"NFLX,QCOM",-0.0017347741613954,0.5,0.5,4,0.4,-0.0017347741613954,0.5,0.5,4,0.4,-0.011628271786720552,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000001,baseline_cash_floor
2022-05-12,0.085562608066879,2.220446049250313e-16,0.9999999999999998,2,0.6666666666666666,"NFLX,NVDA",0.0278231920020771,0.5,0.5,4,0.0,0.0278231920020771,0.5,0.5,4,0.0,0.04278130403343951,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000001,baseline_cash_floor
2022-05-19,-0.0105148540763992,2.220446049250313e-16,0.9999999999999998,2,1.0,"AMD,META",0.0048381848785173,0.5,0.5,4,0.4,0.0048381848785173,0.5,0.5,4,0.4,-0.005257427038199601,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000001,baseline_cash_floor
2022-05-26,0.0343852614370446,2.220446049250313e-16,0.9999999999999998,2,0.6666666666666666,"AMD,VIST",0.0076765502016971,0.5,0.5,4,1.0,0.0076765502016971,0.5,0.5,4,1.0,0.017192630718522305,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000001,baseline_cash_floor
2022-06-03,-0.0076809723256723,0.0,1.0,2,0.6666666666666666,"AMD,NFLX",0.0022178359936022,0.5,0.5,4,0.6666666666666666,0.0022178359936022,0.5,0.5,4,0.6666666666666666,-0.00384048616283615,0.5,0.5,raw_target_with_baseline_cash_floor,0.5,baseline_cash_floor
2022-06-10,-0.0820425177567475,2.220446049250313e-16,0.9999999999999998,2,0.6666666666666666,"CCJ,NFLX",-0.0407339645948086,0.5,0.5,2,0.8,-0.0407339645948086,0.5,0.5,2,0.8,-0.041021258878373754,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000001,baseline_cash_floor
2022-06-17,0.0021099693771661,0.6000000000000002,0.3999999999999998,2,0.6666666666666666,"COST,NFLX",0.0096384012820581,0.8,0.19999999999999996,2,0.6666666666666666,0.0096384012820581,0.8,0.19999999999999996,2,0.6666666666666666,0.0010549846885830503,0.19999999999999996,0.8,raw_target_with_baseline_cash_floor,0.5000000000000001,baseline_cash_floor
2022-06-27,-0.0502412061975357,0.0,1.0,2,0.6666666666666666,"NFLX,TSLA",-0.0170759934848046,0.5,0.5,4,0.5,-0.0170759934848046,0.5,0.5,4,0.5,-0.02512060309876785,0.5,0.5,raw_target_with_baseline_cash_floor,0.5,baseline_cash_floor
2022-07-05,-0.0031024045680053,0.6000000000000002,0.3999999999999998,2,0.0,"NFLX,TSLA",0.000594223279668,0.8,0.19999999999999996,4,0.6666666666666666,0.000594223279668,0.8,0.19999999999999996,4,0.6666666666666666,-0.0015512022840026504,0.19999999999999996,0.8,raw_target_with_baseline_cash_floor,0.5000000000000001,baseline_cash_floor
2022-07-12,0.0145643151310957,1.1102230246251563e-16,0.9999999999999999,2,0.0,"NFLX,TSLA",0.0021289804371349,0.5,0.5,4,0.6666666666666666,0.0021289804371349,0.5,0.5,4,0.6666666666666666,0.007282157565547852,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000001,baseline_cash_floor
2022-07-19,0.0187366143004954,2.220446049250313e-16,0.9999999999999998,2,0.6666666666666666,"QCOM,TSLA",0.0040900776796065,0.5,0.5,4,0.8571428571428571,0.0040900776796065,0.5,0.5,4,0.8571428571428571,0.009368307150247702,0.5,0.5,raw_target_with_baseline_cash_floor,0.5000000000000001,baseline_cash_floor
