test_start,test_end,number_of_test_dates,average_cash,average_selected_count,realized_return,realized_volatility,realized_sharpe,max_drawdown,Sortino,Calmar,average_turnover,worst_drawdown_period,hit_rate_5d,direction_accuracy_5d,MAE_5d,RMSE_5d,hit_rate_10d,direction_accuracy_10d,MAE_10d,RMSE_10d,hit_rate_20d,direction_accuracy_20d,MAE_20d,RMSE_20d
2023-01-03,2023-08-02,30,0.56,3.533333333333333,-0.05383515719127718,0.13071296392622717,-3.489663907557767,-0.06418548069114449,-3.2627032312047524,-7.10665881990019,0.6831746031746032,2023-08-02,0.6666666666666666,0.6666666666666666,0.013330675475734749,0.017033433131432015,0.7,0.7,0.02467380719920792,0.030070418093582206,0.5666666666666667,0.5666666666666667,0.044410231721635496,0.05542922318363513
