date,candidate,portfolio_return,selected_count,cash_proxy,turnover
2023-11-15,candidate_C_expected_signal_volatility,0.004948973246558248,2,2.220446049250313e-16,1.0
2023-11-22,candidate_C_expected_signal_volatility,0.002504089280573549,2,4.440892098500626e-16,1.0
2023-11-30,candidate_C_expected_signal_volatility,-0.02458535402904754,2,4.440892098500626e-16,0.6666666666666666
2023-12-07,candidate_C_expected_signal_volatility,0.019254807299321445,2,2.220446049250313e-16,0.6666666666666666
2023-12-14,candidate_C_expected_signal_volatility,0.011038841474331946,2,4.440892098500626e-16,0.0
2023-12-21,candidate_C_expected_signal_volatility,-0.006604479144700047,2,4.440892098500626e-16,0.6666666666666666
2023-12-29,candidate_C_expected_signal_volatility,-0.038205655614564835,2,3.3306690738754696e-16,0.6666666666666666
2024-01-08,candidate_C_expected_signal_volatility,0.014683424614674848,2,2.220446049250313e-16,1.0
2024-01-16,candidate_C_expected_signal_volatility,-0.013538509677801392,2,4.440892098500626e-16,1.0
2024-01-23,candidate_C_expected_signal_volatility,0.010692676806021694,2,4.440892098500626e-16,0.6666666666666666
2024-01-30,candidate_C_expected_signal_volatility,-0.008813140461593249,2,3.3306690738754696e-16,0.6666666666666666
2024-02-06,candidate_C_expected_signal_volatility,0.03009974089016635,2,0.0,0.6666666666666666
2024-02-13,candidate_C_expected_signal_volatility,0.02658436147853519,2,2.220446049250313e-16,0.0
2024-02-21,candidate_C_expected_signal_volatility,0.032563707972250534,2,4.440892098500626e-16,1.0
2024-02-28,candidate_C_expected_signal_volatility,0.019655777602141596,2,1.1102230246251565e-16,0.6666666666666666
2024-03-06,candidate_C_expected_signal_volatility,0.030359080116346745,2,2.220446049250313e-16,0.6666666666666666
2024-03-13,candidate_C_expected_signal_volatility,-0.021478754507586392,2,4.440892098500626e-16,0.6666666666666666
2024-03-20,candidate_C_expected_signal_volatility,0.009137780642363397,2,2.220446049250313e-16,0.0
2024-03-27,candidate_C_expected_signal_volatility,0.004346983796264348,2,4.440892098500626e-16,1.0
2024-04-04,candidate_C_expected_signal_volatility,0.022831820816056735,2,5.551115123125783e-16,1.0
2024-04-11,candidate_C_expected_signal_volatility,-0.0188985447706393,2,0.0,0.6666666666666666
2024-04-18,candidate_C_expected_signal_volatility,-0.0007799127616702996,2,0.6000000000000002,0.6666666666666666
2024-04-25,candidate_C_expected_signal_volatility,0.005559895602242598,2,2.220446049250313e-16,0.6666666666666666
2024-05-02,candidate_C_expected_signal_volatility,0.010705832445239498,2,0.0,1.0
2024-05-09,candidate_C_expected_signal_volatility,0.0005498999339326998,2,4.440892098500626e-16,0.6666666666666666
2024-05-16,candidate_C_expected_signal_volatility,0.0032538105617811487,2,4.440892098500626e-16,1.0
2024-05-23,candidate_C_expected_signal_volatility,0.034173852457557295,2,2.220446049250313e-16,0.6666666666666666
2024-05-31,candidate_C_expected_signal_volatility,0.011776690290854947,2,1.1102230246251565e-16,0.6666666666666666
2024-06-07,candidate_C_expected_signal_volatility,0.005362749349210849,2,3.3306690738754696e-16,0.6666666666666666
2024-06-14,candidate_C_expected_signal_volatility,0.002712686521383049,2,2.220446049250313e-16,0.6666666666666666
2024-06-24,candidate_C_expected_signal_volatility,0.03744546061123104,2,3.3306690738754696e-16,0.6666666666666666
2024-07-01,candidate_C_expected_signal_volatility,0.014994851733022101,2,0.0,1.0
2024-07-09,candidate_C_expected_signal_volatility,0.00047405214378079996,2,3.3306690738754696e-16,0.6666666666666666
2024-07-16,candidate_C_expected_signal_volatility,-0.028355812515889648,2,0.0,0.6666666666666666
2024-07-23,candidate_C_expected_signal_volatility,-0.02966621153609342,2,0.6000000000000003,0.6666666666666666
2024-07-30,candidate_C_expected_signal_volatility,0.0023664625116415587,2,0.6000000000000002,0.6666666666666666
2024-08-06,candidate_C_expected_signal_volatility,-0.0017881638850042797,2,0.6000000000000001,0.6666666666666666
2024-08-13,candidate_C_expected_signal_volatility,-0.0029037525054072992,2,2.220446049250313e-16,0.6666666666666666
2024-08-20,candidate_C_expected_signal_volatility,0.004697014444347599,2,2.220446049250313e-16,0.6666666666666666
2024-08-27,candidate_C_expected_signal_volatility,-0.015480395544883141,2,4.440892098500626e-16,1.0
2024-09-04,candidate_C_expected_signal_volatility,-0.012691681837954298,2,1.1102230246251565e-16,1.0
2024-09-11,candidate_C_expected_signal_volatility,0.013214782374583546,2,2.220446049250313e-16,1.0
2024-09-18,candidate_C_expected_signal_volatility,0.02488512029280924,2,4.440892098500626e-16,1.0
2024-09-25,candidate_C_expected_signal_volatility,0.005655835200078798,2,4.440892098500626e-16,1.0
2024-10-02,candidate_C_expected_signal_volatility,0.013952905966496093,2,4.440892098500626e-16,1.0
2024-10-09,candidate_C_expected_signal_volatility,-0.020887375688614235,2,6.661338147750939e-16,0.6666666666666666
2024-10-16,candidate_C_expected_signal_volatility,0.008155136430705494,2,4.440892098500626e-16,0.6666666666666666
2024-10-23,candidate_C_expected_signal_volatility,-0.0049694358211764475,2,4.440892098500626e-16,0.0
2024-10-30,candidate_C_expected_signal_volatility,-0.016976496276119545,2,4.440892098500626e-16,0.6666666666666666
2024-11-06,candidate_C_expected_signal_volatility,0.029403150216751838,2,3.3306690738754696e-16,1.0
2024-11-13,candidate_C_expected_signal_volatility,-0.009333739864712646,2,4.440892098500626e-16,1.0
2024-11-20,candidate_C_expected_signal_volatility,0.0117461320792968,2,0.0,1.0
2024-11-27,candidate_C_expected_signal_volatility,0.005130339485528316,2,0.6000000000000003,0.0
2024-12-05,candidate_C_expected_signal_volatility,0.032029190360313785,2,4.440892098500626e-16,0.6666666666666666
2024-12-12,candidate_C_expected_signal_volatility,0.003527048791338198,2,3.3306690738754696e-16,0.6666666666666666
2024-12-19,candidate_C_expected_signal_volatility,-0.007913318294122947,2,1.1102230246251565e-16,1.0
2024-12-27,candidate_C_expected_signal_volatility,-0.015927159758062543,2,4.440892098500626e-16,1.0
2025-01-06,candidate_C_expected_signal_volatility,-0.005102502903129098,2,2.220446049250313e-16,0.0
2025-01-14,candidate_C_expected_signal_volatility,0.013381565087456547,2,2.220446049250313e-16,0.6666666666666666
2025-01-22,candidate_C_expected_signal_volatility,0.0035601943945483493,2,1.1102230246251565e-16,0.6666666666666666
2025-01-29,candidate_C_expected_signal_volatility,0.005258180077787449,2,3.3306690738754696e-16,1.0
2025-02-05,candidate_C_expected_signal_volatility,0.006148160114526848,2,4.440892098500626e-16,0.6666666666666666
2025-02-12,candidate_C_expected_signal_volatility,0.007703061057805098,2,1.1102230246251565e-16,0.6666666666666666
2025-02-20,candidate_C_expected_signal_volatility,-0.011486143356550533,2,0.6000000000000003,1.0
2025-02-27,candidate_C_expected_signal_volatility,0.011431062463297701,2,0.0,0.6666666666666666
2025-03-06,candidate_C_expected_signal_volatility,-0.004233638299351599,2,4.440892098500626e-16,0.0
