test_start,test_end,number_of_test_dates,average_cash,average_selected_count,realized_return,realized_volatility,realized_sharpe,max_drawdown,Sortino,Calmar,average_turnover,worst_drawdown_period,hit_rate_5d,direction_accuracy_5d,MAE_5d,RMSE_5d,hit_rate_10d,direction_accuracy_10d,MAE_10d,RMSE_10d,hit_rate_20d,direction_accuracy_20d,MAE_20d,RMSE_20d
2022-06-15,2024-06-05,100,0.5359999999999999,3.9,0.0910630765316125,0.131477589437375,1.7362553593875405,-0.042281731289692814,1.8085405278008142,5.39899058853452,0.713857142857143,2023-05-02,0.59,0.58,0.015567101144357125,0.019617982510629167,0.65,0.66,0.021765690161745524,0.026711905335504903,0.71,0.72,0.036220357497691986,0.043588131711706855
