date,ticker,model_mode,kalman_price,kalman_trend,kalman_trend_slope,kalman_momentum,kalman_volatility_state,kalman_noise_state,kalman_residual,kalman_signal_to_noise
2022-06-17,AAPL,baseline,136.38690363170525,-0.020445201952507052,-2.788457788427331,-0.3640178334179454,0.038971804768162074,0.029761382383943335,-0.036689770163318154,0.6869708432243572
2022-06-27,AAPL,baseline,135.87003732915443,-0.018274834372905474,-2.4830024284307814,-0.39282671130368346,0.03816960326265997,0.031114770211319642,0.040872272930087626,0.5873363116038601
2022-07-05,AAPL,baseline,135.69047680686634,-0.016016355686114953,-2.173266939757303,-0.39206176050053215,0.0381419033079556,0.032331742516606185,0.04146313120200448,0.4953755795065261
2022-07-12,AAPL,baseline,136.99631288963465,-0.012448974728248458,-1.7054636370262803,-0.36860292264098665,0.03907726869570061,0.034889784084708345,0.06076846074061967,0.3568085918120612
2022-07-19,AAPL,baseline,139.7191863975298,-0.007944908659353454,-1.1100561738875538,-0.33853786685870424,0.03715846736193915,0.03650109299131776,0.07470737485079605,0.21766221249937878
2022-07-26,AAPL,baseline,142.2713566281458,-0.004341562861755321,-0.6176800382283045,-0.27276107076392553,0.035329909939503135,0.0392756836704804,0.06153462466881446,0.11054073299067481
2022-08-02,AAPL,baseline,146.828567584917,0.0005315034374895038,0.07803988839304332,-0.17872584163932886,0.03701995894192676,0.04319528213578001,0.08237877241696794,0.012304664102122815
2022-08-09,AAPL,baseline,151.98485664588145,0.005005396298843294,0.7607444389355237,-0.08489478293581774,0.03752324793833689,0.04660717559420256,0.07843282601672724,0.1073954007064637
2022-08-16,AAPL,baseline,158.4640770293471,0.009652034456639414,1.5295007316268205,0.013166291363386743,0.03665473656584532,0.04855066329821601,0.08418148212859261,0.1988033489296381
2022-08-23,AAPL,baseline,162.0336238371161,0.01113193294316762,1.8037474350932228,0.10091299630857785,0.03610996211699894,0.04674493083542065,0.031073204707181844,0.23814203474003925
2022-08-30,AAPL,baseline,162.4482856405508,0.009954012238032533,1.6170122233134472,0.163678253053759,0.03692685300788157,0.04644165926491019,-0.02226594863067833,0.21433369081494313
2022-09-07,AAPL,baseline,161.78032766189312,0.008096439180207401,1.3098445834685428,0.19725992994974265,0.037438939128246966,0.04747182770121542,-0.03731931711636957,0.17055250602515892
2022-09-14,AAPL,baseline,160.89686467495847,0.006308387484515996,1.014999767413372,0.20425010008992953,0.036479489656487556,0.04910734718158614,-0.03597235982350048,0.12846117427318496
2022-09-21,AAPL,baseline,159.60250455522484,0.004414430878256674,0.704554224355686,0.18090306941538378,0.0361561321605018,0.05037937174434115,-0.03826765084444623,0.08762377785437352
2022-09-28,AAPL,baseline,157.3563054355919,0.0019566191500260607,0.307886360592629,0.14136079173475807,0.03531905007184134,0.05094780485768664,-0.05016223492659418,0.03840438573267511
2022-10-05,AAPL,baseline,154.48872276780656,-0.0007702204495548445,-0.1189903735013737,0.1038926403250368,0.03193482286634884,0.04880199563218939,-0.05525088257204108,0.01578256051953398
2022-10-12,AAPL,baseline,149.85082175646002,-0.004847928367935754,-0.7264660497516269,0.035580232058470974,0.03286025656776452,0.048345374332874745,-0.08320677839584878,0.10027698481463401
2022-10-19,AAPL,baseline,147.64029214566054,-0.006271786922151897,-0.9259684534618392,-0.0280849558375208,0.032514610161629674,0.04865353025390333,-0.02627757207889906,0.12890712943733046
2022-10-26,AAPL,baseline,147.45734360146403,-0.005602191820372612,-0.8260843241779955,-0.07742031505321519,0.03386630941798198,0.04901804960124747,0.012672664376992219,0.1142883461465948
2022-11-02,AAPL,baseline,146.17985105915355,-0.006066274835611041,-0.8867671519535132,-0.12259947438244317,0.0324751874006628,0.04807128520134185,-0.007928375436357075,0.1261933149920343
2022-11-09,AAPL,baseline,142.35473052304863,-0.009004058614899505,-1.2817703377377536,-0.15620279370726,0.03394699010351392,0.04901159304404617,-0.05549592701740444,0.18371283313774245
2022-11-16,AAPL,baseline,143.24845506173313,-0.0069063097946300694,-0.9893182082584728,-0.15531834082735874,0.03526895941897483,0.048830180645761126,0.03724402496438688,0.14143527021926267
2022-11-23,AAPL,baseline,144.74299401678275,-0.004528114254921381,-0.6554128145073941,-0.1470856232745463,0.03599984676185215,0.048851090743729335,0.041881333161368633,0.09269218324280569
2022-12-01,AAPL,baseline,145.27791547070544,-0.0034099878844135404,-0.49539593162796,-0.13762027980143424,0.035394542042251106,0.04683487866273671,0.02044421912076702,0.07280872678023664
2022-12-08,AAPL,baseline,144.1813427494758,-0.0039964411896658975,-0.5762122569453415,-0.12774691095258364,0.03554074532758183,0.04363626032977023,-0.010735008191466555,0.09158532741743215
2022-12-15,AAPL,baseline,141.602134659759,-0.005970781619985131,-0.8454754229771485,-0.11146595630899254,0.037497691419963786,0.04242844289111302,-0.037378275895670346,0.14072591905311316
2022-12-22,AAPL,baseline,138.35292116490683,-0.008446590387318719,-1.1686104539689666,-0.1238005809732697,0.03628805278365853,0.040624760125669825,-0.04630511710810386,0.20791729873559553
2022-12-30,AAPL,baseline,135.13925742427497,-0.010681776965848966,-1.4435274071365543,-0.15635266684347823,0.03562347040167976,0.038707761725681064,-0.040092858016952095,0.27595956183862913
2023-01-09,AAPL,baseline,132.69615714632985,-0.011891076837025113,-1.5779002006049674,-0.20884571251789705,0.0332493637476943,0.035476852570941936,-0.019563299033810058,0.3351784607417393
2023-01-17,AAPL,baseline,132.47754762469407,-0.010531373006632748,-1.3951704690396074,-0.2318936997937629,0.033797712812291034,0.03519671549084562,0.025470463105255508,0.299214652829542
2023-01-24,AAPL,baseline,134.30955816099384,-0.007157642897804334,-0.9613398550782757,-0.2331189743084877,0.033733985260532645,0.036967176106286824,0.057675160939502416,0.1936215759903134
2023-01-31,AAPL,baseline,136.43279688616417,-0.004006949444406517,-0.5466793196818427,-0.2117273186145124,0.03342319984691856,0.03782392033625632,0.05445420171575938,0.10593691528214481
2023-02-07,AAPL,baseline,141.17581243661675,0.0011646148515190885,0.16441544783895712,-0.14398010880469375,0.03680480290992639,0.040381649578074594,0.08712694465986609,0.028840200032902604
2023-02-14,AAPL,baseline,144.68359672643243,0.004242811342356829,0.6138652052438888,-0.07235052683432934,0.036761724163107946,0.041247771080061564,0.05559008088418554,0.10286159060616167
2023-02-22,AAPL,baseline,146.3158678866129,0.005131157245555184,0.7507697256460888,-0.002775177072233067,0.03689981610130487,0.03961070080566104,0.017420829438583706,0.12953967339785907
2023-03-01,AAPL,baseline,146.57142597965571,0.004668019843139611,0.6841983249103015,0.049611729801288695,0.03696071002358509,0.03728220403864995,-0.008680947231819443,0.12520772211254277
2023-03-08,AAPL,baseline,148.83836274117212,0.006026444788570723,0.8969661754809356,0.0953229119409891,0.03680931278256854,0.03444051250055096,0.026372947633868903,0.17498127498245952
2023-03-15,AAPL,baseline,150.65284966528364,0.006772581328220337,1.0203086766862854,0.12246984621131031,0.03485347904143627,0.03389046020681058,0.015276526204091498,0.19983739632604608
2023-03-22,AAPL,baseline,153.40882439379797,0.008171854668300206,1.2536346177809046,0.14118399211731553,0.0345271735167078,0.03465744074515691,0.028012275143918828,0.23578932813169032
2023-03-29,AAPL,baseline,156.38422747687312,0.009496432776782153,1.485092303583134,0.1633776068666723,0.034012286595286774,0.03562501297882387,0.02727982010969615,0.26656643696271587
2023-04-05,AAPL,baseline,159.5299506146432,0.010708529894793019,1.7083312452717607,0.21033524897239128,0.031439458523921604,0.03414175425438418,0.025830752528610692,0.3136490824312074
2023-04-13,AAPL,baseline,162.45660992569861,0.011523762169657793,1.8721113356726184,0.2870079933074012,0.02682851977435661,0.033216792580536295,0.018744791487429247,0.3469257948783209
2023-04-20,AAPL,baseline,164.9831075738918,0.011880492797116053,1.9600806211774444,0.31915754587058676,0.02639151919203129,0.0316228418491531,0.010002318533704663,0.3756933944587442
2023-04-27,AAPL,baseline,167.3566958331583,0.012044146350476617,2.015668537346759,0.3480721440586996,0.026006087943318063,0.030913352170368676,0.006254425545078512,0.389609845082788
2023-05-04,AAPL,baseline,168.36246378022003,0.01116583443054306,1.8799073948882399,0.37372933434024225,0.024875787958866635,0.031152423764011023,-0.015516440064313474,0.35842586486268896
2023-05-11,AAPL,baseline,171.23120129283308,0.01175507742887426,2.012836029436407,0.3966777460745639,0.02512079377038721,0.030008344129563307,0.014496683206716102,0.39172696026575454
2023-05-18,AAPL,baseline,173.7531542768259,0.011978353625963714,2.08127672555445,0.426086132841667,0.023930791238908795,0.028063510654141866,0.007408447599675033,0.4268301914596352
2023-05-25,AAPL,baseline,175.03256348675444,0.011274939202399923,1.9734815117533608,0.42656557104964016,0.02364949592205773,0.026649236540140474,-0.011807375736924251,0.42308676216648583
2023-06-02,AAPL,baseline,178.11787828139498,0.01191876698399664,2.1229454869198228,0.4153903232470824,0.025865542957166955,0.026453641003927025,0.015651388309541058,0.4505529874612253
2023-06-09,AAPL,baseline,180.44356749987386,0.0119161929567764,2.150200368137604,0.4290495616820366,0.02364394895114653,0.02532281214431873,0.002853885913089698,0.4705714708300781
2023-06-16,AAPL,baseline,183.24955178864712,0.012214804961867004,2.2383575344478714,0.4504343538207951,0.02231424892709921,0.022890721412084782,0.009033346294823377,0.5336138054122131
2023-06-26,AAPL,baseline,185.42648005344097,0.012026866845267225,2.2300995851893335,0.4486556538897606,0.021791474140362956,0.020210240445250667,-0.0008445823790771007,0.5950877663852043
2023-07-03,AAPL,baseline,189.01070620069126,0.012761896634411924,2.412135095330423,0.5188859447052282,0.020141893291112566,0.016750001596557703,0.017922167686006827,0.7619042040134922
2023-07-11,AAPL,baseline,190.48046668694798,0.011998350928196875,2.285451484276716,0.5024864070041771,0.020810993754973934,0.01460864749719199,-0.012762998896871231,0.8213183958119208
2023-07-18,AAPL,baseline,193.0376997568413,0.01202867181504669,2.3219871383065622,0.534970503794312,0.020912884149626287,0.013916281497818785,0.0035735094511196394,0.8643596219340406
2023-07-25,AAPL,baseline,194.8692531257879,0.011577290877844827,2.256058026585619,0.5663395979635908,0.019732488486307737,0.013804839765838614,-0.006452112592216005,0.8386400040408504
2023-08-01,AAPL,baseline,196.69813234386882,0.011177697855922557,2.1986322921640338,0.6126583597474532,0.01764504883029166,0.012764330447158818,-0.005562761260272939,0.8756979381973675
2023-08-08,AAPL,baseline,193.5132266524729,0.0076218158710909785,1.4749221821658436,0.3818031226393764,0.021647000200926397,0.015813970034607078,-0.0762693179530567,0.4819672640032537
2023-08-15,AAPL,baseline,190.04399605642422,0.004263637535637584,0.8102787150087313,0.3293403244810631,0.02071870430179245,0.017961961328065316,-0.07097210101308367,0.23737037718360626
2023-08-22,AAPL,baseline,187.01347572246115,0.0015718616733409393,0.2939593148864129,0.2565266040766725,0.019849311310384983,0.019358078721489046,-0.055202167978170714,0.0811992603126903
2023-08-29,AAPL,baseline,186.40886886921803,0.0009289519460279967,0.17316488149293774,0.17577130973561583,0.0208632162293848,0.01868811230207862,-0.012431424140402122,0.049708174424602763
2023-09-06,AAPL,baseline,185.54685753135675,0.00018327408764266717,0.034005931029023356,0.09978090075112428,0.020642218259194444,0.018471679085056116,-0.014416127146979221,0.00992189647669967
2023-09-13,AAPL,baseline,182.37532314388866,-0.002176366305740878,-0.3969155082889638,0.030287322455002715,0.022691251480936862,0.02031508996950082,-0.046870536222598715,0.10713052754878961
2023-09-20,AAPL,baseline,180.14927240593397,-0.0035681883250712576,-0.6428065305689352,-0.01944803791182855,0.02253056807291967,0.021329870762714205,-0.026550041409346258,0.16728597958227495
2023-09-27,AAPL,baseline,176.94773160982174,-0.0055766620526156736,-0.9867777001649158,-0.06378536630041247,0.023194382657192415,0.022466194277934236,-0.03824291036871405,0.24822459840671432
2023-10-04,AAPL,baseline,175.31229664903935,-0.006126078139636566,-1.0739768281111608,-0.11348098701510616,0.021741359620929344,0.02221708652324358,-0.009514528112903006,0.27573724092723445
2023-10-11,AAPL,baseline,175.80620518167314,-0.004909984139316461,-0.8632056790354306,-0.14244900800119,0.023135079991563688,0.02295728644645718,0.022212446063947004,0.2138747604406141
2023-10-18,AAPL,baseline,175.19587046782172,-0.004733057813271827,-0.8292121835706826,-0.15715789168436872,0.023647902815931966,0.022550074473613388,0.003663136280048399,0.2098910058412556
2023-10-25,AAPL,baseline,173.44576151249134,-0.005494562197760375,-0.9530085245682962,-0.17621092398611082,0.022695007782766636,0.022452997555300985,-0.013709849943293023,0.24471397121844143
2023-11-01,AAPL,baseline,172.90920171077076,-0.005187839796128473,-0.8970252377519419,-0.17197995849596523,0.023530931257308603,0.02261518326840922,0.006097600175254391,0.2293963190272212
2023-11-08,AAPL,baseline,175.07872640042592,-0.0027689732216195136,-0.4847883050780288,-0.141746946311337,0.02500042905964171,0.024299027194110603,0.042710224808851054,0.11395407723057656
2023-11-15,AAPL,baseline,178.3760374299348,0.00013252946303172268,0.023640080458315726,-0.10879835214329003,0.026305539042791974,0.026818884495661083,0.05124172841008663,0.004941647108708882
2023-11-22,AAPL,baseline,182.0392055032684,0.002817539057090829,0.5129025714272425,-0.0651333675406668,0.02524274086720027,0.028345752477895347,0.0484595273306922,0.09939898611577203
2023-11-30,AAPL,baseline,184.6376352764172,0.004296309458562069,0.7932604188446049,-0.0044616213026377385,0.024460285061959502,0.02910596045807784,0.027967158500521096,0.14760926596470023
2023-12-07,AAPL,baseline,187.92271487392458,0.006003724352374753,1.128236179652958,0.0664701178582755,0.024095409581513932,0.03056091067629869,0.0326725138155366,0.19645109452953738
2023-12-14,AAPL,baseline,191.60477344741662,0.007680116830373072,1.471547045333324,0.1315432912295668,0.025055333663116602,0.031880127050345757,0.03283644007315733,0.24090609231273033
2023-12-21,AAPL,baseline,193.52840919231332,0.00791781128098648,1.5323214214942658,0.1793282932802932,0.02540712172111136,0.031897752169680736,0.00591526364697255,0.24822474131152872
2023-12-29,AAPL,baseline,194.34729598788238,0.007390966011675935,1.4364142591075615,0.2565349608665805,0.02191810457985448,0.028556237973089493,-0.009439034021231803,0.25882141822680316
2024-01-08,AAPL,baseline,192.90155950389357,0.005437831343184278,1.0489661464193993,0.2529251231428712,0.02307470684462975,0.02698585076084135,-0.039564356768120895,0.20150675964137116
2024-01-16,AAPL,baseline,191.04108389409524,0.00344349646608725,0.6578492972667948,0.2328818706713374,0.02353276266415962,0.026243680284445063,-0.04035875845024499,0.13121240727799288
2024-01-23,AAPL,baseline,192.68027318844244,0.004098868142092169,0.7897710333817226,0.19171789254420832,0.024733868504899496,0.02626247171220873,0.01280725269567542,0.15607320540323097
2024-01-30,AAPL,baseline,191.9392671140992,0.0030425684286200087,0.5839883543338209,0.15215144441911505,0.026234361527422912,0.026578485703505766,-0.02073640697292001,0.11447485994675054
2024-02-06,AAPL,baseline,191.614593455811,0.002410237791261393,0.4618367345043837,0.12935066738398757,0.02419118132069841,0.024846313981319052,-0.012227101778864364,0.09700584935763706
2024-02-13,AAPL,baseline,190.09279934404188,0.0010267450193911015,0.19517683494860705,0.09630034410346323,0.02494900963363611,0.024884140013219255,-0.027306562047350286,0.04126102082709712
2024-02-21,AAPL,baseline,188.04173862755636,-0.0005678810372823874,-0.10678533758420028,0.07032110427937935,0.024242300893180413,0.024541139699226937,-0.03138290408886766,0.023139961885190526
2024-02-28,AAPL,baseline,186.09833255192865,-0.0019005148161914912,-0.3536826382834717,0.028346814505822777,0.023541515788842372,0.02535477897272447,-0.025787313582853702,0.07495686782207894
2024-03-06,AAPL,baseline,181.05801966143616,-0.00543310537442439,-0.9837072997051857,-0.02856799068415069,0.02516361862928359,0.02777361057471926,-0.07058907810384281,0.19562114042076387
2024-03-13,AAPL,baseline,177.55283672635775,-0.0074494432667441355,-1.3226697840424866,-0.0922208143989849,0.02465664870522797,0.029467048063376834,-0.037531886053199855,0.2528058884781839
2024-03-20,AAPL,baseline,176.91797592102833,-0.006953547123952258,-1.2302074826411213,-0.13951186865667026,0.025511836797521364,0.029271851157489998,0.0098059118255563,0.23755064503105244
2024-03-27,AAPL,baseline,175.01745479431466,-0.007543921171676019,-1.320317882635681,-0.17967691680769443,0.02617311963187202,0.02945957320855468,-0.00985204119654806,0.25607706934563756
2024-04-04,AAPL,baseline,172.3222329904616,-0.008734488123122433,-1.5051464974051236,-0.23482391128117533,0.024904823659735766,0.028361328143417054,-0.020745323506098583,0.3079717592436454
2024-04-11,AAPL,baseline,172.0075594966167,-0.007820068911379053,-1.3451109685416751,-0.24605256588526794,0.02534727106125506,0.02666545341904753,0.017324233922696098,0.29326592682274794
2024-04-18,AAPL,baseline,169.64124787566948,-0.008738388801375823,-1.4823911806881702,-0.24654050455468518,0.026754849374863283,0.02502110932445058,-0.015572645438753226,0.349240662662684
2024-04-25,AAPL,baseline,168.64688040573205,-0.008400902822690078,-1.4167860536383903,-0.25225313162211777,0.02725249610882007,0.023988611364220116,0.0073171992959117855,0.35020379857710837
2024-05-02,AAPL,baseline,168.8651362751442,-0.007088420147506291,-1.1969870341841276,-0.25082661781276516,0.027039480009856055,0.023558494467737688,0.024070175885888022,0.3008859567368654
2024-05-09,AAPL,baseline,172.43292543519553,-0.0032270936447927824,-0.5564571978249472,-0.19633399775058466,0.02938585008254998,0.0252046069624794,0.0657586899679915,0.1280358646127166
2024-05-16,AAPL,baseline,176.94053815419335,0.0007025340605894451,0.12430675475234709,-0.14688145629014804,0.029947806996165997,0.028306299119504545,0.06794910678747558,0.024819000802564925
2024-05-23,AAPL,baseline,179.83182119970135,0.0027596447558202995,0.4962719423033696,-0.08356297090769343,0.03017522197810999,0.029720098568634463,0.03771502300383006,0.09285449539658917
2024-05-31,AAPL,baseline,183.68897912903913,0.005161314173811913,0.9480765315517503,-0.009377744322828372,0.02980186364612685,0.029968414116694188,0.04453066772931534,0.1722251352221047
2024-06-07,AAPL,baseline,188.0912637306106,0.00750926119294574,1.4124264274643967,0.07116933040970964,0.030488580058685006,0.030184905491330998,0.04468858594298133,0.24877537532306002
2024-06-14,AAPL,baseline,195.98372611402155,0.01165167653958266,2.2835389837027384,0.14696144403181394,0.03130527699161372,0.033428555975383904,0.07768026237673355,0.3485545875153614
2024-06-24,AAPL,baseline,201.05047207381213,0.013218999379519954,2.6576860655959162,0.21757952835362615,0.0304997752207345,0.03409480263371054,0.034061340139452764,0.38771303418727593
2024-07-01,AAPL,baseline,207.3847632392866,0.015198478376111612,3.1519328396273236,0.2783583680149587,0.032233057066258,0.035643825113559346,0.043207551375840376,0.4263986350304341
2024-07-09,AAPL,baseline,215.6514442494322,0.017804237266095972,3.839509480193158,0.33855138127813583,0.03385987317162266,0.037127138965807584,0.056972839092315014,0.47954778530102526
2024-07-16,AAPL,baseline,223.81234308740395,0.019750629802837615,4.420434733624997,0.4057087194776023,0.03446739128120066,0.03790184519937569,0.04687702876022993,0.5210994266485433
2024-07-23,AAPL,baseline,227.3242480523489,0.018908237586629347,4.298300891375677,0.4239594986737479,0.036309406664730585,0.03712673524264774,-0.01028511444829457,0.5092889924886267
2024-07-30,AAPL,baseline,228.0077652250013,0.01672032868911118,3.812364778231716,0.48140474900523444,0.03429941866032058,0.0357014317133277,-0.04208300751744211,0.4683377636757626
2024-08-06,AAPL,baseline,224.88796397552665,0.012808476866610286,2.8804722841596204,0.4341017314230534,0.036349131884355394,0.038085313358175776,-0.08520951895016143,0.33631013471822674
2024-08-13,AAPL,baseline,225.93647353227115,0.011659034593206791,2.6342011607799,0.38941231811814375,0.03753367288987301,0.0386494917511042,-0.021089479684124664,0.3016607480374444
2024-08-20,AAPL,baseline,227.98975158703257,0.011211501970018333,2.556107549062006,0.35753619031188866,0.03721777221470951,0.03848353246998031,-0.006532855574070255,0.2913324544328853
2024-08-27,AAPL,baseline,229.836616905031,0.010706579327127314,2.4607639711722853,0.32517573717671777,0.03625793530645607,0.03784240235909792,-0.007922721288450745,0.2829254661278225
2024-09-04,AAPL,baseline,229.07026948201758,0.008848563073372723,2.0269427277461194,0.2771271729955963,0.035990093406559565,0.03883724186317205,-0.037221024004178774,0.22783706176456517
2024-09-11,AAPL,baseline,228.71869203549466,0.00746418126140579,1.7071977752245808,0.2662590528953006,0.03411468119266215,0.039419134219308025,-0.02721049256147269,0.18935426688190374
2024-09-18,AAPL,baseline,227.68126113507032,0.005877676430033323,1.338236782133865,0.2330670657474137,0.03370396903212078,0.040637228809844016,-0.03167909110663163,0.14463772757223223
2024-09-25,AAPL,baseline,228.27258075544052,0.005422589745661196,1.237828555620069,0.20204358143577614,0.03406671314752845,0.03985395805046853,-0.008404760698378255,0.1360615108456307
2024-10-02,AAPL,baseline,228.74068357805825,0.004959127298541794,1.1343541682190594,0.18131936655963593,0.030822589321692944,0.03699831141019473,-0.008645757162515567,0.13403658462751603
2024-10-09,AAPL,baseline,229.7805858901652,0.00488142625965322,1.1216569859227548,0.16028973321567677,0.030003467787658573,0.03365326362747111,-0.0010481511330031714,0.14505060530068378
2024-10-16,AAPL,baseline,231.14968966042122,0.004996421623343971,1.154921307648577,0.14860761099218245,0.029711799743572555,0.03190348389892843,0.002719428432976413,0.15661053316359536
2024-10-23,AAPL,baseline,231.869170574034,0.004728463744807467,1.0963849665978982,0.1423929980668403,0.02849508739543593,0.029917281612653678,-0.004806622003820413,0.15805124963791786
2024-10-30,AAPL,baseline,232.15773301164612,0.004254819369239395,0.9877892191366601,0.1359839796499449,0.0274313287364849,0.02812998983257291,-0.00894275034136594,0.151255631246667
2024-11-06,AAPL,baseline,230.20648002153996,0.002574615514674061,0.5926931750419611,0.13443932080603674,0.025073375853915014,0.0259266696824423,-0.03361385937412128,0.09930374961803531
2024-11-13,AAPL,baseline,229.19816504811538,0.0016469124993763724,0.37746932285187,0.1157485101837914,0.024588588594339135,0.025129379598751167,-0.018115538465630163,0.0655373322225862
2024-11-20,AAPL,baseline,229.41335819198991,0.0015502780910042204,0.35565450298874557,0.09706636000277297,0.023382032759926473,0.023059254910306293,-0.0018050576069428572,0.06723019008927718
2024-11-27,AAPL,baseline,231.2239364335593,0.0023840100927356588,0.5512401981396737,0.08733798441390454,0.021924774221193488,0.02099937053406764,0.015775151567541917,0.11352769306844272
2024-12-05,AAPL,baseline,234.95082335427074,0.0041631819854536485,0.9781430352560023,0.08547296122569413,0.022308329896832135,0.020319683463098946,0.03328328734085601,0.20488419481579068
2024-12-12,AAPL,baseline,239.32061802018887,0.005992310516831634,1.434083456257024,0.11595864911343964,0.021231675087869474,0.021547520912920597,0.03484186344472766,0.2780974452128436
2024-12-19,AAPL,baseline,243.3018263612187,0.007301605585932029,1.776493974426539,0.16442367582281883,0.02022074669677067,0.02074209488536175,0.025974486966265132,0.35201871488558995
2024-12-27,AAPL,baseline,248.04165036304767,0.008768104194157451,2.1748550348739744,0.2592286544008238,0.018737753827941128,0.017958270231526387,0.029533025873454195,0.48824881687527355
2025-01-06,AAPL,baseline,248.7459285764456,0.007948532480147654,1.9771650925943662,0.3302218579473856,0.01742188789131629,0.01766827146700293,-0.01528950439365554,0.44987606708117267
2025-01-14,AAPL,baseline,245.80573825905927,0.005354325779537223,1.3161240011186601,0.30274121433895973,0.018629653348673038,0.020026329379594608,-0.05369401382590382,0.26736431214027334
2025-01-22,AAPL,baseline,240.55569056796216,0.001801795664233073,0.43343220027194695,0.2478936181750607,0.020319588691552714,0.023366441494612266,-0.0747249635888039,0.0771104005961461
2025-01-29,AAPL,baseline,240.5298595063405,0.0015453106196268796,0.3716933462325093,0.17821958690402942,0.022214386431127008,0.021749762556478414,-0.00488744524150171,0.07104953976132221
2025-02-05,AAPL,baseline,238.52462741052392,0.00021868925844304568,0.05216277388881124,0.11455687957425965,0.02324386114922668,0.021691476100648054,-0.026044763444865445,0.010081806208957367
