date,ticker,raw_target_return,raw_target_return_exact,raw_expected_daily_return_exact,raw_target_price_exact,time_to_target,signal_strength_adjustment_value,final_expected_return_after_adjustments,raw_target_rank,raw_target_feature_source,exact_raw_target_available,quality_pass,passed_tradability_filter,tradability_exclusion_reason,exclusion_reason,final_exclusion_reason,local_ohlcv_available,yahoo_fetch_attempted,yahoo_fetch_success,median_60d_dollar_volume,market_cap,trading_history_days,realized_vol_60d,holding_quality_classification,holding_risk_notes,company_name,sector,industry,exchange,avg_volume_20d,return_1d,return_5d,return_20d,is_crypto_linked,is_spac_linked,is_biotech_binary_risk,is_adr,is_microcap_or_low_float,is_distressed,realized_vol_60d,raw_target_selected,soft_exit_status,prior_position_status,vol_target_exposure,volatility_target_exposure,uncapped_volatility_target_exposure,raw_volatility_target_exposure,exposure_cap,exposure_cap_60,dual_trend_cap,final_exposure,rolling_volatility_used,volatility_source,volatility_source_date,volatility_is_fresh,spy_close,spy_ma_200,qqq_close,qqq_ma_200,spy_below_200d,qqq_below_200d,dual_trend_reason,rolling_volatility_used,volatility_source,volatility_source_date,volatility_is_fresh,final_growth_weight,cash_weight,data_source,growth_paper_model,growth_paper_variant,exact_growth_features_available,fallback_reason
2026-08-13,AAPL,0.0493093625830873,0.0493093625830873,0.0003999812834065,318.8850128173828,120.36018979116665,0.0015247467212593,0.0004172676327021,51.0,raw_target_return_exact,True,True,True,,,,True,False,False,12778866643.753052,,6403,0.2326872131606025,not_a_final_holding,,,,,,,,,,,,,,,,0.2326872131606025,False,not_prior_position,new_or_unheld,0.43525840694911355,0.43525840694911355,0.43525840694911355,0.43525840694911355,0.6,0.6,0.6,0.43525840694911355,0.5054468713012599,fresh_selected_holdings_ohlcv,2026-08-13,True,777.6599731445312,702.2683215332031,733.030029296875,649.473754272461,False,False,SPY and QQQ above 200D MA,0.5054468713012599,fresh_selected_holdings_ohlcv,2026-08-13,True,0.0,0.5647415930508864,current_growth_feature_generation,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,True,exact raw pre-signal target captured from expected_returns_model diagnostics
2026-08-13,NVDA,0.0769781814354815,0.0769781814354815,0.0058268020464744,242.9770481709943,12.764289026824432,-0.003107372282024,-0.0002757158916694,22.0,raw_target_return_exact,True,True,True,,,,True,False,False,32356917505.35736,,6403,0.4105833344694613,not_a_final_holding,,,,,,,,,,,,,,,,0.4105833344694613,False,not_prior_position,new_or_unheld,0.43525840694911355,0.43525840694911355,0.43525840694911355,0.43525840694911355,0.6,0.6,0.6,0.43525840694911355,0.5054468713012599,fresh_selected_holdings_ohlcv,2026-08-13,True,777.6599731445312,702.2683215332031,733.030029296875,649.473754272461,False,False,SPY and QQQ above 200D MA,0.5054468713012599,fresh_selected_holdings_ohlcv,2026-08-13,True,0.0,0.5647415930508864,current_growth_feature_generation,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,True,exact raw pre-signal target captured from expected_returns_model diagnostics
2026-08-13,MSTR,0.0714756860199712,0.0714756860199712,0.0004470557233731,101.7259042466435,154.46010650839116,0.0009522188639572,0.0001636853823787,25.0,raw_target_return_exact,True,True,True,,,,True,False,False,2611668027.5756836,,6403,0.7319515510460486,not_a_final_holding,,,,,,,,,,,,,,,,0.7319515510460486,False,not_prior_position,new_or_unheld,0.43525840694911355,0.43525840694911355,0.43525840694911355,0.43525840694911355,0.6,0.6,0.6,0.43525840694911355,0.5054468713012599,fresh_selected_holdings_ohlcv,2026-08-13,True,777.6599731445312,702.2683215332031,733.030029296875,649.473754272461,False,False,SPY and QQQ above 200D MA,0.5054468713012599,fresh_selected_holdings_ohlcv,2026-08-13,True,0.0,0.5647415930508864,current_growth_feature_generation,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,True,exact raw pre-signal target captured from expected_returns_model diagnostics
2026-08-13,SNAP,0.0547623164843373,0.0547623164843373,0.0002823811205268,5.557437082414588,188.8333621539036,0.0010635931988313,-0.0010070097050367,,raw_target_return_exact,True,False,False,current price below $5,price below $5; current price below $5,price below $5; current price below $5,True,False,False,246797993.25447083,,2338,0.7160874436462371,not_a_final_holding,,,,,,,,,,,,,,,,0.7160874436462371,False,not_prior_position,new_or_unheld,0.43525840694911355,0.43525840694911355,0.43525840694911355,0.43525840694911355,0.6,0.6,0.6,0.43525840694911355,0.5054468713012599,fresh_selected_holdings_ohlcv,2026-08-13,True,777.6599731445312,702.2683215332031,733.030029296875,649.473754272461,False,False,SPY and QQQ above 200D MA,0.5054468713012599,fresh_selected_holdings_ohlcv,2026-08-13,True,0.0,0.5647415930508864,current_growth_feature_generation,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,True,exact raw pre-signal target captured from expected_returns_model diagnostics
2026-08-13,OKLO,0.1583787913273626,0.1583787913273626,0.0007500595546856,54.20054470673475,196.08651539291537,0.0010635994608176,-0.0011377572542046,6.0,raw_target_return_exact,True,True,True,,,,True,False,False,490463427.1774292,,1281,0.8758341191675961,speculative_but_tradable,high-volatility,,,,,9681730.35,0.036563276511278886,0.10879600139423196,0.12182496211603167,False,False,False,False,False,False,0.8758341191675961,True,retained_positive_raw_target,prior_position,0.43525840694911355,0.43525840694911355,0.43525840694911355,0.43525840694911355,0.6,0.6,0.6,0.43525840694911355,0.5054468713012599,fresh_selected_holdings_ohlcv,2026-08-13,True,777.6599731445312,702.2683215332031,733.030029296875,649.473754272461,False,False,SPY and QQQ above 200D MA,0.5054468713012599,fresh_selected_holdings_ohlcv,2026-08-13,True,0.10881460173727839,0.5647415930508864,current_growth_feature_generation,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,True,exact raw pre-signal target captured from expected_returns_model diagnostics
2026-08-13,JMIA,0.1028439528838098,0.1028439528838098,0.0005094571243855,6.891671941504229,192.1990767018667,0.0010635956974523,4.269400487443844e-05,,raw_target_return_exact,True,False,False,"median 60D dollar volume below $50,000,000","median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000","median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000",True,False,False,12258878.564929962,,1806,0.7073509088844698,not_a_final_holding,,,,,,,,,,,,,,,,0.7073509088844698,False,not_prior_position,new_or_unheld,0.43525840694911355,0.43525840694911355,0.43525840694911355,0.43525840694911355,0.6,0.6,0.6,0.43525840694911355,0.5054468713012599,fresh_selected_holdings_ohlcv,2026-08-13,True,777.6599731445312,702.2683215332031,733.030029296875,649.473754272461,False,False,SPY and QQQ above 200D MA,0.5054468713012599,fresh_selected_holdings_ohlcv,2026-08-13,True,0.0,0.5647415930508864,current_growth_feature_generation,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,True,exact raw pre-signal target captured from expected_returns_model diagnostics
2026-08-13,XYZ,0.0559801841343188,0.0559801841343188,0.0012402867142531,86.47421663424021,43.94402627080533,-5.759749692388261e-05,5.7920850953609485e-05,33.0,raw_target_return_exact,True,True,True,,,,True,False,False,371157362.714386,,2659,0.4408874597688618,not_a_final_holding,,,,,,,,,,,,,,,,0.4408874597688618,False,not_prior_position,new_or_unheld,0.43525840694911355,0.43525840694911355,0.43525840694911355,0.43525840694911355,0.6,0.6,0.6,0.43525840694911355,0.5054468713012599,fresh_selected_holdings_ohlcv,2026-08-13,True,777.6599731445312,702.2683215332031,733.030029296875,649.473754272461,False,False,SPY and QQQ above 200D MA,0.5054468713012599,fresh_selected_holdings_ohlcv,2026-08-13,True,0.0,0.5647415930508864,current_growth_feature_generation,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,True,exact raw pre-signal target captured from expected_returns_model diagnostics
2026-08-13,RKLB,0.1450640796875983,0.1450640796875983,0.0006943607965552,92.16620532793402,195.1544855781319,0.0010635991054924,0.0003812373142234,9.0,raw_target_return_exact,True,True,True,,,,True,False,False,2371267435.2859497,,1397,1.1723466877749842,not_a_final_holding,,,,,,,,,,,,,,,,1.1723466877749842,False,not_prior_position,new_or_unheld,0.43525840694911355,0.43525840694911355,0.43525840694911355,0.43525840694911355,0.6,0.6,0.6,0.43525840694911355,0.5054468713012599,fresh_selected_holdings_ohlcv,2026-08-13,True,777.6599731445312,702.2683215332031,733.030029296875,649.473754272461,False,False,SPY and QQQ above 200D MA,0.5054468713012599,fresh_selected_holdings_ohlcv,2026-08-13,True,0.0,0.5647415930508864,current_growth_feature_generation,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,True,exact raw pre-signal target captured from expected_returns_model diagnostics
2026-08-13,RBLX,0.0871885094454665,0.0871885094454665,0.0004375295812275,40.77935257319067,191.10319566118267,0.0034762045729709,-0.0002680821179902,19.0,raw_target_return_exact,True,True,True,,,,True,False,False,481571633.61034393,,1326,0.707156433778784,not_a_final_holding,,,,,,,,,,,,,,,,0.707156433778784,False,not_prior_position,new_or_unheld,0.43525840694911355,0.43525840694911355,0.43525840694911355,0.43525840694911355,0.6,0.6,0.6,0.43525840694911355,0.5054468713012599,fresh_selected_holdings_ohlcv,2026-08-13,True,777.6599731445312,702.2683215332031,733.030029296875,649.473754272461,False,False,SPY and QQQ above 200D MA,0.5054468713012599,fresh_selected_holdings_ohlcv,2026-08-13,True,0.0,0.5647415930508864,current_growth_feature_generation,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,True,exact raw pre-signal target captured from expected_returns_model diagnostics
2026-08-13,AVGO,0.0597959158987393,0.0597959158987393,0.0034903728748818,445.1301971405632,16.668033678674732,-0.0018859259053114,-0.0001636105496524,30.0,raw_target_return_exact,True,True,True,,,,True,False,False,8929509646.185303,,4243,0.5443097973423604,not_a_final_holding,,,,,,,,,,,,,,,,0.5443097973423604,False,not_prior_position,new_or_unheld,0.43525840694911355,0.43525840694911355,0.43525840694911355,0.43525840694911355,0.6,0.6,0.6,0.43525840694911355,0.5054468713012599,fresh_selected_holdings_ohlcv,2026-08-13,True,777.6599731445312,702.2683215332031,733.030029296875,649.473754272461,False,False,SPY and QQQ above 200D MA,0.5054468713012599,fresh_selected_holdings_ohlcv,2026-08-13,True,0.0,0.5647415930508864,current_growth_feature_generation,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,True,exact raw pre-signal target captured from expected_returns_model diagnostics
