model,start_date,end_date,observations,total_return,CAGR,volatility,Sharpe,Sortino,Calmar,max_drawdown,hit_rate,window_start,overlay,stress_period
2015-01-01_base_growth_v2_2024_ai_bull_market,2024-01-05,2024-12-26,50,0.44327977176167876,0.45710535003087727,0.31511845182844783,1.371111149681493,3.092917557958817,1.8273654189586377,-0.25014446770661136,0.58,2015-01-01,base_growth_v2,2024_ai_bull_market
2015-01-01_spy_trend_filter_2011_euro_crisis,,,0,,,,,,,,,2015-01-01,spy_trend_filter,2011_euro_crisis
2015-01-01_spy_trend_filter_2018_q4_selloff,2018-10-05,2018-12-26,12,-0.09273495614768767,-0.3450334058134773,0.1645110314425536,-2.4765139530907425,-2.469731858265765,-3.4513352925755068,-0.0999709899399549,0.3333333333333333,2015-01-01,spy_trend_filter,2018_q4_selloff
2015-01-01_spy_trend_filter_covid_crash_2020,2020-02-21,2020-04-27,10,-0.04668576249556744,-0.2207858556845368,0.14401107206161837,-1.6547605913109276,-3.0344424933022087,-2.9782172173196844,-0.0741335636637136,0.7,2015-01-01,spy_trend_filter,covid_crash_2020
2015-01-01_spy_trend_filter_2022_bear_market,2022-01-07,2022-12-29,50,-0.1508709320130781,-0.15447155671289603,0.1410347988741578,-1.1360209741057696,-1.2794906753724196,-0.9005520477018576,-0.1715298489488709,0.46,2015-01-01,spy_trend_filter,2022_bear_market
2015-01-01_spy_trend_filter_2024_ai_bull_market,2024-01-05,2024-12-26,50,0.44327977176167876,0.45710535003087727,0.31511845182844783,1.371111149681493,3.092917557958817,1.8273654189586377,-0.25014446770661136,0.58,2015-01-01,spy_trend_filter,2024_ai_bull_market
2015-01-01_qqq_trend_filter_2011_euro_crisis,,,0,,,,,,,,,2015-01-01,qqq_trend_filter,2011_euro_crisis
2015-01-01_qqq_trend_filter_2018_q4_selloff,2018-10-05,2018-12-26,12,-0.0996415548583035,-0.36643879538720225,0.16506532194150472,-2.6673016288009865,-2.6954589562031424,-3.4303520483039653,-0.10682250399587323,0.3333333333333333,2015-01-01,qqq_trend_filter,2018_q4_selloff
2015-01-01_qqq_trend_filter_covid_crash_2020,2020-02-21,2020-04-27,10,-0.10288205398070105,-0.4324872035418913,0.25926263466769794,-2.0374486253694264,-2.447052637998341,-2.969461804033651,-0.1456449794890139,0.7,2015-01-01,qqq_trend_filter,covid_crash_2020
2015-01-01_qqq_trend_filter_2022_bear_market,2022-01-07,2022-12-29,50,-0.15580676658328807,-0.15951378466130361,0.13970720478793908,-1.1915418111923777,-1.3189933613893845,-0.9110606038821186,-0.17508581095659248,0.46,2015-01-01,qqq_trend_filter,2022_bear_market
2015-01-01_qqq_trend_filter_2024_ai_bull_market,2024-01-05,2024-12-26,50,0.44327977176167876,0.45710535003087727,0.31511845182844783,1.371111149681493,3.092917557958817,1.8273654189586377,-0.25014446770661136,0.58,2015-01-01,qqq_trend_filter,2024_ai_bull_market
2015-01-01_dual_trend_filter_2011_euro_crisis,,,0,,,,,,,,,2015-01-01,dual_trend_filter,2011_euro_crisis
2015-01-01_dual_trend_filter_2018_q4_selloff,2018-10-05,2018-12-26,12,-0.09532785518933329,-0.3531337472250714,0.15977143689934656,-2.6319910259389774,-2.5488001183714677,-3.494343348235874,-0.10105868600558432,0.3333333333333333,2015-01-01,dual_trend_filter,2018_q4_selloff
2015-01-01_dual_trend_filter_covid_crash_2020,2020-02-21,2020-04-27,10,-0.07058548114681718,-0.3174704406042981,0.1784229192547894,-2.0410811090185126,-2.9623779791632487,-3.2308549845977677,-0.0982620520319708,0.7,2015-01-01,dual_trend_filter,covid_crash_2020
2015-01-01_dual_trend_filter_2022_bear_market,2022-01-07,2022-12-29,50,-0.13911991342358498,-0.1424641843326624,0.12649835065322002,-1.169017505637973,-1.2382912882850812,-0.9205653157231019,-0.15475728000979172,0.46,2015-01-01,dual_trend_filter,2022_bear_market
2015-01-01_dual_trend_filter_2024_ai_bull_market,2024-01-05,2024-12-26,50,0.44327977176167876,0.45710535003087727,0.31511845182844783,1.371111149681493,3.092917557958817,1.8273654189586377,-0.25014446770661136,0.58,2015-01-01,dual_trend_filter,2024_ai_bull_market
2015-01-01_realized_volatility_filter_2011_euro_crisis,,,0,,,,,,,,,2015-01-01,realized_volatility_filter,2011_euro_crisis
2015-01-01_realized_volatility_filter_2018_q4_selloff,2018-10-05,2018-12-26,12,-0.09557623572604812,-0.35390563143602594,0.2039871076694341,-2.0286178264661507,-2.46427020888324,-3.2784394517997733,-0.10794941820314585,0.3333333333333333,2015-01-01,realized_volatility_filter,2018_q4_selloff
2015-01-01_realized_volatility_filter_covid_crash_2020,2020-02-21,2020-04-27,10,-0.038055347518437865,-0.18326804266665875,0.1497916570967424,-1.2726656677685566,-2.4274473120533275,-2.4721331824543538,-0.0741335636637136,0.7,2015-01-01,realized_volatility_filter,covid_crash_2020
2015-01-01_realized_volatility_filter_2022_bear_market,2022-01-07,2022-12-29,50,-0.22138005111246772,-0.22642607622303967,0.20414410344275488,-1.1715192597650494,-1.3835094939339825,-0.851792767414193,-0.26582296174033804,0.46,2015-01-01,realized_volatility_filter,2022_bear_market
2015-01-01_realized_volatility_filter_2024_ai_bull_market,2024-01-05,2024-12-26,50,0.4939580433767563,0.5096221554240077,0.308526626948246,1.511230925682418,3.494492079163107,2.2860052437774843,-0.22293131514514297,0.58,2015-01-01,realized_volatility_filter,2024_ai_bull_market
2015-01-01_drawdown_aware_trend_filter_2011_euro_crisis,,,0,,,,,,,,,2015-01-01,drawdown_aware_trend_filter,2011_euro_crisis
2015-01-01_drawdown_aware_trend_filter_2018_q4_selloff,2018-10-05,2018-12-26,12,-0.09981630128084029,-0.36697329974835813,0.20457333175345077,-2.121280904021457,-2.5920234020581217,-3.2906451925190754,-0.1115201664958082,0.3333333333333333,2015-01-01,drawdown_aware_trend_filter,2018_q4_selloff
