model_mode,sample_size,realized_return,volatility,Sharpe,Sortino,Calmar,max_drawdown,average_cash,average_selected_count,turnover,TP_rate,SL_rate,TP_minus_SL,hit_rate_5d,direction_accuracy_5d
baseline,220,0.21245104002946125,0.1410370828283493,1.6356024097625022,1.557438320295157,4.196618010273083,-0.054968212969402686,0.5490909090909091,3.85,0.7011147186147186,0.25769230769230766,0.1757396449704142,0.08195266272189347,0.6045454545454545,0.6136363636363636
regime_gated_full_quant,220,0.2132036555447705,0.14098564565304877,1.6411941605807374,1.5628551285218035,4.209429520662878,-0.05496821296940291,0.5490909090909091,3.85,0.6994047619047621,0.2571005917159763,0.17514792899408285,0.08195266272189347,0.6,0.6090909090909091
