date,ticker,action,entry_date,entry_reference_price,previous_close,current_close,synthetic_units,target_weight,position_value,daily_return_pct,daily_pnl,return_since_entry_pct,unrealized_pnl,realized_pnl_if_sold,cumulative_estimated_costs_attributable,estimated_net_pnl,pnl_availability
2026-07-10,ARM,BUY,2026-07-10,323.3900146484375,,323.3900146484375,44.84171224731139,0.1450136198051905,14501.36198051905,0.0,0.0,0.0,0.0,,62.247854264505314,-62.247854264505314,available
2026-07-10,BABA,BUY,2026-07-10,112.33000183105467,,112.33000183105467,129.09607178970074,0.1450136198051905,14501.36198051905,0.0,0.0,0.0,0.0,,62.247854264505314,-62.247854264505314,available
2026-07-10,SE,BUY,2026-07-10,111.13999938964844,,111.13999938964844,130.47833417452497,0.1450136198051905,14501.36198051905,0.0,0.0,0.0,0.0,,62.247854264505314,-62.247854264505314,available
2026-07-13,ARM,HOLD,2026-07-13,298.989990234375,,298.989990234375,47.94136826239481,0.1450136198051905,14333.989228596,-0.0115418642847409,0.0,0.0,0.0,,62.247854264505314,-62.247854264505314,available
2026-07-13,BABA,HOLD,2026-07-13,112.3499984741211,,112.3499984741211,127.58335045191582,0.1450136198051905,14333.989228596,-0.0115418642847409,0.0,0.0,0.0,,62.247854264505314,-62.247854264505314,available
2026-07-13,SE,HOLD,2026-07-13,110.66000366210938,,110.66000366210938,129.53179788755094,0.1450136198051905,14333.989228596,-0.0115418642847409,0.0,0.0,0.0,,62.247854264505314,-62.247854264505314,available
