model_name,observations,QLIKE,MSE,MAE,forecast_realized_corr,VaR_95_exceedance_rate,Kupiec_LR,Kupiec_p_value,Christoffersen_independence_LR,Christoffersen_independence_p_value,convergence_rate,model_family
grid_egarch,192,-6.147453394596734,2.2215191292075123e-05,0.0011301587016443945,0.20369918520280933,0.052083333333333336,0.01731772531452458,0.8953031940696645,1.105535201244436,0.2930545600792558,,existing_grid
grid_garch,192,-6.13300632079389,2.209731165603251e-05,0.0011636905049103772,0.1973403113268916,0.0625,0.5871636015336517,0.4435180371404326,1.6101458790042216,0.2044712972239744,,existing_grid
mle_egarch_normal,192,-6.082268134061647,2.2236528973014556e-05,0.0011400406849078554,0.19768007151391456,0.057291666666666664,0.20568104760608197,0.6501738235001278,1.3452825168379832,0.24610452975027775,1.0,mle
mle_garch_normal,192,-6.070998715193596,2.215859793690882e-05,0.0011498595683876007,0.204996085330303,0.0625,0.5871636015336517,0.4435180371404326,1.6101458790042216,0.2044712972239744,0.984375,mle
realized_vol_60d,192,-6.070092058567418,2.1929713171382626e-05,0.00114899605955021,0.22540387357967537,0.06770833333333333,1.1466174294689733,0.2842583611478109,1.9005680930136037,0.16801474514008463,,realized_vol
mle_egarch_student_t,192,-6.058789055581438,2.204124349920134e-05,0.0011372126491945328,0.2356673758415546,0.057291666666666664,0.20568104760608197,0.6501738235001278,1.3452825168379832,0.24610452975027775,1.0,mle
mle_garch_student_t,192,-6.021112071548181,2.2337524938168966e-05,0.00113247262309399,0.18675236291158764,0.06770833333333333,1.1466174294689733,0.2842583611478109,1.9005680930136037,0.16801474514008463,0.9947916666666666,mle
