date,gross_daily_return,exposure,cash,fully_invested_equivalent_return,cash_drag_return
2010-04-05,0.0044218062319542,0.6,0.4,0.007369677053257,-0.0029478708213028
2010-04-12,0.0296379526814319,0.6,0.4,0.0493965878023865,-0.019758635120954604
2010-04-19,0.0212847204876635,0.6,0.4,0.03547453414610584,-0.014189813658442338
2010-04-26,-0.0188817343576647,0.6,0.4,-0.031469557262774506,0.012587822905109805
2010-05-03,-0.0121218686054548,0.6,0.4,-0.020203114342424666,0.008081245736969866
2010-05-10,-0.0087263538200542,0.6,0.4,-0.014543923033423669,0.005817569213369468
2010-05-17,-0.0196543479838371,0.6,0.4,-0.0327572466397285,0.013102898655891402
2010-05-24,0.015037893866662,0.4,0.6,0.03759473466665499,-0.022556840799992994
2010-06-01,0.0009618702298615,0.4,0.6,0.00240467557465375,-0.00144280534479225
2010-06-08,0.0219180156703182,0.25,0.75,0.0876720626812728,-0.0657540470109546
2010-06-15,-0.0169389718560266,0.4,0.6,-0.0423474296400665,0.025408457784039898
2010-06-22,-0.0485314292232077,0.6,0.4,-0.08088571537201285,0.032354286148805145
2010-06-29,0.024882304613224,0.4,0.6,0.06220576153306,-0.037323456919836
2010-07-07,0.0096577486279869,0.25,0.75,0.0386309945119476,-0.028973245883960698
2010-07-14,-0.0228680114095328,0.4,0.6,-0.057170028523831996,0.0343020171142992
