date,return,selected_tickers,selected_count,turnover,target_volatility,rolling_vol_used,raw_target_exposure,target_exposure,cash_weight,max_weight,concentration_hhi,raw_target_feature_source,exact_raw_target_available,no_hindsight,cumulative_return,candidate,ticker,selected,weight,expected_daily_return,expected_total_return,target_price,current_price,target_confidence,signal_strength,quality_score,regime,timing_model,target_model,model_mode,gate_decision,gate_reason,realized_return_5d,realized_return_10d,realized_return_20d,regime_confidence,ema_timing_score,trend_persistence_score,quant_target_price,black_litterman_return,covariance_method,realized_portfolio_return_1d,realized_portfolio_return_5d,realized_portfolio_return_10d,realized_portfolio_return_20d,realized_portfolio_return_30d,portfolio_expected_return,portfolio_expected_volatility,portfolio_expected_sharpe
2022-01-03,-0.0908153547360555,"TSLA,AVGO",2.0,0.5,0.22,,1.0,1.0,0.0,0.5,0.5,historical_snapshot_exact_target_formula,True,True,-0.0908153547360556,growth_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,-0.0559141439886667,"TSLA,CCJ,AVGO",3.0,0.3333333333333333,0.22,,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,historical_snapshot_exact_target_formula,True,True,-0.1416516359036287,growth_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-18,-0.0793375818442653,"TSLA,VIST,AVGO,CCJ",4.0,0.2499999999999999,0.22,,1.0,1.0,0.0,0.25,0.25,historical_snapshot_exact_target_formula,True,True,-0.2097509194910158,growth_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-25,0.0890438289035927,"VIST,YPF,AVGO,CCJ",4.0,0.25,0.22,,1.0,1.0,0.0,0.25,0.25,historical_snapshot_exact_target_formula,True,True,-0.1393841155749524,growth_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01,-0.0124803070487188,"VIST,YPF,AVGO,CCJ",4.0,0.075,0.22,0.5212888108311554,0.4220309268661008,0.85,0.15000000000000002,0.2125,0.1806249999999999,historical_snapshot_exact_target_formula,True,True,-0.1501248660635817,growth_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08,0.0305576119359014,"VIST,YPF,AVGO,CCJ",4.0,0.075,0.22,0.4704665088339346,0.4676209589185776,0.7,0.30000000000000004,0.175,0.1224999999999999,historical_snapshot_exact_target_formula,True,True,-0.1241547115267804,growth_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-15,-0.0187478835433919,"VIST,NVDA,AVGO,CCJ",4.0,0.2125,0.22,0.4591815300849763,0.4791133475235529,0.5499999999999999,0.45000000000000007,0.1374999999999999,0.0756249999999999,historical_snapshot_exact_target_formula,True,True,-0.1405749569971049,growth_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-23,0.0542354963505265,"VIST,YPF,AVGO,CCJ",4.0,0.1456272503024016,0.22,0.4251281674739036,0.5174909987903934,0.5174909987903934,0.4825090012096066,0.1293727496975983,0.0669492334572697,historical_snapshot_exact_target_formula,True,True,-0.0939636132137704,growth_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-02,0.0032206213070255,"CCJ,VIST,AVGO,YPF",4.0,0.0058605270549672,0.22,0.4349803746029118,0.505769944680459,0.505769944680459,0.494230055319541,0.1264424861701147,0.0639508092355186,historical_snapshot_exact_target_formula,True,True,-0.0910456131215462,growth_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-09,-0.029934074234003,"CCJ,VIST,AVGO,YPF",4.0,0.0145799082363016,0.22,0.4112689477694815,0.5349297611530622,0.5349297611530622,0.46507023884693777,0.1337324402882655,0.071537462341818,historical_snapshot_exact_target_formula,True,True,-0.1182543212136886,growth_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,0.0652088078554513,"CCJ,VIST,AVGO,YPF",4.0,0.012572527319561,0.22,0.3928046642997619,0.5600748157921843,0.5600748157921843,0.4399251842078157,0.140018703948046,0.0784209498211623,historical_snapshot_exact_target_formula,True,True,-0.0607567366683374,growth_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23,0.0128375835307702,"TSLA,CCJ,AVGO,VIST",4.0,0.1447347074034566,0.22,0.4064959516679686,0.541210801970542,0.541210801970542,0.45878919802945795,0.1353027004926355,0.0732272830423993,historical_snapshot_exact_target_formula,True,True,-0.048699122819604,growth_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30,-0.0285366290729396,"TSLA,NVDA,AVGO,CCJ",4.0,0.14627973448908,0.22,0.3906493670570851,0.5631648699634311,0.5631648699634311,0.43683513003656893,0.1407912174908577,0.079288667690232,historical_snapshot_exact_target_formula,True,True,-0.0758460430884631,growth_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-06,0.0068670776304783,"TSLA,META,AVGO,CCJ",4.0,0.1761692538489364,0.22,0.3470464299066353,0.6339209426795884,0.6339209426795884,0.36607905732041157,0.1584802356698971,0.1004639403919445,historical_snapshot_exact_target_formula,True,True,-0.0694998061238379,growth_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-13,-0.0205614711423652,"TSLA,VIST,AVGO,CCJ",4.0,0.1821123826590935,0.22,0.3229664827725275,0.6811852366579814,0.6811852366579814,0.31881476334201864,0.1702963091644953,0.1160033316601975,historical_snapshot_exact_target_formula,True,True,-0.0886322590081879,growth_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21,-0.0620565390920281,"TSLA,NFLX,AVGO,CCJ",4.0,0.2349739461033335,0.22,0.2714238179836437,0.8105405105356578,0.8105405105356578,0.1894594894643422,0.2026351276339144,0.1642439798048512,historical_snapshot_exact_target_formula,True,True,-0.1451885868542597,growth_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
