paper_history_status,paper_model_mode,paper_cumulative_return,paper_daily_return,paper_volatility,paper_sharpe,paper_sortino,paper_calmar,paper_max_drawdown,paper_cash,paper_turnover,number_of_trades,trade_win_rate,current_holdings,expected_model_mode,expected_sharpe,expected_return,expected_volatility,expected_max_drawdown,expected_cash,expected_turnover,governed_classification,paper_sharpe_vs_expected,paper_drawdown_vs_expected,paper_return_vs_expected,paper_turnover_vs_expected,drift_flags,governance_status,promotion_status
ok,regime_gated_full_quant,-0.999999219847876,-0.4818210344495484,4.670760610322304,-0.2140978918487101,-0.22740848692670532,-1.0000007717222983,-0.9999992282782972,0.465550822870594,0.3637023840086681,132,,"ADAM, AMGN, ANIK, ASRV, CASH",regime_gated_full_quant,1.747677652164038,0.0917937011828036,0.1315930409842967,-0.0422817312896927,0.5359999999999999,0.713857142857143,eligible for paper trading only,-1.961775544012748,-0.9577174969886045,-1.0917929210306796,-0.35015475884847486,"drawdown_worse_than_expected, underperforming_expected_return, volatility_higher_than_expected, selected_tickers_diverge_from_model",trial_budget_warning,blocked
