date,gross_return,total_cost,cost_return_drag,net_return,net_equity,gross_equity,scenario
2008-12-31,-0.0152752787995948,126.99762907583644,0.0012699762907583644,-0.016545255090353164,0.9834547449096468,0.9847247212004052,impact_Y_0.5
2009-01-08,-0.0181874529073417,129.99647779187225,0.0012999647779187225,-0.019487417685260425,0.9642897515210412,0.9668150867068777,impact_Y_0.5
2009-01-15,-0.0020912654248463,55.06360098631285,0.0005506360098631285,-0.0026419014347094285,0.9617421930430222,0.9647932197438278,impact_Y_0.5
2009-01-23,0.0130979589518689,0.0,0.0,0.0130979589518689,0.9743390528097802,0.9774300417330739,impact_Y_0.5
2009-01-30,0.0122206010226717,0.0,0.0,0.0122206010226717,0.9862460616349764,0.9893748243006673,impact_Y_0.5
2009-02-06,-0.0176382044105967,59.471833436067456,0.0005947183343606746,-0.018232922744957376,0.9682639133856674,0.9719240289109539,impact_Y_0.5
2009-02-13,0.0243696662295381,159.048842744135,0.0015904884274413498,0.022779177802096748,0.9903201692280335,0.9956094930959817,impact_Y_0.5
2009-02-23,-0.0064732504528787,0.0,0.0,-0.0064732504528787,0.9839095787440831,0.9891646634939077,impact_Y_0.5
2009-03-02,0.0112085626544352,114.7428584418231,0.001147428584418231,0.010061134070016969,0.9938088249286012,1.0002517776002324,impact_Y_0.5
2009-03-09,0.0111088853080752,218.6084895849015,0.002186084895849015,0.008922800412226185,1.002676382721348,1.0113634598767918,impact_Y_0.5
2009-03-16,0.0072303200657822,139.1325904357861,0.001391325904357861,0.005838994161424339,1.008531004265856,1.0186759413945379,impact_Y_0.5
2009-03-23,-0.0069316504445668,102.19969487825612,0.0010219969487825613,-0.007953647393349361,1.0005095042726648,1.011614835852501,impact_Y_0.5
2009-03-30,0.0065259698061286,121.24678124887006,0.0012124678124887007,0.0053135019936398995,1.0058257135182733,1.0182166037267062,impact_Y_0.5
2009-04-06,0.0142413583769294,93.14963046109247,0.0009314963046109247,0.013309862072318475,1.019213115033993,1.0327173912857182,impact_Y_0.5
2009-04-14,0.0126338824948372,0.0,0.0,0.0126338824948372,1.0320897337665293,1.0457646214575966,impact_Y_0.5
2009-04-21,0.0031888845550771,130.44540662945093,0.0013044540662945092,0.0018844304887825909,1.0340346351279985,1.0490994441072088,impact_Y_0.5
2009-04-28,0.0376836961340653,0.0,0.0,0.0376836961340653,1.0730008821102612,1.0886333887733617,impact_Y_0.5
2009-05-05,-0.059576256044096,56.39970550391428,0.0005639970550391427,-0.06014025309913514,1.0084703374845547,1.023776687265648,impact_Y_0.5
2009-05-12,0.008774555207399,43.78064812671019,0.0004378064812671019,0.008336748726131899,1.016877701285921,1.0327598723281084,impact_Y_0.5
2009-05-19,-0.019395139147033,0.0,0.0,-0.019395139147033,0.9971552167739655,1.0127293508988326,impact_Y_0.5
2009-05-27,0.0261113516469262,0.0,0.0,0.0261113516469262,1.0231922872857175,1.0391730831033155,impact_Y_0.5
2009-06-03,0.0150781115714093,458.5469164390134,0.0045854691643901335,0.010492642407019167,1.0339282780698265,1.0548418507923527,impact_Y_0.5
2009-06-10,-0.0653655711311343,0.0,0.0,-0.0653655711311343,0.966344965665162,0.9858915107622879,impact_Y_0.5
2009-06-17,-0.0104932927978886,536.5480786092525,0.005365480786092524,-0.015858773583981123,0.9510199196506582,0.9755462624729064,impact_Y_0.5
2009-06-24,-0.0073527059721916,555.8666038610589,0.005558666038610589,-0.01291137201080219,0.9387409476783654,0.9683733576426726,impact_Y_0.5
2009-07-01,-0.0431661515777054,0.0,0.0,-0.0431661515777054,0.8982191136386822,0.9265724065028574,impact_Y_0.5
2009-07-09,0.032520679792189,623.5201886529557,0.0062352018865295565,0.02628547790565944,0.9218292323046727,0.956705171039015,impact_Y_0.5
2009-07-16,0.032846055462156,489.15478164261833,0.004891547816426183,0.027954507645729817,0.9475985146271908,0.9881291621478938,impact_Y_0.5
2009-07-23,0.0041602366025208,319.0318790683512,0.003190318790683512,0.0009699178118372882,0.9485176073049982,0.9922400132562798,impact_Y_0.5
2009-07-30,0.0192251823899743,161.73939549818206,0.0016173939549818206,0.01760778843499248,0.96521890466129,1.0113160084857622,impact_Y_0.5
2009-08-06,-0.0048294248954703,0.0,0.0,-0.0048294248954703,0.9605574524535402,1.0064319337771934,impact_Y_0.5
2009-08-13,0.0408574155252868,120.24373517264053,0.0012024373517264054,0.039654978173560396,0.9986483372650361,1.047552141493446,impact_Y_0.5
2009-08-20,-0.0193170624258641,90.48968055172273,0.0009048968055172272,-0.02022195923138133,0.9784537113023758,1.0273165113818696,impact_Y_0.5
2009-08-27,-0.0096602542754356,0.0,0.0,-0.0096602542754356,0.9690015996544512,1.0173923726605674,impact_Y_0.5
2009-09-03,0.0161312836008107,236.4559261341272,0.002364559261341272,0.013766724339469428,0.982341577561399,1.0338042175572566,impact_Y_0.5
2009-09-11,0.0034015333850357,304.5171117654413,0.0030451711176544133,0.00035636226738128664,0.9826916470333216,1.0373207371168682,impact_Y_0.5
2009-09-18,0.0171654707467512,192.98487184232917,0.0019298487184232916,0.01523562202832791,0.9976635655379162,1.0551268358848462,impact_Y_0.5
2009-09-25,-0.0056695149469962,0.0,0.0,-0.0056695149469962,0.9920072970410255,1.0491447785178203,impact_Y_0.5
2009-10-02,0.0132368370011745,0.0,0.0,0.0132368370011745,1.0051383359359332,1.063032136941694,impact_Y_0.5
2009-10-09,-0.0123983795583268,194.87278737896304,0.0019487278737896304,-0.01434710743211643,0.9907175082461216,1.0498522610251917,impact_Y_0.5
2009-10-16,-0.0209216092559243,171.76269508035986,0.0017176269508035987,-0.0226392362067279,0.9682884205627967,1.027887662243574,impact_Y_0.5
2009-10-23,-0.0444350543368196,67.837749292639,0.00067837749292639,-0.04511343182974599,0.9246056069102045,0.9822134181196343,impact_Y_0.5
2009-10-30,0.0583040400012195,195.48772361735763,0.001954877236173576,0.056349162765045924,0.9767063587474617,1.039480428539416,impact_Y_0.5
2009-11-06,0.0095994875252223,0.0,0.0,0.0095994875252223,0.9860822392540632,1.0494589079458927,impact_Y_0.5
2009-11-13,0.0145936332221394,324.2987853773948,0.003242987853773948,0.011350645368365452,0.9972749090558798,1.0647743263301621,impact_Y_0.5
2009-11-20,0.0112783961835382,0.0,0.0,0.0112783961835382,1.0085225705841139,1.0767832730285736,impact_Y_0.5
2009-11-30,0.0136895709810135,0.0,0.0,0.0136895709810135,1.0223288119000793,1.0915239740758662,impact_Y_0.5
2009-12-07,0.0065694468895973,0.0,0.0,0.0065694468895973,1.029044946733562,1.09869468285228,impact_Y_0.5
2009-12-14,0.0108662918143008,58.02998309828996,0.0005802998309828996,0.0102859919833179,1.0396296948061372,1.1106334198909733,impact_Y_0.5
2009-12-21,0.0095202638998132,0.0,0.0,0.0095202638998132,1.049527243858774,1.1212069431442875,impact_Y_0.5
2009-12-29,0.0044074453394692,73.53921195710822,0.0007353921195710822,0.003672053219898118,1.0533811637539563,1.1261486014604292,impact_Y_0.5
2010-01-06,-0.0116416035029028,207.1014299404201,0.002071014299404201,-0.013712617802307,1.0389365504552488,1.1130384259568784,impact_Y_0.5
2010-01-13,-0.0310509288299101,120.38456440682906,0.0012038456440682905,-0.03225477447397839,1.0054258863275416,1.0784775490075362,impact_Y_0.5
2010-01-21,0.0125155440288851,0.0,0.0,0.0125155440288851,1.0180093382756548,1.0919752822563042,impact_Y_0.5
2010-01-28,-0.0105714742297558,168.26237868965754,0.0016826237868965753,-0.012254098016652375,1.0055345520625576,1.0804314937004014,impact_Y_0.5
2010-02-04,0.0516643090383989,118.50329113104237,0.0011850329113104238,0.050479276127088475,1.0562932083714516,1.1362512402857576,impact_Y_0.5
2010-02-11,0.0271354037568698,0.0,0.0,0.0271354037568698,1.0849561510662504,1.1670838764601559,impact_Y_0.5
2010-02-19,-0.0098131853572311,0.0,0.0,-0.0098131853572311,1.0743092752513692,1.1556310660530167,impact_Y_0.5
2010-02-26,0.0140852788761265,0.0,0.0,0.0140852788761265,1.0894412209924942,1.1719084518962888,impact_Y_0.5
2010-03-05,0.0013801678497606,0.0,0.0,0.0013801678497606,1.090944832739912,1.173525882264459,impact_Y_0.5
2010-03-12,0.0211668041406389,40.508438940708565,0.0004050843894070857,0.020761719751231814,1.1135947236213124,1.1983656747683213,impact_Y_0.5
2010-03-19,0.0108583996773983,0.0,0.0,0.0108583996773983,1.1256865802090346,1.2113780082246308,impact_Y_0.5
2010-03-26,0.0020171896889912,136.75244072692473,0.0013675244072692474,0.0006496652817219526,1.1264178996982968,1.2138215874522922,impact_Y_0.5
2010-04-05,0.0044218062319542,115.45980844421932,0.0011545980844421932,0.0032672081475120067,1.1300981414376945,1.2191888713121692,impact_Y_0.5
2010-04-12,0.0296379526814319,144.50156313592834,0.0014450156313592834,0.028192937050072614,1.1619589271996515,1.2553231333898476,impact_Y_0.5
2010-04-19,0.0212847204876635,0.0,0.0,0.0212847204876635,1.1866908981832414,1.2820423354057482,impact_Y_0.5
2010-04-26,-0.0188817343576647,207.00857819621552,0.0020700857819621553,-0.020951820139626855,1.1618275639231739,1.2578351525933367,impact_Y_0.5
2010-05-03,-0.0121218686054548,0.0,0.0,-0.0121218686054548,1.1477440428511014,1.242587840146278,impact_Y_0.5
2010-05-10,-0.0087263538200542,141.38876423774104,0.0014138876423774103,-0.010140241462431612,1.1361056411195238,1.2317445790006647,impact_Y_0.5
2010-05-17,-0.0196543479838371,102.78022945399266,0.0010278022945399267,-0.020682150278377026,1.112608533517778,1.2075354424177807,impact_Y_0.5
2010-05-24,0.015037893866662,290.8261572489486,0.002908261572489486,0.012129632294172514,1.126104065916707,1.225694232241092,impact_Y_0.5
2010-06-01,0.0009618702298615,0.0,0.0,0.0009618702298615,1.1271872318934382,1.2268731910339976,impact_Y_0.5
2010-06-08,0.0219180156703182,92.40911112158238,0.0009240911112158238,0.020993924559102376,1.1508513156037925,1.253763816860574,impact_Y_0.5
2010-06-15,-0.0169389718560266,153.71296233923388,0.0015371296233923388,-0.01847610147941894,1.129588069908974,1.2325263468526684,impact_Y_0.5
