candidate,realized_return,annualized_volatility,Sharpe,Sortino,Calmar,max_drawdown,worst_drawdown_period,average_cash,average_selected_count,turnover,trades_kept,sample_reduction,TP_rate,SL_rate,TP_minus_SL,hit_rate,direction_accuracy
baseline,10.907263879026127,0.12907377336010256,1.1689402762904781,1.711172309994191,0.3416736252171116,-0.4415896374721303,2022-06-10 00:00:00,0.5490909090909092,3.6363636363636362,0.2873911895424265,847,0.0,,,,0.5950413223140496,0.5950413223140496
regime_gated_full_quant,11.159326725407642,0.12956259317878813,1.174350403192628,1.7250673479093777,0.3445549230031352,-0.4415896374721303,2022-06-10 00:00:00,0.5490909090909092,3.6363636363636362,0.28680538074039785,847,0.0,0.27744982290436837,0.1806375442739079,0.09681227863046046,0.5962219598583235,0.5962219598583235
candidate_meta_filtered,4.190415896216723,0.10646506505850378,0.9424579679946335,1.084865192877089,0.22722192814994785,-0.4415896374721303,2022-06-10 00:00:00,0.6867125927344694,2.481818181818182,0.20955967279543508,582,0.31286894923258557,0.2697594501718213,0.1718213058419244,0.09793814432989689,0.5962199312714777,0.5962199312714777
