date,ticker,selected,horizon,current_price,take_profit_price,stop_loss_price,vertical_barrier_date,first_touch_date,first_touch_type,label,realized_return_at_barrier,max_favorable_excursion,max_adverse_excursion,time_to_first_touch,daily_volatility,volatility_horizon
2025-01-02,AAPL,False,5,243.85000610351562,249.74984380113526,237.950168405896,2025-01-10,2025-01-10,stop_loss,-1,-0.02870617110843321,0.004715988795161996,-0.02870617110843321,5,0.010820125337616823,0.02419453577997908
2025-01-02,AAPL,False,10,243.85000610351562,252.19363659128933,235.5063756157419,2025-01-17,2025-01-13,stop_loss,-1,-0.03875338105597448,0.004715988795161996,-0.06393279149667785,6,0.010820125337616823,0.034216240635367524
2025-01-02,AAPL,False,20,243.85000610351562,255.6496814987549,232.05033070827636,2025-02-03,2025-01-16,stop_loss,-1,-0.06393279149667785,0.004715988795161996,-0.08697972599132697,9,0.010820125337616823,0.04838907155995816
2025-01-02,MSFT,False,5,418.5799865722656,431.1384002140719,406.02157293045934,2025-01-10,2025-01-10,vertical_timeout,0,0.0008840022137601711,0.022146351542418063,0.0008840022137601711,5,0.013417491276922964,0.030002422582710204
2025-01-02,MSFT,False,10,418.5799865722656,436.34026546639933,400.81970767813186,2025-01-17,2025-01-17,vertical_timeout,0,0.024965389034975027,0.024965389034975027,-0.006952012131207996,10,0.013417491276922964,0.04242983292051759
2025-01-02,MSFT,False,20,418.5799865722656,443.6968138558782,393.46315928865306,2025-02-03,2025-01-22,take_profit,1,0.06598506025322637,0.06837408990605076,-0.018299902982124028,12,0.013417491276922964,0.06000484516542041
2025-01-02,NVDA,False,5,138.30999755859375,145.3907887079651,131.22920640922237,2025-01-10,2025-01-06,take_profit,1,0.08039906957902021,0.08039906957902021,-0.01735228066552197,2,0.022895135021263644,0.0511950782615816
2025-01-02,NVDA,False,10,138.30999755859375,148.3237484343661,128.2962466828214,2025-01-17,2025-01-06,take_profit,1,0.08039906957902021,0.08039906957902021,-0.04735740848367065,2,0.022895135021263644,0.07240077400428072
2025-01-02,NVDA,False,20,138.30999755859375,152.4715798573365,124.14841525985102,2025-02-03,2025-01-27,stop_loss,-1,-0.14380738732369813,0.08039906957902021,-0.1565323857902069,15,0.022895135021263644,0.1023901565231632
2025-01-02,AMZN,False,5,220.22000122070312,229.26150842585054,211.1784940155557,2025-01-10,2025-01-10,vertical_timeout,0,-0.0058123638734071115,0.0335573487816041,-0.0058123638734071115,5,0.01836111580936918,0.04105670309249556
2025-01-02,AMZN,False,10,220.22000122070312,233.00662333451666,207.4333791068896,2025-01-17,2025-01-17,vertical_timeout,0,0.02597403137315668,0.0335573487816041,-0.0111706779594547,10,0.01836111580936918,0.058062946339732614
2025-01-02,AMZN,False,20,220.22000122070312,238.30301563099795,202.1369868104083,2025-02-03,2025-02-03,vertical_timeout,0,0.07810370017664492,0.08141854770862489,-0.0111706779594547,20,0.01836111580936918,0.08211340618499112
2025-01-02,GOOGL,False,5,189.42999267578125,197.37762435588087,181.48236099568163,2025-01-10,2025-01-10,vertical_timeout,0,0.013778180389938166,0.03927573630929815,0.01245843161906679,5,0.01876307383620114,0.041955508564593506
2025-01-02,GOOGL,False,10,189.42999267578125,200.66964118652422,178.1903441650383,2025-01-17,2025-01-17,vertical_timeout,0,0.03468303636300951,0.03927573630929815,0.001214226865973611,10,0.01876307383620114,0.059334049228308684
2025-01-02,GOOGL,False,20,189.42999267578125,205.32525603598052,173.53472931558198,2025-02-03,2025-02-03,vertical_timeout,0,0.06229215809533439,0.07702059948685736,0.001214226865973611,20,0.01876307383620114,0.08391101712918701
2025-01-02,META,False,5,599.239990234375,621.541482988353,576.938497480397,2025-01-10,2025-01-06,take_profit,1,0.05166548040384811,0.05166548040384811,0.008994751245372301,2,0.01664363347249559,0.03721629583709102
2025-01-02,META,False,10,599.239990234375,630.779063748216,567.700916720534,2025-01-17,2025-01-17,vertical_timeout,0,0.02257864881745153,0.05166548040384811,-0.008327198310685735,10,0.01664363347249559,0.05263179031410347
2025-01-02,META,False,20,599.239990234375,643.842975742331,554.6370047264189,2025-02-03,2025-01-24,take_profit,1,0.08051865827767668,0.1639076719493726,-0.008327198310685735,14,0.01664363347249559,0.07443259167418204
2025-01-02,TSLA,False,5,379.2799987792969,422.4994389361954,336.06055862239833,2025-01-10,2025-01-10,vertical_timeout,0,0.04076142033546648,0.08376394514849927,0.039759509124657644,5,0.05096056024643951,0.11395127688251218
2025-01-02,TSLA,False,10,379.2799987792969,440.4015172073552,318.1584803512386,2025-01-17,2025-01-17,vertical_timeout,0,0.12449905445232945,0.12903396593260497,0.039759509124657644,10,0.05096056024643951,0.16115144121698047
2025-01-02,TSLA,False,20,379.2799987792969,465.71887909309396,292.8411184654998,2025-02-03,2025-02-03,vertical_timeout,0,0.011600912019209098,0.12903396593260497,0.011600912019209098,20,0.05096056024643951,0.22790255376502436
2025-01-02,SPY,False,5,584.6400146484375,594.8850010219302,574.3950282749448,2025-01-10,2025-01-06,take_profit,1,0.01833601948982455,0.01833601948982455,-0.007098426912427569,2,0.007836783451596021,0.017523580522714136
2025-01-02,SPY,False,10,584.6400146484375,599.1286133241584,570.1514159727167,2025-01-17,2025-01-17,vertical_timeout,0,0.022133282220149653,0.022133282220149653,-0.007098426912427569,10,0.007836783451596021,0.024782085236559344
2025-01-02,SPY,False,20,584.6400146484375,605.1299873954229,564.1500419014521,2025-02-03,2025-01-22,take_profit,1,0.03728788185337906,0.04294948125755971,-0.007098426912427569,12,0.007836783451596021,0.03504716104542827
2025-01-02,QQQ,False,5,510.2300109863281,522.5241054297306,497.9359165429256,2025-01-10,2025-01-06,take_profit,1,0.0280461100540772,0.0280461100540772,-0.005958113947561072,2,0.010775701274062093,0.02409520055403393
2025-01-02,QQQ,False,10,510.2300109863281,527.6164860852837,492.8435358873726,2025-01-17,2025-01-17,vertical_timeout,0,0.022558412873042943,0.0280461100540772,-0.010093534882644306,10,0.010775701274062093,0.034075759411614504
2025-01-02,QQQ,False,20,510.2300109863281,534.8181998731332,485.6418220995231,2025-02-03,2025-02-03,vertical_timeout,0,0.015443964869885862,0.04392137502611515,-0.010093534882644306,20,0.010775701274062093,0.04819040110806786
2025-01-02,AVGO,False,5,231.97999572753906,254.36572543492662,209.5942660201515,2025-01-10,2025-01-10,vertical_timeout,0,-0.03306318781880546,0.019096508389341293,-0.03306318781880546,5,0.043155456740714776,0.09649853487228977
2025-01-02,AVGO,False,10,231.97999572753906,263.6381982833449,200.32179317173328,2025-01-17,2025-01-17,vertical_timeout,0,0.023536541143314604,0.023536541143314604,-0.03306318781880546,10,0.043155456740714776,0.13646953676552526
2025-01-02,AVGO,False,20,231.97999572753906,276.75145514231417,187.20853631276395,2025-02-03,2025-02-03,vertical_timeout,0,-0.061427710416619985,0.05483231940241429,-0.1286748486700786,20,0.043155456740714776,0.19299706974457953
2025-01-02,AMD,False,5,120.62999725341797,127.43964827755775,113.8203462292782,2025-01-10,2025-01-06,take_profit,1,0.07394517119652089,0.07394517119652089,-0.03805020676779114,2,0.025245532520471233,0.05645072684395528
2025-01-02,AMD,False,10,120.62999725341797,130.26029808678427,110.99969642005166,2025-01-17,2025-01-17,vertical_timeout,0,0.006880559147415255,0.07394517119652089,-0.03805020676779114,10,0.025245532520471233,0.07983338350854051
