variant,start_date,end_date,observations,total_return,CAGR,volatility,Sharpe,Sortino,Calmar,max_drawdown,hit_rate,time_in_defensive_mode,average_cash,average_exposure,turnover,TP_rate,SL_rate,TP_minus_SL,return_vs_SPY,Sharpe_vs_SPY,DD_vs_SPY,volatility_stop_threshold,uses_hindsight
soft_exit_rule+drawdown_guard,2022-01-03,2026-05-15,220,1.0564596071046766,0.17975971883663044,0.19953061368259065,0.9571552628816242,1.4866656122236197,1.1438467050994316,-0.1571536798027533,0.5772727272727273,0.9454545454545454,0.5675,0.43250000000000005,0.37113636363636365,0.28052805280528054,0.13696369636963696,0.14356435643564358,0.5091401117374448,0.23133909128457075,0.07689072294142285,0.029353069367358323,False
turnover_penalty_overlay+drawdown_guard,2022-01-03,2026-05-15,220,1.0900101977386587,0.18414538054477259,0.1977459269809676,0.9832319732772958,1.6024348257673005,1.1054008476269188,-0.16658697244542287,0.5818181818181818,0.9454545454545454,0.5665909090909091,0.43340909090909097,0.3892424242424243,0.27843803056027167,0.14091680814940577,0.1375212224108659,0.5426907023714269,0.25741580168024236,0.06745743029875328,0.029353069367358323,False
winner_retention_rule+drawdown_guard,2022-01-03,2026-05-15,220,0.9593467136727827,0.1667466255139034,0.20111842760416454,0.8937669516875828,1.4262921712011796,1.0012074265667001,-0.16654553401157257,0.5772727272727273,0.95,0.5724999999999999,0.42750000000000005,0.4329545454545455,0.2742857142857143,0.14285714285714285,0.13142857142857145,0.4120272183055509,0.16795078009052933,0.06749886873260358,0.029353069367358323,False
