test,model,start_date,end_date,observations,total_return,CAGR,volatility,Sharpe,Sortino,Calmar,max_drawdown,recovery_time,underwater_duration,hit_rate,average_winner,average_loser,removed,base_total_return,base_Sharpe,base_max_drawdown
remove_best_year,remove_best_year,2022-01-03,2026-05-15,170,1.6879689030434126,0.2544699599152973,0.31448979592018605,1.1245484710371922,1.833918931021095,1.0504198391474435,-0.24225547769721656,28.0,137.0,0.5764705882352941,0.03606236226069635,-0.0330816029029383,2023,3.465196671873832,1.327123316943002,-0.24225547769721656
remove_best_ticker,remove_best_ticker,2022-01-03,2026-05-15,220,2.1768375669805238,0.3034657050363587,0.23092339554603467,1.3057218380440192,2.00689983641398,1.4487352059406298,-0.20946940737822795,23.0,170.0,0.5818181818181818,0.026645808419087223,-0.02325391737851902,AMD,3.465196671873832,1.327123316943002,-0.24225547769721656
remove_best_10_trades,remove_best_10_trades,2022-01-03,2026-05-15,220,1.7418998645979809,0.26019682900773566,0.28200509098852267,0.9915815968199174,1.5141255197934091,1.0490931712158675,-0.24802070602192117,11.0,178.0,0.5727272727272728,0.03176744492886744,-0.03003928049298512,top10,3.465196671873832,1.327123316943002,-0.24225547769721656
high_volatility_periods,high_volatility_periods,2022-01-25,2026-04-17,55,0.5598819550755392,0.11098335947769544,0.3475230926464401,1.3905419679675244,2.5246082479257357,0.38202024564903103,-0.2905169575218217,,41.0,0.509090909090909,0.046800135611537085,-0.02966770507379871,,3.465196671873832,1.327123316943002,-0.24225547769721656
bear_market_proxy_drawdown_periods,bear_market_proxy,2022-01-10,2026-03-19,114,-0.4776287710362751,-0.14369116368786006,0.30128378803706396,-0.8315322643811851,-1.2843060062840943,-0.29481481150332994,-0.48739465617465105,,112.0,0.4649122807017544,0.03125825863531637,-0.03613181554230217,,3.465196671873832,1.327123316943002,-0.24225547769721656
sideways_proxy_low_abs_return,sideways_proxy,2022-02-01,2026-05-08,110,0.1952420508783117,0.042725612653343736,0.09943675157958727,0.7947073677254618,1.7251022851093725,0.29072463870351,-0.14696247570855747,22.0,85.0,0.5363636363636364,0.01371520753842088,-0.012133454058620019,,3.465196671873832,1.327123316943002,-0.24225547769721656
