drift_type,live_value,expected_value,difference,drift_classification
return_drift,-0.4048596304836557,0.2855801774223885,-0.6904398079060442,critical drift
Sharpe_drift,-4.0488085141104735,1.072926911016683,-5.121735425127157,critical drift
exposure_drift,0.4672573733751239,0.5159103096665426,-0.0486529362914187,normal
turnover_drift,0.11621288898324483,0.0933856101878027,0.022827278795442135,normal
concentration_drift,0.1177272006650303,0.25,-0.13227279933496972,mild drift
