model,realized_return,annualized_volatility,Sharpe,Sortino,Calmar,max_drawdown,average_cash,average_exposure,average_selected_count,turnover,direction_accuracy,sample_size,best_period_date,best_period_return,worst_period_date,worst_period_return,worst_drawdown_start,worst_drawdown_end,worst_drawdown_value,TP_rate,SL_rate,TP_minus_SL,hit_rate
baseline + old regime gate,0.2132036555447685,0.14066485878539475,1.6449369115316776,2.1250024277331034,4.507917192191601,-0.05496821296940235,0.5490909090909091,0.4509090909090909,3.85,0.6994047619047621,0.5681818181818182,847,2022-11-09,0.0342129924107588,2022-06-10,-0.0407339645948086,2022-11-09,2023-01-17,-0.05496821296940235,0.27744982290436837,0.1806375442739079,0.09681227863046046,0.5962219598583235
