date,ticker,selected,horizon,current_price,take_profit_price,stop_loss_price,vertical_barrier_date,first_touch_date,first_touch_type,label,realized_return_at_barrier,max_favorable_excursion,max_adverse_excursion,time_to_first_touch,daily_volatility,volatility_horizon
2024-01-02,AAPL,False,5,185.63999938964844,190.13351313701287,181.146485642284,2024-01-09,2024-01-09,vertical_timeout,0,-0.002693385055181574,-0.0004309514722997676,-0.024025030858278895,5,0.010825040109860023,0.024205525544808804
2024-01-02,AAPL,False,10,185.63999938964844,191.99478747388116,179.28521130541571,2024-01-17,2024-01-17,vertical_timeout,0,-0.015944875692734173,0.002962739999817554,-0.024025030858278895,10,0.010825040109860023,0.034231782509837015
2024-01-02,AAPL,False,20,185.63999938964844,194.6270268843773,176.65297189491957,2024-01-31,2024-01-23,take_profit,1,0.051389750686805735,0.051389750686805735,-0.024025030858278895,14,0.010825040109860023,0.04841105108961761
2024-01-02,MSFT,False,5,370.8699951171875,381.05727753042515,360.6827127039498,2024-01-09,2024-01-09,vertical_timeout,0,0.013266140406370086,0.013266140406370086,-0.008412638278277651,5,0.012284334824546666,0.0274686077260543
2024-01-02,MSFT,False,10,370.8699951171875,385.2769880697131,356.4630021646618,2024-01-17,2024-01-12,take_profit,1,0.047455998962532275,0.05230941880416706,-0.008412638278277651,8,0.012284334824546666,0.038846477585692374
2024-01-02,MSFT,False,20,370.8699951171875,391.2445599436629,350.4954302907121,2024-01-31,2024-01-18,take_profit,1,0.062016340773894285,0.10475370511232596,-0.008412638278277651,11,0.012284334824546666,0.0549372154521086
2024-01-02,NVDA,False,5,48.167999267578125,50.44688548458038,45.88911305057587,2024-01-09,2024-01-08,take_profit,1,0.08480732325584195,0.10322206024066616,-0.012435621834944843,4,0.021158215295167208,0.047311207682569655
2024-01-02,NVDA,False,10,48.167999267578125,51.39083106276782,44.94516747238843,2024-01-17,2024-01-08,take_profit,1,0.08480732325584195,0.17052816863483766,-0.012435621834944843,4,0.021158215295167208,0.06690815155694017
2024-01-02,NVDA,False,20,48.167999267578125,52.72577170158263,43.61022683357363,2024-01-31,2024-01-09,take_profit,1,0.10322206024066616,0.3032303441083801,-0.012435621834944843,5,0.021158215295167208,0.09462241536513931
2024-01-02,AMZN,False,5,149.92999267578125,155.9861722201262,143.87381313143626,2024-01-09,2024-01-09,vertical_timeout,0,0.00960449884447212,0.00960449884447212,-0.0357499207190205,5,0.018064469828106087,0.040393382513139155
