test_start,test_end,number_of_test_dates,average_cash,average_selected_count,realized_return,realized_volatility,realized_sharpe,max_drawdown,Sortino,Calmar,average_turnover,worst_drawdown_period,hit_rate_5d,direction_accuracy_5d,MAE_5d,RMSE_5d,hit_rate_10d,direction_accuracy_10d,MAE_10d,RMSE_10d,hit_rate_20d,direction_accuracy_20d,MAE_20d,RMSE_20d
2022-06-21,2022-11-03,20,0.59,3.6,0.011851387524069779,0.1396028762324403,1.1301694412793444,-0.04090187471953244,0.9972460737495588,3.857400320021568,0.5707142857142857,2022-10-13,0.65,0.65,0.01851319871765404,0.025264197734222806,0.7,0.7,0.023064723712863975,0.02901436844574799,0.85,0.85,0.03848091505577484,0.04597619724506508
