date,variant,ticker,weight_proxy,is_new_position,is_retained_position,realized_return_5d,realized_return_20d,exposure_multiplier,cash_weight,defensive_mode,guard_reason,guarded_weight_proxy
2022-01-03,winner_retention_rule+drawdown_guard,AVGO,0.5,True,False,-0.0635590598311439,-0.1064343197150122,1.0,0.0,normal,recovery_reenable,0.5
2022-01-03,winner_retention_rule+drawdown_guard,TSLA,0.5,True,False,-0.1180716496409673,-0.2238160575856306,1.0,0.0,normal,recovery_reenable,0.5
2022-01-03,soft_exit_rule+drawdown_guard,AVGO,0.5,True,False,-0.0635590598311439,-0.1064343197150122,1.0,0.0,normal,recovery_reenable,0.5
2022-01-03,soft_exit_rule+drawdown_guard,TSLA,0.5,True,False,-0.1180716496409673,-0.2238160575856306,1.0,0.0,normal,recovery_reenable,0.5
2022-01-03,turnover_penalty_overlay+drawdown_guard,AVGO,0.5,True,False,-0.0635590598311439,-0.1064343197150122,1.0,0.0,normal,recovery_reenable,0.5
2022-01-03,turnover_penalty_overlay+drawdown_guard,TSLA,0.5,True,False,-0.1180716496409673,-0.2238160575856306,1.0,0.0,normal,recovery_reenable,0.5
2022-01-10,winner_retention_rule+drawdown_guard,CCJ,0.5,True,False,-0.0718279602707073,-0.1466666601037466,0.5,0.5,reduced_exposure,dd_below_minus_8,0.25
2022-01-10,winner_retention_rule+drawdown_guard,TSLA,0.5,False,True,-0.0260934638760728,-0.1286432212109686,0.5,0.5,reduced_exposure,dd_below_minus_8,0.25
2022-01-10,soft_exit_rule+drawdown_guard,CCJ,0.3333333333333333,True,False,-0.0718279602707073,-0.1466666601037466,0.5,0.5,reduced_exposure,dd_below_minus_8,0.16666666666666666
2022-01-10,soft_exit_rule+drawdown_guard,TSLA,0.3333333333333333,False,True,-0.0260934638760728,-0.1286432212109686,0.5,0.5,reduced_exposure,dd_below_minus_8,0.16666666666666666
2022-01-10,soft_exit_rule+drawdown_guard,AVGO,0.3333333333333333,False,True,-0.0698210078192203,-0.0337111490107955,0.5,0.5,reduced_exposure,dd_below_minus_8,0.16666666666666666
2022-01-10,turnover_penalty_overlay+drawdown_guard,CCJ,0.3333333333333333,True,False,-0.0718279602707073,-0.1466666601037466,0.5,0.5,reduced_exposure,dd_below_minus_8,0.16666666666666666
2022-01-10,turnover_penalty_overlay+drawdown_guard,TSLA,0.3333333333333333,False,True,-0.0260934638760728,-0.1286432212109686,0.5,0.5,reduced_exposure,dd_below_minus_8,0.16666666666666666
2022-01-10,turnover_penalty_overlay+drawdown_guard,AVGO,0.3333333333333333,False,True,-0.0698210078192203,-0.0337111490107955,0.5,0.5,reduced_exposure,dd_below_minus_8,0.16666666666666666
2022-01-18,winner_retention_rule+drawdown_guard,TSLA,0.5,False,True,-0.1087907808844006,-0.1048801266036343,0.5,0.5,reduced_exposure,dd_below_minus_8,0.25
2022-01-18,winner_retention_rule+drawdown_guard,VIST,0.5,True,False,-0.0602605689909993,0.1221498397897007,0.5,0.5,reduced_exposure,dd_below_minus_8,0.25
2022-01-18,soft_exit_rule+drawdown_guard,TSLA,0.5,False,True,-0.1087907808844006,-0.1048801266036343,0.5,0.5,reduced_exposure,dd_below_minus_8,0.25
2022-01-18,soft_exit_rule+drawdown_guard,VIST,0.5,True,False,-0.0602605689909993,0.1221498397897007,0.5,0.5,reduced_exposure,dd_below_minus_8,0.25
2022-01-18,turnover_penalty_overlay+drawdown_guard,TSLA,0.5,False,True,-0.1087907808844006,-0.1048801266036343,0.5,0.5,reduced_exposure,dd_below_minus_8,0.25
2022-01-18,turnover_penalty_overlay+drawdown_guard,VIST,0.5,True,False,-0.0602605689909993,0.1221498397897007,0.5,0.5,reduced_exposure,dd_below_minus_8,0.25
2022-01-25,winner_retention_rule+drawdown_guard,VIST,0.5,False,True,0.123050266983357,0.3691508009500712,0.2,0.8,high_cash,dd_below_minus_12,0.1
2022-01-25,winner_retention_rule+drawdown_guard,YPF,0.5,True,False,0.1119592395236117,0.1297709877353965,0.2,0.8,high_cash,dd_below_minus_12,0.1
2022-01-25,soft_exit_rule+drawdown_guard,VIST,0.5,False,True,0.123050266983357,0.3691508009500712,0.2,0.8,high_cash,dd_below_minus_12,0.1
2022-01-25,soft_exit_rule+drawdown_guard,YPF,0.5,True,False,0.1119592395236117,0.1297709877353965,0.2,0.8,high_cash,dd_below_minus_12,0.1
2022-01-25,turnover_penalty_overlay+drawdown_guard,VIST,0.5,False,True,0.123050266983357,0.3691508009500712,0.2,0.8,high_cash,dd_below_minus_12,0.1
2022-01-25,turnover_penalty_overlay+drawdown_guard,YPF,0.5,True,False,0.1119592395236117,0.1297709877353965,0.2,0.8,high_cash,dd_below_minus_12,0.1
2022-02-01,winner_retention_rule+drawdown_guard,VIST,0.5,False,True,0.0216049176039374,0.3503086380007572,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-01,winner_retention_rule+drawdown_guard,YPF,0.5,False,True,-0.0732264767057949,0.0709382038667676,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-01,soft_exit_rule+drawdown_guard,VIST,0.5,False,True,0.0216049176039374,0.3503086380007572,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-01,soft_exit_rule+drawdown_guard,YPF,0.5,False,True,-0.0732264767057949,0.0709382038667676,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-01,turnover_penalty_overlay+drawdown_guard,VIST,0.5,False,True,0.0216049176039374,0.3503086380007572,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-01,turnover_penalty_overlay+drawdown_guard,YPF,0.5,False,True,-0.0732264767057949,0.0709382038667676,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-08,winner_retention_rule+drawdown_guard,VIST,0.5,False,True,0.0407854963132996,0.2341390056691761,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-08,winner_retention_rule+drawdown_guard,YPF,0.5,False,True,0.0222221411141223,0.1481481176235943,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-08,soft_exit_rule+drawdown_guard,VIST,0.5,False,True,0.0407854963132996,0.2341390056691761,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-08,soft_exit_rule+drawdown_guard,YPF,0.5,False,True,0.0222221411141223,0.1481481176235943,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-08,turnover_penalty_overlay+drawdown_guard,VIST,0.5,False,True,0.0407854963132996,0.2341390056691761,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-08,turnover_penalty_overlay+drawdown_guard,YPF,0.5,False,True,0.0222221411141223,0.1481481176235943,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-15,winner_retention_rule+drawdown_guard,NVDA,0.5,True,False,-0.1550481818781944,-0.0754482161161631,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-15,winner_retention_rule+drawdown_guard,VIST,0.5,False,True,0.1465892958568386,0.0856313735879408,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-15,soft_exit_rule+drawdown_guard,NVDA,0.5,True,False,-0.1550481818781944,-0.0754482161161631,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-15,soft_exit_rule+drawdown_guard,VIST,0.5,False,True,0.1465892958568386,0.0856313735879408,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-15,turnover_penalty_overlay+drawdown_guard,NVDA,0.5,True,False,-0.1550481818781944,-0.0754482161161631,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-15,turnover_penalty_overlay+drawdown_guard,VIST,0.5,False,True,0.1465892958568386,0.0856313735879408,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-23,winner_retention_rule+drawdown_guard,VIST,0.5,False,True,0.1075949233381667,0.16329107208142,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-23,winner_retention_rule+drawdown_guard,YPF,0.5,True,False,0.0540540018074706,0.0472973052794141,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-23,soft_exit_rule+drawdown_guard,VIST,0.5,False,True,0.1075949233381667,0.16329107208142,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-23,soft_exit_rule+drawdown_guard,YPF,0.5,True,False,0.0540540018074706,0.0472973052794141,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-23,turnover_penalty_overlay+drawdown_guard,VIST,0.5,False,True,0.1075949233381667,0.16329107208142,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-02-23,turnover_penalty_overlay+drawdown_guard,YPF,0.5,True,False,0.0540540018074706,0.0472973052794141,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-03-02,winner_retention_rule+drawdown_guard,CCJ,0.5,True,False,0.0789788418962409,0.1196649396297901,0.5,0.5,reduced_exposure,"dd_below_minus_8,high_vol_stop",0.25
2022-03-02,winner_retention_rule+drawdown_guard,VIST,0.5,False,True,-0.0662857055664062,0.0297143118722098,0.5,0.5,reduced_exposure,"dd_below_minus_8,high_vol_stop",0.25
2022-03-02,soft_exit_rule+drawdown_guard,CCJ,0.5,True,False,0.0789788418962409,0.1196649396297901,0.5,0.5,reduced_exposure,"dd_below_minus_8,high_vol_stop",0.25
2022-03-02,soft_exit_rule+drawdown_guard,VIST,0.5,False,True,-0.0662857055664062,0.0297143118722098,0.5,0.5,reduced_exposure,"dd_below_minus_8,high_vol_stop",0.25
2022-03-02,turnover_penalty_overlay+drawdown_guard,CCJ,0.5,True,False,0.0789788418962409,0.1196649396297901,0.5,0.5,reduced_exposure,"dd_below_minus_8,high_vol_stop",0.25
2022-03-02,turnover_penalty_overlay+drawdown_guard,VIST,0.5,False,True,-0.0662857055664062,0.0297143118722098,0.5,0.5,reduced_exposure,"dd_below_minus_8,high_vol_stop",0.25
2022-03-09,winner_retention_rule+drawdown_guard,CCJ,0.5,False,True,-0.0831792999430968,0.0439926272688107,0.5,0.5,reduced_exposure,"dd_below_minus_8,high_vol_stop",0.25
2022-03-09,winner_retention_rule+drawdown_guard,VIST,0.5,False,True,-0.0844553305724636,0.1187270817589536,0.5,0.5,reduced_exposure,"dd_below_minus_8,high_vol_stop",0.25
2022-03-09,soft_exit_rule+drawdown_guard,CCJ,0.5,False,True,-0.0831792999430968,0.0439926272688107,0.5,0.5,reduced_exposure,"dd_below_minus_8,high_vol_stop",0.25
2022-03-09,soft_exit_rule+drawdown_guard,VIST,0.5,False,True,-0.0844553305724636,0.1187270817589536,0.5,0.5,reduced_exposure,"dd_below_minus_8,high_vol_stop",0.25
2022-03-09,turnover_penalty_overlay+drawdown_guard,CCJ,0.5,False,True,-0.0831792999430968,0.0439926272688107,0.5,0.5,reduced_exposure,"dd_below_minus_8,high_vol_stop",0.25
2022-03-09,turnover_penalty_overlay+drawdown_guard,VIST,0.5,False,True,-0.0844553305724636,0.1187270817589536,0.5,0.5,reduced_exposure,"dd_below_minus_8,high_vol_stop",0.25
2022-03-16,winner_retention_rule+drawdown_guard,CCJ,0.5,False,True,0.1709678148751972,0.2737903679198716,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-03-16,winner_retention_rule+drawdown_guard,VIST,0.5,False,True,0.2286095664370899,0.2139037300204116,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-03-16,soft_exit_rule+drawdown_guard,CCJ,0.5,False,True,0.1709678148751972,0.2737903679198716,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-03-16,soft_exit_rule+drawdown_guard,VIST,0.5,False,True,0.2286095664370899,0.2139037300204116,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-03-16,turnover_penalty_overlay+drawdown_guard,CCJ,0.5,False,True,0.1709678148751972,0.2737903679198716,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-03-16,turnover_penalty_overlay+drawdown_guard,VIST,0.5,False,True,0.2286095664370899,0.2139037300204116,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",0.1
2022-03-23,winner_retention_rule+drawdown_guard,CCJ,0.3333333333333333,False,True,-0.0334022448389276,-0.0258264454667762,0.5,0.5,reduced_exposure,"dd_below_minus_8,high_vol_stop",0.16666666666666666
2022-03-23,winner_retention_rule+drawdown_guard,TSLA,0.3333333333333333,True,False,0.0949644578100175,0.0096785964120045,0.5,0.5,reduced_exposure,"dd_below_minus_8,high_vol_stop",0.16666666666666666
