date,ticker,action,previous_weight,new_weight,trade_weight_change,execution_price,reason,model_mode,growth_paper_variant,raw_target_rank,raw_target_return_exact,quality_filter_pass,tradability_filter_pass,holding_quality_classification,exposure_cap,exposure_cap_60,dual_trend_cap,vol_target_exposure,final_exposure,spy_close,spy_ma_200,qqq_close,qqq_ma_200,spy_below_200d,qqq_below_200d,dual_trend_reason,data_source,raw_target_current_features_available,raw_target_feature_source,growth_model_version,data_mode,archive_reason
2026-06-17,ARM,BUY,0.0,0.3,0.3,430.3450012207031,new_growth_selection,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,1.0,,True,True,speculative_but_tradable,0.6,0.6,0.6,0.85,0.6,739.0560302734375,683.9198599243164,721.7168579101562,626.7817889404297,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,False,target_implied_proxy,growth_champion_final_v1_0_frozen,historical_debug_reconstruction,before exact official forward start; useful for debugging only
2026-06-17,KEEL,BUY,0.0,0.3,0.3,6.090099811553955,new_growth_selection,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,2.0,,True,True,speculative_but_tradable,0.6,0.6,0.6,0.85,0.6,739.0560302734375,683.9198599243164,721.7168579101562,626.7817889404297,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,False,target_implied_proxy,growth_champion_final_v1_0_frozen,historical_debug_reconstruction,before exact official forward start; useful for debugging only
