date,selected_count,exposure,current_weighted_return,equal_weight_return,sizing_alpha
2009-07-01,4,0.6,-0.0431661515777052,-0.043166151577705376,1.734723475976807e-16
2009-07-09,4,0.6,0.032520679792189,0.03252067979218906,-6.245004513516506e-17
2009-07-16,4,0.6,0.032846055462155896,0.03284605546215603,-1.3183898417423734e-16
2009-07-23,4,0.6,0.004160236602520701,0.0041602366025208,-9.8879238130678e-17
2009-07-30,4,0.6,0.0192251823899742,0.019225182389974275,-7.632783294297951e-17
2009-08-06,4,0.6,-0.004829424895470299,-0.004829424895470315,1.5612511283791264e-17
2009-08-13,4,0.6,0.0408574155252866,0.0408574155252868,-2.0122792321330962e-16
2009-08-20,4,0.6,-0.0193170624258639,-0.019317062425864062,1.6306400674181987e-16
2009-08-27,4,0.6,-0.0096602542754356,-0.009660254275435619,1.9081958235744878e-17
2009-09-03,3,0.5999999999999996,0.0161312836008107,0.016131283600810748,-4.85722573273506e-17
2009-09-11,4,0.6,0.0034015333850357004,0.0034015333850357403,-3.9898639947466563e-17
2009-09-18,4,0.6,0.0171654707467512,0.017165470746751215,-1.3877787807814457e-17
2009-09-25,4,0.6,-0.0056695149469962,-0.005669514946996215,1.474514954580286e-17
2009-10-02,4,0.6,0.0132368370011746,0.01323683700117456,3.9898639947466563e-17
2009-10-09,4,0.6,-0.0123983795583267,-0.012398379558326804,1.0408340855860843e-16
2009-10-16,4,0.6,-0.0209216092559242,-0.02092160925592437,1.700029006457271e-16
2009-10-23,4,0.6,-0.0444350543368194,-0.04443505433681958,1.8041124150158794e-16
2009-10-30,4,0.6,0.058304040001219304,0.058304040001219526,-2.220446049250313e-16
2009-11-06,4,0.6,0.0095994875252222,0.00959948752522233,-1.3010426069826053e-16
2009-11-13,4,0.6,0.014593633222139503,0.01459363322213949,1.214306433183765e-17
2009-11-20,4,0.6,0.0112783961835382,0.01127839618353822,-2.0816681711721685e-17
2009-11-30,4,0.6,0.013689570981013501,0.013689570981013512,-1.0408340855860843e-17
2009-12-07,4,0.6,0.006569446889597343,0.006569446889597294,4.9439619065339e-17
2009-12-14,4,0.6,0.010866291814300702,0.010866291814300797,-9.540979117872439e-17
2009-12-21,4,0.6,0.0095202638998131,0.00952026389981322,-1.196959198423997e-16
2009-12-29,4,0.6,0.004407445339469299,0.004407445339469249,5.0306980803327406e-17
2010-01-06,4,0.6,-0.0116416035029027,-0.011641603502902829,1.2836953722228372e-16
2010-01-13,4,0.6,-0.03105092882991,-0.031050928829910122,1.214306433183765e-16
2010-01-21,4,0.6,0.0125155440288851,0.012515544028885127,-2.7755575615628914e-17
2010-01-28,3,0.5999999999999996,-0.0105714742297556,-0.010571474229755774,1.734723475976807e-16
2010-02-04,4,0.6,0.051664309038398804,0.0516643090383989,-9.71445146547012e-17
2010-02-11,4,0.6,0.027135403756869805,0.027135403756869812,-6.938893903907228e-18
2010-02-19,4,0.6,-0.009813185357231097,-0.009813185357231144,4.683753385137379e-17
2010-02-26,4,0.6,0.014085278876126298,0.014085278876126504,-2.0643209364124004e-16
2010-03-05,4,0.6,0.0013801678497606003,0.0013801678497606003,0.0
2010-03-12,4,0.6,0.021166804140638897,0.021166804140638908,-1.0408340855860843e-17
2010-03-19,4,0.6,0.0108583996773983,0.010858399677398324,-2.42861286636753e-17
2010-03-26,4,0.6,0.0020171896889912997,0.002017189688991284,1.5612511283791264e-17
2010-04-05,4,0.6,0.0044218062319540995,0.004421806231954199,-9.974659986866641e-17
2010-04-12,4,0.6,0.0296379526814318,0.029637952681431944,-1.457167719820518e-16
2010-04-19,4,0.6,0.021284720487663597,0.02128472048766357,2.7755575615628914e-17
2010-04-26,3,0.5999999999999996,-0.0188817343576648,-0.01888173435766473,-7.28583859910259e-17
2010-05-03,3,0.5999999999999996,-0.0121218686054549,-0.012121868605454852,-4.85722573273506e-17
2010-05-10,4,0.6,-0.008726353820054199,-0.008726353820054236,3.642919299551295e-17
2010-05-17,4,0.6,-0.0196543479838372,-0.01965434798383716,-3.8163916471489756e-17
2010-05-24,2,0.6,0.0225568407999929,0.022556840799993,-1.0061396160665481e-16
2010-06-01,2,0.6,0.0014428053447923996,0.0014428053447923701,2.949029909160572e-17
2010-06-08,2,0.6,0.0526032376087638,0.05260323760876392,-1.1796119636642288e-16
2010-06-15,3,0.5999999999999996,-0.025408457784039797,-0.025408457784039863,6.591949208711867e-17
2010-06-22,3,0.5999999999999996,-0.04853142922320759,-0.048531429223207675,8.326672684688674e-17
2010-06-29,4,0.6,0.0373234569198359,0.037323456919836,-9.71445146547012e-17
2010-07-07,4,0.6,0.0231785967071685,0.023178596707168694,-1.942890293094024e-16
2010-07-14,4,0.6,-0.0343020171142992,-0.03430201711429934,1.3877787807814457e-16
2010-07-21,4,0.6,-0.0049679175725375006,-0.0049679175725375856,8.500145032286355e-17
2010-07-28,4,0.6,0.032739777653272004,0.03273977765327223,-2.2898349882893854e-16
2010-08-04,4,0.6,-0.0029538848761026014,-0.00295388487610263,2.862293735361732e-17
2010-08-11,3,0.5999999999999996,0.0016630161772407492,0.0016630161772407184,3.0791341698588326e-17
2010-08-18,3,0.5999999999999996,-0.0230500785575594,-0.023050078557559445,4.5102810375396984e-17
2010-08-25,4,0.6,0.0431479475950061,0.04314794759500621,-1.1102230246251565e-16
2010-09-01,4,0.6,0.0179262263478207,0.017926226347820835,-1.3530843112619095e-16
2010-09-09,4,0.6,0.0036232197203500006,0.003623219720350095,-9.454242944073599e-17
2010-09-16,4,0.6,0.012795325348286,0.01279532534828598,2.0816681711721685e-17
2010-09-23,4,0.6,-0.0231664204506647,-0.023166420450664738,3.8163916471489756e-17
2010-09-30,4,0.6,0.0112520525535877,0.011252052553587764,-6.418476861114186e-17
2010-10-07,4,0.6,0.027986834187178,0.027986834187178254,-2.5326962749261384e-16
2010-10-14,4,0.6,-0.0027706816134787007,-0.0027706816134786746,-2.6020852139652106e-17
2010-10-21,4,0.6,0.0021370837614973996,0.002137083761497395,4.336808689942018e-18
2010-10-28,4,0.6,0.0081030040367111,0.008103004036711244,-1.43982048506075e-16
2010-11-04,4,0.6,-0.017877964029596103,-0.01787796402959614,3.8163916471489756e-17
2010-11-11,4,0.6,-0.0030790131006880003,-0.0030790131006880805,8.023096076392733e-17
2010-11-18,4,0.6,0.012751289139340302,0.012751289139340306,-3.469446951953614e-18
2010-11-26,4,0.6,0.0153806569657986,0.015380656965798795,-1.942890293094024e-16
2010-12-03,4,0.6,0.0022834625002716,0.0022834625002717494,-1.491862189340054e-16
2010-12-10,4,0.6,0.00734461983225,0.007344619832250045,-4.5102810375396984e-17
2010-12-17,4,0.6,0.0040244484125776005,0.004024448412577575,2.5153490401663703e-17
2010-12-27,4,0.6,0.027396792570212804,0.027396792570212984,-1.8041124150158794e-16
2011-01-03,6,1.2,0.125541254332319,0.10943699267239995,0.016104261659919045
2011-01-10,7,1.1999999999999997,0.037502098651762905,0.038728098422111334,-0.0012259997703484293
2011-01-18,7,1.1999999999999997,0.0216807860281749,0.01947214012823206,0.002208645899942841
2011-01-25,7,1.1999999999999997,0.0315129740341546,0.03331000199020306,-0.0017970279560484553
2011-02-01,6,1.1999999999999995,-0.0481851642122895,-0.04818516421228973,2.2898349882893854e-16
2011-02-08,8,1.2,0.0168362168608749,0.016836216860875153,-2.5326962749261384e-16
2011-02-15,8,1.2,-0.046372445812634,-0.046372445812634354,3.5388358909926865e-16
2011-02-23,8,1.2,-0.007567495767492398,-0.007567495767492479,8.066464163292153e-17
2011-03-02,8,1.2,-0.1117460586547462,-0.1117460586547466,4.0245584642661925e-16
2011-03-09,8,1.2,-0.0142690493663528,-0.014269049366353079,2.7929047963226594e-16
2011-03-16,8,1.2,0.0630841693298055,0.06308416932980607,-5.689893001203927e-16
2011-03-23,8,1.2,0.029649401046680998,0.029649401046680908,9.020562075079397e-17
2011-03-30,8,1.2,-0.011410873220201,-0.011410873220201189,1.8908485888147197e-16
2011-04-06,6,1.1999999999999995,-0.008955690561303398,-0.00895569056130348,8.153200337090993e-17
2011-04-13,8,1.2,0.048254954387227,0.048254954387227045,-4.163336342344337e-17
2011-04-20,8,1.2,0.0459190012987926,0.045919001298792714,-1.1102230246251565e-16
2011-04-28,8,1.2,-0.0328579865510682,-0.032857986551068474,2.7755575615628914e-16
2011-05-05,8,1.2,0.024069255582776648,0.024069255582776852,-2.0469737016526324e-16
2011-05-12,8,1.2,0.014326819606866801,0.014326819606866869,-6.765421556309548e-17
2011-05-19,8,1.2,0.0012796006671017997,0.0012796006671018014,-1.734723475976807e-18
2011-05-26,8,1.2,-0.0574211778060274,-0.05742117780602775,3.469446951953614e-16
2011-06-03,8,1.2,-0.032152213493885404,-0.03215221349388567,2.636779683484747e-16
2011-06-10,8,1.2,-0.0247538427190472,-0.02475384271904736,1.6306400674181987e-16
2011-06-17,8,1.2,0.056714090325385,0.05671409032538541,-4.0939474033052647e-16
2011-06-24,8,1.2,0.09288467395644459,0.0928846739564451,-5.134781488891349e-16
2011-07-01,8,1.2,-0.037709129448989,-0.03770912944898907,6.938893903907228e-17
2011-07-11,8,1.2,0.0236256895535087,0.023625689553508935,-2.3592239273284576e-16
2011-07-18,8,1.2,-0.0897896568295703,-0.08978965682957063,3.3306690738754696e-16
2011-07-25,8,1.2,-0.052982606779754804,-0.05298260677975515,3.469446951953614e-16
2011-08-01,8,1.2,-0.0244984862773108,-0.024498486277310785,-1.3877787807814457e-17
2011-08-08,6,1.1999999999999995,-0.0410879773472364,-0.04108797734723651,1.1102230246251565e-16
2011-08-15,8,1.2,-0.009877061004588999,-0.009877061004589079,7.979727989493313e-17
2011-08-22,4,1.2,0.0528051150378156,0.052805115037815833,-2.3592239273284576e-16
2011-08-29,4,1.2,-3.427032661991458e-07,-3.4270326629629033e-07,9.71445146547012e-17
2011-09-06,6,1.1999999999999995,-0.0202731615035338,-0.020273161503533556,-2.42861286636753e-16
2011-09-13,6,1.1999999999999995,0.054771500913668,0.05477150091366834,-3.400058012914542e-16
2011-09-20,8,1.2,-0.058673477089973204,-0.058673477089973496,2.914335439641036e-16
2011-09-27,8,1.2,-0.0570800981838758,-0.057080098183876105,3.0531133177191805e-16
2011-10-04,8,1.2,0.056152317372064595,0.05615231737206485,-2.5673907444456745e-16
2011-10-11,8,1.2,-0.0228838391605044,-0.022883839160504398,-3.469446951953614e-18
2011-10-18,8,1.2,-0.0667942052730696,-0.0667942052730695,-9.71445146547012e-17
2011-10-25,8,1.2,0.0192010247550984,0.01920102475509834,6.245004513516506e-17
2011-11-01,8,1.2,-0.0087926566698475,-0.00879265666984797,4.701100619897147e-16
2011-11-08,8,1.2,-0.034647802611618005,-0.03464780261161778,-2.220446049250313e-16
2011-11-15,8,1.2,-0.0641661971641546,-0.06416619716415485,2.498001805406602e-16
2011-11-22,4,1.2,0.0811241591570179,0.08112415915701808,-1.8041124150158794e-16
2011-11-30,6,1.1999999999999995,-0.0055247214459538995,-0.0055247214459538405,-5.898059818321144e-17
2011-12-07,7,1.1999999999999997,-0.044715668465061004,-0.043399959899238255,-0.0013157085658227485
2011-12-14,8,1.2,0.0237710792485589,0.023771079248559018,-1.1796119636642288e-16
2011-12-21,8,1.2,-0.0037274195512885,-0.0037274195512884585,-4.163336342344337e-17
2011-12-29,8,1.2,0.036836135405574205,0.03683613540557415,5.551115123125783e-17
2012-01-06,8,1.2,0.009958402559623401,0.009958402559623498,-9.71445146547012e-17
2012-01-13,8,1.2,0.0418585676766236,0.041858567676623784,-1.8735013540549517e-16
2012-01-23,8,1.2,0.040948789285112794,0.040948789285112724,6.938893903907228e-17
2012-01-30,8,1.2,0.0605393415113132,0.06053934151131339,-1.942890293094024e-16
2012-02-06,8,1.2,0.0310426674740968,0.031042667474096848,-4.85722573273506e-17
2012-02-13,8,1.2,-0.075009601168157,-0.07500960116815733,3.3306690738754696e-16
2012-02-21,8,1.2,0.0120976443619018,0.012097644361901878,-7.806255641895632e-17
2012-02-28,8,1.2,-0.009016846954173,-0.009016846954172819,-1.8041124150158794e-16
2012-03-06,8,1.2,0.03261591787606967,0.032615917876069885,-2.1510571102112408e-16
2012-03-13,8,1.2,0.06377846871036401,0.06377846871036413,-1.249000902703301e-16
2012-03-20,8,1.2,-0.010658245652547,-0.010658245652547211,2.1163626406917047e-16
2012-03-27,8,1.2,0.006945328093372401,0.006945328093372441,-3.9898639947466563e-17
2012-04-03,8,1.2,-0.014237013633747598,-0.014237013633747419,-1.7867651802561113e-16
2012-04-11,8,1.2,0.003018913571459201,0.003018913571459221,-1.9949319973733282e-17
2012-04-18,8,1.2,-0.0369524253962066,-0.03695242539620646,-1.3877787807814457e-16
2012-04-25,6,1.1999999999999995,-0.0037364904900740003,-0.0037364904900739617,-3.859759734048396e-17
2012-05-02,7,1.1999999999999995,-0.06252976255155279,-0.06228941251300171,-0.00024035003855107928
2012-05-09,8,1.2,-0.047224602094414696,-0.047224602094414855,1.5959455978986625e-16
2012-05-16,8,1.2,0.045725707675608296,0.045725707675608754,-4.579669976578771e-16
2012-05-23,8,1.2,-0.06262636633952809,-0.06262636633952846,3.7470027081099033e-16
2012-05-31,7,1.1999999999999997,0.0366201697255215,0.0371992950609384,-0.0005791253354169024
2012-06-07,7,1.1999999999999997,-0.0321348223406091,-0.031239329209520578,-0.0008954931310885192
2012-06-14,7,1.1999999999999997,0.009610741515115699,0.00899428474608004,0.0006164567690356594
2012-06-21,7,1.1999999999999997,-0.0613467938450144,-0.06351106045496045,0.00216426660994605
2012-06-28,8,1.2,-0.005760899700119894,-0.005760899700119969,7.45931094670027e-17
2012-07-06,8,1.2,-0.0146502076556376,-0.01465020765563766,6.071532165918825e-17
2012-07-13,8,1.2,-0.0751393461897294,-0.07513934618973002,6.245004513516506e-16
2012-07-20,8,1.2,0.0328965287859832,0.03289652878598352,-3.191891195797325e-16
2012-07-27,8,1.2,-0.010339376498233998,-0.01033937649823419,1.9255430583342559e-16
2012-08-03,6,1.1999999999999995,0.023398997951913598,0.023398997951913674,-7.632783294297951e-17
2012-08-10,8,1.2,0.037575286066215595,0.03757528606621593,-3.3306690738754696e-16
2012-08-17,8,1.2,-0.014863248505814199,-0.014863248505814339,1.4051260155412137e-16
2012-08-24,8,1.2,-0.0010416482297715994,-0.0010416482297717095,1.1015494072452725e-16
2012-08-31,8,1.2,-0.005434422392903201,-0.005434422392903369,1.682681771697503e-16
2012-09-10,8,1.2,0.0130057765345904,0.013005776534590497,-9.71445146547012e-17
2012-09-17,8,1.2,0.006595869403105397,0.006595869403105442,-4.5102810375396984e-17
2012-09-24,8,1.2,0.0868761908444686,0.08687619084446885,-2.498001805406602e-16
2012-10-01,8,1.2,-0.031840782358506,-0.031840782358506355,3.5388358909926865e-16
2012-10-08,8,1.2,-0.030770017717056803,-0.030770017717056924,1.214306433183765e-16
2012-10-15,8,1.2,-0.027390820988476,-0.02739082098847611,1.1102230246251565e-16
2012-10-22,8,1.2,0.0343620797163668,0.034362079716366664,1.3877787807814457e-16
2012-10-31,8,1.2,-0.0360422543336676,-0.03604225433366775,1.457167719820518e-16
2012-11-07,8,1.2,0.060653348748396396,0.06065334874839674,-3.469446951953614e-16
2012-11-14,8,1.2,0.04817598952368961,0.04817598952368993,-3.191891195797325e-16
2012-11-21,8,1.2,-0.0105543117389292,-0.01055431173892968,4.805184028455756e-16
2012-11-29,8,1.2,0.0010638234461660006,0.0010638234461660097,-9.107298248878237e-18
2012-12-06,8,1.2,0.0391112059870438,0.039111205987043846,-4.85722573273506e-17
2012-12-13,8,1.2,-0.04485867453897201,-0.04485867453897228,2.706168622523819e-16
2012-12-20,8,1.2,-0.0090621084803788,-0.00906210848037894,1.4051260155412137e-16
2012-12-28,8,1.2,0.055882706810735,0.0558827068107354,-4.0245584642661925e-16
2013-01-07,8,1.2,-0.0009448025590611995,-0.0009448025590614024,2.0296264668928643e-16
2013-01-14,8,1.2,0.027848193478824397,0.02784819347882466,-2.636779683484747e-16
2013-01-22,8,1.2,0.1827607745138882,0.182760774513888,1.942890293094024e-16
2013-01-29,8,1.2,0.028430743144044,0.02843074314404418,-1.8041124150158794e-16
2013-02-05,8,1.2,-0.029717590288447,-0.029717590288446956,-4.5102810375396984e-17
2013-02-12,8,1.2,-0.0471295366956264,-0.04712953669562643,2.7755575615628914e-17
2013-02-20,8,1.2,-0.0418963565823148,-0.04189635658231487,6.938893903907228e-17
2013-02-27,8,1.2,0.0011343726399021987,0.0011343726399019802,2.185751579730777e-16
2013-03-06,8,1.2,0.041542031700920995,0.04154203170092121,-2.1510571102112408e-16
2013-03-13,8,1.2,-0.0346394724389232,-0.03463947243892335,1.457167719820518e-16
2013-03-20,8,1.2,0.0177033201163158,0.01770332011631592,-1.214306433183765e-16
2013-03-27,8,1.2,-0.0836831253269608,-0.0836831253269611,2.914335439641036e-16
2013-04-04,6,1.1999999999999995,0.0299126308201364,0.02991263082013635,4.85722573273506e-17
2013-04-11,6,1.1999999999999995,-0.035008254404877204,-0.035008254404877266,6.245004513516506e-17
2013-04-18,6,1.1999999999999995,0.143982988777987,0.1439829887779872,-2.220446049250313e-16
2013-04-25,8,1.2,0.005340349348036,0.005340349348036141,-1.4137996329210978e-16
2013-05-02,8,1.2,0.024043452731110602,0.02404345273111089,-2.8796409701215e-16
2013-05-09,8,1.2,0.0176224533884678,0.017622453388468018,-2.185751579730777e-16
2013-05-16,8,1.2,-0.0132136834578748,-0.01321368345787509,2.914335439641036e-16
2013-05-23,8,1.2,-0.040499278536675204,-0.04049927853667527,6.938893903907228e-17
2013-05-31,8,1.2,0.0520339741310544,0.052033974131054636,-2.3592239273284576e-16
2013-06-07,8,1.2,-0.0313533914825322,-0.03135339148253244,2.3592239273284576e-16
2013-06-14,8,1.2,-0.021412529763850798,-0.021412529763850947,1.491862189340054e-16
2013-06-21,8,1.2,0.0526249150284106,0.0526249150284111,-4.996003610813204e-16
2013-06-28,8,1.2,-0.0215213136571838,-0.02152131365718405,2.498001805406602e-16
2013-07-08,8,1.2,0.088321761486434,0.08832176148643439,-3.885780586188048e-16
2013-07-15,8,1.2,-0.0537661148323894,-0.053766114832389425,2.7755575615628914e-17
2013-07-22,8,1.2,-0.00048042052957020156,-0.00048042052957004977,-1.5178830414797062e-16
2013-07-29,8,1.2,-0.014627802846639799,-0.014627802846639656,-1.4224732503009818e-16
2013-08-05,8,1.2,-0.001017895166840999,-0.001017895166841181,1.8214596497756474e-16
2013-08-12,8,1.2,-0.0376066536482106,-0.03760665364821087,2.706168622523819e-16
2013-08-19,8,1.2,-0.008461716934366599,-0.008461716934366651,5.204170427930421e-17
2013-08-26,8,1.2,0.0453672198099826,0.0453672198099828,-2.0122792321330962e-16
2013-09-03,8,1.2,0.0280393805874798,0.028039380587480154,-3.5388358909926865e-16
2013-09-10,8,1.2,0.005708876739810799,0.00570887673981102,-2.203098814490545e-16
2013-09-17,8,1.2,-0.0252226892122656,-0.02522268921226584,2.393918396847994e-16
2013-09-24,8,1.2,0.0492776414035868,0.04927764140358698,-1.8041124150158794e-16
2013-10-01,8,1.2,-0.075767005088131,-0.07576700508813125,2.498001805406602e-16
2013-10-08,8,1.2,0.07141174255754441,0.07141174255754468,-2.636779683484747e-16
2013-10-15,8,1.2,-0.010606786838092401,-0.01060678683809238,-2.0816681711721685e-17
2013-10-22,8,1.2,-0.0083628761322928,-0.00836287613229288,7.979727989493313e-17
2013-10-29,8,1.2,0.010283259136918401,0.010283259136918476,-7.45931094670027e-17
2013-11-05,8,1.2,0.1002763624288552,0.10027636242885549,-2.914335439641036e-16
2013-11-12,8,1.2,-0.00046743426966699975,-0.00046743426966705005,5.0306980803327406e-17
2013-11-19,8,1.2,0.076812227133412,0.07681222713341229,-2.914335439641036e-16
2013-11-26,8,1.2,-0.0037364631904162017,-0.0037364631904159475,-2.5413698923060224e-16
2013-12-04,8,1.2,0.038639271973951,0.0386392719739512,-2.0122792321330962e-16
2013-12-11,8,1.2,0.020011980799583197,0.020011980799583304,-1.0755285551056204e-16
2013-12-18,8,1.2,0.024384821523996198,0.0243848215239963,-1.0061396160665481e-16
2013-12-26,8,1.2,-0.014477348252008,-0.014477348252008079,7.806255641895632e-17
2014-01-03,8,1.2,0.0212281178054314,0.021228117805431625,-2.255140518769849e-16
2014-01-10,8,1.2,0.0714095863528284,0.07140958635282851,-1.1102230246251565e-16
2014-01-17,8,1.2,-0.050644645027537405,-0.05064464502753761,2.0816681711721685e-16
2014-01-27,8,1.2,-0.014632237097309202,-0.014632237097309368,1.6653345369377348e-16
2014-02-03,6,1.1999999999999995,0.0706734263544722,0.07067342635447249,-2.914335439641036e-16
2014-02-10,6,1.1999999999999995,0.0661309309335246,0.0661309309335249,-3.0531133177191805e-16
2014-02-18,6,1.1999999999999995,0.0059467319272306,0.005946731927230676,-7.632783294297951e-17
2014-02-25,8,1.2,0.032458320378331004,0.03245832037833156,-5.551115123125783e-16
2014-03-04,8,1.2,-0.0592146326937482,-0.059214632693748284,8.326672684688674e-17
2014-03-11,8,1.2,-0.007655930102410199,-0.007655930102410094,-1.0495077029659683e-16
2014-03-18,8,1.2,-0.0836974564855032,-0.0836974564855036,4.0245584642661925e-16
2014-03-25,8,1.2,0.0246621170265712,0.0246621170265714,-1.97758476261356e-16
2014-04-01,8,1.2,-0.0826670707593629,-0.08266707075936311,2.0816681711721685e-16
2014-04-08,8,1.2,-0.0255444306529689,-0.025544430652968984,8.326672684688674e-17
2014-04-15,7,1.1999999999999995,0.0263624359624075,0.028418249572057,-0.0020558136096494976
2014-04-23,8,1.2,-0.0056982320156478295,-0.0056982320156477384,-9.107298248878237e-17
2014-04-30,8,1.2,0.06005070576861139,0.060050705768611275,1.1796119636642288e-16
2014-05-07,8,1.2,-0.002200329527835369,-0.0022003295278352373,-1.3183898417423734e-16
2014-05-14,8,1.2,-0.0311586296926723,-0.031158629692672423,1.214306433183765e-16
2014-05-21,8,1.2,0.004609670671006955,0.004609670671006965,-1.0408340855860843e-17
2014-05-29,6,1.1999999999999995,0.0214015719928553,0.021401571992855573,-2.740863092043355e-16
2014-06-05,8,1.2,0.0085057747354516,0.008505774735451678,-7.806255641895632e-17
2014-06-12,8,1.2,0.0511801813635164,0.05118018136351653,-1.249000902703301e-16
2014-06-19,8,1.2,-0.0502533413099716,-0.050253341309972034,4.371503159461554e-16
2014-06-26,8,1.2,0.0176223743398676,0.017622374339867703,-1.0408340855860843e-16
2014-07-03,8,1.2,0.0084234178719556,0.00842341787195574,-1.3877787807814457e-16
2014-07-11,8,1.2,0.019801623037702,0.019801623037701957,4.163336342344337e-17
2014-07-18,8,1.2,-0.053378935977839,-0.05337893597783934,3.400058012914542e-16
2014-07-25,8,1.2,-0.010943070037192398,-0.010943070037192405,6.938893903907228e-18
2014-08-01,8,1.2,-0.019180460255705,-0.01918046025570531,3.122502256758253e-16
2014-08-08,8,1.2,0.0353094518882354,0.03530945188823583,-4.3021142204224816e-16
2014-08-15,8,1.2,0.006715350601281601,0.006715350601281901,-3.0010716134398763e-16
2014-08-22,8,1.2,0.0135922875065396,0.01359228750653961,-1.0408340855860843e-17
2014-08-29,8,1.2,-0.0323283704966008,-0.032328370496600575,-2.220446049250313e-16
2014-09-08,8,1.2,-0.010680695094741587,-0.010680695094741779,1.9255430583342559e-16
2014-09-15,8,1.2,0.031349371505704965,0.031349371505705104,-1.3877787807814457e-16
2014-09-22,8,1.2,0.029066095610237697,0.029066095610237996,-2.983724378680108e-16
2014-09-29,8,1.2,-0.047385371307564796,-0.047385371307565004,2.0816681711721685e-16
2014-10-06,8,1.2,-0.0141279227943796,-0.01412792279437965,5.0306980803327406e-17
2014-10-13,8,1.2,0.0526580441791052,0.052658044179105544,-3.469446951953614e-16
2014-10-20,8,1.2,0.013937932509502999,0.013937932509502919,7.979727989493313e-17
2014-10-27,8,1.2,-0.008544535946199134,-0.00854453594619918,4.683753385137379e-17
2014-11-03,8,1.2,0.0617960565656844,0.06179605656568485,-4.510281037539698e-16
2014-11-10,8,1.2,0.014123134420434402,0.014123134420434627,-2.255140518769849e-16
2014-11-17,8,1.2,-0.008979235365554096,-0.0089792353655541,3.469446951953614e-18
2014-11-24,8,1.2,-0.0001608507335508027,-0.00016085073355071142,-9.128982292327947e-17
2014-12-02,8,1.2,-0.013836933408350401,-0.01383693340835061,2.0816681711721685e-16
2014-12-09,8,1.2,-0.016071560781090198,-0.016071560781090212,1.3877787807814457e-17
2014-12-16,8,1.2,0.011840067809728799,0.011840067809728919,-1.196959198423997e-16
2014-12-23,8,1.2,-0.0139755318023068,-0.013975531802306821,2.0816681711721685e-17
2014-12-31,8,1.2,0.027642639959385,0.02764263995938515,-1.5265566588595902e-16
2015-01-08,8,1.2,-0.0024344865241990006,-0.002434486524199005,4.336808689942018e-18
2015-01-15,8,1.2,0.051556791435079,0.051556791435079234,-2.3592239273284576e-16
2015-01-23,8,1.2,0.013684609418170998,0.01368460941817077,2.2898349882893854e-16
2015-01-30,8,1.2,-0.0288109503915814,-0.028810950391581387,-1.3877787807814457e-17
2015-02-06,8,1.2,0.024306586571756,0.024306586571756217,-2.185751579730777e-16
2015-02-13,8,1.2,0.003108954127361202,0.0031089541273609175,2.8449465006019636e-16
2015-02-23,8,1.2,0.009802494462119601,0.009802494462119758,-1.5612511283791264e-16
2015-03-02,8,1.2,-0.013512031061689701,-0.013512031061689979,2.7755575615628914e-16
2015-03-09,7,1.1999999999999995,0.0135987888608043,0.014100268499196954,-0.0005014796383926538
2015-03-16,7,1.1999999999999995,0.0254155896883599,0.025734030900910344,-0.00031844121255044516
