ticker,entry_date,exit_date,holding_periods,return_after_exit_5d,return_after_exit_20d,sold_too_early_proxy,exit_reason_proxy
NVDA,2024-07-23,2024-07-30,1,0.0050129820325668,0.2368649272118421,True,removed_by_ranking_or_optimizer
NVDA,2024-08-06,2024-08-13,1,0.0956604156082145,0.006629966217561,False,removed_by_ranking_or_optimizer
NVDA,2024-08-20,2024-09-04,2,0.1007438534024147,0.1190095047415957,True,removed_by_ranking_or_optimizer
NVDA,2024-09-11,2024-09-18,1,0.0894416436798943,0.1971420828495562,True,removed_by_ranking_or_optimizer
NVDA,2024-10-16,2024-11-06,3,0.0045326808553178,-0.0037772340460983,False,removed_by_ranking_or_optimizer
NVDA,2025-04-10,2025-04-17,1,0.0938023891304016,0.3341215562762389,True,removed_by_ranking_or_optimizer
NVDA,2025-06-09,2025-06-16,1,0.0221853023769078,0.1843941683986465,True,removed_by_ranking_or_optimizer
NVDA,2025-07-16,2025-07-30,2,0.0008366926586134,0.0129971650333284,False,removed_by_ranking_or_optimizer
QCOM,2022-05-05,2022-05-12,1,-0.0091067535048489,0.0108521866086037,False,removed_by_ranking_or_optimizer
QCOM,2022-07-19,2022-08-02,2,-0.0307420547506486,-0.0858327907363385,False,removed_by_ranking_or_optimizer
QCOM,2024-05-23,2024-05-31,1,0.0125949131438032,-0.0197010743069738,False,removed_by_ranking_or_optimizer
QCOM,2025-01-29,2025-02-05,1,-0.0316729631802974,-0.1127033279621864,False,removed_by_ranking_or_optimizer
TSLA,2022-01-03,2022-01-25,3,0.013991698248406,-0.1680749312880973,False,removed_by_ranking_or_optimizer
TSLA,2022-03-23,2022-04-28,5,-0.0048204705204069,-0.1934792449964,False,removed_by_ranking_or_optimizer
TSLA,2022-06-27,2022-07-26,4,0.1611940312584145,0.1452265912030712,True,removed_by_ranking_or_optimizer
TSLA,2022-08-02,2022-08-23,3,-0.0632589482821149,0.0146621697367652,False,removed_by_ranking_or_optimizer
TSLA,2023-01-31,2023-03-08,5,-0.0085165002843835,0.0193406828157194,False,removed_by_ranking_or_optimizer
TSLA,2023-06-16,2023-07-11,3,0.0872900665224134,-0.0744653655079097,False,removed_by_ranking_or_optimizer
TSLA,2023-07-25,2023-08-01,1,-0.0435515764239295,-0.0149002740234597,False,removed_by_ranking_or_optimizer
TSLA,2023-09-13,2023-09-27,2,0.0859043811314319,-0.1167567643702898,False,removed_by_ranking_or_optimizer
TSLA,2023-10-04,2023-10-11,1,-0.0772272645833159,-0.1554431390624086,False,removed_by_ranking_or_optimizer
TSLA,2023-11-30,2023-12-07,1,0.0346604174219602,-0.0090257271963201,False,removed_by_ranking_or_optimizer
TSLA,2024-05-02,2024-05-23,3,0.0249798330877881,0.0508806035362905,True,removed_by_ranking_or_optimizer
TSLA,2024-07-01,2024-08-06,5,0.0358353392308532,0.0935506595372792,True,removed_by_ranking_or_optimizer
TSLA,2024-09-11,2024-10-02,3,-0.0320054657616296,0.0342542099998315,False,removed_by_ranking_or_optimizer
TSLA,2024-10-30,2025-01-22,11,-0.0626580428462078,-0.1462503760386828,False,removed_by_ranking_or_optimizer
TSLA,2025-04-03,2025-06-09,9,0.0665954345867285,-0.0411562066306556,False,removed_by_ranking_or_optimizer
TSLA,2025-07-30,2025-08-20,3,0.0793455161819014,0.2869713305296859,True,removed_by_ranking_or_optimizer
TSLA,2025-08-27,2025-09-04,1,0.0894455406861529,0.2879213114706809,True,removed_by_ranking_or_optimizer
TSLA,2025-09-18,2025-10-09,3,-0.0155898618076588,0.0238095121314623,False,removed_by_ranking_or_optimizer
TSLA,2025-12-12,2025-12-29,2,-0.0580454754657642,-0.0613088989106253,False,removed_by_ranking_or_optimizer
TXN,2025-08-20,2025-08-27,1,-0.0884801081742462,-0.1140312833765122,False,removed_by_ranking_or_optimizer
TXN,2026-02-11,2026-02-19,1,-0.0248566755014388,-0.1364825010278076,False,removed_by_ranking_or_optimizer
VIST,2022-01-18,2022-03-23,9,-0.0195864374015517,-0.0152338842264232,False,removed_by_ranking_or_optimizer
VIST,2022-04-13,2022-04-21,1,-0.0552486176201284,-0.095027689748781,False,removed_by_ranking_or_optimizer
VIST,2022-05-26,2022-06-03,1,-0.0323299836365652,-0.2497213134083096,False,removed_by_ranking_or_optimizer
VIST,2022-08-02,2022-08-30,4,-0.003988032195209,-0.0618145465668341,False,removed_by_ranking_or_optimizer
VIST,2022-09-14,2022-09-21,1,-0.0136268464319434,0.2442347938179112,True,removed_by_ranking_or_optimizer
VIST,2022-10-05,2022-10-26,3,0.0021708167371916,-0.0397973407529472,False,removed_by_ranking_or_optimizer
VIST,2022-11-02,2022-11-16,2,-0.0264123003414965,-0.0535583631534392,False,removed_by_ranking_or_optimizer
VIST,2022-12-30,2023-01-17,2,-0.032718575522555,0.0963712606009044,True,removed_by_ranking_or_optimizer
VIST,2023-03-08,2023-03-15,1,0.0626150087838726,0.3161448329705976,True,removed_by_ranking_or_optimizer
VIST,2023-04-13,2023-04-27,2,-0.0668304955704054,0.0378378596230797,False,removed_by_ranking_or_optimizer
VIST,2023-06-16,2023-06-26,1,0.0033194988564217,0.0908713900163042,True,removed_by_ranking_or_optimizer
VIST,2023-07-18,2023-08-01,2,-0.0007748373044884,0.0352576468904193,False,removed_by_ranking_or_optimizer
VIST,2023-08-29,2023-09-06,1,0.0204712514152247,0.1096948713611558,True,removed_by_ranking_or_optimizer
VIST,2023-09-20,2023-10-25,5,-0.0823920103257896,-0.0332225909410826,False,removed_by_ranking_or_optimizer
VIST,2023-12-07,2023-12-14,1,0.0294319175414392,0.0451745938806222,False,removed_by_ranking_or_optimizer
VIST,2024-02-21,2024-02-28,1,0.0443704496169592,0.171381033550187,True,removed_by_ranking_or_optimizer
VIST,2024-03-20,2024-03-27,1,-0.0222538447929429,0.0116003277532852,False,removed_by_ranking_or_optimizer
VIST,2024-08-13,2024-08-20,1,0.018629814488942,-0.0596955058401855,False,removed_by_ranking_or_optimizer
VIST,2024-08-27,2024-09-11,2,0.0287091283788973,0.075388966604972,True,removed_by_ranking_or_optimizer
VIST,2024-12-12,2024-12-19,1,0.0046364986737701,0.0880934748016315,True,removed_by_ranking_or_optimizer
VIST,2025-04-17,2025-04-25,1,-0.0839058688678124,0.0364355620336664,False,removed_by_ranking_or_optimizer
VIST,2025-05-09,2025-05-16,1,-0.0081689551430655,0.0368599788690542,False,removed_by_ranking_or_optimizer
VIST,2025-11-06,2025-12-05,4,-0.0279088434322467,-0.098073930300954,False,removed_by_ranking_or_optimizer
VIST,2026-02-04,2026-02-11,1,0.0529884257115091,0.1127564635298943,True,removed_by_ranking_or_optimizer
VIST,2026-02-19,2026-02-26,1,0.0804189354171029,0.2836853401046635,True,removed_by_ranking_or_optimizer
VIST,2026-03-12,2026-04-10,4,-0.0166464655514604,-0.0131659007638399,False,removed_by_ranking_or_optimizer
YPF,2022-01-25,2022-02-15,3,0.0724638165241127,0.0410628216851265,False,removed_by_ranking_or_optimizer
YPF,2022-02-23,2022-03-02,1,-0.0064101995879434,0.042735105435526,False,removed_by_ranking_or_optimizer
YPF,2022-08-16,2022-10-12,8,0.0666666762997407,0.0787878770364107,True,removed_by_ranking_or_optimizer
YPF,2022-10-26,2022-11-02,1,-0.1021437528768824,0.0567465694632394,True,removed_by_ranking_or_optimizer
YPF,2022-12-22,2023-01-31,5,-0.0343096112097195,0.0125523493388084,False,removed_by_ranking_or_optimizer
YPF,2023-04-13,2023-04-27,2,-0.0487364589865816,-0.0018050094067749,False,removed_by_ranking_or_optimizer
YPF,2023-06-16,2023-07-18,4,0.0096899597312856,-0.0910852641542399,False,removed_by_ranking_or_optimizer
YPF,2023-10-18,2023-10-25,1,-0.0816326565151269,0.3309671154154043,True,removed_by_ranking_or_optimizer
YPF,2023-11-22,2024-01-16,7,0.0590207996946194,0.1173708932199448,True,removed_by_ranking_or_optimizer
YPF,2024-01-30,2024-02-21,3,0.006485885394432,0.1415095315704453,True,removed_by_ranking_or_optimizer
YPF,2024-03-20,2024-04-04,2,0.0682155758448763,0.1052892296743854,True,removed_by_ranking_or_optimizer
YPF,2024-04-11,2024-04-18,1,0.0613529153129193,0.2396434068147657,True,removed_by_ranking_or_optimizer
YPF,2024-04-25,2024-05-23,4,0.0871193756332331,-0.0271662722877257,False,removed_by_ranking_or_optimizer
YPF,2024-07-30,2024-08-06,1,0.1701896617779961,0.3029810255518543,True,removed_by_ranking_or_optimizer
YPF,2024-08-13,2024-08-20,1,-0.0023105008535473,0.0887245901315683,True,removed_by_ranking_or_optimizer
YPF,2024-09-04,2024-09-11,1,0.0324276854081642,0.0337423517993435,False,removed_by_ranking_or_optimizer
YPF,2024-11-06,2024-12-12,5,-0.0577798218477332,0.0236578921107095,False,removed_by_ranking_or_optimizer
YPF,2025-03-27,2025-04-03,1,-0.1779433516874663,-0.13293589227704,False,removed_by_ranking_or_optimizer
YPF,2025-10-30,2025-12-05,5,-0.0212350409832133,-0.0391171134413557,False,removed_by_ranking_or_optimizer
YPF,2026-03-26,2026-04-02,1,-0.0501990357471373,-0.0406899624705335,False,removed_by_ranking_or_optimizer
