date,realized_portfolio_return_1d,cash_weight,selected_count,turnover,max_weight,portfolio_expected_return,portfolio_expected_volatility,portfolio_expected_sharpe,timing_model,realized_portfolio_return_5d,realized_portfolio_return_10d,realized_portfolio_return_20d
2022-06-15,-0.021454824796936826,0.5,4,1.0,0.1900539795601242,0.0008527438924663954,0.018702975630434257,0.045594022540390584,ema,-0.021360367408080436,-0.016217694388822756,-0.03533561310149922
2022-06-23,0.022086898756123123,0.5,4,1.0,0.25,0.00033881022993741664,0.022855438684901606,0.014824052804606023,ema,-0.004339516588851575,0.029095109798514193,0.044915409667098304
2022-06-30,0.0038358588179814444,0.5,4,0.0,0.1712548930198245,0.0002366053421433272,0.021281763999090125,0.011117750490675631,ema,0.03332615562625422,0.048749875922667024,0.092027093420052
2022-07-08,-0.008594579415437915,0.5,4,0.8571428571428571,0.1649258911432105,0.0004296511686085458,0.014576581398492246,0.02947544124804102,ema,-0.011589602947002429,-0.014341493553761265,0.025198500167719465
2022-07-15,-0.008345482505100466,0.5,4,0.8571428571428571,0.1875,0.0005474085988002967,0.015626524853765828,0.03503073165166195,ema,0.007211472104566982,0.029514883733702826,0.04621144544598934
2022-07-22,-0.0038075879587004514,0.5,4,1.0,0.1875,0.001099506586154452,0.02452777548184854,0.04482699978104934,ema,0.017219090915396654,0.01989510878985892,0.020361301310451038
2022-07-29,-0.0010124325067680582,0.5,4,0.8571428571428571,0.14195250145623564,0.0006767080822993389,0.015298624821738258,0.04423326215162718,ema,0.01033899040954223,0.021795637471289892,-0.011585597840279722
2022-08-05,-0.011116175144020333,0.5,4,0.8571428571428571,0.14576249493689383,0.0007421687456477532,0.023446381691009648,0.03165387117843998,ema,0.0008111184259499533,-0.019879655507251077,-0.08395120135615482
2022-08-12,0.007647025128394368,0.5,4,0.6666666666666666,0.14864133348726272,0.0012626070409198968,0.020879955798352844,0.06046981387860505,ema,-0.0075459135880529766,0.005512324177020765,0.05511848649095317
2022-08-19,0.002149998119851581,0.8,4,0.8571428571428571,0.07344946317673624,0.0027057904831329425,0.026653520240731286,0.10151719017580338,ema,0.020501148944128005,0.022758582435788332,0.05093166226220848
2022-08-26,0.012010360465606239,0.8,2,0.5,0.1025711998133973,0.004980133537972344,0.03087797594884227,0.16128432596175618,ema,0.007149960208336694,0.03303496466442965,-0.0009029221323825325
2022-09-02,0.0032116572111659603,0.8,2,0.6666666666666666,0.10400000000000001,0.001994348532727778,0.020499840878226597,0.09728604941738969,ema,0.026027429895275678,0.023935363695610553,0.011596519782823472
2022-09-12,-0.006018385063506355,0.7999999999999999,4,0.8,0.07500000000000001,0.002625459081368379,0.01984010331127541,0.13233091784740325,ema,-0.006643533792246277,-0.024525916048545954,-0.022562891069906225
2022-09-19,-0.0012602134011468664,0.8,4,0.8571428571428571,0.08354401943956143,0.0028918551826439187,0.026816177020803418,0.1078399497587027,ema,-0.025704081708648286,-0.015319382287770847,-0.006735674595872928
2022-09-26,0.004388913485250397,0.8,2,0.8,0.1025148622908799,0.0016085449160425475,0.030395138149660647,0.05292112534979567,ema,0.01862441446043072,0.01138130433476276,0.013847736635163022
2022-10-03,0.010438021973849946,0.5,4,0.8,0.25,0.0012585971205860383,0.022815495486794287,0.055164137080192716,ema,-0.0013632366848713934,0.00909404338229782,0.04917052732424985
2022-10-10,-0.005464349487539207,0.5,4,0.6666666666666666,0.18175602533809374,0.0016854326999206385,0.029707552199909858,0.056734149235148114,ema,-0.007730122840654609,0.026403533542202914,0.05632277007738052
2022-10-17,-0.009129424976699475,0.5,4,0.6666666666666666,0.25,0.0015760842763843485,0.03241403379157855,0.04862351555867845,ema,0.0378675128205235,0.05577202348874025,0.09539064134117418
2022-10-24,0.004154257886537779,0.5,4,0.8571428571428571,0.1875,0.0017966008489372159,0.01833707700806972,0.09797640311738745,ema,0.0018478566321876548,0.0012703891750204706,-0.0038049791517785203
2022-10-31,0.005503413043700037,0.5,4,0.8571428571428571,0.1875,0.0016603468678084196,0.0194829271004737,0.08522060670072777,ema,0.0010010048468028303,0.0189989122206756,0.03054305106945027
