period,start,end,avg_exposure,min_exposure,max_exposure,avg_cash,avg_rolling_vol,avg_turnover,period_return,exposure_too_high_at_drawdown_start,exposure_reduction_too_late,recovery_date
before_drawdown,2022-01-25,2022-03-16,0.6522831900520123,0.505769944680459,1.0,0.34771680994798765,0.4450170005565893,0.09889252661415393,0.1885407860604087,False,False,2023-01-09
during_drawdown,2022-03-23,2022-07-05,0.7455869356016133,0.541210801970542,0.8675163025667649,0.2544130643983867,0.3008553113399027,0.18823376024922414,-0.23252786909717083,False,False,2023-01-09
after_trough,2022-07-12,2022-08-30,0.6876982103331117,0.6278863396387324,0.7378255920430347,0.31230178966688826,0.32088019897431536,0.13837973134252543,0.14994634048155353,False,False,2023-01-09
