date,model_mode,ticker,selected,weight,expected_daily_return,realized_return_1d,realized_return_5d,realized_return_10d,realized_return_20d,cash_weight
2022-02-01,baseline,YPF,True,0.0538124560891184,0.0005170021945173,-0.0137299643823365,-0.0732264767057949,-0.0526315846903188,0.0709382038667676,0.5000000000000002
2022-02-01,baseline,VIST,True,0.1316605062239404,0.0025953362717647,-0.0138889123955217,0.0216049176039374,0.0632715812045214,0.3503086380007572,0.5000000000000002
2022-02-08,baseline,AAPL,True,0.1227130992365835,0.0006223962721185,0.0082937535494815,-0.0116685267034042,-0.0844248375693499,-0.0679517517496375,0.5000000000000001
2022-02-08,baseline,COST,True,0.1503027616029654,0.0013442145786375,0.0147366253784906,-0.0138732441047759,-0.0496786211946282,0.0124724161863141,0.5000000000000001
2022-02-08,baseline,AMAT,True,0.0902619384592338,0.0001094985382945,0.0392792572846283,0.0078558294622748,-0.0784864820875562,-0.0730090442004504,0.5000000000000001
2022-02-08,baseline,VIST,True,0.1367222007012172,0.0033994064148868,0.0181268712437367,0.0407854963132996,0.1933535093558764,0.2341390056691761,0.5000000000000001
2022-02-15,baseline,GOOGL,True,0.1285337204373549,0.0007814255061065,0.0082681626646485,-0.0660318169506103,-0.0149112426035502,-0.0243616085515384,0.5000000000000001
2022-02-15,baseline,AVGO,True,0.124430407804148,0.0012702323319878,-0.0092240780383633,-0.06234549485756,-0.0281865603831189,0.0072167057120908,0.5000000000000001
2022-02-15,baseline,CSCO,True,0.125266207033213,0.0001404027240454,-0.0003685361635336,0.0031324519534068,0.0346416261702147,0.0283766519723152,0.5000000000000001
2022-02-15,baseline,VIST,True,0.121769664725284,0.0010392967754574,0.0449927356729635,0.1465892958568386,0.2699564832449177,0.0856313735879408,0.5000000000000001
2022-02-23,baseline,AVGO,True,0.1719064731284491,4.174257114954415e-05,0.0262035592726488,0.0364301928771215,0.0563173198483786,0.0604929078246345,0.5000000000000001
2022-02-23,baseline,YPF,True,0.1446135376105058,0.0012371802024563,-0.029279304676924,0.0540540018074706,0.0472973052794141,0.0472973052794141,0.5000000000000001
2022-02-23,baseline,VIST,True,0.183479989261045,0.0048786864451249,0.0354430641048399,0.1075949233381667,0.0341772123629267,0.16329107208142,0.5000000000000001
2022-03-02,baseline,QQQ,True,0.1189891079318881,9.29411531638638e-05,-0.014284866763552,-0.0352226569417998,-0.0198721095335131,0.0572259519824076,0.5000000000000002
2022-03-02,baseline,QCOM,True,0.1053734263353222,4.816688455577649e-05,-0.0230427999792282,-0.0717282090968888,-0.111078304589411,-0.0976071153468888,0.5000000000000002
2022-03-02,baseline,CCJ,True,0.101974685449495,0.0030887871550987,-0.0207419411285844,0.0789788418962409,-0.0107698628261018,0.1196649396297901,0.5000000000000002
2022-03-02,baseline,VIST,True,0.1736627802832945,0.0093108074836275,-0.0491428920200892,-0.0662857055664062,-0.1451428549630301,0.0297143118722098,0.5000000000000002
2022-03-09,baseline,GOOGL,True,0.1081664801708592,0.0001129176773441,-0.0074238778894287,-0.0010455392858927,0.0363925898232269,0.023444806058867,0.5000000000000002
2022-03-09,baseline,COST,True,0.156899239377389,0.0002446052454672,0.0096085398549776,0.0298303600987297,0.0499762984877532,0.1082913881729337,0.5000000000000002
2022-03-09,baseline,CCJ,True,0.112163400806989,0.0040652516668597,0.0173752766713275,-0.0831792999430968,0.0735675317779804,0.0439926272688107,0.5000000000000002
2022-03-09,baseline,VIST,True,0.1227708796447626,0.0018223756436664,0.0403916671510911,-0.0844553305724636,0.1248469393591542,0.1187270817589536,0.5000000000000002
2022-03-16,baseline,AMZN,True,0.0986077428769055,9.291164730307628e-05,0.0270077489898168,0.0673006622400393,0.0861962498046606,0.015917261454855,0.5
2022-03-16,baseline,COST,True,0.1766093723945705,0.000874097738551,0.0172987414665464,0.0195623853884947,0.0608770039252368,0.0877822759365429,0.5
2022-03-16,baseline,ADBE,True,0.0937422507504863,9.122645703180685e-05,0.0045212045985816,-0.0439913014275294,0.0400126882926905,-0.0241657751103602,0.5
2022-03-16,baseline,VIST,True,0.1310406339780376,0.0002719332755919,0.0641711253809518,0.2286095664370899,0.2045454820731223,0.2139037300204116,0.5
2022-03-23,baseline,AMAT,True,0.1030410464409008,0.000177357575691,0.0545578927776884,0.0333282981573461,-0.0919951035332422,-0.1196925578047685,0.5000000000000002
2022-03-23,baseline,TXN,True,0.1174273932423285,0.0001285961117566,0.0286464419832437,0.0467388599039875,-0.0102189067028328,-0.0103306124893886,0.5000000000000002
2022-03-23,baseline,CCJ,True,0.1253034961858448,0.0030858557816556,-0.0013774419513173,-0.0334022448389276,-0.027548247905923,-0.0258264454667762,0.5000000000000002
2022-03-23,baseline,VIST,True,0.1542280641309257,0.0036706950952357,-0.0206746016385972,-0.0195864374015517,-0.0054406136391207,-0.0152338842264232,0.5000000000000002
2022-03-30,baseline,AAPL,True,0.1247374541699462,0.0012471199178484,-0.0177757978633232,-0.0334139747912828,-0.0414581211613228,-0.0794847530135399,0.5000000000000002
2022-03-30,baseline,TSLA,True,0.0809635718177747,0.0016146861261546,-0.0149818131423394,-0.0440863087407383,-0.0654667458010886,-0.1978811624592192,0.5000000000000002
2022-03-30,baseline,SPY,True,0.1483463400656496,0.0023326656613988,-0.0153913175729484,-0.0265533526688942,-0.0335513717873879,-0.0673425197871926,0.5000000000000002
2022-03-30,baseline,COST,True,0.1459526339466293,0.001074971252059,-0.0010755028860068,0.0144326812272126,0.0253613490647424,-0.0251009964759757,0.5000000000000002
2022-04-06,baseline,AVGO,True,0.0967734800739114,7.2980845203282865e-06,0.0017441784203591,-0.0157142713209098,-0.0153987033451282,-0.0365614648792169,0.5000000000000001
2022-04-06,baseline,COST,True,0.1509945968467006,0.0007871200710204,0.0397749801460129,0.0107731819368328,0.0118846294706955,-0.1153747041471532,0.5000000000000001
2022-04-06,baseline,PEP,True,0.1510097232138318,0.0011506912018178,0.0009281493281272,0.0035384918644427,0.0142119435983321,-0.0116016010620166,0.5000000000000001
2022-04-06,baseline,YPF,True,0.1012221998655561,0.0021050506928894,0.0118343078398515,0.0138066454544676,-0.0591716332499762,-0.1834320066444951,0.5000000000000001
2022-04-13,baseline,TSLA,True,0.109828102562797,0.0005756541325153,-0.0365523188084326,-0.0132926396482065,-0.14169042788278,-0.2879290305808888,0.5000000000000002
2022-04-13,baseline,COST,True,0.1595681468404647,0.0011256255829203,-0.0011842734189836,0.001099601328691,-0.0492142068615577,-0.1774857118429097,0.5000000000000002
2022-04-13,baseline,CCJ,True,0.1147495472675691,0.0006752682798306,-0.0060145784469726,-0.1044634131408893,-0.1646090768541342,-0.3482114576406188,0.5000000000000002
2022-04-13,baseline,YPF,True,0.115854203329169,0.0010161887795474,0.0077820939478694,-0.0719844154027311,-0.1575875415991727,-0.214007769106165,0.5000000000000002
2022-04-21,baseline,COST,True,0.1356482441167456,0.0002683430875369,-0.0338661884578839,-0.0502585438286765,-0.1257646671482861,-0.2852773183230896,0.5000000000000001
2022-04-21,baseline,PEP,True,0.1385312174855568,0.0006875663419729,-0.0153855095959143,0.0152139311245964,-0.0254518247623516,-0.0780141825402934,0.5000000000000001
2022-04-21,baseline,CSCO,True,0.104321678508239,9.204982626862576e-05,-0.0269040962824408,-0.0407350845188914,-0.060060595723029,-0.20954903020824,0.5000000000000001
2022-04-21,baseline,VIST,True,0.1214988598894585,0.0019090195614034,-0.0497237347824405,-0.0552486176201284,-0.0729281583980294,-0.095027689748781,0.5000000000000001
2022-04-28,baseline,COST,True,0.0807765458321609,0.0001403166338361,-0.0538790556883896,-0.0795017663270128,-0.1349110450608874,-0.1726156757395462,0.8
2022-04-28,baseline,CCJ,True,0.0510795676750164,0.0001593524052179,-0.0219780195953154,-0.072375895853992,-0.2197801959531539,-0.0647972385002558,0.8
2022-04-28,baseline,VIST,True,0.0681438864928226,9.247766518141092e-05,-0.0105263334011873,-0.0187134320283982,-0.0608187656331477,0.0912280369088682,0.8
2022-05-05,baseline,AMD,True,0.1007270695063319,9.712467461786812e-05,0.0156598865270845,-0.0725471928063434,0.0298284365658574,0.132417172062226,0.5000000000000001
2022-05-05,baseline,COST,True,0.1525051647110352,9.998069477824951e-05,-0.0269852736700885,-0.060194877846511,-0.1824596252069575,-0.079389945764226,0.5000000000000001
2022-05-05,baseline,CCJ,True,0.0904370088799138,0.0001281467938132,-0.0261437664058865,-0.1589052067969554,-0.0559640097019222,0.0212418491620678,0.5000000000000001
2022-05-05,baseline,VIST,True,0.156330756902719,8.661907332429063e-05,0.0202622251892088,-0.0429082950679581,-0.0238379922235194,0.0691299046450757,0.5000000000000001
2022-05-12,baseline,AMD,True,0.1037479933572142,7.67241733685825e-05,0.0925798921894487,0.1103836535704445,0.1342752443053834,0.0891339576595757,0.5000000000000001
2022-05-12,baseline,COST,True,0.1518452344152654,7.879569889572155e-05,0.0228104745258124,-0.1300958512338033,-0.0435846862491875,-0.04704018154124,0.5000000000000001
2022-05-12,baseline,CCJ,True,0.0818554618409352,7.225043809493489e-05,0.0689655204356796,0.1223895307959452,0.1986401225001366,0.2399223165346466,0.5000000000000001
2022-05-12,baseline,VIST,True,0.1625513103865851,7.342959229703773e-05,0.0560398286711563,0.0199252618596175,0.1618929307552852,0.080946524759607,0.5000000000000001
2022-05-19,baseline,AMD,True,0.1600850411382614,0.0001443188425538,-0.0327919543704269,0.0215165187798966,0.0996173069744206,-0.1562014974669967,0.5000000000000001
2022-05-19,baseline,CCJ,True,0.1434913761233603,0.0001111095502044,0.0151448924654862,0.0679359434599484,0.0817827494475209,-0.1055820194554507,0.5000000000000001
2022-05-19,baseline,VIST,True,0.1964235827383782,8.436461826590728e-05,0.0402931494857203,0.1391941882455385,0.0952381839571476,-0.1111110399510377,0.5000000000000001
2022-05-26,baseline,COST,True,0.1777877287384654,0.0001051296025332,0.0124089112721366,0.0242155960388512,-0.0036129652488529,0.0360438076466489,0.5000000000000001
2022-05-26,baseline,PEP,True,0.1827005734470022,0.0001373088425344,0.0097584131218229,-0.0309211362527962,-0.0446181665431653,-0.0221033125233387,0.5000000000000001
2022-05-26,baseline,YPF,True,0.1395116978145323,0.0007828470242619,0.0264316930765133,-0.0220264108970945,-0.1079294659108692,-0.2555065764667207,0.5000000000000001
2022-06-03,baseline,AMD,True,0.157733764774797,0.0007397217209959,-0.0061147836991352,-0.1079962655442628,-0.2326434868011478,-0.2925682522170101,0.5
2022-06-03,baseline,COST,True,0.172233624424519,0.0001404961733024,-0.0079370053108596,-0.0271706088008529,-0.0620682363435038,0.0252178682742783,0.5
2022-06-03,baseline,VIST,True,0.170032610800684,0.0002805061863108,0.0267558265299427,-0.0323299836365652,-0.188405797871871,-0.2497213134083096,0.5
2022-06-10,baseline,CCJ,True,0.2481514145061358,0.0002195510773278,-0.0916568777772075,-0.19036429610806,-0.1006659433235814,-0.1637289538876627,0.5000000000000001
2022-06-10,baseline,VIST,True,0.2518485854938641,9.402986648684072e-05,-0.071428555732813,-0.1612903278969504,-0.1313364404656742,-0.2603686808091728,0.5000000000000001
2022-06-17,baseline,COST,True,0.1015734755956039,6.908408704831333e-05,0.0367592353095256,0.0784884312766607,0.0930623186035413,0.1646331407137105,0.8
2022-06-17,baseline,CCJ,True,0.098426524404396,8.136208621464488e-05,0.0599903128466989,0.1107885340941565,0.0169327711745457,0.1456216844592057,0.8
2022-06-27,baseline,AMD,True,0.149815277514108,8.073455876540763e-05,-0.0624420224482704,-0.1272052721451667,-0.1137419061655351,-0.0105617876442775,0.5
2022-06-27,baseline,COST,True,0.1861916317496025,0.0001192047841131,-0.0272755882686819,0.0135132532758173,0.0183082663709781,0.0626465857307343,0.5
2022-06-27,baseline,CCJ,True,0.1639930907362895,0.0001284965605059,-0.01611493670028,-0.0844947170760543,-0.0701218975261953,0.006968717819721,0.5
2022-07-05,baseline,COST,True,0.0669165608029057,0.0001874822296708,0.0089910786119196,0.0047310808020148,0.0654773482646495,0.1130545428726148,0.8
2022-07-05,baseline,PEP,True,0.0758284614078003,0.0005780478486212,0.0099994230893718,0.0028992693277924,0.0062126683976393,0.0383409928225637,0.8
2022-07-05,baseline,VIST,True,0.0572549777892939,9.198700196944818e-05,-0.0133729795442527,-0.0460623984994013,-0.0817236536665837,0.2956909721122533,0.8
2022-07-12,baseline,NVDA,True,4.523663196756098e-05,4.3936509322350585e-05,0.0054369301120866,0.1266410840144591,0.096207478357214,0.1328736701469266,0.5
2022-07-12,baseline,NFLX,True,1.023898106583543e-05,6.94664855428279e-05,0.0120951817825187,0.1558039816299745,0.2261966822520031,0.3180854046115744,0.5
2022-07-12,baseline,COST,True,0.25,0.0001365342534026,0.0033634218803635,0.060460225251661,0.0435411562726166,0.0922396382257715,0.5
2022-07-12,baseline,CCJ,True,0.2499445243869666,9.600888056101144e-05,0.0051521639830227,0.1091334839379361,0.0829040012242765,0.1756440249647364,0.5
2022-07-19,baseline,COST,True,0.1746348105216922,0.0010721083329533,0.0076313013231266,-0.0159544588058728,0.0446534078696789,0.063029891189575,0.5000000000000001
2022-07-19,baseline,PEP,True,0.1704674333702537,0.0002205403393854,-0.0105845176855163,0.0104081165345841,0.0319299542074815,0.0603317059444854,0.5000000000000001
2022-07-19,baseline,QCOM,True,0.154897756108054,0.0011729457924838,0.0294497641343378,0.0176427101150957,-0.0023070933646992,0.0180498320570219,0.5000000000000001
2022-07-26,baseline,COST,True,0.163065689040203,0.0002312375863475,0.0202762194661769,0.0615905099290476,0.0466665657223324,0.058875266305262,0.5000000000000002
2022-07-26,baseline,PEP,True,0.1702704600785882,0.0001465473614911,-0.0013967612792091,0.0213001432992354,0.0155386029243629,0.0380608346414557,0.5000000000000002
2022-07-26,baseline,QCOM,True,0.1666638508812086,0.0025349032134456,0.023004580383813,-0.0196039369038851,-0.0497433263529062,-0.0616790019651146,0.5000000000000002
2022-08-02,baseline,AMZN,True,0.1046777470106105,0.0004570696388641,0.0399522992251182,0.0273553821464438,0.0791591743239261,-0.0404741188606861,0.5000000000000002
2022-08-02,baseline,SPY,True,0.1144063446250468,0.0001137177908971,0.0156594978352906,0.0080625608111695,0.0530314531635269,-0.0241386221694059,0.5000000000000002
2022-08-02,baseline,AMAT,True,0.0934159083643425,8.795081149079701e-05,0.0382894023645672,-0.0507666854948994,0.0333365089171775,-0.0997237968733797,0.5000000000000002
2022-08-02,baseline,TXN,True,0.1875,0.0028581650401723,0.0352668996555105,0.0027649559292906,0.0346461987775403,-0.0591355132341279,0.5000000000000002
2022-08-09,baseline,AAPL,True,0.1710283262285387,0.0017439302965709,0.0261945632560176,0.049175361996085,0.0140067765234108,-0.0543293206073131,0.5000000000000001
2022-08-09,baseline,MSFT,True,0.1649108917223334,0.0012018350252337,0.0243004469209242,0.0368756787539918,-0.0207580078106841,-0.0857598034075477,0.5000000000000001
2022-08-09,baseline,VIST,True,0.1640607820491278,0.0017561599832524,0.0,0.0113635710940886,0.0920453918620587,0.1352272221125858,0.5000000000000001
2022-08-16,baseline,AAPL,True,0.1103030526542747,0.0014695149758513,0.0087846285799246,-0.0335202166830956,-0.0816043184234072,-0.1024099944848599,0.5000000000000002
2022-08-16,baseline,MSFT,True,0.1204561116758326,0.0024685108780193,-0.0047486733334577,-0.0555839892338243,-0.1016022380600532,-0.1383280086651532,0.5000000000000002
2022-08-16,baseline,QQQ,True,0.0916612813912583,0.0008451258033906,-0.0114060688541148,-0.0547128708997515,-0.0940773139534894,-0.1090947397772128,0.5000000000000002
2022-08-16,baseline,YPF,True,0.1775795542786342,0.0102361322851242,0.0065075340785991,0.1214750382995386,0.1952277807595901,0.5835140952956448,0.5000000000000002
2022-08-23,baseline,NFLX,True,0.1249999999999999,3.513003450656872e-06,0.0225339799829897,-0.0173680423501898,0.0196392779443139,0.0548653019433551,0.5000000000000001
2022-08-23,baseline,YPF,True,0.1875,0.010692642285674,0.0251450894627658,0.0657640517544471,0.2765957073957534,0.3191489499068276,0.5000000000000001
2022-08-23,baseline,VIST,True,0.1875,0.0031078770484102,0.0239334551641565,0.0437044840061071,0.0395421569216067,-0.0072840475884493,0.5000000000000001
2022-08-30,baseline,YPF,True,0.1020529152642721,0.0073430114881427,-0.0036298469932606,0.1978220744959804,0.3248638634296896,0.1597095464698994,0.8
2022-08-30,baseline,VIST,True,0.0979470847357279,0.0012649109512467,-0.0169491606001853,-0.003988032195209,0.0448653859666487,-0.0618145465668341,0.8
2022-09-07,baseline,QCOM,True,0.0606162714295545,9.385989678598362e-05,0.0019440123494143,-0.0083204298089804,-0.0309487027063585,-0.0288491954726723,0.8
2022-09-07,baseline,CCJ,True,0.0643886910041349,0.0002556900243763,0.0261726871436727,0.0356899807728625,-0.0669612273367014,-0.0540448724835008,0.8
2022-09-07,baseline,YPF,True,0.0749950375663105,0.012460670081521,0.0257575876894515,0.1060606509419737,0.0333333742738979,0.1212121518628113,0.8
2022-09-14,baseline,AMZN,True,0.0959999999999999,8.519512395639151e-05,-0.0176585314552421,-0.077868548413804,-0.0819914481937713,-0.1217425216207718,0.8
2022-09-14,baseline,YPF,True,0.104,0.0095917385901684,-0.0863013832849637,-0.0657534255523308,-0.1246575754072222,-0.0958904476455676,0.8
2022-09-21,baseline,COST,True,0.0677789776195642,0.0001357705763518,-0.0119658340780092,-0.0096943612637013,-0.0258583970036859,-0.0438883207799903,0.8000000000000003
2022-09-21,baseline,YPF,True,0.0734343806648575,0.0036668789626228,0.0146627422456806,-0.0630498965326318,0.0850439749424176,0.0322580329404973,0.8000000000000003
2022-09-21,baseline,VIST,True,0.0587866417155781,0.0002446255506328,-0.0251572088131902,-0.0136268464319434,0.1949685182510172,0.2442347938179112,0.8000000000000003
2022-09-28,baseline,COST,True,0.1730376856899765,0.0001337269242886,-0.0190665329940644,-0.0163222697192869,-0.0448708826285428,0.0228552775334591,0.5000000000000001
2022-09-28,baseline,YPF,True,0.1705166151276446,0.0018160676724098,-0.0266040813530474,0.1580595070399149,0.0328638564217169,0.2175274448146793,0.5000000000000001
2022-09-28,baseline,VIST,True,0.1564456991823788,0.0002162409770734,-0.0063761388857921,0.2114771310719461,0.1902231658744717,0.4686503633286376,0.5000000000000001
2022-10-05,baseline,AMZN,True,1.8094652787024397e-05,7.592558143205761e-05,-0.0053740712102913,-0.0665563921081212,-0.0486151087373254,-0.238362917975081,0.8
2022-10-05,baseline,NFLX,True,4.095592426334172e-06,0.0001192764295535,0.013897709135179,-0.0669961737006172,0.1505935235713416,0.1532124720117762,0.8
2022-10-05,baseline,YPF,True,0.1,0.0040726590636463,-0.0256756830772749,-0.108108132489847,-0.0486486660641765,0.071621584613625,0.8
2022-10-05,baseline,VIST,True,0.0999778097547866,0.0002604151325754,0.0438596505904498,-0.017543843505051,0.0412280949786034,0.2149123548177203,0.8
2022-10-12,baseline,COST,True,0.1717271997476819,0.0001138990567031,0.0034520891434164,0.0108280538189831,0.0709078583515352,0.0505810628477052,0.5000000000000001
2022-10-12,baseline,YPF,True,0.1519499596113908,0.0002983009713762,0.0409090886102891,0.0666666762997407,0.1787879276100494,0.0787878770364107,0.5000000000000001
2022-10-12,baseline,VIST,True,0.1763228406409272,0.0012611212826684,0.0517857083556603,0.0598214364021409,0.233928565194412,0.1669642783397313,0.5000000000000001
2022-10-19,baseline,COST,True,0.1597107032371695,0.0001243913785435,-0.014445405817184,0.0594362258799268,0.0256242014244341,0.111745102123808,0.5000000000000001
2022-10-19,baseline,PEP,True,0.1749885216844134,0.0001471622926304,-0.0109598170846506,0.0329372790364781,0.0281495435257925,0.028668673299522,0.5000000000000001
2022-10-19,baseline,VIST,True,0.165300775078417,0.000252284075073,0.0210614997818279,0.1642796822296086,0.1668071200505647,0.1482729777464475,0.5000000000000001
2022-10-26,baseline,ADBE,True,0.0491178063334476,0.0001106443257243,-0.0057102378529368,-0.0600973823807271,-0.0674301520479619,0.0477408489405646,0.5000000000000001
2022-10-26,baseline,PEP,True,0.1875,0.0027430550705166,-0.0010610511734789,-0.0046350689512839,-0.0029039160729995,0.0335622620261271,0.5000000000000001
2022-10-26,baseline,CSCO,True,0.0758821936665523,0.000156385919433,0.0009012415472611,0.0042811767042856,-0.0105903832670432,0.0944118640348408,0.5000000000000001
2022-10-26,baseline,VIST,True,0.1875,0.004485308763016,-0.0470332585299337,0.0021708167371916,-0.0542691763069203,-0.0397973407529472,0.5000000000000001
2022-11-02,baseline,NFLX,True,0.018290438111458,4.096430845035326e-05,-0.0144322018586938,-0.0671794756425983,0.1209523860093668,0.160989032255991,0.8
2022-11-02,baseline,CSCO,True,0.0317095618885419,0.0001737685851474,-0.0161543914209794,-0.0148081636062643,-0.0040385978552448,0.1211577644795449,0.8
2022-11-02,baseline,YPF,True,0.075,0.00072988609177,0.0239596546448179,-0.1021437528768824,-0.0365699833708298,0.0567465694632394,0.8
2022-11-02,baseline,VIST,True,0.075,0.0082535653154093,-0.0231047393274207,-0.0563177375568227,-0.0158844953768486,0.0267147924453572,0.8
2022-11-09,baseline,NFLX,True,0.0951232660175248,0.0001064304504173,0.0797534033208808,0.2016806628280021,0.1446634757186411,0.2183303052132348,0.5000000000000001
2022-11-09,baseline,ADBE,True,0.1029574608188584,5.832781072561717e-05,0.1039917609583298,0.1322983544380831,0.1234985253291716,0.1127914879573654,0.5000000000000001
2022-11-09,baseline,AMAT,True,0.1144192731636167,0.0009868956233385,0.1102988341285671,0.1042594220559673,0.1408137455211258,0.1507735089112671,0.5000000000000001
2022-11-09,baseline,VIST,True,0.1875,0.0002880072095715,0.0175975899985465,0.0428462458066056,0.0153022775523594,-0.0512624400870697,0.5000000000000001
2022-11-16,baseline,NVDA,True,0.0601556421905978,0.001366161536288,-0.0146448651081314,0.0382777660691426,0.0769956249665824,0.0654933894964191,0.5000000000000001
2022-11-16,baseline,AVGO,True,0.1875,0.0005688410974833,0.000742543904278,0.0428155094096436,0.0762511559152108,0.0904187534640184,0.5000000000000001
2022-11-16,baseline,NFLX,True,0.0648443578094021,0.0015929253289641,-0.0350957267523882,-0.0474478693658748,0.0357166341285521,-0.0510097037189808,0.5000000000000001
2022-11-16,baseline,AMAT,True,0.1875,0.0039458967009539,0.002206829062034,0.033103021568156,0.0267703020806826,0.0032622945107305,0.5000000000000001
2022-11-23,baseline,AVGO,True,0.1621279165462698,0.0009516522478837,-0.0069896802156429,0.0320628588699218,-0.0047971799661621,0.0364477878844113,0.5000000000000001
2022-11-23,baseline,COST,True,0.1719611965446162,0.0012072165369584,-0.0015529141892438,-0.0573069757010438,-0.0992908712534903,-0.1417800148999369,0.5000000000000001
2022-11-23,baseline,AMAT,True,0.1659108869091139,0.0035417665668519,-0.0171821167045833,-0.006129804438923,0.008730402687769,-0.0935265149630945,0.5000000000000001
2022-12-01,baseline,MSFT,True,0.1543687186480277,0.0007990472177595,0.0012956999799418,-0.0286230651970683,-0.0223016525192308,-0.0583846832409862,0.5000000000000001
2022-12-01,baseline,AVGO,True,0.1746854168431443,0.0021161554083429,-0.0180662536196333,-0.0357149165085203,0.0131638395656445,0.0152155683143873,0.5000000000000001
2022-12-01,baseline,CSCO,True,0.1709458645088279,0.0014028842677891,-0.0054032509739424,-0.0196117574203761,-0.0364218461149481,-0.0466280122900886,0.5000000000000001
2022-12-08,baseline,NVDA,True,0.1875,0.0026953335401071,-0.0097851458329005,-0.0126391142988263,-0.1065875013511635,-0.0897548086702428,0.5000000000000001
2022-12-08,baseline,AMD,True,0.0938289745205883,0.000328175345731,-0.0266780878422941,-0.0559103501228368,-0.0937987866588774,-0.0458351539801685,0.5000000000000001
2022-12-08,baseline,CSCO,True,0.1157047966259388,0.0002076686705848,-0.0108185869735762,-0.0171463589264808,-0.0340886288309031,-0.0083690515077553,0.5000000000000001
2022-12-08,baseline,AMAT,True,0.1029662288534728,0.0001298793628283,-0.0116932535247578,-0.0372894119233787,-0.1013719001414047,-0.0195194064512321,0.5000000000000001
2022-12-15,baseline,META,True,0.0959999999999999,3.594400944767006e-06,0.028239334793001,0.0083512803096004,0.0360739970466394,0.165389572381474,0.8
2022-12-15,baseline,AVGO,True,0.104,0.0012733485998537,-0.0037455132015531,-0.0087993035101026,0.002025071038483,0.038064526493859,0.8
2022-12-22,baseline,AVGO,True,0.2461934765210932,0.000633061646845,-0.0011932611265857,0.0109204670526539,0.0430309922351468,0.0577482932869077,0.5000000000000001
2022-12-22,baseline,YPF,True,0.2538065234789067,0.0025481693675109,0.025959424923601,0.0372460424936194,0.10045150991084,0.3544018583518031,0.5000000000000001
2022-12-30,baseline,AVGO,True,0.1376477164120188,0.0005206425959277,-0.0101049602937303,0.0317636512752692,0.0359666204938617,0.046286218492314,0.5000000000000001
2022-12-30,baseline,PEP,True,0.1746440416414932,0.0002039937835517,-0.0069190743643395,-0.0073619052590201,-0.0254622274453125,-0.0533598981193327,0.5000000000000001
2022-12-30,baseline,VIST,True,0.1877082419464879,0.0019340677813212,-0.0823754772939033,0.005108552010572,0.0734354808260304,0.015325656031716,0.5000000000000001
2023-01-09,baseline,NFLX,True,0.0197537799626263,0.0002101257496487,0.0392487042320601,0.0350604893432182,0.154392841678324,0.1516006580737032,0.8
2023-01-09,baseline,COST,True,0.0302462200373736,0.0001623237663813,0.0055352352929176,0.0167519352765992,0.0279059746246737,0.0789138993146214,0.8
2023-01-09,baseline,YPF,True,0.075,0.0047361637596513,-0.0030768956893529,0.2533333607209034,0.2307692307692308,0.1835897396772334,0.8
