date,model_mode,cash_weight,selected_count,realized_portfolio_return_1d,realized_portfolio_return_5d,realized_portfolio_return_10d,realized_portfolio_return_20d,realized_portfolio_return_30d,turnover,portfolio_expected_return,portfolio_expected_volatility,portfolio_expected_sharpe,gate_decision,gate_reason,exposure,year,quarter,cash_bucket,volatility_regime,correlation_proxy_regime
2022-05-12,regime_gated_full_quant,0.5,4,0.0278231920020771,0.0049547765231953,0.0498883472577944,0.0349015575509065,-0.0029532429952637,0.0,0.0011758384008296,0.018975960837667,0.0619646304547404,fallback_baseline,risk_off_regime,0.5,2022,2022Q2,high_cash,high_volatility,high_correlation_proxy
2022-05-19,regime_gated_full_quant,0.5,4,0.0048381848785173,0.0405337159608876,0.0463893852528193,-0.0619804609623781,-0.0835468249922369,0.4,0.0013511742330414,0.0250774939618354,0.0538799544762232,fallback_baseline,risk_off_regime,0.5,2022,2022Q2,high_cash,high_volatility,high_correlation_proxy
2022-05-26,regime_gated_full_quant,0.5,4,0.0076765502016971,-0.0044170154862373,-0.0238515285326357,-0.0332762974621592,-0.0381980459972733,1.0,0.0004890954867236,0.0129188603820426,0.0378590272098208,fallback_baseline,risk_off_regime,0.5,2022,2022Q2,high_cash,high_volatility,high_correlation_proxy
2022-06-03,regime_gated_full_quant,0.5,4,0.0022178359936022,-0.0272115015023755,-0.0794211000327003,-0.084265293914023,-0.0672815688656862,0.6666666666666666,0.001282809502699,0.020187559376389,0.0635445562676308,fallback_baseline,insufficient_full_quant_edge,0.5,2022,2022Q2,high_cash,high_volatility,high_correlation_proxy
2022-06-10,regime_gated_full_quant,0.5,2,-0.0407339645948086,-0.0878599102853684,-0.0580572929834204,-0.1062030554715269,-0.0730405255090422,0.8,0.0014722553083788,0.0292732087200426,0.0502936088236471,fallback_baseline,risk_off_regime,0.5,2022,2022Q2,high_cash,high_volatility,high_correlation_proxy
2022-06-17,regime_gated_full_quant,0.8,2,0.0096384012820581,0.0188768731135629,0.0111192969627926,0.0310553965797449,0.043432798208418,0.6666666666666666,0.0004388130317576,0.021644998864401,0.0202731834040149,fallback_baseline,risk_off_regime,0.19999999999999996,2022,2022Q2,high_cash,high_volatility,high_correlation_proxy
2022-06-27,regime_gated_full_quant,0.5,4,-0.0170759934848046,-0.0303977882742062,-0.0251309359506686,0.0112247744474993,0.0524925735137024,0.5,0.0005421086842954,0.0222961155349487,0.0243140417641671,fallback_baseline,risk_off_regime,0.5,2022,2022Q2,high_cash,high_volatility,high_correlation_proxy
2022-07-05,regime_gated_full_quant,0.8,4,0.000594223279668,-0.00210086681452,0.0001735300666541,0.0274023397275443,0.0324109199992123,0.6666666666666666,0.0008404689468931,0.0146902718501909,0.0572126203969615,fallback_baseline,risk_off_regime,0.19999999999999996,2022,2022Q3,high_cash,high_volatility,high_correlation_proxy
2022-07-12,regime_gated_full_quant,0.5,4,0.0021289804371349,0.0423996971406027,0.0316133583497701,0.0669704394654161,0.0518925595736811,0.6666666666666666,0.0006365512634229,0.0224142524416699,0.0283993974405128,fallback_baseline,risk_off_regime,0.5,2022,2022Q3,high_cash,high_volatility,high_correlation_proxy
2022-07-19,regime_gated_full_quant,0.5,4,0.0040900776796065,0.0017208572298225,0.0128836931785246,0.0240876826520595,-0.0093724185873034,0.8571428571428571,0.0007530999007055,0.0146415604060014,0.051435767761261,fallback_baseline,insufficient_full_quant_edge,0.5,2022,2022Q3,high_cash,high_volatility,high_correlation_proxy
2022-07-26,regime_gated_full_quant,0.5,4,0.0069025604674242,0.0104028165223845,0.0019650664379457,0.005801511706853,-0.0167004822261223,0.4,0.0008071393728179,0.0148738932672759,0.0542655079147133,fallback_baseline,insufficient_full_quant_edge,0.5,2022,2022Q3,high_cash,high_volatility,high_correlation_proxy
