date,variant,target_volatility,rolling_vol_used,raw_target_exposure,target_exposure,cash_weight,vol_target_return,uses_hindsight
2022-01-03,raw_target_research_vol_target_15pct,0.15,,,1.0,0.0,-0.0151875740117539,False
2022-01-10,raw_target_research_vol_target_15pct,0.15,,,1.0,0.0,0.0085589151004516,False
2022-01-18,raw_target_research_vol_target_15pct,0.15,,,1.0,0.0,-0.0136566225046583,False
2022-01-25,raw_target_research_vol_target_15pct,0.15,,,1.0,0.0,0.0044840119287781,False
2022-02-01,raw_target_research_vol_target_15pct,0.15,0.08828285701752003,1.0,1.0,0.0,-0.013809438388929,False
2022-02-08,raw_target_research_vol_target_15pct,0.15,0.08282374189278617,1.0,1.0,0.0,0.0115325689533021,False
2022-02-15,raw_target_research_vol_target_15pct,0.15,0.09020716092183363,1.0,1.0,0.0,0.0227982897052355,False
2022-02-23,raw_target_research_vol_target_15pct,0.15,0.10838448701336685,1.0,1.0,0.0,0.0030818797139579,False
2022-03-02,raw_target_research_vol_target_15pct,0.15,0.10053274112972381,1.0,1.0,0.0,-0.0349424165743367,False
2022-03-09,raw_target_research_vol_target_15pct,0.15,0.12776096776445753,1.0,1.0,0.0,0.0288834719112092,False
2022-03-16,raw_target_research_vol_target_15pct,0.15,0.1407787177343132,1.0,1.0,0.0,0.0788597899796826,False
2022-03-23,raw_target_research_vol_target_15pct,0.15,0.2172688481329191,0.6903888950901701,0.85,0.15000000000000002,0.005714416749247565,False
2022-03-30,raw_target_research_vol_target_15pct,0.15,0.2071615559530503,0.72407256891812,0.72407256891812,0.27592743108188,-0.010706123329031734,False
2022-04-06,raw_target_research_vol_target_15pct,0.15,0.2069565723096034,0.7247897388617484,0.7247897388617484,0.27521026113825164,0.003417162802210358,False
2022-04-13,raw_target_research_vol_target_15pct,0.15,0.20700182349288143,0.7246312977777142,0.7246312977777142,0.2753687022222858,-0.016036647268852865,False
2022-04-21,raw_target_research_vol_target_15pct,0.15,0.21171182602071745,0.708510255753599,0.708510255753599,0.29148974424640095,-0.005693032984988589,False
