date,trend_state,volatility_state,breadth_state,correlation_state,regime_v2_label,regime_v2_score,regime_v2_confidence,regime_v2_reason,trend_score,breadth_score,crowding_score,vol_percentile
2024-07-30,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.35663631015205743,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.48985102283841225,0.687608695652174,0.39095802633289484,0.46511627906976744
2024-08-06,uptrend,normal_vol,narrow_participation,diversified,choppy,-0.1,0.25,trend=uptrend; vol=normal_vol; breadth=narrow_participation; corr=diversified,0.32187008749767504,0.5791304347826087,0.39525322294436604,0.5534883720930233
2024-08-13,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.35034085153096395,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.4078888116045751,0.6531739130434783,0.3956548027525648,0.641860465116279
2024-08-20,uptrend,high_vol,broad_participation,diversified,trend_up_high_vol,0.45,0.44522722647475477,trend=uptrend; vol=high_vol; breadth=broad_participation; corr=diversified,0.47800611055256426,0.7285217391304347,0.3932043570250977,0.6790697674418604
2024-08-27,uptrend,high_vol,broad_participation,diversified,trend_up_high_vol,0.45,0.4182703032723676,trend=uptrend; vol=high_vol; breadth=broad_participation; corr=diversified,0.46057139009327136,0.6997391304347826,0.3832640668623844,0.6697674418604651
2024-09-04,uptrend,high_vol,narrow_participation,diversified,trend_up_high_vol,0.45,0.32609035074092574,trend=uptrend; vol=high_vol; breadth=narrow_participation; corr=diversified,0.3769674246117095,0.6090434782608696,0.3876201564251558,0.6744186046511628
2024-09-11,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.413576197547506,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.4772749090922015,0.7273043478260869,0.372828688163461,0.5953488372093023
2024-09-18,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.4080643914867143,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.48420461843020596,0.7243043478260869,0.3835263483728305,0.5906976744186047
2024-09-25,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.42705966031450643,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.5328662543098069,0.6961739130434782,0.38145558248820643,0.6372093023255814
2024-10-02,uptrend,normal_vol,narrow_participation,diversified,choppy,-0.1,0.32400284757621756,trend=uptrend; vol=normal_vol; breadth=narrow_participation; corr=diversified,0.4536558458681018,0.6188260869565216,0.39415702670623776,0.6
2024-10-09,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.37417466176165565,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.46832334970284434,0.6751739130434782,0.3961123415206185,0.6139534883720931
2024-10-16,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.37487189019066586,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.4735258769377132,0.6711739130434782,0.3973028539749267,0.6186046511627907
2024-10-23,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.37170585611156914,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.46125434504859103,0.6651739130434782,0.3940372666307318,0.627906976744186
2024-10-30,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.4181739780099385,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.49547635673693896,0.7069565217391304,0.3850384995887972,0.6325581395348837
2024-11-06,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.3841271185530334,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.4830744255901723,0.6618260869565218,0.3676923072918913,0.6232558139534884
2024-11-13,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.42971259809789797,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.5274878526149194,0.701391304347826,0.3430517424926569,0.6093023255813953
2024-11-20,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.39351283092786604,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.49524028379415996,0.6542608695652175,0.31399114386158883,0.6046511627906976
2024-11-27,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.35895646195742004,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.467077494608879,0.6372608695652173,0.3146804387779142,0.5767441860465117
2024-12-05,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.41516384445943566,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.5481263538271512,0.6684782608695652,0.3035516256157346,0.5813953488372093
2024-12-12,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.4665264774020852,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.6161858418835674,0.716391304347826,0.2728462892310691,0.5441860465116279
2024-12-19,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.5021527152158801,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.6340211888871663,0.7493913043478261,0.26087245178329366,0.4511627906976744
2024-12-27,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.7137681606071373,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.7763401837304772,0.8325217391304348,0.25786001374504075,0.22325581395348837
2025-01-06,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.7143094484966279,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.7615680080305943,0.7663913043478261,0.26476215922757523,0.10232558139534884
2025-01-14,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.5798896978010358,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.6102517566120238,0.6868260869565217,0.2845513055785859,0.14418604651162792
2025-01-22,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.6115060283010878,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.6972938877151036,0.7533913043478261,0.2888101032581461,0.24186046511627907
2025-01-29,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.5621553934706841,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.6409840518170595,0.7593043478260869,0.3255275036659499,0.28837209302325584
2025-02-05,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.5392786624734809,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.6179642261923062,0.7347391304347826,0.32471939826720825,0.2837209302325581
2025-02-12,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.5182522684101837,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.6065770262873487,0.7277391304347826,0.34744747708130597,0.2930232558139535
2025-02-20,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.5232326551728552,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.5906384310830521,0.6931739130434782,0.3498099001977313,0.21395348837209302
2025-02-27,uptrend,normal_vol,narrow_participation,diversified,choppy,-0.1,0.25143826160118293,trend=uptrend; vol=normal_vol; breadth=narrow_participation; corr=diversified,0.3465268531376331,0.6081739130434782,0.38335007797204024,0.5302325581395348
2025-03-06,sideways,normal_vol,narrow_participation,diversified,sideways_low_vol,0.1,0.25,trend=sideways; vol=normal_vol; breadth=narrow_participation; corr=diversified,0.19772445755963053,0.4717826086956521,0.3968914239818125,0.5395348837209303
2025-03-13,sideways,normal_vol,narrow_participation,diversified,sideways_low_vol,0.1,0.25,trend=sideways; vol=normal_vol; breadth=narrow_participation; corr=diversified,0.12463877103049315,0.47113043478260874,0.4017239872289693,0.5488372093023256
2025-03-20,uptrend,normal_vol,narrow_participation,diversified,choppy,-0.1,0.25,trend=uptrend; vol=normal_vol; breadth=narrow_participation; corr=diversified,0.21160897705733386,0.489,0.40288936639281997,0.5674418604651162
2025-03-27,sideways,normal_vol,narrow_participation,diversified,sideways_low_vol,0.1,0.25,trend=sideways; vol=normal_vol; breadth=narrow_participation; corr=diversified,0.1881948157239709,0.45021739130434774,0.3945059402877546,0.5581395348837209
2025-04-03,sideways,normal_vol,weak_participation,diversified,sideways_low_vol,0.1,0.27185627505825816,trend=sideways; vol=normal_vol; breadth=weak_participation; corr=diversified,-0.09258768378835013,0.2867391304347826,0.4307493014898745,0.6465116279069767
2025-04-10,downtrend,high_vol,weak_participation,diversified,trend_down_high_vol,-0.65,0.32736411919832326,trend=downtrend; vol=high_vol; breadth=weak_participation; corr=diversified,-0.2004306108681553,0.26017391304347826,0.4450889558424678,0.6558139534883721
2025-04-17,sideways,high_vol,weak_participation,diversified,sideways_high_vol,-0.2,0.3049530386919741,trend=sideways; vol=high_vol; breadth=weak_participation; corr=diversified,-0.1576367216844851,0.2827391304347826,0.43315642335612337,0.6651162790697674
2025-04-25,sideways,high_vol,weak_participation,diversified,sideways_high_vol,-0.2,0.2519840131132179,trend=sideways; vol=high_vol; breadth=weak_participation; corr=diversified,0.00942349138436498,0.32017391304347825,0.4391545647081482,0.7255813953488373
2025-05-02,sideways,high_vol,weak_participation,diversified,sideways_high_vol,-0.2,0.25,trend=sideways; vol=high_vol; breadth=weak_participation; corr=diversified,0.0026557934703788167,0.33439130434782605,0.4320076096271136,0.7116279069767442
2025-05-09,sideways,high_vol,weak_participation,diversified,sideways_high_vol,-0.2,0.25,trend=sideways; vol=high_vol; breadth=weak_participation; corr=diversified,0.016678767352923805,0.37552173913043474,0.4410856570393389,0.7209302325581395
2025-05-16,uptrend,high_vol,narrow_participation,diversified,trend_up_high_vol,0.45,0.25,trend=uptrend; vol=high_vol; breadth=narrow_participation; corr=diversified,0.2207008498287233,0.5540434782608695,0.4669881538281021,0.7488372093023256
2025-05-23,sideways,high_vol,weak_participation,diversified,sideways_high_vol,-0.2,0.25,trend=sideways; vol=high_vol; breadth=weak_participation; corr=diversified,0.1382998708726737,0.4070869565217391,0.46478930879630664,0.7395348837209302
2025-06-02,sideways,high_vol,narrow_participation,diversified,sideways_high_vol,-0.2,0.25,trend=sideways; vol=high_vol; breadth=narrow_participation; corr=diversified,0.1660952159101726,0.42865217391304344,0.45834555850301484,0.7534883720930232
2025-06-09,uptrend,high_vol,narrow_participation,diversified,trend_up_high_vol,0.45,0.28140385969001297,trend=uptrend; vol=high_vol; breadth=narrow_participation; corr=diversified,0.27381357996420397,0.5826086956521739,0.437013299064528,0.7348837209302326
2025-06-16,uptrend,high_vol,narrow_participation,diversified,trend_up_high_vol,0.45,0.25,trend=uptrend; vol=high_vol; breadth=narrow_participation; corr=diversified,0.22160296316455955,0.4923478260869565,0.4629169754381109,0.7302325581395349
2025-06-24,uptrend,high_vol,narrow_participation,diversified,trend_up_high_vol,0.45,0.2841967738797615,trend=uptrend; vol=high_vol; breadth=narrow_participation; corr=diversified,0.2984261954751823,0.5896086956521738,0.43176576107655673,0.7069767441860465
2025-07-01,uptrend,high_vol,narrow_participation,diversified,trend_up_high_vol,0.45,0.2821998397476494,trend=uptrend; vol=high_vol; breadth=narrow_participation; corr=diversified,0.33977550657785127,0.5660434782608695,0.4257100970431834,0.7023255813953488
2025-07-09,uptrend,high_vol,narrow_participation,diversified,trend_up_high_vol,0.45,0.29981257778383225,trend=uptrend; vol=high_vol; breadth=narrow_participation; corr=diversified,0.3617928002124552,0.5740434782608694,0.43134548133852707,0.7162790697674418
2025-07-16,uptrend,high_vol,narrow_participation,diversified,trend_up_high_vol,0.45,0.29556009804628247,trend=uptrend; vol=high_vol; breadth=narrow_participation; corr=diversified,0.32918575770595715,0.5822608695652174,0.40340289776727933,0.6976744186046512
2025-07-23,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.37011710993583247,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.47328126374883944,0.6767391304347825,0.37991329689476344,0.586046511627907
2025-07-30,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.43190457623610423,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.5220900445738498,0.7366521739130435,0.3421122144496056,0.5627906976744186
2025-08-06,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.44385186375349694,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.5703475510273931,0.7658695652173912,0.36682886475783205,0.5255813953488372
2025-08-13,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.4435074987543992,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.5872844275468182,0.7546521739130435,0.3742749915563493,0.5348837209302325
2025-08-20,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.4049030831952007,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.49889750139211775,0.7226521739130435,0.3800269271322492,0.5720930232558139
2025-08-27,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.5781188080139341,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.6797207244239392,0.7938695652173913,0.3459243901013018,0.3209302325581395
2025-09-04,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.6894580253827294,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.7389905467253683,0.8443478260869564,0.36744067787221363,0.1813953488372093
2025-09-11,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.6725941497293867,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.7285778676162183,0.8115652173913044,0.3217050839029048,0.19534883720930232
2025-09-18,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.696994860512526,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.7067682053038353,0.78,0.33449053074977425,0.06511627906976744
2025-09-25,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.6877622251708567,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.7026384704052108,0.773,0.34871982041538735,0.06046511627906977
2025-10-02,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.7289396190583483,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.7035559654355639,0.8166521739130435,0.3252720328956058,0.05581395348837209
2025-10-09,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.7474818965822335,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.7560748854042959,0.7790869565217391,0.3035031803058443,0.013953488372093023
2025-10-16,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.7741279758799318,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.79843147724706,0.7827391304347826,0.28301253128359743,0.009302325581395349
2025-10-23,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.7699758831395705,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.7850897773496409,0.7777391304347826,0.2775140199466791,0.004651162790697674
2025-10-30,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.7693092663799189,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.7858445264718412,0.7877391304347826,0.2642929897110731,0.03255813953488372
2025-11-06,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.6974804681739268,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.7027348701890008,0.7465217391304347,0.2920135556605775,0.04186046511627907
2025-11-13,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.6753340378172077,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.6808049593065348,0.7377391304347826,0.30981387624653667,0.046511627906976744
2025-11-20,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.5674880835062996,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.5427436688576281,0.6769565217391303,0.32841833421157746,0.06976744186046512
2025-11-28,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.5771807879912392,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.6224106177580521,0.7457391304347826,0.30865473353636885,0.23255813953488372
2025-12-05,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.5804908329131381,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.6245278776219761,0.7567391304347826,0.3173346557496848,0.2372093023255814
2025-12-12,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.5112392977361019,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.5690582090410321,0.719391304347826,0.34317039895579515,0.26976744186046514
2025-12-19,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.47292895693122494,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.5317859009158786,0.6829565217391304,0.33052650930824734,0.27906976744186046
2025-12-29,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.5339826982007554,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.5617860237034245,0.7503043478260869,0.32676308994480185,0.2744186046511628
2026-01-06,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.4876411367150208,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.5318835475970739,0.6789565217391303,0.3224498217234479,0.24651162790697675
2026-01-13,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.6100024122498987,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.6241138511252411,0.7309565217391304,0.27073761043435596,0.16744186046511628
2026-01-21,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.6127779419349,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.5954540002378238,0.7391739130434782,0.2565625237865278,0.16279069767441862
2026-01-28,uptrend,low_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.6801014956446108,trend=uptrend; vol=low_vol; breadth=broad_participation; corr=diversified,0.6555167962173098,0.8165217391304348,0.2610277620052052,0.17674418604651163
2026-02-04,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.4895493065181896,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.5412715162221502,0.7161739130434782,0.2812193303302261,0.3395348837209302
2026-02-11,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.4612940987874716,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.5221848423388478,0.6797391304347825,0.28195238906480635,0.3302325581395349
2026-02-19,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.3974349231911384,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.4366142413285411,0.655391304347826,0.2942605246275852,0.3581395348837209
2026-02-26,uptrend,normal_vol,narrow_participation,diversified,choppy,-0.1,0.3336523981764246,trend=uptrend; vol=normal_vol; breadth=narrow_participation; corr=diversified,0.42830376813607157,0.5739565217391305,0.31129633841923227,0.35348837209302325
2026-03-05,uptrend,normal_vol,narrow_participation,diversified,choppy,-0.1,0.3295442508185625,trend=uptrend; vol=normal_vol; breadth=narrow_participation; corr=diversified,0.39634194545581336,0.5594782608695652,0.3278962887764595,0.3023255813953488
2026-03-12,uptrend,normal_vol,narrow_participation,diversified,choppy,-0.1,0.31694645019502354,trend=uptrend; vol=normal_vol; breadth=narrow_participation; corr=diversified,0.3654715339661403,0.5628260869565217,0.32177504619240527,0.31627906976744186
2026-03-19,uptrend,normal_vol,narrow_participation,diversified,choppy,-0.1,0.2837242248196791,trend=uptrend; vol=normal_vol; breadth=narrow_participation; corr=diversified,0.31144470150733566,0.48391304347826086,0.2931108625743221,0.29767441860465116
2026-03-26,sideways,low_vol,narrow_participation,diversified,sideways_low_vol,0.1,0.3235259837858443,trend=sideways; vol=low_vol; breadth=narrow_participation; corr=diversified,0.17213591930709096,0.42078260869565215,0.3278054326273279,0.17209302325581396
2026-04-02,uptrend,low_vol,narrow_participation,diversified,choppy,-0.1,0.3072496760798485,trend=uptrend; vol=low_vol; breadth=narrow_participation; corr=diversified,0.27561286489211956,0.4881304347826087,0.3191701965605576,0.19069767441860466
2026-04-10,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.41604360939072005,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.4402599475835995,0.6659565217391303,0.2838091901448526,0.34418604651162793
2026-04-17,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.5572048336174167,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.6196134131444508,0.7906521739130434,0.2853159107679518,0.3627906976744186
2026-04-24,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.5737455900385058,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.6264248902720096,0.7375217391304347,0.27614874250924143,0.2558139534883721
2026-05-01,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.6023765539392503,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.6382884301224199,0.7690869565217391,0.2573798302497676,0.2651162790697674
2026-05-08,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.6712968944747255,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.7788718295832822,0.826304347826087,0.22578175696879832,0.33488372093023255
2026-05-15,uptrend,normal_vol,broad_participation,diversified,trend_up_low_vol,0.8,0.6861605015933585,trend=uptrend; vol=normal_vol; breadth=broad_participation; corr=diversified,0.8006818737306949,0.827304347826087,0.21908448509619674,0.32558139534883723
