window_start,date,candidate,equity,drawdown
2008-01-01,2011-03-30,growth_champion_v2,1.592171417863366,-0.06729117819514607
2008-01-01,2011-04-06,growth_champion_v2,1.585041920593898,-0.07146770399108715
2008-01-01,2011-04-13,growth_champion_v2,1.6232849833839487,-0.049064562195598516
2008-01-01,2011-04-20,growth_champion_v2,1.6605547960141078,-0.02723155939379429
2008-01-01,2011-04-28,growth_champion_v2,1.633273552436736,-0.04321316556316546
2008-01-01,2011-05-05,growth_champion_v2,1.6529293917218308,-0.03169859213501747
2008-01-01,2011-05-12,growth_champion_v2,1.6647700023308742,-0.024762252337239055
2008-01-01,2011-05-19,growth_champion_v2,1.665835122733651,-0.024138294900993063
2008-01-01,2011-05-26,growth_champion_v2,1.6180080153446434,-0.05215585914228482
2008-01-01,2011-06-03,growth_champion_v2,1.591996745772554,-0.06739350273017775
2008-01-01,2011-06-10,growth_champion_v2,1.5722927272455094,-0.07893630000626717
2008-01-01,2011-06-17,growth_champion_v2,1.6168783031209835,-0.052817655067828095
2008-01-01,2011-06-24,growth_champion_v2,1.691969910127305,-0.008828293424665068
2008-01-01,2011-07-01,growth_champion_v2,1.6600685539449125,-0.027516404519377424
2008-01-01,2011-07-11,growth_champion_v2,1.6844284387895234,-0.01324615746067237
2008-01-01,2011-07-18,growth_champion_v2,1.6335338591199255,-0.0430606754876236
2008-01-01,2011-07-25,growth_champion_v2,1.590259418060342,-0.06841124545898558
2008-01-01,2011-08-01,growth_champion_v2,1.5707799437949843,-0.07982250261859558
2008-01-01,2011-08-08,growth_champion_v2,1.5385098584209136,-0.09872661870251742
2008-01-01,2011-08-15,growth_champion_v2,1.530911880557021,-0.10317758478696126
2008-01-01,2011-08-22,growth_champion_v2,1.5713318695398073,-0.07949917938505302
2008-01-01,2011-08-29,growth_champion_v2,1.5713316002895252,-0.07949933711437196
2008-01-01,2011-09-06,growth_champion_v2,1.5554036706353878,-0.08883006641576685
2008-01-01,2011-09-13,growth_champion_v2,1.5979995674190524,-0.06387699399085889
2008-01-01,2011-09-20,growth_champion_v2,1.5511194719146777,-0.09133978986409608
2008-01-01,2011-09-27,growth_champion_v2,1.506850446038772,-0.1172729968692654
2008-01-01,2011-10-04,growth_champion_v2,1.549157018277875,-0.09248941345292117
2008-01-01,2011-10-11,growth_champion_v2,1.5314316882575563,-0.1028730766024204
2008-01-01,2011-10-18,growth_champion_v2,1.4802863069839771,-0.13283451654112788
2008-01-01,2011-10-25,growth_champion_v2,1.4944978139964933,-0.12450928358379765
2008-01-01,2011-11-01,growth_champion_v2,1.484250062026059,-0.130512511979468
2008-01-01,2011-11-08,growth_champion_v2,1.458537060438379,-0.14557542740857132
2008-01-01,2011-11-15,growth_champion_v2,1.4176000002211036,-0.16955673794776482
2008-01-01,2011-11-22,growth_champion_v2,1.4812033417563448,-0.13229730904418835
2008-01-01,2011-11-30,growth_champion_v2,1.4782507257948672,-0.1340269789300902
2008-01-01,2011-12-07,growth_champion_v2,1.452007556111696,-0.14940047175943827
2008-01-01,2011-12-14,growth_champion_v2,1.4810064895521589,-0.13241262689588196
2008-01-01,2011-12-21,growth_champion_v2,1.473779730122261,-0.13664612976982027
2008-01-01,2011-12-29,growth_champion_v2,1.500923904970648,-0.12074481973645768
2008-01-01,2012-01-06,growth_champion_v2,1.5083973071991779,-0.11636683121760838
2008-01-01,2012-01-13,growth_champion_v2,1.5399669825824949,-0.09787302181921465
2008-01-01,2012-01-23,growth_champion_v2,1.5714968743203954,-0.07940251805024456
2008-01-01,2012-01-30,growth_champion_v2,1.6190655672996173,-0.05153633537313895
2008-01-01,2012-02-06,growth_champion_v2,1.644195624311838,-0.036814914297001566
2008-01-01,2012-02-13,growth_champion_v2,1.582530395300808,-0.07293897886185108
2008-01-01,2012-02-21,growth_champion_v2,1.5921028402579327,-0.06733135159409565
2008-01-01,2012-02-28,growth_champion_v2,1.584924966434978,-0.07153621682491118
2008-01-01,2012-03-06,growth_champion_v2,1.610771857707466,-0.05639486757343937
2008-01-01,2012-03-13,growth_champion_v2,1.6621381389706311,-0.026304022366736235
2008-01-01,2012-03-20,growth_champion_v2,1.6532804006738229,-0.0314929678269924
2008-01-01,2012-03-27,growth_champion_v2,1.659021688080334,-0.028129668277402375
2008-01-01,2012-04-03,growth_champion_v2,1.6472119308843929,-0.03504793385888694
2008-01-01,2012-04-11,growth_champion_v2,1.6496983261110012,-0.0335913804147463
2008-01-01,2012-04-18,growth_champion_v2,1.6192181489500697,-0.05144695162348367
2008-01-01,2012-04-25,growth_champion_v2,1.6161930523426162,-0.05321908134577835
2008-01-01,2012-05-02,growth_champion_v2,1.5643033862238596,-0.08361653026771732
2008-01-01,2012-05-09,growth_champion_v2,1.5265079687656424,-0.1057574372652712
2008-01-01,2012-05-16,growth_champion_v2,1.5596081491364058,-0.08636704381343241
2008-01-01,2012-05-23,growth_champion_v2,1.5170712960510824,-0.1112855278908188
2008-01-01,2012-05-31,growth_champion_v2,1.5479240107057546,-0.09321172075411133
2008-01-01,2012-06-07,growth_champion_v2,1.5279044227819774,-0.10493938151721094
2008-01-01,2012-06-14,growth_champion_v2,1.5319499654320343,-0.10256946501427588
2008-01-01,2012-06-21,growth_champion_v2,1.4733554375228934,-0.13689468431992502
2008-01-01,2012-06-28,growth_champion_v2,1.4691115110737956,-0.13938081589706175
2008-01-01,2012-07-06,growth_champion_v2,1.4583501167205362,-0.14568494077682848
2008-01-01,2012-07-13,growth_champion_v2,1.4035603795774874,-0.1777812782718633
2008-01-01,2012-07-20,growth_champion_v2,1.4266465117923057,-0.1642572073480112
2008-01-01,2012-07-27,growth_champion_v2,1.4192711940846492,-0.16857773704246848
2008-01-01,2012-08-03,growth_champion_v2,1.4358759559664476,-0.15885051312840914
2008-01-01,2012-08-10,growth_champion_v2,1.462852680866968,-0.14304729683158368
2008-01-01,2012-08-17,growth_champion_v2,1.4519813094054068,-0.14941584732404434
2008-01-01,2012-08-24,growth_champion_v2,1.451225082525105,-0.14985885206249772
2008-01-01,2012-08-31,growth_champion_v2,1.4472817974822962,-0.1521688651082378
2008-01-01,2012-09-10,growth_champion_v2,1.456693309302614,-0.14665551396850252
2008-01-01,2012-09-17,growth_champion_v2,1.4614973887168827,-0.14384123957564054
2008-01-01,2012-09-24,growth_champion_v2,1.5249820517473132,-0.10665133364374524
2008-01-01,2012-10-01,growth_champion_v2,1.500703740942156,-0.12087379387160091
2008-01-01,2012-10-08,growth_champion_v2,1.477615400593734,-0.13439915834065075
2008-01-01,2012-10-15,growth_champion_v2,1.457378851129995,-0.14625391719133352
2008-01-01,2012-10-22,growth_champion_v2,1.4824181352597328,-0.13158567171382995
2008-01-01,2012-10-31,growth_champion_v2,1.4557032895297963,-0.1472354767573757
2008-01-01,2012-11-07,growth_champion_v2,1.499849929176816,-0.12137396474312812
2008-01-01,2012-11-14,growth_champion_v2,1.5359783064143804,-0.10020962540824008
2008-01-01,2012-11-21,growth_champion_v2,1.5278727094793152,-0.1049579594648049
2008-01-01,2012-11-29,growth_champion_v2,1.5286854028848655,-0.10448187611079218
2008-01-01,2012-12-06,growth_champion_v2,1.558579767725674,-0.08696947920651132
2008-01-01,2012-12-13,growth_champion_v2,1.5236218564539576,-0.10744814869472297
2008-01-01,2012-12-20,growth_champion_v2,1.5167182431808266,-0.11149234954516873
2008-01-01,2012-12-28,growth_champion_v2,1.5590974036299103,-0.08666624328043748
2008-01-01,2013-01-07,growth_champion_v2,1.5583608840215226,-0.0870977033157504
2008-01-01,2013-01-14,growth_champion_v2,1.5800596517255543,-0.07438636342308724
2008-01-01,2013-01-22,growth_champion_v2,1.7244461145893077,0.0
2008-01-01,2013-01-29,growth_champion_v2,1.7489597568641242,0.0
2008-01-01,2013-02-05,growth_champion_v2,1.7229723221213895,-0.014858795144223391
2008-01-01,2013-02-12,growth_champion_v2,1.6823708784809053,-0.038073419426535304
2008-01-01,2013-02-20,growth_champion_v2,1.6471282733666361,-0.0582240289393916
2008-01-01,2013-02-27,growth_champion_v2,1.6480625019904942,-0.05768986649214747
2008-01-01,2013-03-06,growth_champion_v2,1.6822944343418884,-0.03811712777300624
2008-01-01,2013-03-13,growth_champion_v2,1.6531575384956185,-0.05477668539399594
2008-01-01,2013-03-20,growth_champion_v2,1.6677907270489627,-0.04640988993405837
2008-01-01,2013-03-27,growth_champion_v2,1.5980077568335718,-0.08630959027965779
2008-01-01,2013-04-04,growth_champion_v2,1.62190806487251,-0.0726441483247261
2008-01-01,2013-04-11,growth_champion_v2,1.5935179797943206,-0.08887670311437579
2008-01-01,2013-04-18,growth_champion_v2,1.708237720495444,-0.02328357539895287
2008-01-01,2013-04-25,growth_champion_v2,1.7127990135939133,-0.02067557193828573
2008-01-01,2013-05-02,growth_champion_v2,1.7333898146545323,-0.00890240164102385
2008-01-01,2013-05-09,growth_champion_v2,1.7486631052609296,-0.00016961602577203472
2008-01-01,2013-05-16,growth_champion_v2,1.7371099648872381,-0.006775337128472669
2008-01-01,2013-05-23,growth_champion_v2,1.701934114728837,-0.02688777826403732
2008-01-01,2013-05-31,growth_champion_v2,1.7462133125781167,-0.0015703301778262624
2008-01-01,2013-06-07,growth_champion_v2,1.7188384577774811,-0.017222408330681338
2008-01-01,2013-06-14,growth_champion_v2,1.7004361179592753,-0.027744285547113723
2008-01-01,2013-06-21,growth_champion_v2,1.7451787710686992,-0.0021618483676286715
2008-01-01,2013-06-28,growth_champion_v2,1.726399501208685,-0.012899242287821244
2008-01-01,2013-07-08,growth_champion_v2,1.8026388236967115,0.0
2008-01-01,2013-07-15,growth_champion_v2,1.754178380698611,-0.026883057416194678
2008-01-01,2013-07-22,growth_champion_v2,1.7537570090453032,-0.02711681009463962
2008-01-01,2013-07-29,growth_champion_v2,1.7409302031606897,-0.03423238184201238
2008-01-01,2013-08-05,growth_champion_v2,1.7400441609408874,-0.03472390693741956
2008-01-01,2013-08-12,growth_champion_v2,1.7073255418943398,-0.05287430879077071
2008-01-01,2013-08-19,growth_champion_v2,1.7001020891691778,-0.05688146354091017
2008-01-01,2013-08-26,growth_champion_v2,1.7386665417585523,-0.03548813056570577
2008-01-01,2013-09-03,growth_champion_v2,1.7630421081980954,-0.021965972871600625
2008-01-01,2013-09-10,growth_champion_v2,1.768074603239495,-0.01917423501749227
2008-01-01,2013-09-17,growth_champion_v2,1.74577680512869,-0.03154376673826065
2008-01-01,2013-09-24,growth_champion_v2,1.7887906868156058,-0.007682147249390203
2008-01-01,2013-10-01,growth_champion_v2,1.721025030280826,-0.04527462314858954
2008-01-01,2013-10-08,growth_champion_v2,1.7824757284795785,-0.011185321736155718
2008-01-01,2013-10-15,growth_champion_v2,1.7730225584315504,-0.016429394993516366
2008-01-01,2013-10-22,growth_champion_v2,1.7656087744135887,-0.02054213456203302
2008-01-01,2013-10-29,growth_champion_v2,1.7746868806944447,-0.015506125040037233
2008-01-01,2013-11-05,growth_champion_v2,1.8636664531175702,0.0
2008-01-01,2013-11-12,growth_champion_v2,1.8632308823338621,-0.00023371713483355538
2008-01-01,2013-11-19,growth_champion_v2,1.9347903392017707,0.0
2008-01-01,2013-11-26,growth_champion_v2,1.931175702759971,-0.001868231595207881
2008-01-01,2013-12-04,growth_champion_v2,1.9684853143641854,0.0
2008-01-01,2013-12-11,growth_champion_v2,1.9881819595218442,0.0
2008-01-01,2013-12-18,growth_champion_v2,2.01843505353058,0.0
2008-01-01,2013-12-26,growth_champion_v2,2.0038242599335687,-0.0072386741260040965
2008-01-01,2014-01-03,growth_champion_v2,2.0250929686591945,0.0
2008-01-01,2014-01-10,growth_champion_v2,2.097398494268182,0.0
2008-01-01,2014-01-17,growth_champion_v2,2.04428749315643,-0.025322322513768758
2008-01-01,2014-01-27,growth_champion_v2,2.029331243508966,-0.03245317994898533
2008-01-01,2014-02-03,growth_champion_v2,2.1010411396024464,0.0
2008-01-01,2014-02-10,growth_champion_v2,2.1705130428482184,0.0
2008-01-01,2014-02-18,growth_champion_v2,2.1769667724534063,0.0
2008-01-01,2014-02-25,growth_champion_v2,2.2122971149300437,0.0
2008-01-01,2014-03-04,growth_champion_v2,2.1314930497541593,-0.0365249606983461
2008-01-01,2014-03-11,growth_champion_v2,2.1222459264662596,-0.04070483474215969
2008-01-01,2014-03-18,growth_champion_v2,2.0286462376670835,-0.08301365852875842
2008-01-01,2014-03-25,growth_champion_v2,2.0522108906485848,-0.07236199116343422
2008-01-01,2014-04-01,growth_champion_v2,1.9572074754737825,-0.11530532573348651
2008-01-01,2014-04-08,growth_champion_v2,1.9252631711268526,-0.12974475348093895
2008-01-01,2014-04-15,growth_champion_v2,1.9367875468539018,-0.12453551840610433
2008-01-01,2014-04-23,growth_champion_v2,1.941873488157634,-0.12223657706164881
2008-01-01,2014-04-30,growth_champion_v2,2.0236055858208775,-0.0852921281846597
2008-01-01,2014-05-07,growth_champion_v2,2.014392493671451,-0.08945661951236195
2008-01-01,2014-05-14,growth_champion_v2,1.979811254402501,-0.1050879915534737
2008-01-01,2014-05-21,growth_champion_v2,1.991490586945872,-0.0998087130765678
2008-01-01,2014-05-29,growth_champion_v2,2.0132320739760674,-0.08998115108976712
2008-01-01,2014-06-05,growth_champion_v2,2.033591942387652,-0.0807781067634954
2008-01-01,2014-06-12,growth_champion_v2,2.0856317446030443,-0.05725513515891589
2008-01-01,2014-06-19,growth_champion_v2,2.0332267626488196,-0.08094317488945713
2008-01-01,2014-06-26,growth_champion_v2,2.0511419042134373,-0.07284519318360283
2008-01-01,2014-07-03,growth_champion_v2,2.059780716900372,-0.06894028699869936
2008-01-01,2014-07-11,growth_champion_v2,2.080174217548566,-0.05972204026747818
2008-01-01,2014-07-18,growth_champion_v2,2.0246554743579277,-0.08481755877444586
2008-01-01,2014-07-25,growth_champion_v2,2.013577501029386,-0.08982501155001565
2008-01-01,2014-08-01,growth_champion_v2,1.9942668294142478,-0.0985537991458667
2008-01-01,2014-08-08,growth_champion_v2,2.0294750637470016,-0.08263901351642056
2008-01-01,2014-08-15,growth_champion_v2,2.036289382041811,-0.07955881319033331
2008-01-01,2014-08-22,growth_champion_v2,2.0501282974054242,-0.07330336256834447
2008-01-01,2014-08-29,growth_champion_v2,2.0169896438233805,-0.0882826586847667
2008-01-01,2014-09-08,growth_champion_v2,2.006218218125916,-0.09315154615235488
2008-01-01,2014-09-15,growth_champion_v2,2.038638666539589,-0.07849689231093449
2008-01-01,2014-09-22,growth_champion_v2,2.070656562647466,-0.0640241997002543
2008-01-01,2014-09-29,growth_champion_v2,2.0295357890528654,-0.08261156453343632
2008-01-01,2014-10-06,growth_champion_v2,2.0151992265847807,-0.08909196102780048
2008-01-01,2014-10-13,growth_champion_v2,2.068257451536381,-0.06510864314815024
2008-01-01,2014-10-20,growth_champion_v2,2.082671067922276,-0.05859341683039099
2008-01-01,2014-10-27,growth_champion_v2,2.073773339020291,-0.06261535802533147
2008-01-01,2014-11-03,growth_champion_v2,2.1378488463015444,-0.033652020845696184
2008-01-01,2014-11-10,growth_champion_v2,2.152945409614988,-0.026828089642440434
2008-01-01,2014-11-17,growth_champion_v2,2.143279507833927,-0.031197259459563642
2008-01-01,2014-11-24,growth_champion_v2,2.1431071337934076,-0.031275175775304476
2008-01-01,2014-12-02,growth_champion_v2,2.1282801184447773,-0.03797726621721109
2008-01-01,2014-12-09,growth_champion_v2,2.1111777268033918,-0.04570786963660145
2008-01-01,2014-12-16,growth_champion_v2,2.1236759705252624,-0.040058427869704816
2008-01-01,2014-12-23,growth_champion_v2,2.1088362199933273,-0.04676627485453644
2008-01-01,2014-12-31,growth_champion_v2,2.1379831201746207,-0.03359132652386654
2008-01-01,2015-01-08,growth_champion_v2,2.128983164589911,-0.037659476106475576
2008-01-01,2015-01-15,growth_champion_v2,2.1838649350826898,-0.012851881266523701
2008-01-01,2015-01-23,growth_champion_v2,2.1988076044120124,-0.006097513045148939
2008-01-01,2015-01-30,growth_champion_v2,2.1671327360063395,-0.020415150668011584
2008-01-01,2015-02-06,growth_champion_v2,2.193470535736452,-0.008509968695677106
2008-01-01,2015-02-13,growth_champion_v2,2.1968802353741133,-0.006968720183146759
2008-01-01,2015-02-23,growth_champion_v2,2.2076476885447107,-0.0021016283725886487
2008-01-01,2015-03-02,growth_champion_v2,2.1911222240102832,-0.00957144986397096
2008-01-01,2015-03-09,growth_champion_v2,2.2021747171245525,-0.004575514625580146
2008-01-01,2015-03-16,growth_champion_v2,2.2277050804857197,0.0
2008-01-01,2015-03-23,growth_champion_v2,2.1876289757028604,-0.01798986101612754
2008-01-01,2015-03-30,growth_champion_v2,2.2328143400341225,0.0
2008-01-01,2015-04-07,growth_champion_v2,2.2627674444719377,0.0
2008-01-01,2015-04-14,growth_champion_v2,2.2716996130353335,0.0
2008-01-01,2015-04-21,growth_champion_v2,2.2537781503342034,-0.007889010764580928
2008-01-01,2015-04-28,growth_champion_v2,2.2711630929233833,-0.00023617564086009235
2008-01-01,2015-05-05,growth_champion_v2,2.2438273207841846,-0.012269356428646572
2008-01-01,2015-05-12,growth_champion_v2,2.227328053709939,-0.019532318036585505
2008-01-01,2015-05-19,growth_champion_v2,2.206557043951268,-0.028675696694346442
2008-01-01,2015-05-27,growth_champion_v2,2.206826920223162,-0.028556897417212568
2008-01-01,2015-06-03,growth_champion_v2,2.24297340793396,-0.012645248049759084
2008-01-01,2015-06-10,growth_champion_v2,2.269283817653184,-0.0010634308199408693
2008-01-01,2015-06-17,growth_champion_v2,2.2448450860988594,-0.011821337109175434
2008-01-01,2015-06-24,growth_champion_v2,2.221397218704663,-0.022143065941477635
2008-01-01,2015-07-01,growth_champion_v2,2.234207480786667,-0.016504000807823105
2008-01-01,2015-07-09,growth_champion_v2,2.3273541769912334,0.0
2008-01-01,2015-07-16,growth_champion_v2,2.2959070313192913,-0.01351197251489944
2008-01-01,2015-07-23,growth_champion_v2,2.3269687574003393,-0.00016560418465927373
2008-01-01,2015-07-30,growth_champion_v2,2.386740124111677,0.0
2008-01-01,2015-08-06,growth_champion_v2,2.416451167323207,0.0
2008-01-01,2015-08-13,growth_champion_v2,2.283661611226335,-0.05495230273739338
2008-01-01,2015-08-20,growth_champion_v2,2.3502328996266013,-0.02740310608881802
2008-01-01,2015-08-27,growth_champion_v2,2.232602133641125,-0.07608224663018492
2008-01-01,2015-09-03,growth_champion_v2,2.273889035551467,-0.05899648778322364
2008-01-01,2015-09-11,growth_champion_v2,2.318917401508642,-0.04036239884897286
2008-01-01,2015-09-18,growth_champion_v2,2.201098899048206,-0.08911923037681524
2008-01-01,2015-09-25,growth_champion_v2,2.254340866877301,-0.06708610653427016
2008-01-01,2015-10-02,growth_champion_v2,2.289218420035582,-0.0526527285169871
2008-01-01,2015-10-09,growth_champion_v2,2.320295441426468,-0.039792124582122
