window_start,date,candidate,equity,drawdown
2008-01-01,2008-12-31,growth_champion_v2,0.9633393308809723,0.0
2008-01-01,2009-01-08,growth_champion_v2,0.9212896779669217,-0.04364988697762007
2008-01-01,2009-01-15,growth_champion_v2,0.9166656909674016,-0.04844984359860793
2008-01-01,2009-01-23,growth_champion_v2,0.9454811699903077,-0.0185377678645523
2008-01-01,2009-01-30,growth_champion_v2,0.9732116055572689,0.0
2008-01-01,2009-02-06,growth_champion_v2,0.9320139129966669,-0.04233169058543218
2008-01-01,2009-02-13,growth_champion_v2,0.9865247961511019,0.0
2008-01-01,2009-02-23,growth_champion_v2,0.9711983431507949,-0.015535801086908996
2008-01-01,2009-03-02,growth_champion_v2,0.9973241131006096,0.0
2008-01-01,2009-03-09,growth_champion_v2,1.0239140951504,0.0
2008-01-01,2009-03-16,growth_champion_v2,1.0416818390571276,0.0
2008-01-01,2009-03-23,growth_champion_v2,1.0243524605384133,-0.016635961066960636
2008-01-01,2009-03-30,growth_champion_v2,1.0403962042863508,-0.001234191403337248
2008-01-01,2009-04-06,growth_champion_v2,1.0759561767645245,0.0
2008-01-01,2009-04-14,growth_champion_v2,1.1085805861409341,0.0
2008-01-01,2009-04-21,growth_champion_v2,1.1170649113630218,0.0
2008-01-01,2009-04-28,growth_champion_v2,1.2180932345994155,0.0
2008-01-01,2009-05-05,growth_champion_v2,1.1092390829543015,-0.08936438406614422
2008-01-01,2009-05-12,growth_champion_v2,1.1238387023116823,-0.07737875033739106
2008-01-01,2009-05-19,growth_champion_v2,1.0911431902964481,-0.10422030161321472
2008-01-01,2009-05-27,growth_champion_v2,1.1338800256049173,-0.06913527355908244
2008-01-01,2009-06-03,growth_champion_v2,1.1509767951395808,-0.0550995913559168
2008-01-01,2009-06-10,growth_champion_v2,1.0757425395665996,-0.11686354622897943
2008-01-01,2009-06-17,growth_champion_v2,1.0644544581237831,-0.12613055561888764
2008-01-01,2009-06-24,growth_champion_v2,1.0566278374724105,-0.13255586070150438
2008-01-01,2009-07-01,growth_champion_v2,1.0110172800788533,-0.17000008590365556
2008-01-01,2009-07-09,growth_champion_v2,1.0438962493086676,-0.14300792446978383
2008-01-01,2009-07-16,growth_champion_v2,1.0781841234101968,-0.11485911522629022
2008-01-01,2009-07-23,growth_champion_v2,1.0826696244646647,-0.11117671971906684
2008-01-01,2009-07-30,growth_champion_v2,1.1034841454630828,-0.09408893004321073
2008-01-01,2009-08-06,growth_champion_v2,1.0981549516592266,-0.09846395951754228
2008-01-01,2009-08-13,growth_champion_v2,1.1430227248303189,-0.0616295269005287
2008-01-01,2009-08-20,growth_champion_v2,1.1209428835005903,-0.07975608790797872
2008-01-01,2009-08-27,growth_champion_v2,1.1101142902177346,-0.08864587809420943
2008-01-01,2009-09-03,growth_champion_v2,1.1280218586625494,-0.0739445662929793
2008-01-01,2009-09-11,growth_champion_v2,1.1318588626738402,-0.07079455781883115
2008-01-01,2009-09-18,growth_champion_v2,1.151287752870519,-0.054844308983348355
2008-01-01,2009-09-25,growth_champion_v2,1.144760509747326,-0.06020288330080581
2008-01-01,2009-10-02,growth_champion_v2,1.1599135180202327,-0.04776294205288478
2008-01-01,2009-10-09,growth_champion_v2,1.1455324699689837,-0.059569138526817556
2008-01-01,2009-10-16,growth_champion_v2,1.1215660872423188,-0.07924446554277176
2008-01-01,2009-10-23,growth_champion_v2,1.0717292372133722,-0.12015828774730608
2008-01-01,2009-10-30,growth_champion_v2,1.1342153815303373,-0.06885996136138339
2008-01-01,2009-11-06,growth_champion_v2,1.145103267936253,-0.059921494176237045
2008-01-01,2009-11-13,growth_champion_v2,1.1618144850299879,-0.04620233326222822
2008-01-01,2009-11-20,growth_champion_v2,1.1749178890839294,-0.03544502529782534
2008-01-01,2009-11-30,growth_champion_v2,1.1910020109234063,-0.02224068150655034
2008-01-01,2009-12-07,growth_champion_v2,1.1988262353795713,-0.01581734359289866
2008-01-01,2009-12-14,growth_champion_v2,1.2118530310878455,-0.0051229276498052645
2008-01-01,2009-12-21,growth_champion_v2,1.2233901917515904,0.0
2008-01-01,2009-12-29,growth_champion_v2,1.2287822171505782,0.0
2008-01-01,2010-01-06,growth_champion_v2,1.2144772217870934,-0.011641603502902775
2008-01-01,2010-01-13,growth_champion_v2,1.1767665760078354,-0.04233104973097823
2008-01-01,2010-01-21,growth_champion_v2,1.1914944499015818,-0.030345301818790138
2008-01-01,2010-01-28,growth_champion_v2,1.1788985970295502,-0.04059598147237442
2008-01-01,2010-02-04,growth_champion_v2,1.2398055784714197,0.0
2008-01-01,2010-02-11,growth_champion_v2,1.2734482034232613,0.0
2008-01-01,2010-02-19,growth_champion_v2,1.260951620160236,-0.009813185357230969
2008-01-01,2010-02-26,growth_champion_v2,1.2787124753794965,0.0
2008-01-01,2010-03-05,growth_champion_v2,1.2804773132271032,0.0
2008-01-01,2010-03-12,growth_champion_v2,1.307580925722713,0.0
2008-01-01,2010-03-19,growth_champion_v2,1.3217791620247525,0.0
2008-01-01,2010-03-26,growth_champion_v2,1.324445441321512,0.0
2008-01-01,2010-04-05,growth_champion_v2,1.3303018824278308,0.0
2008-01-01,2010-04-12,growth_champion_v2,1.3697293066712466,0.0
2008-01-01,2010-04-19,growth_champion_v2,1.398883612107505,0.0
2008-01-01,2010-04-26,growth_champion_v2,1.3724702633464005,-0.018881734357664715
2008-01-01,2010-05-03,growth_champion_v2,1.3558333591492215,-0.030774721060192856
2008-01-01,2010-05-10,growth_champion_v2,1.3440018775362528,-0.0392325237755623
2008-01-01,2010-05-17,growth_champion_v2,1.3175863969442247,-0.05811578208483048
2008-01-01,2010-05-24,growth_champion_v2,1.347306983540332,-0.03686984972929208
2008-01-01,2010-06-01,growth_champion_v2,1.34925088525726,-0.03548024040075082
2008-01-01,2010-06-08,growth_champion_v2,1.4202258501682827,0.0
2008-01-01,2010-06-15,growth_champion_v2,1.3841401016104797,-0.025408457784039884
2008-01-01,2010-06-22,growth_champion_v2,1.3169658042341672,-0.07270677823663063
2008-01-01,2010-06-29,growth_champion_v2,1.3661195206933983,-0.03809698962208963
2008-01-01,2010-07-07,growth_champion_v2,1.397784254117341,-0.015801427673128532
2008-01-01,2010-07-14,growth_champion_v2,1.34983743471051,-0.049561423944953886
2008-01-01,2010-07-21,growth_champion_v2,1.3431315535985429,-0.0542831244485551
2008-01-01,2010-07-28,growth_champion_v2,1.3871053820224533,-0.023320564220053464
2008-01-01,2010-08-04,growth_champion_v2,1.3830080324129366,-0.026205562834204277
2008-01-01,2010-08-11,growth_champion_v2,1.385307997144093,-0.024586126931890773
2008-01-01,2010-08-18,growth_champion_v2,1.3533765389835064,-0.04706949333224386
2008-01-01,2010-08-25,growth_champion_v2,1.4117719589638777,-0.005952497768860643
2008-01-01,2010-09-01,growth_champion_v2,1.4370797026517705,0.0
2008-01-01,2010-09-09,growth_champion_v2,1.4422865581701332,0.0
2008-01-01,2010-09-16,growth_champion_v2,1.4607410839273796,0.0
2008-01-01,2010-09-23,growth_champion_v2,1.4269009418075582,-0.023166420450664638
2008-01-01,2010-09-30,growth_champion_v2,1.4429565061935408,-0.012175037677466305
2008-01-01,2010-10-07,growth_champion_v2,1.4833402906716895,0.0
2008-01-01,2010-10-14,growth_champion_v2,1.4792304270017935,-0.0027706816134784873
2008-01-01,2010-10-21,growth_champion_v2,1.482391666326852,-0.000639519030665614
2008-01-01,2010-10-28,growth_champion_v2,1.4944034919830853,0.0
2008-01-01,2010-11-04,growth_champion_v2,1.467686600107709,-0.017877964029596072
2008-01-01,2010-11-11,growth_champion_v2,1.4631675738382728,-0.020901930644823485
2008-01-01,2010-11-18,growth_champion_v2,1.4818248466315915,-0.008417168066705893
2008-01-01,2010-11-26,growth_champion_v2,1.5046162862810295,0.0
2008-01-01,2010-12-03,growth_champion_v2,1.5080520211480501,0.0
2008-01-01,2010-12-10,growth_champion_v2,1.5191280899306387,0.0
2008-01-01,2010-12-17,growth_champion_v2,1.5252417425606621,0.0
2008-01-01,2010-12-27,growth_champion_v2,1.5670284742010268,0.0
2008-01-01,2011-01-03,growth_champion_v2,1.6275380794482397,0.0
2008-01-01,2011-01-10,growth_champion_v2,1.6650398908464523,0.0
2008-01-01,2011-01-18,growth_champion_v2,1.670218385298804,0.0
2008-01-01,2011-01-25,growth_champion_v2,1.7070401615612554,0.0
2008-01-01,2011-02-01,growth_champion_v2,1.6656951809715648,-0.024220274086508065
2008-01-01,2011-02-08,growth_champion_v2,1.684053692459417,-0.013465687345525001
2008-01-01,2011-02-15,growth_champion_v2,1.6335789481837801,-0.04303426189474524
2008-01-01,2011-02-23,growth_champion_v2,1.6235973072704464,-0.04888159995866315
2008-01-01,2011-03-02,growth_champion_v2,1.5328820073054805,-0.10202346621797709
2008-01-01,2011-03-09,growth_champion_v2,1.5219456227879624,-0.10843010196315817
2008-01-01,2011-03-16,growth_champion_v2,1.577915452698302,-0.07564245515164458
2008-01-01,2011-03-23,growth_champion_v2,1.6013075767357052,-0.06193913137277762
