date,ticker,selected,weight,expected_daily_return,expected_total_return,target_price,current_price,target_confidence,signal_strength,quality_score,regime,timing_model,target_model,model_mode,gate_decision,gate_reason,cash_weight,regime_confidence,ema_timing_score,trend_persistence_score,quant_target_price,black_litterman_return,covariance_method,realized_return_1d,realized_return_5d,realized_return_10d,realized_return_20d,realized_return_30d,candidate_model_mode,backtest_model,regime_v2_label,regime_v2_confidence,regime_v2_sample_size,v2_gate_decision,v2_gate_reason,source_model_mode
2022-03-23,TXN,True,0.1174273932423285,0.0001285961117566,0.0025750666831594,195.3626080505885,179.0800018310547,0.5,0.5262862906717417,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0286464419832437,0.0467388599039875,-0.0102189067028328,-0.0103306124893886,-0.0491400656789126,baseline,baseline,,,,,,
2022-03-23,CCJ,True,0.1253034961858448,0.0030858557816556,0.0635603344536734,33.41030417276876,29.040000915527344,0.5,0.825290595714355,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0013774419513173,-0.0334022448389276,-0.027548247905923,-0.0258264454667762,-0.1570248357276338,baseline,baseline,,,,,,
2022-03-23,VIST,True,0.1542280641309257,0.0036706950952357,0.0760312356160242,10.471066577530928,9.1899995803833,0.5,0.8418016448053239,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0206746016385972,-0.0195864374015517,-0.0054406136391207,-0.0152338842264232,-0.0870510635025709,baseline,baseline,,,,,,
2022-03-30,AAPL,True,0.1247374541699462,0.0012471199178484,0.0252401298683564,192.9542981343216,177.77000427246094,0.5,0.7512779227153868,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0177757978633232,-0.0334139747912828,-0.0414581211613228,-0.0794847530135399,-0.1980649483469788,baseline,baseline,,,,,,
2022-03-30,TSLA,True,0.0809635718177747,0.0016146861261546,0.0327939249762194,420.3150094963455,364.663330078125,0.5,0.590883510679302,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0149818131423394,-0.0440863087407383,-0.0654667458010886,-0.1978811624592192,-0.3345459997281846,baseline,baseline,,,,,,
2022-03-30,SPY,True,0.1483463400656496,0.0023326656613988,0.0477017800765309,491.8428925194884,458.7000122070313,0.5,1.0,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0153913175729484,-0.0265533526688942,-0.0335513717873879,-0.0673425197871926,-0.1446697495163559,baseline,baseline,,,,,,
2022-03-30,COST,True,0.1459526339466293,0.001074971252059,0.0217204046445962,625.8326477973764,576.469970703125,0.5,0.7777430545670624,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0010755028860068,0.0144326812272126,0.0253613490647424,-0.0251009964759757,-0.1566256398702197,baseline,baseline,,,,,,
2022-04-06,AVGO,True,0.0967734800739114,7.2980845203282865e-06,0.0001459718106355,64.9171898867561,60.20000076293945,0.5,0.3840028568297456,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0017441784203591,-0.0157142713209098,-0.0153987033451282,-0.0365614648792169,-0.0926744569711975,baseline,baseline,,,,,,
2022-04-06,COST,True,0.1509945968467006,0.0007871200710204,0.0158606752459,636.0890087136546,584.7899780273438,0.5,0.8336625079707207,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0397749801460129,0.0107731819368328,0.0118846294706955,-0.1153747041471532,-0.2767831040770575,baseline,baseline,,,,,,
2022-04-06,PEP,True,0.1510097232138318,0.0011506912018178,0.0232671466336693,186.4147495155355,172.38999938964844,0.5,1.0,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0009281493281272,0.0035384918644427,0.0142119435983321,-0.0116016010620166,-0.064910972104094,baseline,baseline,,,,,,
2022-04-06,YPF,True,0.1012221998655561,0.0021050506928894,0.0429536788364823,5.640696850083603,5.070000171661377,0.5,0.7898602095337729,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0118343078398515,0.0138066454544676,-0.0591716332499762,-0.1834320066444951,-0.1380671128997049,baseline,baseline,,,,,,
2022-04-13,TSLA,True,0.109828102562797,0.0005756541325153,0.0115762624077566,392.6048140898325,340.7900085449219,0.5,0.6712464299460984,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0365523188084326,-0.0132926396482065,-0.14169042788278,-0.2879290305808888,-0.3077555158692029,baseline,baseline,,,,,,
2022-04-13,COST,True,0.1595681468404647,0.0011256255829203,0.022754881598954,640.1032407823311,591.0900268554688,0.5,1.0,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0011842734189836,0.001099601328691,-0.0492142068615577,-0.1774857118429097,-0.2133347390277103,baseline,baseline,,,,,,
2022-04-13,CCJ,True,0.1147495472675691,0.0006752682798306,0.0135923552052841,36.28644382391983,31.59000015258789,0.5,0.6168783127704549,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0060145784469726,-0.1044634131408893,-0.1646090768541342,-0.3482114576406188,-0.2187401017421658,baseline,baseline,,,,,,
2022-04-13,YPF,True,0.115854203329169,0.0010161887795474,0.0205211785717753,5.840984312744906,5.139999866485596,0.5,0.7491122852093947,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0077820939478694,-0.0719844154027311,-0.1575875415991727,-0.214007769106165,-0.1167315019879193,baseline,baseline,,,,,,
2022-04-21,COST,True,0.1356482441167456,0.0002683430875369,0.0053805653263345,637.92285878791,591.739990234375,0.5,0.9287553063832148,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0338661884578839,-0.0502585438286765,-0.1257646671482861,-0.2852773183230896,-0.1951701628085538,baseline,baseline,,,,,,
2022-04-21,PEP,True,0.1385312174855568,0.0006875663419729,0.0138415204964197,187.96921699984372,174.83999633789062,0.5,1.0,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0153855095959143,0.0152139311245964,-0.0254518247623516,-0.0780141825402934,-0.0571379000435841,baseline,baseline,,,,,,
2022-04-21,CSCO,True,0.104321678508239,9.204982626862576e-05,0.0018426073172663,55.70899790479771,52.77999877929688,0.5,0.2467920010696584,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0269040962824408,-0.0407350845188914,-0.060060595723029,-0.20954903020824,-0.1426676573219349,baseline,baseline,,,,,,
2022-04-21,VIST,True,0.1214988598894585,0.0019090195614034,0.0388808146981634,9.873670598940794,9.050000190734863,0.5,0.802470194471023,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0497237347824405,-0.0552486176201284,-0.0729281583980294,-0.095027689748781,-0.0088397703889505,baseline,baseline,,,,,,
2022-04-28,NFLX,True,0.0,5.000202130208012e-05,0.0010005156069954,21.851267298703192,19.95199966430664,0.5,0.4019124872442591,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.8,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0459102035697016,-0.056134670746231,-0.1263532453319572,-0.0406976888692937,-0.0830993918700984,baseline,baseline,,,,,,
2022-04-28,COST,True,0.0807765458321609,0.0001403166338361,0.0028100766920062,593.443644351276,562.0,0.5,0.4391075118144659,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.8,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0538790556883896,-0.0795017663270128,-0.1349110450608874,-0.1726156757395462,-0.1756049865505449,baseline,baseline,,,,,,
2022-04-28,CCJ,True,0.0510795676750164,0.0001593524052179,0.0031918774263741,28.6501711352147,26.38999938964844,0.5,0.4390042935742399,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.8,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0219780195953154,-0.072375895853992,-0.2197801959531539,-0.0647972385002558,-0.0325880531600264,baseline,baseline,,,,,,
2022-04-28,VIST,True,0.0681438864928226,9.247766518141092e-05,0.0018511791081112,9.262451443890514,8.550000190734863,0.5,0.4390094251464905,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.8,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0105263334011873,-0.0187134320283982,-0.0608187656331477,0.0912280369088682,0.0152046914082868,baseline,baseline,,,,,,
2022-05-05,AMD,True,0.1007270695063319,9.712467461786812e-05,0.0019442868457146,101.39593894724132,93.87000274658205,0.5,0.9997533863003046,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0156598865270845,-0.0725471928063434,0.0298284365658574,0.132417172062226,-0.1310323073598256,baseline,baseline,,,,,,
2022-05-05,COST,True,0.1525051647110352,9.998069477824951e-05,0.0020015143018634,538.8657420474865,517.3200073242188,0.5,0.9998758974913337,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0269852736700885,-0.060194877846511,-0.1824596252069575,-0.079389945764226,-0.136530588190738,baseline,baseline,,,,,,
2022-05-05,CCJ,True,0.0904370088799138,0.0001281467938132,0.002566058380705,26.359709990423514,24.479999542236328,0.5,0.9997722388778376,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0261437664058865,-0.1589052067969554,-0.0559640097019222,0.0212418491620678,-0.1556372359962196,baseline,baseline,,,,,,
2022-05-05,VIST,True,0.156330756902719,8.661907332429063e-05,0.0017338077517665,9.0335465541347,8.390000343322754,0.5,0.9095291732212968,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0202622251892088,-0.0429082950679581,-0.0238379922235194,0.0691299046450757,-0.1323003680682571,baseline,baseline,,,,,,
2022-05-12,AMD,True,0.1037479933572142,7.67241733685825e-05,0.0015356024361818,93.69788172245582,87.05999755859375,0.5,0.9996693460508363,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0925798921894487,0.1103836535704445,0.1342752443053834,0.0891339576595757,-0.010337628322108,baseline,baseline,,,,,,
