date,ticker,selected,weight,expected_daily_return,expected_total_return,target_price,current_price,target_confidence,signal_strength,quality_score,regime,timing_model,target_model,model_mode,gate_decision,gate_reason,cash_weight,regime_confidence,ema_timing_score,trend_persistence_score,quant_target_price,black_litterman_return,covariance_method,realized_return_1d,realized_return_5d,realized_return_10d,realized_return_20d,realized_return_30d,candidate_model_mode,backtest_model,regime_v2_label,regime_v2_confidence,regime_v2_sample_size,v2_gate_decision,v2_gate_reason,source_model_mode
2022-01-03,SPY,True,0.1636887198305242,0.0018059649602062,0.0367457526306664,509.4301328971704,477.7099914550781,0.5,1.0,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0003349389063896,-0.0255384687523336,-0.0444202583162813,-0.0518305660148102,-0.0661698225219871,baseline,baseline,,,,,,
2022-01-03,PEP,True,0.1284297878047557,0.0002482793524365,0.0049773166153934,184.44483494031343,172.97999572753906,0.5,0.3100841070952208,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0014452538222615,0.0068794223077714,0.0056654584953959,-0.0036998462565376,-0.0405826638169714,baseline,baseline,,,,,,
2022-01-03,CSCO,True,0.1342918159358927,0.0008162036996747,0.0164512718303158,68.97268080994459,63.15999984741211,0.5,0.6677398262797603,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0302406563018756,-0.0212159619351676,-0.0543065280788838,-0.1233375702081565,-0.14075363222175,baseline,baseline,,,,,,
2022-01-03,INTC,True,0.0735896764288271,0.0001290257712453,0.0025836809283765,58.07770881609829,53.209999084472656,0.5,0.2857629417280253,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0013155364786436,0.037586920398644,0.029129848970677,-0.080060108904913,-0.0896448137537295,baseline,baseline,,,,,,
2022-01-10,TSLA,True,0.0899005429454708,9.286090158298366e-06,0.0001857381880598,393.8420261043184,352.7066650390625,0.5,0.2427226833503045,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0059350246575986,-0.0260934638760728,-0.1320455164494165,-0.1286432212109686,-0.2779269066333768,baseline,baseline,,,,,,
2022-01-10,PEP,True,0.1424353640992884,0.000165782004413,0.0033208671839688,184.84702358382677,174.1699981689453,0.5,0.7637068511702247,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0004593318705617,-0.0012056695027029,-0.0162485035356638,-0.0123442264401867,-0.0429465223986708,baseline,baseline,,,,,,
2022-01-10,CSCO,True,0.1443436081498974,0.0006442289088682,0.0129637396895558,66.33004771639449,61.81999969482422,0.5,1.0,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0088967848556393,-0.0338078318166487,-0.0923649160896181,-0.1048204395701227,-0.1193788596659134,baseline,baseline,,,,,,
2022-01-10,INTC,True,0.1233204848053433,0.0013991046868303,0.0283571583930739,60.40247196011749,55.209999084472656,0.5,0.9694649999909104,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0126788765540175,-0.0081507112914626,-0.0762542864387889,-0.1159209892648157,-0.1912696564699574,baseline,baseline,,,,,,
2022-01-18,YPF,True,0.2452616506808169,0.000164690994744,0.0032989783842665,4.644983935340944,4.170000076293945,0.5,0.582924787614993,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0191846336312669,-0.0575539580685191,0.0479615840781675,-0.0071942947864432,0.1223020965740451,baseline,baseline,,,,,,
2022-01-18,VIST,True,0.254738349319183,0.0024645235110761,0.0504617517474774,6.904081754715925,6.139999866485596,0.5,1.0,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0065146519092551,-0.0602605689909993,0.0553746188894461,0.1221498397897007,0.4250814642131764,baseline,baseline,,,,,,
2022-01-25,AMD,True,0.1001537929461688,0.0001058190599369,0.0021185101081195,118.94473863432768,111.12999725341795,0.5,0.0124150254769287,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.8,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0037793411259388,0.0508413719564375,0.1538738315193755,-0.0123278606231168,-0.0007198254624063,baseline,baseline,,,,,,
2022-01-25,CCJ,True,0.0998462070538311,0.0001060374782699,0.0021228872751029,21.34205636428287,20.01000022888184,0.5,0.0124349246537554,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.8,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0364817358264029,0.0114942298653426,-0.0084957558395513,0.0259870290762476,0.3518240343654462,baseline,baseline,,,,,,
2022-02-01,COST,True,0.15858784424854,0.0001999566945204,0.0040067397213783,529.352836716101,508.4100036621094,0.5,0.3871379397688337,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0267697641098854,0.0250585564016954,0.0108376688270452,0.03853188606987,0.0688027590613185,baseline,baseline,,,,,,
2022-02-01,PEP,True,0.155939193438401,0.0001512057041133,0.0030284620271685,181.4771012814364,172.33999633789062,0.5,0.6776677730160778,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.018161801957311,-0.0018567487073767,-0.0370197850736563,-0.0453753756040343,-0.0733433889882787,baseline,baseline,,,,,,
2022-02-01,YPF,True,0.0538124560891184,0.0005170021945173,0.010390987115002,4.851652193193635,4.369999885559082,0.5,0.8031255187011255,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0137299643823365,-0.0732264767057949,-0.0526315846903188,0.0709382038667676,-0.0137299643823365,baseline,baseline,,,,,,
2022-02-01,VIST,True,0.1316605062239404,0.0025953362717647,0.0532066724740927,7.395632776890051,6.480000019073486,0.5,1.0,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0138889123955217,0.0216049176039374,0.0632715812045214,0.3503086380007572,0.1543209872000865,baseline,baseline,,,,,,
2022-02-08,AAPL,True,0.1227130992365835,0.0006223962721185,0.0125218026799469,187.43278744962325,174.8300018310547,0.5,0.849170977031906,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0082937535494815,-0.0116685267034042,-0.0844248375693499,-0.0679517517496375,-0.0264256424458084,baseline,baseline,,,,,,
2022-02-08,COST,True,0.1503027616029654,0.0013442145786375,0.027230389819552,556.3194394673294,521.1500244140625,0.5,1.0,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0147366253784906,-0.0138732441047759,-0.0496786211946282,0.0124724161863141,0.0630720398682582,baseline,baseline,,,,,,
2022-02-08,AMAT,True,0.0902619384592338,0.0001094985382945,0.0021922503499498,148.33977446472971,138.75,0.5,0.3542665492838258,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0392792572846283,0.0078558294622748,-0.0784864820875562,-0.0730090442004504,-0.0528288420256193,baseline,baseline,,,,,,
2022-02-08,VIST,True,0.1367222007012172,0.0033994064148868,0.070229198650459,7.498311830155299,6.619999885559082,0.5,0.9895009629274988,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0181268712437367,0.0407854963132996,0.1933535093558764,0.2341390056691761,0.3882174832707226,baseline,baseline,,,,,,
2022-02-15,GOOGL,True,0.1285337204373549,0.0007814255061065,0.0157450748000789,146.18096050612542,136.60850524902344,0.5,1.0,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0082681626646485,-0.0660318169506103,-0.0149112426035502,-0.0243616085515384,0.0390166177525963,baseline,baseline,,,,,,
2022-02-15,AVGO,True,0.124430407804148,0.0012702323319878,0.0257135588765196,65.59885843695699,60.277000427246094,0.5,0.8793924509848463,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0092240780383633,-0.06234549485756,-0.0281865603831189,0.0072167057120908,0.0469831065306589,baseline,baseline,,,,,,
2022-02-15,CSCO,True,0.125266207033213,0.0001404027240454,0.0028118030937609,56.41740009396737,54.27000045776367,0.5,0.3209544568851583,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0003685361635336,0.0031324519534068,0.0346416261702147,0.0283766519723152,0.0327989453525467,baseline,baseline,,,,,,
2022-02-15,VIST,True,0.121769664725284,0.0010392967754574,0.0209924471057101,7.718394359095762,6.889999866485596,0.5,0.7560006511776265,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0449927356729635,0.1465892958568386,0.2699564832449177,0.0856313735879408,0.307692366252192,baseline,baseline,,,,,,
2022-02-23,AVGO,True,0.1719064731284491,4.174257114954415e-05,0.000835182569951,61.72360448783962,56.51900100708008,0.5,0.1864027707704927,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0262035592726488,0.0364301928771215,0.0563173198483786,0.0604929078246345,0.0651285353645627,baseline,baseline,,,,,,
2022-02-23,YPF,True,0.1446135376105058,0.0012371802024563,0.0250365910240049,4.962279573967576,4.440000057220459,0.5,0.8725548801649202,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.029279304676924,0.0540540018074706,0.0472973052794141,0.0472973052794141,0.1418919158382425,baseline,baseline,,,,,,
2022-02-23,VIST,True,0.183479989261045,0.0048786864451249,0.10223119483528,9.036674360456116,7.900000095367432,0.5,1.0,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0354430641048399,0.1075949233381667,0.0341772123629267,0.16329107208142,0.1569620548083865,baseline,baseline,,,,,,
2022-03-02,QQQ,True,0.1189891079318881,9.29411531638638e-05,0.0018604652098763,366.064955398536,347.2200012207031,0.5,0.2544329175032309,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.014284866763552,-0.0352226569417998,-0.0198721095335131,0.0572259519824076,-0.0025056019645438,baseline,baseline,,,,,,
2022-03-02,QCOM,True,0.1053734263353222,4.816688455577649e-05,0.000963778627802,181.38093422759724,169.25,0.5,0.2960757412487644,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0230427999792282,-0.0717282090968888,-0.111078304589411,-0.0976071153468888,-0.1698670605612998,baseline,baseline,,,,,,
2022-03-02,CCJ,True,0.101974685449495,0.0030887871550987,0.0636224982068087,28.748217382694143,25.06999969482422,0.5,0.8097303512245929,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0207419411285844,0.0789788418962409,-0.0107698628261018,0.1196649396297901,0.2600718203881649,baseline,baseline,,,,,,
2022-03-02,VIST,True,0.1736627802832945,0.0093108074836275,0.2036451555094283,10.00499493991301,8.75,0.5,1.0,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0491428920200892,-0.0662857055664062,-0.1451428549630301,0.0297143118722098,0.0377142769949776,baseline,baseline,,,,,,
2022-03-09,GOOGL,True,0.1081664801708592,0.0001129176773441,0.0022607777653353,141.59978883903565,133.4199981689453,0.5,0.2374207987747495,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0074238778894287,-0.0010455392858927,0.0363925898232269,0.023444806058867,-0.0644993208340571,baseline,baseline,,,,,,
2022-03-09,COST,True,0.156899239377389,0.0002446052454672,0.0049034896387385,562.6573668661637,527.6500244140625,0.5,0.3248620879624961,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0096085398549776,0.0298303600987297,0.0499762984877532,0.1082913881729337,0.121463020666932,baseline,baseline,,,,,,
2022-03-09,CCJ,True,0.112163400806989,0.0040652516668597,0.0845229546286889,31.06329122392898,27.049999237060547,0.5,1.0,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0173752766713275,-0.0831792999430968,0.0735675317779804,0.0439926272688107,0.0458410984636148,baseline,baseline,,,,,,
2022-03-09,VIST,True,0.1227708796447626,0.0018223756436664,0.0370854662061757,9.352444639335497,8.170000076293945,0.5,0.9133947567440932,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0403916671510911,-0.0844553305724636,0.1248469393591542,0.1187270817589536,0.1077111513125104,baseline,baseline,,,,,,
2022-03-16,AMZN,True,0.0986077428769055,9.291164730307628e-05,0.0018598740498796,165.42527043409603,153.10400390625,0.5,0.1705202290085693,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0270077489898168,0.0673006622400393,0.0861962498046606,0.015917261454855,-0.0555668506842456,baseline,baseline,,,,,,
2022-03-16,COST,True,0.1766093723945705,0.000874097738551,0.0176278878609041,584.9846690079174,543.3900146484375,0.5,1.0,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0172987414665464,0.0195623853884947,0.0608770039252368,0.0877822759365429,0.0342479339882657,baseline,baseline,,,,,,
2022-03-16,ADBE,True,0.0937422507504863,9.122645703180685e-05,0.0018261112371011,469.2869414007498,442.3599853515625,0.5,0.1705168718976143,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0045212045985816,-0.0439913014275294,0.0400126882926905,-0.0241657751103602,-0.0719549408316598,baseline,baseline,,,,,,
2022-03-16,VIST,True,0.1310406339780376,0.0002719332755919,0.0054527385266442,8.356821385640743,7.480000019073486,0.5,0.5632498584933444,0.5,risk_off,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0641711253809518,0.2286095664370899,0.2045454820731223,0.2139037300204116,0.143048150926865,baseline,baseline,,,,,,
2022-03-23,AMAT,True,0.1030410464409008,0.000177357575691,0.0035531344634096,143.96676182934112,131.4199981689453,0.5,0.1558283763725355,0.5,neutral,ema,basic,baseline,not_applicable,mode_not_regime_gated,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0545578927776884,0.0333282981573461,-0.0919951035332422,-0.1196925578047685,-0.1365849733551722,baseline,baseline,,,,,,
